Date	NOX(mmole/m3)	NH4(mmole/m3)	PO4(mmole/m3)	TotP(mmole/m3)	Chl(mg/m3)	Wind Spd	AirP	AirT	Hum	CC	SWR	delT	outflow	DO_sur	DO_bot
2020-12-04	0.96269	14.395	2.5782	2.4939	7.7661	0.6146791666666666	970.8437625000001	9.325000000000001	69.5	0.2147125	463.0	0.6723611111111113	-0.1759778773662	4.638854166666666	3.9877018229166676
2020-12-29			4.3697	1.5284		0.6332874999999998	965.0671624999999	6.8500000000000005	75.125	0.16122916666666667	522.0	0.31236111111111114	-0.2699529975051	6.491048177083332	5.7350390625
2021-01-15	1.545	12.124	1.6475	1.5614	3.0448	1.0617041666666667	972.0036041666667	11.554166666666667	77.5	0.2826666666666667	364.3333	0.4963888888888887	-0.25900287277019995	6.246777343750002	5.240963541666667
2021-02-10			0.0	0.88796		1.844033333333333	962.1506250000001	11.491666666666667	66.375	0.0739125	639.0	1.1619444444444447	-0.418154879649	11.123893229166667	9.343719618055557
2021-03-13	0.013008	0.059174	0.029772	0.36178	13.483	1.9185458333333332	967.1257958333334	11.391666666666666	55.208333333333336	0.14034166666666667	790.0	0.6888888888888888	-0.678783139437	11.207174479166666	10.21126736111111
2021-03-17			0.0	0.40362	11.5	2.5891041666666665	963.2229833333334	8.366666666666669	71.875	0.2644916666666666	680.8	0.5345833333333333	-0.6484557962999999	10.202220052083334	9.762335069444445
2021-04-14	0.0		0.0	0.20584	4.95	1.6391500000000008	954.9827666666666	15.241666666666669	34.833333333333336	0.1864625	949.0	0.28611111111111037	-0.2457194398425	8.923912760416668	8.506705729166667
2021-04-23	0.013101	0.063193	0.089185	0.34613	5.3302	1.7322875000000006	956.1934125000001	17.395833333333332	52.833333333333336	0.21267499999999998	926.0	0.3465277777777776	-0.20476195234169997	9.12228515625	8.144817708333331
2021-05-26			0.0	1.1301	49.5	2.7381124999999997	960.5576125000001	18.275000000000002	58.333333333333336	0.2247833333333333	1033.0	0.22833333333333394	-0.09328985244150001		7.053313802083333
2021-06-10	0.072678	0.65674	0.97801	1.0767	11.499	0.9313166666666665	966.2862583333331	13.995833333333332	57.041666666666664	0.18776250000000003	952.5	0.2397222222222224	-0.0577238926095		7.068203125
2021-06-16			3.2641	1.5741	76.5	0.8195666666666667	960.9682166666666	22.345833333333335	51.916666666666664	0.20420000000000002	950.8	0.4376388888888889	-0.0418947751365		7.509720052083334
2021-07-07	2.4072		4.1662	1.5929	22.5	1.6577708333333334	955.1125750000001	26.424999999999994	36.083333333333336	0.134725	963.0	5.977777777777779	-0.01715519541801		
2021-07-22	0.062633	2.17	2.4815	2.5434	19.36	1.1548500000000004	955.0518958333332	26.574999999999992	42.791666666666664	0.1213	974.0	4.927777777777778	-0.0051678245775	6.459335937500001	4.966419270833332
2021-08-11	0.0		11.302	3.7536	79.0	0.6333083333333334	956.2089333333332	29.22083333333333	41.458333333333336	0.14557083333333332	921.0	3.0994444444444427	-0.002480669064588	6.510169270833331	1.1094140625
2021-09-03	0.04157	8.6359	5.0117	4.3954	9.004	0.4842874999999998	956.5969500000001	23.454166666666666	53.375	0.3224458333333334	767.0	0.5202777777777787	-0.0037491505427999995	5.842651909722222	3.3247005208333333
2021-09-08					677.5	2.2165750000000006	955.8293666666667	28.233333333333334	39.708333333333336	0.2275083333333333	829.0	0.9600000000000009	-0.00445112517993		
2021-10-07	0.037311	0.17392	4.964	4.5105	20.884	0.6705583333333333	958.1871416666668	14.804166666666665	54.541666666666664	0.39667083333333336	578.0	0.2505555555555555	-0.01570707186243	6.7180859375	6.049596354166668
2021-10-13	0.0		12.635	4.1572	28.5	0.5960416666666666	959.9974416666668	14.695833333333333	32.166666666666664	0.20176666666666668	656.3333	0.5036111111111112	-0.02641423805007	7.652148437499999	7.255091145833333
2021-11-10					29.5	0.8754416666666666	970.3442666666668	11.450000000000001	90.83333333333333	0.17186666666666664	608.0	0.3200000000000001	-1.145954481243	7.7677690972222235	6.9512109375
2021-11-23	0.10703	5.3646	3.2567	3.1882	29.405	0.4656624999999999	962.7742750000001	10.9625	68.58333333333333	0.10820833333333334	551.0	0.35291666666666693	-0.21656724585599998	7.158359374999999	6.464928385416669
2022-01-28	0.4038	4.5933	0.92757	1.5027	23.994	0.13038333333333332	970.8621083333336	8.408333333333335	64.04166666666667	0.20190833333333333	488.75	0.4779166666666668	-0.52414483797	11.645520833333334	8.947063802083337
2022-04-01				0.14142	2.4342	1.5460125000000005	957.5282083333332	14.308333333333335	61.708333333333336	0.13149999999999998	923.0	0.4456944444444442	-0.2827012420245	6.07390625	5.620032552083333
2022-06-13				0.0											
2019-04-02						2.0302958333333336	955.6487583333333	12.220833333333333	79.375	0.4334083333333334	436.0	1.5913888888888892	-4.23138644721	10.411666666666667	6.763247395833335
2019-04-03						1.0244499999999999	958.8009249999999	11.35	81.16666666666667	0.4523000000000001	349.0	1.3716666666666668	-3.84939218118	10.2840625	7.282380208333332
2019-04-04						1.3411166666666665	960.4955291666669	11.483333333333333	83.95833333333333	0.43573333333333336	367.0	1.189305555555556	-3.52629695691	10.457786458333334	6.752385416666667
2019-04-05						1.0617083333333335	958.6979208333332	11.175000000000002	84.33333333333333	0.4540916666666667	573.0	0.21916666666666726	-4.93137890505	10.705351562499999	6.814091145833334
2019-04-06						1.4901333333333333	961.4818124999998	11.679166666666667	84.08333333333333	0.4259	628.0	0.3225000000000002	-4.17560225862	10.500182291666668	6.077489583333331
2019-04-07						0.9685791666666667	967.0848708333333	13.083333333333334	87.75	0.4355625	576.0	0.588888888888889	-3.8915842832100003	10.382005208333334	5.747265625
2019-04-08						1.6950291666666668	966.8859291666668	15.783333333333331	81.5	0.3829208333333334	805.0	0.9615277777777775	-3.83353474686	10.199713541666666	5.2251171874999995
2019-04-09						3.259670833333334	966.2608458333334	12.104166666666666	74.45833333333333	0.3371416666666667	880.1667	0.4218055555555557	-3.98191502514	9.621966145833332	7.559703124999999
2019-04-10						4.209624999999999	970.5093583333332	10.916666666666666	64.58333333333333	0.20732499999999998	919.0	0.05513888888888907	-3.48891871887	9.071966145833333	8.810997395833335
2019-04-11						5.0664625	967.732525	13.554166666666667	59.666666666666664	0.3300541666666667	854.0	0.2801388888888891	-3.25955225817	9.206341145833333	8.9532578125
2019-04-13						1.173475	959.0210374999998	14.358333333333329	71.66666666666667	0.2183166666666667	888.0	0.8951388888888886	-2.8656649164	9.441119791666667	8.814890625
2019-04-14						2.868500000000001	957.6495416666668	16.55	52.708333333333336	0.2307125	909.0	1.3879166666666667	-2.689619078601	9.789296875	8.922523437499999
2019-04-15						4.526270833333333	954.4988041666666	12.05833333333333	42.416666666666664	0.3502125	859.0	0.26666666666666666	-2.5494506859509998	9.470755208333335	9.227377604166668
2019-04-16						2.5146083333333333	957.6961208333332	10.637499999999998	77.875	0.3229166666666667	950.0	0.20861111111111122	-2.485681146507	9.384752604166666	9.072549479166668
2019-04-17						1.5087541666666666	965.8728333333333	13.333333333333336	73.25	0.2043	936.0	0.8512500000000003	-2.296722826476	9.717513020833334	9.111369791666668
2019-04-18						0.8009291666666664	965.2519958333336	17.00416666666667	69.41666666666667	0.20408333333333337	936.0	2.3001388888888887	-2.169693450834	9.9159375	8.637166666666667
2019-04-19						0.6146666666666664	959.4513916666666	19.15833333333333	68.375	0.27535000000000004	878.0	3.6137499999999996	-2.081713007205	10.8925	8.701075520833333
2019-04-20						3.8929708333333335	953.6592541666664	17.8625	59.541666666666664	0.25571666666666665	1019.0	2.2926388888888893	-2.006333560491	10.364466145833333	8.590278645833333
2019-04-21						3.4645500000000005	961.0387666666669	12.475000000000003	71.625	0.20192083333333333	949.0	0.5704166666666665	-1.911585390429	9.270950520833335	8.950453125000001
2019-04-22						1.8440416666666672	963.7648125000001	16.883333333333336	62.166666666666664	0.20240416666666664	950.0	1.5225	-1.8360926763269998	9.41609375	8.636549479166666
2019-04-23						0.8940708333333331	961.2631125000001	20.69583333333333	57.291666666666664	0.20642916666666666	931.0	3.270416666666667	-1.754964909672	9.471666666666666	8.572546874999999
2019-04-24						0.9499458333333332	958.0996499999998	22.512499999999992	61.208333333333336	0.20484166666666667	935.0	3.774861111111111	-1.70014349388	9.857942708333335	8.576348958333332
2019-04-25						1.3224833333333332	956.5094708333331	21.94583333333333	54.416666666666664	0.20105416666666667	952.0	3.7815277777777774	-1.63416524037	9.821627604166666	8.572052083333334
2019-04-26						1.154854166666667	956.8086000000002	22.066666666666666	45.666666666666664	0.21787916666666665	951.0	4.196388888888889	-1.563288172329	9.6633203125	8.074138020833333
2019-04-27						1.7136500000000001	956.0029125	20.725000000000005	48.458333333333336	0.20188750000000003	955.0	4.647222222222223	-1.520359832277	9.402604166666668	7.5617838541666655
2019-04-28						2.2165833333333333	953.2303083333336	19.183333333333334	62.666666666666664	0.20540833333333333	940.0	4.96513888888889	-1.4836611985650001	9.220898437499999	7.31077083333333
2019-04-29						1.1175833333333332	950.3984458333333	18.945833333333333	66.125	0.20125416666666665	955.0	5.381666666666665	-1.4526542510999998	8.9919140625	6.302877604166667
2019-04-30						3.390054166666666	952.5191708333333	16.212500000000002	56.708333333333336	0.2161	995.0	5.784027777777779	-1.41555918153	8.606119791666666	5.726359375
2019-05-01						1.4901291666666676	959.7589833333333	16.008333333333333	55.25	0.19934166666666667	935.8333	5.133333333333334	-1.3503737997360001	8.3099609375	6.147164062500001
2019-05-02						1.5273708333333333	960.0905749999998	16.729166666666664	42.833333333333336	0.16254166666666667	979.0	5.129027777777778	-1.3025466451530001	8.194960937500001	5.5648932291666675
2019-05-03						1.0430791666666666	958.3451749999999	18.23333333333333	41.833333333333336	0.17717916666666667	986.0	5.101944444444444	-1.27001058795	8.607122395833334	5.152749999999999
2019-05-04						1.1548416666666665	955.7221208333331	18.791666666666668	46.041666666666664	0.1629958333333333	991.0	5.154583333333334	-1.236087005244	8.918528645833334	5.108408854166666
2019-05-05						0.94995	952.4556833333336	17.670833333333338	59.083333333333336	0.22877083333333337	934.8333	5.655555555555556	-1.2086762973479999	9.212604166666667	4.628635416666666
2019-05-06						1.9558000000000009	952.6814291666668	16.320833333333333	66.79166666666667	0.1794166666666667	962.0	5.335694444444445	-1.193781635826	8.9065234375	4.430052083333333
2019-05-07						2.756745833333334	958.1024875000002	16.2	75.83333333333333	0.17867083333333333	953.0	5.749722222222221	-1.160027954202	8.823828124999997	4.424427083333334
2019-05-08						2.365579166666667	958.5723458333335	18.741666666666664	69.45833333333333	0.17229166666666665	959.0	5.409305555555555	-1.120044566238	8.667096354166667	3.916520833333332
2019-05-09						1.9371541666666667	952.0253125	20.866666666666664	60.5	0.18712916666666668	948.0	5.8552777777777765	-1.079041771782	8.718515625	3.3303359374999997
2019-05-10						2.7753625000000004	951.0856083333334	21.758333333333336	48.291666666666664	0.19039583333333332	1002.0	6.560694444444445	-1.0371045213749999	8.960924479166666	3.6231692708333334
2019-05-11						1.2852375000000003	955.3877291666668	20.183333333333334	52.041666666666664	0.16745000000000002	982.0	6.641805555555556	-1.0026146017289999	8.987591145833337	3.106080729166667
2019-05-12						2.9616416666666674	956.0381916666666	21.508333333333336	45.583333333333336	0.17060416666666667	979.0	6.474444444444444	-0.97466587374	8.720677083333333	3.009763020833334
2019-05-13						3.6880833333333327	957.2036666666667	20.82083333333333	35.0	0.2066375	1040.0	6.181666666666665	-0.949548830451	8.331328124999999	3.2233723958333322
2019-05-15						2.7567458333333335	955.0561416666666	14.387500000000001	78.83333333333333	0.5315124999999999	427.0	5.5808333333333335	-1.8545269437240002	8.081875000000002	4.657453125000001
2019-05-16						3.3341708333333337	949.7155208333334	11.0875	83.58333333333333	0.5325875	409.0	0.6137499999999997	-6.99369487206	8.067044270833334	6.493213541666666
2019-05-17						3.4831791666666665	960.0623666666669	10.654166666666667	77.75	0.32287916666666666	1010.0	0.24194444444444452	-4.06006952286	7.936861979166668	7.668171875
2019-05-18						1.825404166666667	959.1226291666667	11.458333333333334	75.33333333333333	0.43524583333333333	781.0	0.3448611111111111	-3.41614442208	8.007421875	7.346708333333333
2019-05-19						1.9744125	951.5399416666666	9.100000000000001	86.16666666666667	0.4654375000000001	733.0	0.26611111111111097	-4.93364425281	7.645598958333334	7.517354166666666
2019-05-20						1.9930541666666663	956.6759625	11.020833333333334	78.29166666666667	0.3473333333333333	840.0	0.28083333333333327	-3.51157219647	7.774934895833333	7.449979166666668
2019-05-21						3.2410374999999996	956.0212708333335	11.704166666666666	73.29166666666667	0.33785833333333337	769.0	0.11958333333333353	-3.00526697211	7.896523437500002	7.7519192708333335
2019-05-22						3.7253458333333325	954.2490583333332	12.241666666666667	74.625	0.3074083333333333	979.0	0.15972222222222218	-2.588216449494	8.126354166666667	7.998651041666666
2019-05-23						2.216575	953.0102	17.254166666666666	67.41666666666667	0.25809166666666666	1127.0	0.775694444444444	-2.22315565797	8.362708333333334	8.082031249999998
2019-05-24						1.3038625	957.2065041666666	17.466666666666665	69.70833333333333	0.20448750000000002	1015.0	1.9152777777777785	-1.973740869594	8.6926171875	7.851520833333332
2019-05-25						2.644979166666666	953.9160500000002	17.09583333333333	62.916666666666664	0.1955375	1019.0	2.0658333333333334	-1.8153081106289999	8.932552083333333	7.509244791666668
2019-05-26						3.613579166666666	949.9977250000001	12.979166666666664	67.54166666666667	0.39280000000000004	923.0	0.6454166666666669	-1.736983711827	8.479934895833333	7.875328125
2019-05-27						2.104820833333334	959.0478458333333	13.375	71.83333333333333	0.24508750000000004	1024.0	0.37319444444444444	-1.667437535595	8.267799479166664	7.954291666666666
2019-05-28						2.384208333333334	960.2824583333332	16.116666666666664	72.0	0.2643875	1003.0	1.013194444444444	-1.544429152227	8.438502604166667	8.02330208333333
2019-05-29						1.7509041666666667	956.1835249999998	20.075	59.958333333333336	0.21169583333333333	1012.0	1.372916666666667	-1.4465378121480001	8.670390625000001	7.9198828125
2019-05-30						1.2852291666666669	954.322425	20.45	63.666666666666664	0.2543708333333333	1003.0	2.0577777777777775	-1.372036187691	8.705403645833334	7.8238125
2019-05-31						1.1921	956.1228500000002	18.60833333333333	70.29166666666667	0.29602083333333334	991.0	2.6872222222222217	-1.331712997563	9.027656250000001	7.680036458333333
2019-06-01						1.0058333333333331	953.2373666666666	22.72083333333333	62.208333333333336	0.21139166666666664	992.0	3.670277777777777	-1.246734139716	9.34653645833333	7.640322916666666
2019-06-02						1.4156166666666667	951.8701166666668	23.579166666666666	62.541666666666664	0.214175	987.0	4.289166666666667	-1.1933851999679999	9.802955729166667	7.5026875
2019-06-03						1.6019041666666674	954.2730375	22.629166666666666	68.08333333333333	0.25749583333333337	985.0	4.208055555555554	-1.140517646619	9.4851171875	6.213830729166669
2019-06-04						2.1979416666666673	955.5711583333332	24.774999999999995	46.916666666666664	0.2536083333333333	999.0	4.166388888888889	-1.074142957251	9.794101562500002	5.685682291666667
2019-06-05						1.99305	955.1337500000003	25.4875	50.5	0.27205833333333335	993.0	4.606944444444445	-1.013006884578	9.803502604166667	5.331598958333332
2019-06-06						5.085079166666666	954.3760458333335	23.066666666666666	36.166666666666664	0.2507625	982.0	4.840416666666667	-0.952069029834	8.856276041666666	5.9308958333333335
2019-06-07						5.047829166666667	958.147633333333	15.554166666666672	51.416666666666664	0.24001666666666666	1028.0	1.5629166666666663	-0.9129634641269999	8.149218750000001	6.995393229166669
2019-06-08						2.3842041666666667	961.6497249999999	18.895833333333332	40.416666666666664	0.23837500000000003	1047.0	1.2774999999999994	-0.9458676403409999	7.833072916666666	7.259497395833333
2019-06-10						0.8195666666666664	960.8567458333333	23.183333333333334	51.291666666666664	0.27642083333333334	1007.0	3.4951388888888886	-0.840698870583	7.883450520833335	6.7333723958333325
2019-06-11						1.0244541666666667	960.1187916666664	26.47083333333333	45.708333333333336	0.2593833333333333	991.0	5.075000000000006	-0.794145974115		
2019-06-12						1.0244666666666666	957.3687666666668	26.804166666666664	42.125	0.3003	1002.0	5.0700000000000065	-0.7372291116449999		
2019-06-13						2.4400833333333334	954.0740916666667	28.000000000000004	37.291666666666664	0.26025416666666673	960.0	5.0700000000000065	-0.707241570672		
2019-06-14						2.1979375000000014	953.700175	25.379166666666666	42.875	0.25442916666666665	997.0	5.0700000000000065	-0.6892037391329999		
2019-06-15						1.2666125	954.4804625	24.004166666666663	50.291666666666664	0.24887499999999999	967.0	4.964583333333334	-0.688212649488		4.786981770833333
2019-06-16						1.397	953.6366875	24.412499999999994	65.45833333333333	0.2599958333333333	1003.0	5.594861111111111	-0.6715906602989999		3.6274036458333327
2019-06-17						1.6763916666666665	951.6471833333334	26.162499999999998	53.041666666666664	0.2584416666666666	982.0	5.4695833333333335	-0.6540342151590001		3.0195390625000003
2019-06-18						1.0430875000000002	954.1643833333333	27.720833333333335	57.583333333333336	0.25594999999999996	1013.0	5.491388888888891	-0.6280393496129999		2.3311588541666666
2019-06-19						1.0058375	954.4945666666669	27.970833333333335	55.166666666666664	0.25907083333333336	1007.0	5.815694444444445	-0.601081711269		2.1475963541666663
2019-06-20						2.4028416666666668	952.8634583333334	25.75833333333333	49.875	0.25002083333333336	999.0	6.346388888888888	-0.59012309148		1.8024921875000002
2019-06-21						2.253816666666667	953.82435	22.266666666666666	48.208333333333336	0.24887083333333335	1025.0	6.433055555555556	-0.587517941556		1.6944010416666668
2019-06-22						1.2293541666666665	956.8156541666666	23.7375	43.166666666666664	0.24827916666666663	1026.0	6.044722222222223	-0.572538329493		1.5980234375
2019-06-23						0.8195624999999996	957.1627625	25.462499999999995	48.708333333333336	0.25569583333333334	1020.0	6.489166666666667	-0.562797334125		1.59453125
2019-06-24						1.6950166666666666	954.7372583333332	26.141666666666666	40.041666666666664	0.25215000000000004	1025.0	6.705694444444444	-0.551527229019		1.2407057291666668
2019-06-26						3.7067125000000005	954.8755333333334	19.745833333333334	46.916666666666664	0.29111666666666663	1022.0	3.7675000000000014	-0.531960287742		1.713403645833333
2019-06-27						4.079233333333334	960.1907583333332	16.10833333333333	61.75	0.24835416666666668	1017.0	0.21694444444444475	-0.546430196559	6.8187890625	4.760070963541668
2019-06-28						2.644979166666667	960.5816041666666	18.2	59.458333333333336	0.2546916666666667	1002.0	0.33944444444444494	-0.544108215105	6.73791666666667	6.111728515624999
2019-06-29						2.2910791666666674	960.1498291666666	20.041666666666668	48.916666666666664	0.25028333333333336	1025.0	0.42541666666666594	-0.5332911795509999	6.835859375000001	6.297529296875001
2019-06-30						1.6764000000000001	959.4852458333334	21.825000000000003	45.75	0.25121666666666664	1023.0	0.5533333333333333	-0.51989731092	6.896276041666668	6.251461588541666
2019-07-01						2.6449791666666673	958.9137999999999	23.3	43.666666666666664	0.278125	1013.0	0.8337499999999997	-0.505937105349	6.808046875000001	6.083772786458334
2019-07-02						4.172366666666666	957.5691249999999	21.683333333333337	47.5	0.2592666666666667	992.0	0.38527777777777733	-0.483765014148	7.009856770833334	6.244840494791666
2019-07-03						3.9674750000000003	955.5626833333331	21.249999999999996	55.375	0.2613958333333333	999.0	0.4330555555555556	-0.48161293377599995	6.6473567708333325	6.308391927083335
2019-07-04						2.3097041666666676	955.349625	22.79583333333333	50.0	0.26410000000000006	996.0	0.5180555555555549	-0.468813718932	6.927669270833334	6.5462467447916675
2019-07-05						1.8440375	956.9327708333332	25.291666666666675	45.0	0.2652208333333333	977.0	1.0183333333333333	-0.45986559527999993	7.124960937499999	6.354645182291666
2019-07-06						2.0861833333333335	957.5917083333334	25.433333333333334	41.0	0.26772500000000005	979.0	1.4733333333333325	-0.443640041949	7.5337109375	6.588134765625
2019-07-07						3.1479125	954.6032166666664	24.283333333333335	44.083333333333336	0.2919833333333333	986.0	1.4581944444444446	-0.43494676992	8.001705729166668	6.846266276041667
2019-07-08						2.0116791666666662	954.7273916666667	21.96666666666667	52.125	0.2866666666666667	927.5	0.4466666666666666	-0.439250930664	7.985507812500001	7.064241536458333
2019-07-09						1.452875	958.2153666666667	20.94583333333334	59.083333333333336	0.24078333333333332	978.0	0.514722222222222	-0.44092162463699996	7.850963541666668	7.153723958333334
2019-07-10						2.3655708333333334	960.3502000000002	21.78125	62.520833333333336	0.2474708333333333	965.0	0.38611111111111135	-0.436985582904	8.055911458333332	7.283720703124999
2019-07-11						2.5704749999999996	960.361475	23.599999999999998	56.416666666666664	0.2273416666666667	978.0	0.39263888888888915	-0.423195278415	8.337265624999999	7.192958984375001
2019-07-12						1.8440333333333347	957.1853375000001	24.845833333333335	57.5	0.2413583333333333	932.1667	0.46652777777777804	-0.404024772996	8.056028645833333	7.044632161458334
2019-07-14						3.4272958333333334	955.5894833333333	25.895833333333332	45.041666666666664	0.22615416666666668	982.0	1.4186111111111106	-0.389583181026	8.246002604166668	6.966510416666666
2019-07-15						5.2713375000000005	958.5624749999997	25.625000000000004	43.541666666666664	0.22571666666666665	984.0	1.3520833333333337	-0.37279129075499995	7.831861979166668	7.442509765625
2019-07-16						5.643883333333334	955.5062416666665	24.574999999999992	51.125	0.23544166666666666	986.0	0.5316666666666667	-0.366646534956	7.784036458333335	7.493450520833335
2019-07-17						2.775375000000001	954.46635	23.64583333333334	59.083333333333336	0.22985416666666666	966.0	0.4184722222222225	-0.35033603108399997	7.744192708333336	7.402565104166668
2019-07-18						1.9185375000000002	954.3054916666666	25.808333333333337	52.291666666666664	0.23264166666666666	979.0	1.1431944444444444	-0.341302956891	8.092734375	6.982376302083335
2019-07-19						1.1734625	953.1414166666664	24.812500000000004	61.25	0.22905416666666667	981.0	1.5166666666666673	-0.329919584397	8.3617578125	6.7162109375000005
2019-07-20						1.6764000000000003	953.9936625	24.912500000000005	60.541666666666664	0.18848333333333334	939.0	1.4424999999999997	-0.343115235099	9.318138020833333	6.201093749999999
2019-07-21						1.0058375000000002	954.5171291666667	25.387500000000003	60.541666666666664	0.19281666666666666	1027.0	1.6447222222222226	-0.332184932157	9.428359375000001	6.065123697916666
2019-07-22						0.8381916666666666	956.0184375	26.50833333333334	54.25	0.1893041666666667	969.0	2.596944444444444	-0.324086313915	8.5860546875	5.621305338541667
2019-07-23						1.9744291666666667	957.1176208333333	27.108333333333334	43.791666666666664	0.18745833333333337	989.0	2.5784722222222225	-0.304660956873	8.8588671875	3.394508463541666
2019-07-24						1.2852374999999998	958.4594666666667	25.7	40.333333333333336	0.17965	1000.0	2.4601388888888884	-0.2805831418689	8.146562500000002	3.192054036458334
2019-07-25						0.7823083333333333	956.2399666666664	27.583333333333332	42.041666666666664	0.22852916666666664	1075.0	2.898611111111111	-0.27997432965839997	9.110117187499997	3.283466796875
2019-07-26						0.29802083333333335	956.8269416666667	26.1125	39.5	0.21397916666666664	997.0	2.69	-0.2725071771045	9.4397265625	3.282379557291667
2019-07-27						0.5029166666666668	959.2707875000001	27.0125	47.125	0.18181666666666665	994.0	2.605	-0.2694319675203	9.793098958333333	2.782568359375
2019-07-28						1.0989708333333335	956.9835625000001	29.24166666666667	42.916666666666664	0.18487916666666668	956.0	2.8565277777777784	-0.26068772516669997	9.613138020833334	1.8564257812500005
2019-07-29						2.1793166666666663	954.1587458333333	27.94583333333333	43.375	0.18658333333333332	974.0	2.814305555555556	-0.26368931094869996	9.530546875	1.791796875
2019-07-30						1.899920833333334	954.6102666666667	24.13333333333333	53.0	0.1814541666666667	973.0	2.3279166666666664	-0.2593143580872	8.202278645833333	3.1400390625
2019-07-31						0.5215416666666667	955.6685249999999	25.670833333333334	54.75	0.18274583333333336	977.0	2.4337500000000003	-0.2508674426271	8.415481770833333	4.779742838541667
2019-08-01						0.8195708333333332	956.618125	26.308333333333326	48.5	0.18548750000000003	961.0	2.6762499999999996	-0.24193347739859997	8.587161458333332	4.684778645833334
2019-08-02						3.185154166666667	958.9067416666666	24.504166666666666	55.291666666666664	0.18500416666666666	959.0	2.089305555555555	-0.2333761262352	8.055026041666666	4.920302734375
2019-08-03						2.0303083333333336	957.5592458333334	25.875	50.208333333333336	0.1828875	962.0	1.3575000000000006	-0.2349420478743	7.798828125	5.620934244791666
2019-08-04						0.7450666666666668	955.7320041666668	26.91666666666667	47.541666666666664	0.18379166666666666	976.0	1.6425000000000003	-0.23357434416419998	7.296106770833332	5.704104817708331
2019-08-05						0.5401708333333333	956.414925	26.483333333333334	57.041666666666664	0.22304583333333336	1018.0	2.5066666666666673	-0.2324331752301	7.6673828125000005	5.505182291666667
