Date	AirP	AirT	RelHum	SWR	CC	Prec	U	delT	inflow(m3/s)	outflow(m3/s)	Ice_d	days from iceoff	W	MLD	thermD	O2	NO3N	NH4N	PO4P	TOTP	TOTN	TOC	SiO2	chl-a
1994-03-11	995.8231	3.38401	88.44433803139772	169.0621	0.8560979	0.0	6.170006897695091	0.2548016735	15.1101395	9.796297	149	-44.0	3.057589750510904	19.0	19.0	12.868704795837402	734.8727416992188	7.678286075592041	8.646662712097168	28.07660484313965	1186.9144287109375	8.372261047363281	3.93322491645813	8.680371284484863
1994-03-12	987.2544	2.728419	83.41319358645825	151.0088	0.6734315	0.07950214	5.098192383104427	0.254570421	18.987579	10.34037	149	-43.0	3.4328089622398856	19.0	19.0	13.163176536560059	750.3488159179688	7.264637470245361	9.004117965698242	27.211509704589844	1154.46142578125	8.340034484863281	3.9123637676239014	8.911931037902832
1994-03-13	970.2167	1.097988	90.7771773296381	138.9083	0.9512299	0.01417301	1.4541027893129013	0.254376881	19.5046195	11.50926	149	-42.0	7.55741990317267	19.0	19.0	13.164559364318848	749.4736328125	7.4672369956970215	9.324240684509277	26.78232192993164	1158.5799560546875	8.325521469116211	3.9294357299804688	8.796998023986816
1994-03-14	975.6365	-0.4213345	85.19667506990321	85.56023	0.5006288	0.1279926	1.5117511220412572	0.2542208365	17.4916525	12.52815	149	-41.0	9.967498237329544	19.0	19.0	13.088829040527344	751.9415893554688	7.646561145782471	9.332660675048828	26.77256965637207	1160.260009765625	8.285343170166016	3.8889455795288086	8.51383113861084
1994-03-15	979.4827	1.859521	64.07330519211226	31.43838	0.3618413	8.828609	3.463206648020011	0.25377901875	15.807052	12.16593	149	-40.0	1.5341233241897567	19.0	19.0	12.93651008605957	756.1719970703125	7.88316011428833	8.494766235351562	25.918704986572266	1174.1319580078125	8.128832817077637	3.874950647354126	7.954095363616943
1994-03-16	974.9184	0.4851934	76.96721806307738	38.81872	0.9729102	4.945038	3.599279280687316	0.25321243425	14.4102975	11.22148	149	-39.0	4.741408448096043	19.0	19.0	12.81438159942627	758.9810791015625	8.0352144241333	7.970469951629639	25.556474685668945	1190.0797119140625	8.010279655456543	3.8594493865966797	7.712484836578369
1994-03-17	977.4167	-1.653111	69.46639711241114	92.92387	0.9313765	0.2195779	1.47991316478784	0.2526488449999999	12.844224999999998	10.13778	149	-38.0	8.595697429219934	19.0	19.0	12.783105850219727	762.361572265625	8.04450798034668	8.237117767333984	26.31226348876953	1186.558349609375	8.056565284729004	3.883730888366699	7.678012371063232
1994-03-18	988.3336	-1.134334	64.66631049854271	146.1057	0.8537681	0.00854845	1.6034736306268214	0.2521557967	11.552456	8.94963	149	-37.0	147.2525787312404	19.0	19.0	12.862860679626465	687.0299682617188	6.045943737030029	7.883613586425781	27.069286346435547	1149.7066650390625	8.131368637084961	3.8378372192382812	8.257524490356445
1994-03-19	987.0834	-4.369901	66.80963470813508	178.1192	0.3797438	0.0	2.179713393858149	0.251715741715	10.426924	7.869629	149	-36.0	17.863899863589282	19.0	19.0	12.930107116699219	791.3231811523438	6.03372049331665	8.425044059753418	28.294452667236328	1165.1624755859375	8.195289611816406	3.9370739459991455	8.197657585144043
1994-03-20	992.3367	-4.387352	65.74811779507736	117.267	0.882632	0.05070828	0.5050668984430801	0.251255952025	9.5033585	6.938519	149	-35.0	59.28584322867641	19.0	19.0	12.982743263244629	768.8970947265625	6.302428245544434	8.66748046875	28.98948097229004	1157.7962646484375	8.232685089111328	3.957878589630127	7.9936113357543945
1994-03-21	1003.168	-3.413301	63.974950508603925	177.7697	0.2980599	0.01674219	0.8822979711578283	0.25080163625	8.3638835	6.137778	149	-34.0	29.050168537243813	19.0	19.0	13.070169448852539	776.5333251953125	6.592557907104492	9.002337455749512	29.386077880859375	1159.9090576171875	8.257669448852539	3.9843454360961914	7.864595413208008
1994-03-22	999.5663	-1.690763	91.43375589907428	193.4123	0.980491	0.0	4.916442640066918	0.25060613175	7.505227	5.448889	149	-33.0	0.0	19.0	19.0	13.12272834777832	765.6513671875	7.406006336212158	9.460984230041504	29.703298568725586	1156.098388671875	8.291329383850098	3.990628242492676	8.050642967224121
1994-03-23	977.6456	3.440663	92.11578420654595	175.88	0.8849833	0.0	3.626349934559234	0.250695196	10.7333205	6.165185	149	-32.0	16.42127617231099	19.0	19.0	13.107112884521484	751.351318359375	8.236617088317871	9.644430160522461	29.546743392944336	1147.601318359375	8.308585166931152	3.946366310119629	8.174453735351562
1994-03-24	970.7706	3.39625	65.33731420156928	198.0819	0.5683637	0.004374658	3.765720129818256	0.25045600475	17.8255695	8.201482	149	-31.0	1.1187679620196986	19.0	19.0	13.081249237060547	740.3790283203125	9.015592575073242	10.01785945892334	28.725770950317383	1139.63818359375	8.326390266418457	3.9150216579437256	8.233622550964355
1994-03-25	978.0717	1.553979	66.52007682659445	101.7444	0.4666104	0.07402181	0.5620078662469858	0.2498783969999999	17.4866875	9.340741	149	-30.0	139.9516978893598	19.0	19.0	13.041794776916504	654.5847778320312	8.041544914245605	9.157532691955566	27.65581512451172	1111.749267578125	8.332184791564941	3.840398073196411	8.544710159301758
1994-03-26	990.0551	1.355606	65.44214669821328	178.3383	0.0915521	0.221393	2.016682609337672	0.249169113	15.4128885	9.277778	149	-29.0	32.5536667701425	19.0	19.0	13.064270973205566	762.8726806640625	8.13221549987793	9.342297554016113	27.425493240356445	1141.6209716796875	8.288778305053711	3.854346513748169	8.291610717773438
1994-03-27	1006.694	0.5305811	61.709812830909016	209.0685	0.4516108	0.002586096	0.4495265662223869	0.248279845	14.171063	8.788148	149	-28.0	160.4119610960348	19.0	19.0	13.12979507446289	669.5984497070312	6.7714762687683105	8.976860046386719	27.248517990112305	1111.420654296875	8.266227722167969	3.808011054992676	8.54129695892334
1994-03-28	1001.817	1.579013	78.42891568589661	9.105542	0.9931293	0.9712255	4.117362818341857	0.2475966344	14.250523	8.508889	149	-27.0	12.05833988100058	19.0	19.0	12.86015796661377	780.0143432617188	7.581991195678711	8.32287883758545	27.0915584564209	1157.0806884765625	8.11843490600586	3.8154516220092773	8.000727653503418
1994-03-29	986.3251	5.56618	74.5156083845503	15.28736	0.6944768	0.0002818595	4.311617777510432	0.24696773415	23.5785725	10.24	149	-26.0	4.939081042540386	19.0	19.0	12.687941551208496	758.3663940429688	8.058965682983398	8.056391716003418	27.222286224365234	1171.07568359375	8.004986763000488	3.849207639694214	7.508820533752441
1994-03-30	997.3328	5.254113	63.13022270514556	15.26531	0.5491472	0.0002235351	3.0674557167597385	0.24527181675	30.511855000000004	13.2763	149	-25.0	10.189669764872866	19.0	19.0	12.550359725952148	764.197265625	8.301217079162598	8.12813663482666	27.406274795532227	1163.898681640625	7.955720901489258	3.971137523651123	7.189775466918945
1994-03-31	985.881	5.663818	85.39854779013953	10.78207	0.970488	0.129535	4.725968740763845	0.2438307937499999	38.928552	16.80815	149	-24.0	3.6570643256407287	19.0	19.0	12.443070411682129	763.0432739257812	8.383347511291504	8.59389591217041	27.865779876708984	1171.458984375	7.950284957885742	4.071010112762451	6.961966037750244
1994-04-01	972.2237	4.881452	91.25688509878565	4.073777	0.9898887	6.776407	4.567740105433758	0.24143708675	78.6751555	21.64518	149	-23.0	1.135398258695421	19.0	19.0	12.384590148925781	747.4610595703125	8.273963928222656	8.911272048950195	28.72214126586914	1176.6468505859375	7.986926078796387	4.165091037750244	7.264402389526367
1994-04-02	975.4655	4.760753	91.28879488809125	10.50302	0.9248391	2.05926	4.701983871576879	0.23850863775	78.88960900000001	24.53778	149	-22.0	20.03237512159338	19.0	19.0	12.423564910888672	787.1577758789062	8.12527084350586	9.216204643249512	29.842529296875	1189.8426513671875	7.981054306030273	4.208247184753418	7.270214557647705
1994-04-03	991.6174	4.664981	82.73313372216806	14.60875	0.5690033	0.13561	3.039848294006817	0.2353894154999999	74.1624475	23.33852	149	-21.0	128.3306525039547	19.0	19.0	12.342823028564453	764.5052490234375	8.406963348388672	9.684859275817871	30.3814697265625	1171.6357421875	8.011457443237305	4.185394287109375	7.551784038543701
1994-04-04	983.2936	2.975066	90.25976644616004	13.15937	0.9502408	0.254131	5.754523222541117	0.2328455055	73.3773015	21.85333	149	-20.0	4.765613687982936	19.0	19.0	12.891180038452148	817.3530883789062	7.905071258544922	9.741870880126953	30.251144409179688	1194.05810546875	8.019964218139648	4.331099510192871	7.344035625457764
1994-04-05	984.3535	3.428895	80.91519196104448	9.921429	0.745424	0.2349592	2.777962859821024	0.2306443375	77.870825	21.25852	149	-19.0	8.07170323769861	19.0	19.0	12.899124145507812	828.1235961914062	7.934930801391602	9.793889045715332	30.061113357543945	1198.127685546875	8.019908905029297	4.388598918914795	7.152154922485352
1994-04-06	994.4935	3.434846	87.88620776309536	8.558971	0.6151851	0.4917973	3.657276514703393	0.2266994274999999	66.4629675	19.78296	149	-18.0	0.0	19.0	19.0	12.859016418457031	838.6975708007812	8.247885704040527	9.80296802520752	29.95250129699707	1201.92041015625	8.019868850708008	4.426802158355713	6.985056400299072
1994-04-07	992.8572	3.382896	83.15457412722317	10.42038	0.5296771	0.3562398	0.7399295107478346	0.22214216	58.948467	18.02	149	-17.0	232.9003604525228	19.0	19.0	12.939962387084961	744.330810546875	7.039750099182129	10.047067642211914	30.587419509887695	1194.4801025390625	8.003612518310547	4.380070686340332	7.450352191925049
1994-04-08	990.248	2.856124	81.10793793256578	16.34771	0.2888592	0.01077583	2.582659040455253	0.2165105849999999	48.6740885	16.31481	149	-16.0	48.21161539890854	19.0	19.0	12.809353828430176	848.9595947265625	6.239188194274902	10.373739242553711	31.054508209228516	1201.1287841796875	8.006850242614746	4.37908935546875	7.355591773986816
1994-04-09	990.6155	5.361836	59.70479948905191	18.51676	0.7734233	0.003329429	3.565588440119476	0.2102600999999999	41.0157915	14.42222	149	-15.0	1.1488158489012574	19.0	19.0	12.781201362609863	838.5687255859375	6.3646931648254395	10.279454231262207	31.113693237304688	1217.5555419921875	8.030117988586426	4.429754257202148	7.081258296966553
1994-04-10	1003.615	6.563597	57.288600855999846	20.64251	0.3978782	0.0	2.260145220290944	0.20277335	36.831114500000005	12.60444	149	-14.0	5.559927926140252	19.0	19.0	12.730427742004395	825.2880859375	6.414259910583496	10.193648338317871	31.22492218017578	1219.5589599609375	8.041474342346191	4.457418441772461	6.902288436889648
1994-04-11	1011.501	6.01539	63.35422214353823	21.6285	0.8121714	0.001345306	1.9472316698109164	0.191686115	33.6218995	10.97481	149	-13.0	24.965586099816143	19.0	19.0	12.859148979187012	815.1222534179688	6.2469635009765625	10.065425872802734	31.545658111572266	1213.8419189453125	8.016576766967773	4.4441704750061035	6.7273054122924805
1994-04-12	1010.388	6.671801	58.37006961858467	21.5998	0.1564817	0.003702809	2.01431700408022	0.1771098975	30.7939125	9.493333	149	-12.0	0.0	19.0	19.0	12.786943435668945	807.3494262695312	6.5260138511657715	9.972399711608887	31.423282623291016	1223.9097900390625	8.020929336547852	4.455777645111084	6.663177967071533
1994-04-13	1004.292	6.717695	55.64461020440149	20.77313	0.2526423	0.0003345093	2.4360442836141054	0.1590996175	28.616873	8.174815	149	-11.0	44.68864045764601	19.0	19.0	12.756770133972168	761.4466552734375	6.726696968078613	9.45000171661377	31.073593139648438	1201.399169921875	8.030020713806152	4.406096935272217	6.615238189697266
1994-04-14	1003.097	6.058199	59.45964868323714	21.27918	0.9982785	0.03900504	6.596324158171732	0.1428048	27.6594165	7.734074	149	-10.0	11.427363780010332	19.0	19.0	12.681950569152832	779.3595581054688	7.0238823890686035	9.41001033782959	30.650320053100586	1217.6326904296875	8.061653137207031	4.38124942779541	6.562753677368164
1994-04-15	1011.578	6.749206	56.828844682190926	9.450682	0.713689	0.6488528	3.831932043810277	0.12602235	25.7895655	7.190371	149	-9.0	0.0	19.0	19.0	12.949479103088379	804.6614379882812	7.20519495010376	9.2607421875	29.78251838684082	1228.4754638671875	8.034734725952148	4.383723258972168	6.461523532867432
1994-04-16	1008.224	5.726489	65.30805392240302	8.66088	0.4281782	0.5375914	1.6025350572065498	0.0608684749999999	23.748326	6.101481	149	-8.0	1.6401157567215086	19.0	19.0	12.88964557647705	799.3850708007812	7.224424362182617	9.250295639038086	30.03548240661621	1228.374267578125	8.020099639892578	4.367976188659668	6.461436748504639
1994-04-17	1004.427	4.354081	47.00613311866863	6.74592	0.2372158	1.515571	3.915258058017409	0.038216	21.027209	5.29926	149	-7.0	1.8294788706393408	19.0	19.0	12.885313034057617	797.0247192382812	8.073080062866211	9.026649475097656	29.930021286010742	1228.63037109375	8.019987106323242	4.372367858886719	6.461512088775635
1994-04-18	1001.543	3.411788	55.163412263217545	7.212461	0.359534	8.039317	1.8671530524053568	0.0627865	18.660277500000003	4.651852	149	-6.0	1.313127576255637	19.0	19.0	12.882353782653809	792.6011352539062	8.240288734436035	8.69700813293457	29.680126190185547	1228.3076171875	8.020698547363281	4.371528148651123	6.461796283721924
1994-04-19	995.8485	4.397007	64.9906662702687	7.180894	0.5976396	6.176885	0.2729298813938114	0.0608805000000001	16.907362	4.19037	149	-5.0	103.4452171995766	19.0	19.0	12.708450317382812	705.340576171875	7.341976165771484	8.05223560333252	29.043981552124023	1172.960693359375	8.019938468933105	4.293979167938232	6.493896961212158
1994-04-20	997.2021	4.85204	76.43847675673496	24.17931	0.7910079	0.8603432	3.051204361806767	0.0431097500000001	15.6580535	3.823704	149	-4.0	0.8668227354333169	19.0	19.0	12.716217041015625	781.1034545898438	7.523598670959473	8.305875778198242	28.944137573242188	1206.312744140625	8.021560668945312	4.252082824707031	6.500140190124512
1994-04-21	995.1398	5.806427	82.66745369167751	25.4257	0.9677278	0.2217139	3.4248825220434584	0.0213437499999997	15.248328	3.905185	149	-3.0	0.0259190776275673	19.0	19.0	12.786277770996094	761.0584106445312	7.770781993865967	8.345134735107422	29.096202850341797	1209.91748046875	8.019847869873047	4.196447849273682	6.498350620269775
1994-04-22	997.3287	6.781607	83.28105240839461	28.52602	0.8077929	0.008160557	4.508249565725926	0.0266529999999995	15.3631165	3.985926	149	-2.0	0.056194556354763	19.0	19.0	12.821188926696777	751.6427001953125	7.910498142242432	8.23302936553955	29.16415786743164	1214.7652587890625	8.019893646240234	4.132066249847412	6.505659580230713
1994-04-23	1003.283	9.629122	67.38898512801188	34.61536	0.6096669	5.393629e-05	2.1564785492083827	0.4414622499999998	14.6052195	3.461481	149	-1.0	0.0319590867061925	0.75	0.75	12.785914421081543	760.0862426757812	7.9951934814453125	7.694176197052002	28.694564819335938	1217.107421875	8.02013874053955	4.064181804656982	6.506028652191162
1994-04-24	1004.377	11.85304	63.0663046860115	30.39912	0.6216933	0.09637747	1.6976033963803945	2.0487182499999994	13.508611000000002	2.785926	149	0.0	0.1326324682835903	2.7301	2.7301	12.657720565795898	746.5452270507812	8.008913040161133	7.2967424392700195	28.013696670532227	1218.6051025390625	8.020586013793945	3.994844675064087	6.530272006988525
1994-04-25	1003.596	12.95544	49.726205422551935	34.06894	0.3918378	0.004143722	3.0953822437871867	2.62222625	13.002415	2.368148	149	1.0	0.3257724864812549	5.1297	5.1297	12.537450790405273	732.0376586914062	7.941831588745117	7.005003452301025	27.424848556518555	1219.75439453125	8.024072647094727	3.918673038482666	6.724035263061523
1994-04-26	1003.172	9.610171	72.34939678134977	18.34156	0.8583581	4.772391	3.178234198795314	2.83723375	12.5427825	2.38	149	2.0	62.15140796598026	9.2931	9.2931	12.333086967468262	687.2461547851562	7.733067989349365	6.8309006690979	26.78592300415039	1190.8572998046875	8.035972595214844	3.834301471710205	7.138748645782471
1994-04-27	1007.492	8.615655	82.18672874224364	26.97036	0.9524493	4.670365	5.174557515893799	3.1122145000000003	11.7514975	2.334074	149	3.0	66.58854835528322	15.3317	15.3317	12.192543983459473	687.908935546875	7.4722747802734375	6.731725215911865	26.42769432067871	1168.7896728515625	8.020214080810547	3.817307949066162	7.392974853515625
1994-04-28	1006.468	9.10341	91.48531508297792	38.97016	0.9864493	0.01431943	4.384464148550424	0.0037242500000012	11.0700835	2.265926	149	4.0	0.0636069298427103	19.0	19.0	12.033230781555176	685.7283935546875	7.318733215332031	6.662203311920166	26.134349822998047	1199.8997802734375	8.046147346496582	3.8072121143341064	8.026772499084473
1994-04-29	1006.154	12.06751	64.8008277016679	41.53716	0.95534	0.01578181	3.8516915697895646	0.2793802500000009	10.465371	2.208889	149	5.0	1.8670976075804515	19.0	19.0	11.890055656433105	681.047119140625	7.200806140899658	6.628072261810303	25.86839485168457	1205.64404296875	8.073351860046387	3.809995174407959	8.80082893371582
1994-04-30	997.6269	7.911213	82.9749205054325	41.63692	0.8078489	0.01527965	1.1215505659690117	0.5638009999999998	10.546306	2.859259	149	6.0	235.590400019939	16.812	16.812	11.694537162780762	619.1146240234375	6.271366119384766	7.264028072357178	25.873666763305664	1159.935546875	8.023174285888672	3.7893881797790527	10.172715187072754
1994-05-01	1009.813	7.161804	50.18135433339145	47.85494	0.1350026	0.0003290945	1.30249892843706	0.0618067500000005	9.8478135	2.767407	149	7.0	10.396411154923598	19.0	19.0	11.876810073852539	686.9711303710938	5.78837251663208	6.861166954040527	26.195140838623047	1193.37353515625	8.011918067932129	3.8007102012634277	10.354020118713379
1994-05-02	1013.459	8.46821	52.78935867550269	49.54233	0.3512578	0.0004946836	0.433895356182444	0.2093475000000015	8.6824545	2.005185	149	8.0	117.86538877212875	19.0	19.0	12.038768768310547	604.023193359375	4.03629732131958	7.206804275512695	26.044189453125	1143.968017578125	8.0082368850708	3.7871952056884766	11.1259183883667
1994-05-03	1012.614	7.318879	77.20722477524107	36.4592	0.7074095	0.1330929	2.75743651018047	0.477238250000001	7.773243499999999	1.986667	149	9.0	0.0	19.0	19.0	12.236112594604492	655.3570556640625	4.730082035064697	6.895469665527344	26.255056381225586	1177.99462890625	8.04550838470459	3.7808330059051514	11.3871488571167
1994-05-04	1006.027	10.10381	51.96785097586021	28.98576	0.832794	0.2404263	1.9796368415934271	0.9278885	7.1012165	1.94963	149	10.0	21.26358984223705	17.2662	17.2662	12.308283805847168	640.7637329101562	5.633609771728516	6.766294479370117	26.102336883544922	1181.15185546875	8.052541732788086	3.78825306892395	11.285076141357422
1994-05-05	1005.422	10.0361	48.67037419583019	53.43448	0.5319991	0.03161003	1.6455980962413908	1.258318000000001	6.345678500000001	1.891111	149	11.0	6.3152916268671415	7.4431	7.4431	12.143776893615723	643.1991577148438	6.370457172393799	6.650931358337402	26.116291046142578	1186.780517578125	8.122916221618652	3.7307608127593994	11.473176956176758
1994-05-06	1008.01	9.055764	61.46005101770887	24.86891	0.7775617	2.387157	3.005677055117625	1.2629024999999992	5.8200145	1.857778	149	12.0	91.4569198132204	9.8168	9.8168	11.839448928833008	594.5244750976562	5.361719131469727	6.859164714813232	25.253530502319336	1128.00439453125	8.114805221557617	3.7157554626464844	12.229011535644531
1994-05-07	1009.706	9.584397	59.278879033486334	9.707188	0.9988061	19.02699	2.803555265569445	0.8776205000000008	5.4579215	1.846667	149	13.0	53.85935854256401	12.4319	12.4319	11.431835174560547	591.2869262695312	6.293438911437988	6.926787853240967	24.294321060180664	1119.247802734375	8.108939170837402	3.72145938873291	12.641465187072754
1994-05-08	1005.926	12.94376	48.32972910369944	38.07973	0.6673378	2.486873	2.84657259652321	0.905334	5.0446205	1.811111	149	14.0	139.86130946740906	16.1686	16.1686	11.208881378173828	565.5613403320312	4.8064422607421875	7.154907703399658	24.57585334777832	1113.1619873046875	8.048851013183594	3.692678451538086	13.184563636779785
1994-05-09	1006.674	13.16856	54.02166680655945	33.73591	0.3515504	0.3751238	1.879274633981037	1.183277499999999	4.636099	1.758518	149	15.0	703.7577673697405	16.204	16.204	10.601432800292969	567.1721801757812	6.160396099090576	6.569671154022217	24.6129093170166	1090.5194091796875	7.931567192077637	3.3334367275238037	14.473273277282715
1994-05-10	1010.349	15.10069	49.3803919140974	21.39434	0.2473257	5.997994	0.9718087884501058	1.9806375000000005	4.3404545	1.725926	149	16.0	0.0	16.2223	16.2223	10.796571731567383	671.919677734375	6.400471210479736	6.005594253540039	25.59068489074707	1137.3177490234375	7.896920680999756	3.315911293029785	13.63024616241455
1994-05-11	1011.326	16.51185	39.27794097520845	36.64338	0.09919339	0.5140907	1.257208114265514	3.219012	4.0768335	1.695556	149	17.0	21.874319418748097	5.0583	5.5646	10.508488655090332	612.4498291015625	6.606076240539551	6.333619594573975	26.346174240112305	1143.3148193359375	7.943515777587891	3.2974510192871094	13.060150146484375
1994-05-12	1012.66	15.62129	41.14537018236961	14.65018	0.2632551	4.924572	1.3393103764690393	4.207113500000002	3.684649	1.664444	149	18.0	13.193977456903207	4.96	5.6579	10.278417587280273	590.44677734375	7.173499584197998	6.843950271606445	26.76349639892578	1160.855712890625	8.005208015441895	3.2489304542541504	13.361401557922363
1994-05-13	1012.935	12.87013	47.66966037651648	65.80363	0.3799624	0.0	2.7369578785370905	4.364764999999999	3.347592	1.634815	149	19.0	404.8505953665887	5.9088	6.408	11.132533073425293	516.53173828125	7.895997524261475	6.9552083015441895	26.466102600097656	1119.84619140625	7.944921016693115	3.2387497425079346	14.536857604980469
1994-05-14	1003.832	13.76789	51.0215103542828	70.12736	0.05688272	0.01020584	2.8153387043682683	4.2954475	3.103712	1.605185	149	20.0	36.09466666683044	7.75	8.2465	11.026060104370117	574.2765502929688	6.139523029327393	6.525946140289307	26.610410690307617	1124.4727783203125	8.03042221069336	3.1629960536956787	14.91271686553955
1994-05-15	998.1678	11.60667	53.13979532323323	24.34749	0.5047515	0.4354392	3.3509132132109896	3.9749250000000007	2.957093	1.614074	149	21.0	34.97171475460422	9.3513	9.7924	10.80899429321289	539.1525268554688	5.851334095001221	6.885879993438721	26.16057777404785	1093.4383544921875	8.103352546691895	3.0678398609161377	15.85997486114502
1994-05-16	998.9454	10.37468	39.64549988733916	30.38991	0.390139	0.3589572	2.8156032019287376	3.5150275000000004	2.7565625	1.585185	149	22.0	0.0	11.1342	11.7147	10.519542694091797	607.6309814453125	6.032505035400391	6.908747673034668	25.545461654663086	1134.0821533203125	8.082590103149414	2.9101617336273193	15.239805221557617
1994-05-17	998.2361	10.23108	49.227390470086846	35.20204	0.3857847	0.2002523	1.8813975411839463	3.251737499999999	2.5439815	1.58	149	23.0	74.13176556336691	11.8412	12.2575	10.37643051147461	549.1438598632812	4.731436252593994	7.146565914154053	26.182950973510742	1041.94384765625	8.039047241210938	3.2470781803131104	14.28780460357666
1994-05-18	998.9435	9.783705	60.74097385783	60.15926	0.3730392	0.01925739	2.041796390496613	3.1122975000000004	2.5008325	1.667407	149	24.0	53.11130201553436	12.4816	13.1347	10.088202476501465	563.5745849609375	3.959826946258545	7.395645618438721	25.63949203491211	1011.108642578125	8.019904136657715	3.162763833999634	14.159956932067871
1994-05-19	1000.559	10.06272	56.00291260728599	59.62002	0.5035294	0.0278442	1.7868010101855214	3.153644999999999	2.407146	1.586667	149	25.0	67.51198872177406	12.8385	13.2566	10.007491111755371	551.0580444335938	3.5985770225524902	7.538613319396973	25.07280158996582	995.915283203125	8.016267776489258	3.1496784687042236	13.972200393676758
1994-05-20	1000.24	10.521	50.29830622303984	60.01448	0.2923196	0.02161342	3.5346020726425995	3.144395000000001	2.3435265	1.465185	149	26.0	241.73360585768444	12.8937	13.3112	9.914493560791016	499.9439392089844	5.055851459503174	7.896417140960693	24.46068000793457	984.3662719726562	8.08265495300293	3.0170938968658447	14.822774887084961
1994-05-21	1001.938	10.84987	34.07474766013317	79.82681	0.1324922	0.01038782	2.9647570788224047	3.1825875000000003	2.2921865	1.43037	149	27.0	0.0	13.75	14.2483	9.930954933166504	596.4005737304688	5.711177825927734	6.407107353210449	25.511682510375977	1107.4482421875	8.05492877960205	3.1502439975738525	13.260095596313477
1994-05-22	1002.499	11.58362	37.672531708077656	58.09535	0.1915891	0.05526595	1.3895323848533685	3.4855400000000003	2.216258	1.388889	149	28.0	850.7244889283081	13.4892	14.184	9.987752914428711	535.7273559570312	6.587917327880859	6.0387091636657715	25.96021842956543	1068.5181884765625	7.96894645690918	2.7367308139801025	14.187426567077637
