Date,U,delT,AirT,Prec,swr,MLD,W,Ice_d,days_from_iceoff,inflow,outflow,N_Nit,O2,PO4,N_Amm,Si,CAR_dic,Chl
1979-03-16,4.56198084775,-2.241039232292482,-5.977493032291667,0.0,200.99546114583333,0.65,0.0,93.0,-31,10.82702,9.818865,24.534900665283203,419.7714538574219,2.031592845916748,12.157940864562988,28.285320281982422,3973.20263671875,2.8747236728668213
1979-03-17,4.661109165125,-2.9364093007696543,-0.9441665649583334,3.3224,107.357540143875,0.65,0.0,93.0,-30,12.986419,9.863753,25.9912109375,404.4443359375,2.330018997192383,13.437222480773926,10.831835746765137,4119.87646484375,2.8747236728668213
1979-03-18,3.940945610666666,-3.6498434883898345,2.7733423868333333,2.5767,135.082790917625,0.65,0.0,93.0,-29,21.51806,9.819839,36.448299407958984,402.8954162597656,2.578562021255493,14.609393119812012,2.2533323764801025,4081.68310546875,2.8747236728668213
1979-03-19,4.274210962833333,-4.086734631945122,7.179583485708332,3.950900041666667,200.9719582350833,0.65,0.0,93.0,-28,25.961366,12.435768,37.81693649291992,414.22479248046875,2.749946117401123,14.647994041442871,7.964344501495361,3921.1494140625,2.8747236728668213
1979-03-20,2.718663329375,-3.9090120458630975,4.2470921835,0.0022,220.9603338608333,0.65,0.003532343108036,93.0,-27,29.597782,14.888866,34.18317794799805,425.7547607421875,2.886366844177246,13.192782402038574,15.951773643493652,3934.850830078125,2.8747236728668213
1979-03-21,1.7511296575833333,-3.756422838756469,3.3083409627083333,0.0354,209.87479390562493,0.65,0.0070704559678496,93.0,-26,22.566843,16.544808,32.33849334716797,432.1285400390625,3.0568761825561523,13.331202507019043,20.41183090209961,3936.895263671875,2.8747236728668213
1979-03-22,3.790862459958333,-3.749950042395678,4.514176940958333,2.410700041666667,188.4202492619167,0.65,0.00149004138959,93.0,-25,22.437976000000003,17.856368,33.07295608520508,432.2770690917969,3.294802665710449,14.289223670959473,26.929227828979492,3911.94677734375,2.8747236728668213
1979-03-23,4.9810569779166665,-3.9404049521672766,5.545008595833332,17.143599875,69.85216661920833,0.65,0.0011869619647795,93.0,-24,27.102959,20.793149,34.18484115600586,407.6991271972656,3.112917184829712,14.245065689086914,27.17378807067871,3919.057373046875,2.8747236728668213
1979-03-24,9.226216385875,-3.78013242592374,-3.372910563125,10.476900125,101.28008313625,0.65,0.0002409934338591,93.0,-23,28.781026,23.915702,39.64422607421875,399.6239929199219,2.641155481338501,13.118132591247559,30.47560691833496,3876.500732421875,2.8747236728668213
1979-03-25,5.533215894041667,-3.1875272168825126,-7.244992319750001,0.0376,112.98279201029167,0.65,0.0005905603564891,93.0,-22,29.856166,25.493767,51.11135482788086,403.6059265136719,3.021775007247925,14.348365783691406,36.36549377441406,3850.84375,2.8747236728668213
1979-03-26,2.625069559125,-2.9367255986706637,-4.4566584269166665,0.0,195.88325179033333,0.65,0.0036357750733909,93.0,-21,29.331446000000003,26.698718,48.55857849121094,426.88177490234375,3.4644241333007812,14.647612571716309,62.59085464477539,3791.914306640625,2.8747236728668213
1979-03-27,2.57675615525,-2.9996778167732234,-3.232913716541667,0.0,215.363252005,0.65,0.00434286137867,93.0,-20,28.374766,27.467328,40.93918991088867,448.3173828125,2.9835970401763916,13.377172470092773,70.1220474243164,3914.695068359375,2.8747236728668213
1979-03-28,4.623473818416667,-3.02013685491312,0.1295931498333332,3.7436,102.72841684458334,0.65,0.0014942122802164,93.0,-19,30.207047,28.3182,37.59880447387695,440.93115234375,2.1828243732452393,12.324081420898438,59.427001953125,4058.84521484375,2.8747236728668213
1979-03-29,4.0632448009166655,-3.1172589475193804,1.8545954386666668,10.627700125,66.12041637679167,0.65,0.0022690936991433,93.0,-18,31.603247,30.252393,34.507205963134766,427.198486328125,1.5212454795837402,10.85385513305664,46.88705062866211,4009.384033203125,2.8747236728668213
1979-03-30,5.133855064416667,-3.3677803367840733,8.736674246083334,3.690500041666666,153.9521247975,0.65,0.0011237069628788,93.0,-17,32.742567,31.62201,34.556053161621094,436.12579345703125,1.324347972869873,9.502547264099121,40.076534271240234,3957.76171875,2.8747236728668213
1979-03-31,4.236348118333334,-3.4057646002812927,2.477089182458333,0.0097,192.16887656375,0.65,0.0028299294934203,93.0,-16,32.059569,32.186246000000004,29.933786392211914,444.5733642578125,1.7908110618591309,9.184978485107422,42.60757827758789,3933.4921875,2.8747236728668213
1979-04-01,4.3461918754583335,-3.110799121846453,0.5950052896666667,2.986999916666667,192.8695452975,0.65,0.0047049644344224,93.0,-15,31.412229,32.774655,33.95222091674805,455.8968811035156,2.4892518520355225,10.87596321105957,45.08234405517578,4000.8935546875,2.8747236728668213
1979-04-02,4.9402064633750005,-3.755131025780616,0.1420837402916666,6.4007,69.762500445,0.65,0.0038994212766004,93.0,-14,31.799088,33.587796999999995,43.014225006103516,430.7554626464844,3.167668342590332,13.7642240524292,44.01408004760742,3988.5703125,2.8747236728668213
1979-04-03,1.8231759459166663,-3.3620896034169467,1.6479253133333334,0.0,225.4132933633333,0.65,0.02635191264791,93.0,-13,30.511888,33.653296999999995,40.869667053222656,449.6393737792969,2.6242778301239014,13.333298683166504,47.107818603515625,3880.890625,2.8747236728668213
1979-04-04,2.3589671390833336,-3.5499965287006034,3.4541717529583336,0.4274,150.14170750083338,0.65,0.0076045552894146,93.0,-12,29.253488,33.568603,44.742244720458984,449.4095764160156,1.9240120649337769,11.740235328674316,48.81667709350586,3935.12744140625,2.8747236728668213
1979-04-05,7.569129762375,-3.54647548354392,2.528337097125,1.8651,172.3478753625,0.65,0.0004898483920741,93.0,-11,28.078187,33.411022,47.3936882019043,443.95416259765625,2.4673867225646973,11.499545097351074,56.104103088378906,3856.183837890625,2.8747239112854004
1979-04-06,6.8869492167083335,-2.4192234223465787,-5.279992167208333,0.0549,255.59404611291663,0.65,0.0001845890913802,93.0,-10,26.635957,32.958681,45.51066589355469,446.52105712890625,3.592989206314087,11.339875221252441,77.53921508789062,3612.749267578125,2.8747317790985107
1979-04-07,4.798957674833333,-2.317602011703314,-0.8474868773750001,0.0,121.66191522333334,0.65,0.0005290685388055,93.0,-9,25.107059,32.422913,50.08974838256836,435.67498779296875,3.722623586654663,12.16365909576416,71.2867202758789,3639.19677734375,2.874741554260254
1979-04-08,4.519670652333334,-2.7987840492353566,1.6300076802916668,0.1472,133.44483550083334,0.65,0.0010550634294922,93.0,-8,23.664851,31.79575,53.606956481933594,431.0403747558594,3.049405097961426,9.830379486083984,61.91236114501953,3569.385986328125,2.874741554260254
1979-04-09,4.848670407749999,-3.017169148675201,-0.4283253986249999,0.0,126.46654264458331,0.65,0.0010795321185446,93.0,-7,22.261501000000003,31.09038,58.8269157409668,425.58184814453125,1.9315847158432007,7.298123359680176,60.78750991821289,3562.302978515625,2.8747365474700928
1979-04-10,3.5619172406666677,-2.6895816383475246,0.37125803625,0.0,246.99999745916668,0.65,0.00168300865105,93.0,-6,26.891819,30.193658000000003,56.7404899597168,434.3078918457031,2.7054076194763184,6.3253326416015625,82.71129608154297,3365.57373046875,2.87548565864563
1979-04-11,7.340348156583333,-2.811999847445806,1.331258392375,4.1165,109.06062387666668,0.65,0.0002734311848086,93.0,-5,25.97317,29.666379,56.96699142456055,426.7859802246094,1.6729309558868408,4.608653545379639,72.73495483398438,3664.3798828125,2.8763957023620605
1979-04-12,6.824036923666668,-3.1218368677354684,11.2883405055,1.1591000416666666,247.8499561858333,0.65,0.0004675196851623,93.0,-4,25.234507,28.836521,51.50580978393555,438.5052795410156,2.0878472328186035,4.107152938842773,73.51698303222656,3542.22998046875,2.8769919872283936
1979-04-13,4.934986728958333,-3.325827736974018,8.465006765166669,0.0,193.22770912958333,0.65,0.0030225336357272,93.0,-3,23.818345,27.841507,47.03847885131836,443.7839660644531,1.9799450635910034,4.100589275360107,71.02381896972656,3849.404296875,2.8771510124206543
1979-04-14,5.414417569416667,-3.2917335207567824,6.204171753,0.0,179.13091548458337,0.65,0.0001492524614442,93.0,-2,22.62212,26.906972,47.778995513916016,444.65228271484375,1.506148099899292,3.3924195766448975,54.59696578979492,4080.968994140625,2.8765716552734375
1979-04-15,5.318380547916667,-3.574518495247548,6.743342335541668,0.0,199.2858338329167,0.65,0.0002132440521286,93.0,-1,21.549408,25.984156,53.369144439697266,441.7671813964844,2.11639142036438,4.195890426635742,55.7971305847168,3960.80029296875,2.8757269382476807
1979-04-16,2.9675684947083334,-3.2705705081601963,6.982506052791668,0.0,263.6213345445833,0.65,0.0003594876806154,93.0,0,20.50089,24.994511,54.59123992919922,441.6164855957031,2.8558201789855957,4.64951229095459,75.60762023925781,3748.462646484375,2.87502121925354
1979-04-17,2.1417196509166665,0.3297865183597306,7.202512359708334,0.0,263.51087617625,25.0,0.0,93.0,1,19.437216,24.02135,54.13850402832031,431.08636474609375,3.436605453491211,4.887409210205078,103.27210235595703,3690.078857421875,2.874668836593628
1979-04-18,3.3850232945,0.2467851783260144,7.177915190958331,0.0,266.85949373125,25.0,0.0,93.0,2,18.437254,23.069303,61.14797592163086,430.0457458496094,3.1529128551483154,4.612285137176514,104.67411804199219,3692.587646484375,2.8746414184570312
1979-04-19,3.9813384815,0.1027453875219821,8.399168904166666,1.1546,182.7558751895833,25.0,0.0,93.0,3,17.491467999999998,22.276608,79.6308364868164,396.28729248046875,3.6367409229278564,5.755596160888672,105.01789093017578,3360.505126953125,2.874629020690918
1979-04-20,5.2507905670833335,0.0454113627081786,14.489583587541668,1.8751,172.42954134958333,25.0,0.0,93.0,4,16.780136,21.578819,88.87522888183594,391.3300476074219,3.5773775577545166,5.411234378814697,82.57368469238281,2877.587890625,2.874994993209839
1979-04-21,3.466775453083333,0.0713512770893203,13.331667836666664,0.0172,181.50058476791668,25.0,0.0,93.0,5,16.083667000000002,20.779964,83.96743774414062,389.75982666015625,3.620173931121826,3.923490524291992,71.65365600585938,2442.08984375,3.7722299098968506
1979-04-22,2.7997724841666667,0.6372304555145663,13.119175210916667,0.0,271.6532924883333,25.0,0.0,93.0,6,15.352671,19.835865,73.08780670166016,400.52618408203125,3.750581741333008,3.2519335746765137,85.55097961425781,2523.44677734375,5.822927474975586
1979-04-23,3.5325821550833334,1.0048659165825056,15.070423380458331,0.0,268.9323347429167,12.51200839088057,0.0334828648067676,93.0,7,14.515755,18.943507,61.19587707519531,410.4520263671875,3.5992298126220703,2.812166452407837,111.62101745605469,3108.508544921875,7.193873882293701
1979-04-24,3.8444878774583335,1.1417979671609009,14.63792190375,1.4992,108.08075015208334,16.310583529999708,0.4764980426426262,93.0,8,13.899049,18.465063,65.81562042236328,402.2030944824219,3.070873737335205,2.693250894546509,65.2498550415039,3658.702880859375,6.815356254577637
1979-04-25,4.189225898791666,1.4720991795556089,16.665419515416666,9.641899875,176.28300030708337,16.70011798330827,0.7168827029208923,93.0,9,14.400388,18.434224,77.14403533935547,402.8916931152344,2.1792633533477783,2.3564882278442383,48.57819366455078,3550.135986328125,5.432760715484619
1979-04-26,5.726094433375,1.0870631786403973,8.028756713791669,10.838299916666667,166.9260431925,23.15,0.2504586937530889,93.0,10,15.739558,18.80445,83.52344512939453,408.1519775390625,1.515101671218872,1.9967174530029297,43.753318786621094,3463.76611328125,3.9654879570007324
1979-04-27,3.434538218833333,0.0416834450271323,6.440011596625,5.3499,110.051251575,25.0,0.0,93.0,11,15.731157,18.7785,77.8180160522461,405.1756286621094,1.6756508350372314,2.0253448486328125,13.665493965148926,3464.88330078125,2.9130706787109375
1979-04-28,3.2795426575,0.0684368375596333,5.738339996375,0.9331000416666666,215.0767490025,25.0,0.0,93.0,12,15.93292,18.498062,74.3259048461914,412.6332702636719,1.9398573637008667,1.9150747060775757,31.20560073852539,3288.38720703125,2.3939318656921387
1979-04-29,3.628830249,0.1915820471385219,6.47875493375,8.558799916666667,154.0346663825,25.0,0.0,93.0,13,16.816485999999998,18.754562,71.69075775146484,412.9859924316406,1.9348931312561035,2.216710329055786,25.512828826904297,3645.675048828125,2.5517377853393555
1979-04-30,3.1325940955,0.2169485056816427,5.8654266357083324,1.3989000416666666,131.9006255844167,25.0,0.0,93.0,14,16.77478,18.677082,80.89306640625,415.12493896484375,1.1573177576065063,1.6392712593078613,20.709278106689453,3930.737548828125,2.861036539077759
1979-05-01,4.562173222208333,0.2648048349665481,7.371252950041669,0.3441,221.2794160055,25.0,0.0,93.0,15,16.520995000000003,18.275534,85.51272583007812,426.0335693359375,0.7508190274238586,0.6569127440452576,48.52153015136719,3761.53466796875,2.8784067630767822
1979-05-02,4.206587700166667,0.0318760556542496,10.062919870541666,8.716900083333332,87.27474860745832,25.0,0.0,93.0,16,17.431591,18.598921,82.87771606445312,410.5387268066406,0.8520340919494629,1.1197420358657837,31.772886276245117,3855.69873046875,2.8765478134155273
1979-05-03,6.258636591041666,0.0,9.310417429541667,1.8026,275.786335106375,25.0,0.0,93.0,17,17.965817,18.666969,83.1136245727539,420.0672607421875,0.9393853545188904,0.8157973289489746,36.85337448120117,3676.84814453125,2.8759260177612305
1979-05-04,3.7686281473333327,0.1195115849188788,7.288757578791666,0.0,278.01650110208334,25.0,0.0,93.0,18,17.542907,18.36036,81.39874267578125,429.31182861328125,1.3225016593933105,0.7639585733413696,54.3890495300293,3770.3232421875,2.8762166500091553
1979-05-05,5.771956880541668,0.1806862993646358,9.865832265333331,0.0,191.09737857875,25.0,0.0,93.0,19,17.159119,18.097659,80.4695053100586,420.6126708984375,2.2300925254821777,1.3629084825515747,62.895877838134766,3789.52978515625,2.8763301372528076
1979-05-06,5.07338846525,0.2216021189957632,14.525003051583331,0.0,279.1499145865,25.0,0.0,93.0,20,16.742931000000002,17.694436,80.14936065673828,426.7915954589844,2.0127041339874268,1.2695341110229492,59.8067741394043,3732.08984375,2.87646484375
1979-05-07,6.728162759458335,0.0934730154440792,17.674590045833334,0.0,284.1286647350001,25.0,0.0,93.0,21,16.120756,17.246154,70.25054168701172,427.66082763671875,2.832472324371338,1.440501093864441,63.787654876708984,3789.63623046875,2.876131534576416
1979-05-08,6.330610683166666,0.2821732995970034,22.00125783375,0.0,277.96491695041664,25.0,0.0,93.0,22,14.054938,16.731652,49.62260437011719,412.6041259765625,3.4160501956939697,1.9441590309143066,70.76248168945312,3822.733154296875,2.875795841217041
1979-05-09,3.160748706666667,0.486596622251831,22.53833541791667,0.0707,279.9272077967084,25.0,0.0,93.0,23,14.880607,16.210411999999998,45.30457305908203,400.1838073730469,3.3610193729400635,2.082305669784546,59.67084503173828,3855.482666015625,2.8754525184631348
1979-05-10,4.622044063041667,0.8297839582063169,22.96792119375,0.5539999999999999,269.0040446515417,25.0,0.0,93.0,24,14.256943,15.745887,33.01979446411133,357.9478454589844,3.7921335697174072,3.734776735305786,70.09683990478516,3758.203369140625,2.8752191066741943
1979-05-11,4.6749505017083335,1.3349231488072617,14.77584228504167,1.9051,248.4937899523333,14.873799385995571,0.9854667352387444,93.0,25,12.478398,15.466199,37.92487716674805,356.194580078125,3.6835250854492188,3.7763168811798096,60.58693313598633,3775.14599609375,2.875110626220703
1979-05-12,3.225220440666668,1.338233423695517,8.67500966425,0.4243,247.87850109612495,17.907496215336803,3.4227739567758566,93.0,26,13.302788,15.117491,44.89506149291992,357.2424011230469,3.5872962474823,3.7035255432128906,54.94677734375,3761.087646484375,2.8748674392700195
1979-05-13,3.983199494333333,1.4242507287881914,11.237092590833331,0.501,240.2803329301667,18.084071799722047,2.3812238334767355,93.0,27,12.825914,14.740514,33.29249572753906,348.8929138183594,3.5488009452819824,4.626511096954346,70.11199951171875,3729.72998046875,2.8747189044952393
1979-05-14,2.9234287975,1.7884726210000412,13.163753763375,0.0798,195.1777073570833,18.108144442620443,5.270275025684744,93.0,28,11.05666,14.327395999999998,37.70725631713867,348.3713073730469,3.1365036964416504,4.868234634399414,42.246768951416016,3803.406982421875,2.8746957778930664
1979-05-15,3.672957692625,1.7701668763566474,11.265838877958336,0.0,310.66549869125,18.076666896911117,3.5288709667943783,93.0,29,8.887945,13.809520999999998,42.525184631347656,337.37506103515625,2.750661849975586,4.965361595153809,20.23101806640625,3633.928466796875,2.8796372413635254
1979-05-16,3.6951005708333335,2.1597259977638217,12.311256662625,0.0,306.809958025,18.0751445007111,3.8902259560420536,93.0,30,11.361689,13.287003,45.363677978515625,328.4789123535156,2.7243261337280273,4.7803802490234375,10.946547508239746,3563.517578125,2.906277894973755
1979-05-17,8.160379272916666,2.0368036737002964,16.451264953499997,2.0734,276.1251257583333,17.89201377870045,0.5461745246232941,93.0,31,10.981914,12.893676,47.2202262878418,325.64190673828125,2.7905116081237793,4.630000591278076,5.723366737365723,3527.004150390625,2.936690330505371
1979-05-18,5.311513085833333,2.3687764291556643,20.01375350958333,9.2509,234.69683305125,21.108506985696632,1.4176472074681925,93.0,32,11.832463,13.039707,47.098358154296875,334.9888000488281,2.8755948543548584,4.577999591827393,14.541994094848633,3583.036865234375,2.9411559104919434
1979-05-19,3.109433574125,2.8356198182070087,16.637506103333333,13.061099958333331,226.09100000041667,21.177283005734733,8.040613277100952,93.0,33,8.725853,13.657219,45.4122200012207,343.10693359375,2.7951552867889404,4.697967529296875,20.220951080322266,3674.8916015625,2.9239590167999268
1979-05-20,4.707322582583333,3.2353501982398107,14.891673024458331,0.0,304.17608324708334,21.273317904979987,4.090486187529757,93.0,34,9.819527,13.309272,44.83559799194336,336.53759765625,2.7850747108459473,4.747037410736084,22.207487106323242,3668.10205078125,2.903585910797119
1979-05-21,2.906128749833333,3.2629784956699464,8.58959223425,0.1763999999999999,265.06658522541665,21.413630390929328,2.45149240360692,93.0,35,12.268646,13.057647,44.87682342529297,336.1528015136719,2.671982526779175,4.845407009124756,21.985553741455078,3655.75048828125,2.8881466388702393
1979-05-22,3.6888577001666665,3.3210279389438373,10.665423330333333,0.3634,171.80712342791668,21.425366683041755,1.5868883933560514,93.0,36,11.994901,12.885681,37.481544494628906,336.5368347167969,2.026014804840088,4.753005504608154,-0.20174039900302887,3806.0009765625,2.8777639865875244
1979-05-23,5.254788896,3.3288473830686325,11.656672414125,0.0974,258.4471270279167,12.35671409601903,0.5622659858024803,93.0,37,10.515685,12.632761,41.6791877746582,343.9029541015625,2.1666111946105957,4.6390299797058105,10.087167739868164,3714.425537109375,2.8746955394744873
1979-05-24,4.972358269583333,3.2117405562913413,9.875421143,0.0,286.33712720541666,13.841756361204714,1.2926797131459389,93.0,38,10.103921,12.298615,45.852394104003906,339.8648681640625,2.427419662475586,4.605524063110352,15.214988708496094,3698.328369140625,2.8771440982818604
1979-05-25,4.479513244375,3.1754930009995843,9.908336893666666,0.0,322.76904440416666,14.059890666578204,1.6015434561264432,93.0,39,10.798074,11.878926,48.519412994384766,334.7323303222656,2.7722067832946777,4.500983715057373,16.54313087463379,3689.068115234375,2.888617753982544
1979-05-26,2.1638248152916666,3.684274568245924,12.555422718916669,0.0,300.2805438045833,14.015305401677535,7.288471306495903,93.0,40,7.533883,11.446959,49.78058624267578,326.268310546875,2.5816712379455566,4.533014297485352,15.195571899414062,3659.66943359375,2.9032788276672363
1979-05-27,2.9434432392083334,3.7514874360943375,13.819594318958336,0.0,289.55066537625,14.022249462800689,0.3036919353193575,93.0,41,8.55343,11.029634,48.23579788208008,319.9454040527344,2.4236273765563965,4.558958530426025,5.40078067779541,3634.343505859375,2.908535957336426
1979-05-28,1.7801052739166667,4.060511397573449,16.080005900416666,0.0,310.9987085645833,14.031809546392562,14.712828649360011,93.0,42,9.454525,10.608618,50.27782440185547,318.0531311035156,2.695549726486206,4.6035614013671875,8.940881729125977,3670.5712890625,2.9090731143951416
1979-05-29,3.32703696425,4.375581193877799,16.782507833333334,5.5440000000000005,255.1630845795833,9.952737903624454,2.228657679822212,93.0,43,9.517418,10.329689,52.01301193237305,335.0276184082031,2.7759149074554443,4.2706522941589355,15.940929412841797,3609.93994140625,2.903744697570801
1979-05-30,5.240703929708333,4.201253210479132,16.835004425416667,1.7598,246.65299844625,14.623925685413177,1.4452073029409178,93.0,44,9.711614,10.381434,37.6304931640625,341.0036926269531,1.7590500116348267,3.6034092903137207,15.092738151550293,3693.86767578125,2.893378496170044
1979-05-31,2.359579223875,5.294833046814043,19.707507069166667,0.3088999999999999,220.8478354625,15.189004617298966,14.558358209262115,93.0,45,9.359745,10.152611,36.362762451171875,351.8678894042969,1.4562885761260986,3.191582441329956,18.32925796508789,3788.264404296875,2.883009433746338
1979-06-01,3.908780321,4.77149668149004,15.9500086475,0.0,325.04554367291666,15.252676582407386,5.683800859898749,93.0,46,9.122415,9.808564,36.34434127807617,340.8575744628906,1.4175108671188354,2.6072769165039062,15.165114402770996,3698.5947265625,3.082526683807373
1979-06-02,4.0503994070000005,5.26817051137324,17.121261851083332,0.0,321.4104229529167,15.248665938124011,5.723403098533296,93.0,47,8.829809,9.415883,36.5491943359375,328.971923828125,1.5215328931808472,2.7556052207946777,13.404807090759277,3665.488525390625,3.5289971828460693
1979-06-03,4.229554753416667,5.576443575329151,18.808337149166668,1.867,313.98366244,15.24567483689594,5.639802785741062,93.0,48,8.523511000000001,9.090525,36.12502670288086,320.10076904296875,1.6864794492721558,2.675711154937744,12.757719993591309,3654.994384765625,3.88991379737854
1979-06-04,5.125715413833333,5.77924789393024,20.31251169875,1.7598,267.6083695095833,15.247382288279828,2.736962296003325,93.0,49,8.241249,8.85882,34.784732818603516,321.71588134765625,1.7772570848464966,2.493049144744873,16.373031616210938,3573.121826171875,3.90960431098938
1979-06-05,4.215606663958334,6.299699907510959,18.90750783375,0.845,315.53337907875,15.252222985146814,7.059512696634794,93.0,50,8.068230999999999,8.614392,34.94705581665039,317.41900634765625,1.9195345640182495,2.701378345489502,16.735530853271484,3641.426025390625,3.754487991333008
1979-06-06,4.710925300916665,6.511328880962534,19.44917195558333,0.0,287.69554059291664,15.25447571269734,6.058187788390272,93.0,51,7.786035000000001,8.290319,34.550689697265625,317.11590576171875,1.894838571548462,1.7967939376831055,19.097536087036133,3570.72412109375,3.596623659133911
1979-06-07,4.963542910416667,7.392691936673425,22.568340555,9.1169,174.35954221208337,15.260184413959228,6.228160826428968,93.0,52,8.089981,8.478095,34.16407775878906,330.73089599609375,1.7058690786361694,1.5779246091842651,18.849523544311523,3635.5556640625,3.3799643516540527
1979-06-08,3.7007849510833335,8.011782677400351,21.356256103333333,2.283400041666667,187.98154068375,15.2639691949961,12.131993338873466,93.0,53,8.019828,8.458828,33.48876190185547,343.4111633300781,1.3548698425292969,1.423754334449768,5.854855060577393,3629.443603515625,3.148272752761841
1979-06-09,2.853251080375,8.949888190544721,21.940834300416668,8.511700000000001,198.3746274320833,15.265721814234965,21.854341635961053,93.0,54,7.222459,8.64303,34.77875900268555,355.2776794433594,1.2484277486801147,1.64888596534729,15.425089836120605,3603.6943359375,3.005375623703003
1979-06-10,6.3130552015833326,8.405035706072857,16.21291758125,5.9130001666666665,112.66050005,15.271861553447218,3.0168919987642906,93.0,55,8.906346000000003,8.941462,32.5294075012207,336.4512939453125,1.2246172428131104,2.5676076412200928,10.117175102233887,3920.98974609375,2.9163119792938232
1979-06-11,4.098384630125,7.733243489161023,17.19584299883333,0.0,327.62849791791666,15.272344515291769,10.440529158522343,93.0,56,8.819241,8.599107,33.835872650146484,331.5611572265625,1.4897619485855103,2.9216606616973877,21.447444915771484,3813.13671875,2.8981378078460693
1979-06-12,3.002746485583333,8.09633998719223,17.729165649166667,0.0168,280.75925334708336,15.272554811849066,20.301961798501416,93.0,57,8.472885,8.329862,32.821922302246094,342.80303955078125,1.6045392751693726,2.6761300563812256,36.25032043457031,3711.948486328125,2.9282643795013428
