Date,O2,CAR_dic,Si,N_Nit,PO4,N_Amm,Chl,SST,delT,U,AirT,CC,Prec,swr,inflow,outflow,MLD,W,doy,month,Ice_d,days_from_iceoff,YY
2012-09-04,246.875,3077.5,111.0714286,0.0,0.0,0.0,5.895575950385112,23.1769892,11.3635953,2.094976557,28.73917033,,12.83339983,218.6444159,0.208815,0.029113,12.76594888,202.8864216,248,9,58.95833333,168,2012
2012-09-04,246.875,3077.5,111.0714286,0.0,0.0,0.0,5.895575950385112,23.1769892,11.3635953,2.094976557,28.73917033,,12.83339983,218.6444159,0.208815,0.029113,12.76594888,202.8864216,248,9,58.95833333,168,2012
2012-10-01,318.75,4043.333333,6.142857143,0.0,0.0,0.0,7.666127355111021,15.48162225,3.581449559,2.064716808,14.13958766,,0.0,174.0407931,0.136316,0.043423,23.15,63.24425462,275,10,58.95833333,195,2012
2012-10-01,318.75,4043.333333,6.142857143,0.0,0.0,0.0,7.666127355111021,15.48162225,3.581449559,2.064716808,14.13958766,,0.0,174.0407931,0.136316,0.043423,23.15,63.24425462,275,10,58.95833333,195,2012
2012-10-29,271.875,3385.0,6.464285714,3.214285714,1.096774194,11.70967742,3.79900671448281,11.1926614,0.021146996,3.469934364,2.005844371,,0.0,136.9130432,0.63741,0.035839,,,303,10,58.95833333,223,2012
2012-10-29,271.875,3385.0,6.464285714,3.214285714,1.096774194,11.70967742,3.79900671448281,11.1926614,0.021146996,3.469934364,2.005844371,,0.0,136.9130432,0.63741,0.035839,,,303,10,58.95833333,223,2012
2012-11-29,359.375,3754.166667,21.64285714,7.357142857,1.161290323,14.06451613,3.606321452009754,4.726277857,0.005763083,3.375199047,0.960421499,,0.0,83.93387445,0.350805,0.02222,,,334,11,58.95833333,254,2012
2012-11-29,359.375,3754.166667,21.64285714,7.357142857,1.161290323,14.06451613,3.606321452009754,4.726277857,0.005763083,3.375199047,0.960421499,,0.0,83.93387445,0.350805,0.02222,,,334,11,58.95833333,254,2012
2013-04-29,509.375,3485.0,0.0,40.71428571,0.322580645,3.225806452,5.909500246898973,6.282569112,0.093406185,5.108514698,15.59167252,,0.446,227.5887082,14.752004,16.338884,,,119,4,82.95833333,12,2013
2013-04-29,509.375,3485.0,0.0,40.71428571,0.322580645,3.225806452,5.909500246898973,6.282569112,0.093406185,5.108514698,15.59167252,,0.446,227.5887082,14.752004,16.338884,,,119,4,82.95833333,12,2013
2013-05-14,406.25,3786.666667,6.428571429,36.42857143,0.322580645,4.516129032,2.8214488895771686,9.856834562,0.282659814,5.205895376,17.74833705,,0.4128,299.1441236,10.299224,13.703949,,,134,5,82.95833333,27,2013
2013-05-14,406.25,3786.666667,6.428571429,36.42857143,0.322580645,4.516129032,2.8214488895771686,9.856834562,0.282659814,5.205895376,17.74833705,,0.4128,299.1441236,10.299224,13.703949,,,134,5,82.95833333,27,2013
2013-06-10,312.5,3501.666667,16.78571429,37.14285714,0.64516129,6.129032258,5.014139791127924,18.55337241,8.455545465,2.096061827,20.95750707,,0.0848,283.7632542,11.925507,12.979213,14.05086486,35.07463968,161,6,82.95833333,54,2013
2013-06-10,312.5,3501.666667,16.78571429,37.14285714,0.64516129,6.129032258,5.014139791127924,18.55337241,8.455545465,2.096061827,20.95750707,,0.0848,283.7632542,11.925507,12.979213,14.05086486,35.07463968,161,6,82.95833333,54,2013
2013-07-08,206.25,3255.833333,42.5,12.85714286,0.0,0.64516129,7.408784847233673,24.69142363,14.4747732,2.431335875,25.91667074,,9.862000167,282.5997498,23.301872,33.939245,12.79542587,45.6181959,189,7,82.95833333,82,2013
2013-07-08,206.25,3255.833333,42.5,12.85714286,0.0,0.64516129,7.408784847233673,24.69142363,14.4747732,2.431335875,25.91667074,,9.862000167,282.5997498,23.301872,33.939245,12.79542587,45.6181959,189,7,82.95833333,82,2013
2013-08-05,234.375,3079.166667,42.5,1.428571429,0.0,4.193548387,9.152090388420975,21.93848581,11.57988794,3.234136354,22.0629186,,2.0359,150.0098763,7.434575,10.370524,12.30894857,,217,8,82.95833333,110,2013
2013-08-05,234.375,3079.166667,42.5,1.428571429,0.0,4.193548387,9.152090388420975,21.93848581,11.57988794,3.234136354,22.0629186,,2.0359,150.0098763,7.434575,10.370524,12.30894857,,217,8,82.95833333,110,2013
2013-09-04,234.375,1995.0,58.92857143,0.0,0.0,0.0,6.027399112749393,23.30782375,12.89929309,3.609784293,24.25877024,,0.0,236.9825028,0.598918,0.977489,12.27594494,,247,9,82.95833333,140,2013
2013-09-04,234.375,1995.0,58.92857143,0.0,0.0,0.0,6.027399112749393,23.30782375,12.89929309,3.609784293,24.25877024,,0.0,236.9825028,0.598918,0.977489,12.27594494,,247,9,82.95833333,140,2013
2013-09-30,259.375,2245.833333,60.71428571,0.0,0.0,0.0,9.268832220187742,17.9523757,7.462288183,5.278455829,16.02375819,,0.0,186.9367113,1.116287,0.67996,11.33455268,,273,9,82.95833333,166,2013
2013-09-30,259.375,2245.833333,60.71428571,0.0,0.0,0.0,9.268832220187742,17.9523757,7.462288183,5.278455829,16.02375819,,0.0,186.9367113,1.116287,0.67996,11.33455268,,273,9,82.95833333,166,2013
2013-10-29,278.125,3561.666667,38.57142857,1.428571429,1.612903226,11.93548387,3.7554161254048144,10.70684446,0.0,3.488391847,5.647514598,,0.0,58.70704079,1.450269,0.581029,,,302,10,82.95833333,195,2013
2013-10-29,278.125,3561.666667,38.57142857,1.428571429,1.612903226,11.93548387,3.7554161254048144,10.70684446,0.0,3.488391847,5.647514598,,0.0,58.70704079,1.450269,0.581029,,,302,10,82.95833333,195,2013
2013-12-02,446.875,3265.833333,0.0,9.285714286,1.612903226,15.16129032,8.249183392698416,2.419424999,-0.653946187,4.15394693,0.119180298,,1.715099958,66.13337549,1.875249,2.013073,,,336,12,82.95833333,229,2013
2013-12-02,446.875,3265.833333,0.0,9.285714286,1.612903226,15.16129032,8.249183392698416,2.419424999,-0.653946187,4.15394693,0.119180298,,1.715099958,66.13337549,1.875249,2.013073,,,336,12,82.95833333,229,2013
2014-04-29,378.125,3751.666667,8.571428571,57.14285714,1.290322581,3.225806452,5.649638191974875,5.389589687,0.05726381,4.83583375,10.05917592,,8.1327,146.5285,17.550397,15.15574,,,119,4,130.9583333,2,2014
2014-04-29,378.125,3751.666667,8.571428571,57.14285714,1.290322581,3.225806452,5.649638191974875,5.389589687,0.05726381,4.83583375,10.05917592,,8.1327,146.5285,17.550397,15.15574,,,119,4,130.9583333,2,2014
2014-05-14,434.375,3208.333333,2.5,50.71428571,0.64516129,0.0,13.90942273584874,9.952377511,1.391372132,4.195097125,9.912095208,,0.0,246.7248333,13.698336,13.956548,21.89893402,2.037295388,134,5,130.9583333,17,2014
2014-05-14,434.375,3208.333333,2.5,50.71428571,0.64516129,0.0,13.90942273584874,9.952377511,1.391372132,4.195097125,9.912095208,,0.0,246.7248333,13.698336,13.956548,21.89893402,2.037295388,134,5,130.9583333,17,2014
2014-08-04,328.125,3052.5,39.28571429,0.0,0.0,0.64516129,6.814576647282557,23.08981113,12.07983051,1.481841613,23.40418083,,16.2835,176.9901667,4.150135,4.8737,20.72675989,58.98098958,216,8,130.9583333,99,2014
2014-08-04,328.125,3052.5,39.28571429,0.0,0.0,0.64516129,6.814576647282557,23.08981113,12.07983051,1.481841613,23.40418083,,16.2835,176.9901667,4.150135,4.8737,20.72675989,58.98098958,216,8,130.9583333,99,2014
2014-09-02,259.375,2546.666667,42.14285714,0.0,0.0,0.0,10.205098131038882,23.2789843,12.08483943,3.652958083,22.27750333,,0.0186,229.1635833,3.033488,1.431817,20.66602585,,245,9,130.9583333,128,2014
2014-09-02,259.375,2546.666667,42.14285714,0.0,0.0,0.0,10.205098131038882,23.2789843,12.08483943,3.652958083,22.27750333,,0.0186,229.1635833,3.033488,1.431817,20.66602585,,245,9,130.9583333,128,2014
2014-10-30,262.5,3800.0,26.07142857,3.571428571,2.258064516,12.58064516,4.145502386675168,12.27240706,0.158985006,2.771379375,6.800003375,,0.0,64.36804167,1.248406,1.256703,,,303,10,130.9583333,186,2014
2014-10-30,262.5,3800.0,26.07142857,3.571428571,2.258064516,12.58064516,4.145502386675168,12.27240706,0.158985006,2.771379375,6.800003375,,0.0,64.36804167,1.248406,1.256703,,,303,10,130.9583333,186,2014
2015-02-11,459.375,3892.5,0.0,28.14285714,2.096774194,8.387096774,8.249183392698416,0.62244012,-1.661176452,7.309335042,-4.452492792,,0.0007,87.40970833,3.22597,2.768816,0.65,,42,2,100.9583333,-65,2015
2015-02-11,459.375,3892.5,0.0,28.14285714,2.096774194,8.387096774,8.249183392698416,0.62244012,-1.661176452,7.309335042,-4.452492792,,0.0007,87.40970833,3.22597,2.768816,0.65,,42,2,100.9583333,-65,2015
2015-04-24,412.5,4230.0,0.0,44.78571429,1.032258065,0.903225806,9.004544265178026,5.482922981,0.109919734,3.0460057,5.850841479,,7.7586,130.0735833,8.869438,6.749564,,,114,4,100.9583333,7,2015
2015-04-24,412.5,4230.0,0.0,44.78571429,1.032258065,0.903225806,9.004544265178026,5.482922981,0.109919734,3.0460057,5.850841479,,7.7586,130.0735833,8.869438,6.749564,,,114,4,100.9583333,7,2015
2015-05-13,356.25,4600.833333,0.0,20.85714286,0.0,0.548387097,18.241641625715626,10.76152385,0.212277688,3.833303833,8.736250833,,0.0,302.5274583,5.944684,5.615076,,,133,5,100.9583333,26,2015
2015-05-13,356.25,4600.833333,0.0,20.85714286,0.0,0.548387097,18.241641625715626,10.76152385,0.212277688,3.833303833,8.736250833,,0.0,302.5274583,5.944684,5.615076,,,133,5,100.9583333,26,2015
2015-06-08,296.875,3540.0,9.785714286,18.64285714,0.806451613,2.741935484,4.204642711383603,18.24208803,5.856275302,4.5500905,21.90125917,,3.5904,275.2411667,4.38859,4.898526,8.67095164,9.281275891,159,6,100.9583333,52,2015
2015-06-08,296.875,3540.0,9.785714286,18.64285714,0.806451613,2.741935484,4.204642711383603,18.24208803,5.856275302,4.5500905,21.90125917,,3.5904,275.2411667,4.38859,4.898526,8.67095164,9.281275891,159,6,100.9583333,52,2015
2015-07-08,293.75,3240.0,26.75,0.0,0.0,0.0,7.341956347496829,24.21291843,11.68968301,2.776654167,17.79958417,,0.0,296.8248792,5.786495,5.258655,8.773006536,13.47865745,189,7,100.9583333,82,2015
2015-07-08,293.75,3240.0,26.75,0.0,0.0,0.0,7.341956347496829,24.21291843,11.68968301,2.776654167,17.79958417,,0.0,296.8248792,5.786495,5.258655,8.773006536,13.47865745,189,7,100.9583333,82,2015
2015-08-03,256.25,2824.166667,32.53571429,0.0,0.0,0.0,7.241243339670362,23.91127586,11.30146576,5.191255208,22.44834083,,1.592,281.86175,1.961373,2.186387,8.831229342,3.237112552,215,8,100.9583333,108,2015
2015-08-03,256.25,2824.166667,32.53571429,0.0,0.0,0.0,7.241243339670362,23.91127586,11.30146576,5.191255208,22.44834083,,1.592,281.86175,1.961373,2.186387,8.831229342,3.237112552,215,8,100.9583333,108,2015
2015-10-07,268.75,3262.5,60.71428571,0.0,0.193548387,3.225806452,4.663862767868312,17.00089347,3.567496329,2.745705,16.66084333,,0.0,175.3630417,3.675087,5.710169,13.54116754,8.084389794,280,10,100.9583333,173,2015
2015-10-07,268.75,3262.5,60.71428571,0.0,0.193548387,3.225806452,4.663862767868312,17.00089347,3.567496329,2.745705,16.66084333,,0.0,175.3630417,3.675087,5.710169,13.54116754,8.084389794,280,10,100.9583333,173,2015
2015-11-02,281.25,3470.0,54.28571429,0.0,1.967741935,15.77419355,3.5879600821429447,11.49702831,0.37998846,4.589530875,13.65292475,,0.0,114.025125,3.777478,5.664494,,,306,11,100.9583333,199,2015
2015-11-02,281.25,3470.0,54.28571429,0.0,1.967741935,15.77419355,3.5879600821429447,11.49702831,0.37998846,4.589530875,13.65292475,,0.0,114.025125,3.777478,5.664494,,,306,11,100.9583333,199,2015
