Date,thermD,MLD,swr,U,AirP,AirT,CC,Prec,RelHum,Inflow,W,delT,Ice_d,day_from_iceoff,NOX,O2,PO4-P,Tot-P,Si,NH4-N,Chl
2000-04-14,-36.8,-36.8,192.0,2.8820833333333336,990.2395833333334,2.6979166666666665,0.01,0.5,90.27083333333331,5.20996,0.0009566049638021,0.0018980503082275,77,26.0,1507.9711667310069,10.951966676385647,23.692695936746837,51.08340028361762,4.3621610179191475,12.768969951082394,6.130985970425368
2000-04-15,-36.8,-36.8,463.6,3.190916666666667,999.9,3.8708333333333336,0.01,2.2,86.5,4.79094,0.0123170199781829,-0.0017001628875732,77,27.0,1509.0322887122181,10.874314601820645,23.679400929127386,51.79830311797622,4.3005188324459604,12.602420581427983,6.130985970425368
2000-04-16,-36.8,-36.8,575.7,3.2067083333333333,1003.6583333333332,5.839583333333334,0.01,2.4,73.58333333333333,5.04306,0.0054358530243038,0.0034260749816894,77,28.0,1500.751410046205,10.969376586849803,23.73945774712247,52.0307689464784,4.242077164317956,12.28128826064569,6.107658274886952
2000-04-17,-36.8,-36.8,611.7,4.061625,1005.2916666666666,7.420833333333333,0.01,0.4,75.54166666666667,5.2591,0.0052325959762117,0.0198564529418945,77,29.0,1510.7174091531872,11.04923352416723,23.94030230264163,52.28397883498299,4.216993255609219,12.239449608133572,6.107658274886952
2000-04-18,-36.8,-36.8,342.2,2.809333333333333,1010.0458333333332,8.510416666666666,0.01,0.7,78.625,4.73731,0.0098616144558021,0.0063765048980712,77,30.0,1506.4953491264118,10.999223774195439,24.567041348967898,52.743383699225895,4.171892301592443,12.022346983259789,6.110229703458381
2000-04-19,-36.8,-36.8,629.6,1.4594166666666668,1016.1208333333334,10.314583333333331,0.01,0.0,64.89583333333333,4.41031,0.0,0.0042383670806884,77,31.0,1508.6379294326573,10.93058003470891,24.882099102712754,53.19609525825416,4.164351193817606,11.773876342611185,6.127735309513005
2000-04-20,-36.8,-36.8,603.5,1.7461666666666666,1015.0645833333332,8.591666666666667,0.01,0.3,82.52083333333333,4.3247,0.0,0.0109198093414306,77,32.0,1517.5844866634632,10.889409438352747,25.252377046095763,54.22930830092928,4.149402189507187,11.553147336273009,6.139078781881539
2000-04-21,-36.8,-36.8,664.8,3.675041666666667,1015.125,11.166666666666666,0.0095833333333333,0.1,72.58333333333333,4.04634,0.0329991161901217,0.0084078311920166,77,33.0,1518.5375252919205,10.994366160208417,24.853494944299605,54.446403428205834,4.136708473699966,11.735167057620142,6.201272887809272
2000-04-22,-36.8,-36.8,683.2,4.299333333333333,1015.0354166666666,12.039583333333333,0.01,0.0,64.22916666666667,3.76042,0.0039037034338264,0.0415825843811035,77,34.0,1530.6818968019008,11.016054750981143,24.83919327223768,54.421200166174266,4.158980384777676,11.955821771614021,6.376816436162918
2000-04-23,-36.8,-36.8,287.9,3.125666666666667,1012.1229166666668,10.297916666666667,0.01,2.2,81.20833333333333,3.53963,0.0127410330513823,0.0507044792175293,77,35.0,1519.5005940156257,10.920220973206133,24.82248958775428,54.618984533573645,4.129876148544684,11.939707388420254,6.379387864734347
2000-04-24,-0.55,-36.8,447.5,4.215291666666666,1010.3833333333332,10.5125,0.01,0.0,84.1875,3.95402,0.0235716916568269,0.0566287040710449,77,36.0,1500.3026857747627,10.922373780562584,24.898873794436515,53.76116433491176,4.078438981896143,12.20712543541366,6.551247664832574
2000-04-25,-36.8,-36.8,263.5,2.627875,1010.5333333333332,7.735416666666667,0.01,0.8,83.29166666666667,3.53812,0.0298403393566925,0.103921890258789,77,37.0,1506.28798422879,10.885054326506275,25.16701439973649,53.8375908871844,4.056646570039381,12.235963245343115,6.551247664832574
2000-04-26,-36.8,-36.8,630.9,3.25625,1019.0479166666668,9.4875,0.01,0.0,71.75,3.51912,0.0133518595133231,0.0190711021423339,77,38.0,1502.2566119318055,10.909792585478177,24.649185238123682,54.16485972148525,4.044812797286016,12.231934088270947,6.551247664832574
2000-04-27,-0.55,-36.8,619.5,3.813333333333333,1022.8125,10.804166666666667,0.01,0.0,63.0,3.2151,0.0760109378802284,0.0728187561035156,77,39.0,1489.0410376451528,11.01594356335366,24.16952263183054,53.09226886045576,4.0158532280092,12.762244500269244,6.764087468126659
2000-04-28,-0.55,-36.8,621.7,3.676458333333333,1025.0416666666667,12.05,0.01,0.0,66.04166666666667,3.02624,0.0656365520465294,0.0666966438293457,77,40.0,1482.8472903873633,11.03178366413729,24.05637828541453,52.635524837111596,3.999848066814119,13.04615043172864,7.106197004423395
2000-04-29,-0.55,-36.8,679.6,2.2333333333333334,1024.1333333333334,15.45,0.01,0.0,59.0,2.84574,0.2340248411068974,0.2057228088378906,77,41.0,1477.625779544725,11.047426499982697,24.41652530395502,52.065519640839575,3.9279709215479888,13.082854788903257,7.384183539781186
2000-04-30,-0.55,-36.8,683.8,4.795791666666667,1027.1625,10.789583333333333,0.01,0.0,66.72916666666667,2.69379,1.6885014448224038,0.3513965606689453,77,42.0,1465.135253697274,11.07781536492254,24.31190453132741,50.688070939566366,3.867879266039292,13.604483661567219,7.657322211741006
2000-05-01,-1.0998,-36.8,490.3,3.2387083333333333,1031.5333333333333,8.004166666666666,0.01,0.0,58.41666666666666,2.55794,0.3205292680467939,0.4862666130065918,77,43.0,1453.442172945222,11.006560862496807,24.250406438096373,50.635605162736375,3.8539657689961664,13.43988250870731,7.642349732562564
2000-05-02,-15.8466,-15.169229431226606,293.8,4.3095,1029.5208333333333,7.279166666666666,0.01,0.0,53.208333333333336,2.4325,0.3809531690847526,1.2000913619995115,77,44.0,1437.2105978993561,10.996628571851051,23.578430260060856,49.172395513375655,3.8558313814390703,13.733154223830283,7.642349732562564
2000-05-03,-16.2715,-36.8,251.7,2.6152083333333334,1021.7958333333332,7.854166666666667,0.01,0.7,80.75,2.3148,0.4366200403596964,0.5891861915588379,77,45.0,1431.4001022447253,10.889104602310116,24.353790987722498,48.47802825519246,3.8303955665780123,13.81477075448412,7.62484412650794
2000-05-04,-19.6537,-19.122925037009622,767.0,2.21675,1022.2666666666668,9.220833333333331,0.01,0.0,56.91666666666666,2.37902,0.9022262630383956,1.0422158241271973,77,46.0,1434.9911167887344,10.747450588573871,24.663816779646684,49.13737851836327,3.840725755343192,13.302839464046485,7.412004323213855
2000-05-05,-0.55,-17.649010613042503,707.0,3.717291666666666,1017.5791666666668,13.033333333333331,0.01,0.0,50.54166666666666,2.20118,1.2533751138400242,1.1647768020629885,77,47.0,1429.3126868391955,10.7363427057948,24.793225179258943,48.37697258723641,3.7760396932000733,13.472214702816277,7.497559972193061
2000-05-06,-0.55,-17.27766269287388,770.0,3.558125,1024.5708333333334,8.970833333333333,0.0070833333333333,0.0,47.66666666666666,2.06751,0.4610249457211738,1.4300432205200195,77,48.0,1420.4698393171732,10.731158256460537,24.39903053569443,48.125446174909605,3.739898480478345,13.924620909946828,7.265093509721217
2000-05-07,-1.0261,-7.032611939904203,734.0,4.617791666666666,1024.0416666666667,11.741666666666667,0.0075,0.0,51.22916666666666,1.95605,0.2498598581339802,2.6029181480407715,77,49.0,1431.4835748386654,10.766095317966359,24.57078226570127,48.07960923863452,3.755748518643427,14.101292936403567,7.49846273874891
2000-05-08,-5.6363,-17.44075010878138,768.0,3.3812083333333334,1024.2625,13.370833333333332,0.01,0.0,51.083333333333336,1.85693,0.5810280462560016,1.940226078033448,77,50.0,1443.929330967205,10.678070044617586,24.532368279212584,48.060385641697685,3.7665673893028417,14.063963566677911,7.681069940120684
2000-05-09,-0.55,-9.775409713060805,723.0,3.811791666666666,1022.69375,16.360416666666666,0.0095833333333333,0.0,48.6875,1.76566,0.715049987817029,3.15091609954834,77,51.0,1441.9168206647817,10.737577695453231,24.518593493962452,47.703506001399276,3.6910773449862693,14.32046895635564,8.191434716026308
2000-05-10,-2.9162,-3.7154940406272754,737.0,4.439416666666667,1016.575,14.366666666666667,0.01,1.7,59.375,1.68013,0.1516372065080883,4.586126327514648,77,52.0,1441.946129668451,10.829508027099347,23.71112037984056,47.087061777817404,3.6763816919767014,14.53219499730653,8.65297917587441
2000-05-11,-3.5871,-6.62172629652388,570.6,4.537,1019.4291666666668,9.633333333333333,0.01,0.2,45.75,2.25127,0.3896197791053603,4.606565475463867,77,53.0,1431.1846190554083,10.875602034866926,23.20860628023377,46.14227922858466,3.657270681694988,15.201384351464503,8.735394864492797
2000-05-12,-8.5817,-9.080021309176496,772.0,3.789875,1026.2166666666667,7.34375,0.0095833333333333,0.0,42.35416666666666,1.9064,0.5715320508640542,4.33499002456665,77,54.0,1432.045761837636,10.788996647313187,23.01696379695361,46.492245711589426,3.7316960386054654,15.135072410266318,8.274614360034562
2000-05-13,-10.2501,-10.0804027624076,530.9,3.573166666666667,1020.6083333333332,14.220833333333331,0.01,0.0,48.958333333333336,1.71006,1.0496871392835456,4.229543209075928,77,55.0,1422.2592174505255,10.672170864376195,23.137347197187886,46.87219917650849,3.7964901745257755,14.879215274686638,8.330170043322344
2000-05-14,-10.5528,-7.751801081232089,593.9,3.1534166666666668,1020.1541666666668,16.520833333333332,0.01,0.0,43.85416666666666,1.58166,0.7708360749453868,4.588878631591797,77,56.0,1410.2579082974366,10.556819793909858,22.663417834009188,47.07261216055722,3.892110798586093,14.284688368740069,8.108877784340043
2000-05-15,-0.55,-6.227061011228863,600.9,3.441666666666667,1017.4291666666668,14.304166666666667,0.01,0.0,51.625,1.48535,0.8480513716691603,5.140574932098389,77,57.0,1400.1076551555639,10.715630289635987,22.268207406303954,46.38281464273606,3.8505025101070536,14.410376374328388,8.256698635795392
2000-05-16,-2.2228,-3.453404841256749,591.3,4.005208333333333,1018.6375,13.01875,0.01,0.0,43.3125,1.40516,0.3100873065052539,6.510408878326416,77,58.0,1398.5270611244111,10.781999600082761,21.437652251312784,46.32945595365886,3.957506519959242,14.171565790654743,8.283778513151047
2000-05-17,-4.7876,-4.741943685476135,565.6,4.225333333333333,1008.9479166666666,16.466666666666665,0.01,0.0,50.79166666666666,1.3339,0.4533203363352272,6.780210971832275,77,59.0,1404.9408797757308,10.718467383184874,20.7924019736563,46.4090660112073,3.9636115094460522,14.430043698192675,8.187636331082
2000-05-18,-5.722,-5.138423060282496,503.4,2.744666666666667,1004.5125,14.43125,0.01,0.0,65.29166666666667,1.36861,0.5445480222870881,7.170550346374512,77,60.0,1412.9071550490528,10.665551493263754,19.332223759861993,46.78416888265199,3.9673279629066633,13.821293259390092,8.402948829487618
2000-05-19,-5.8292,-4.827453506060133,409.2,2.357166666666666,1005.2583333333332,12.220833333333331,0.01,2.45,84.20833333333333,1.26591,1.98428846098324,7.583554267883301,77,61.0,1348.6459538317552,10.667661507120572,17.681968791410803,46.89581705878428,3.907739057185112,13.362883238403162,8.702816687080153
2000-05-20,-5.5409,-4.71416118199783,136.3,1.889125,1005.7333333333332,12.077083333333334,0.01,1.5,81.33333333333333,2.01945,2.6148357002140026,7.752540588378906,77,62.0,1283.3359006926496,10.675824459376603,15.761848908885588,46.629068846500516,3.8431742333258128,13.177615852713654,8.96453114372317
2000-05-21,-5.634,-4.686079966164825,166.6,3.1047083333333334,1004.4020833333334,11.554166666666667,0.01,1.75,81.70833333333333,2.34132,3.690308772320582,7.612050533294678,77,63.0,1227.4740532366911,10.634118830468424,14.244602127909515,46.79630567375203,3.7104802801574515,13.300536285403735,9.183732946802786
2000-05-22,-6.468,-5.904886095716996,751.0,2.596791666666667,1008.3791666666666,12.5375,0.01,0.1,68.89583333333333,1.85227,1.3524247160975031,7.113949298858643,77,64.0,1233.331138312706,10.516562428272271,12.768746724311768,47.32342426722495,3.7011213179442812,12.931431029839306,9.49918034671171
2000-05-23,-6.6087,-5.707379729079179,609.4,3.7120833333333336,1012.2458333333334,13.654166666666669,0.01,0.0,63.458333333333336,1.60136,2.687231548579088,7.198668479919434,77,65.0,1191.5701842802505,10.402233814682484,11.507672868042873,47.446610535764,3.5914999377479164,12.975889544864208,9.748431601918755
2000-05-24,-6.2728,-5.469553566154573,359.2,5.2205,1008.7791666666668,12.141666666666666,0.01,1.7000000000000002,84.41666666666667,1.45766,0.8999599344833731,7.7069268226623535,77,66.0,1160.9304029344469,10.412537639769024,10.536260609820818,46.83662777497978,3.5261724005720247,12.79632317311032,10.065631235792358
2000-05-25,-6.617,-7.950798820919616,705.0,5.282,1005.3458333333332,12.260416666666666,0.01,0.7,68.5,3.15784,0.8616182579287355,7.168377876281738,77,67.0,1145.716577544732,10.479689362529134,10.34644899020097,44.88926327467277,3.449609729533326,13.276531412012945,10.551119493337014
2000-05-26,-9.0524,-8.838645567527923,638.8,6.092583333333334,1000.23125,10.097916666666666,0.01,0.0,81.95833333333333,4.10508,0.9983637189921742,6.955431938171387,77,68.0,1201.7741975515148,10.56626872127589,10.151829035566168,42.90366411301813,3.443760218947847,13.621827920836681,10.672824081090027
2000-05-27,-9.8067,-10.165716412957051,740.0,5.1615416666666665,1009.6291666666666,11.983333333333333,0.01,0.0,69.22916666666667,3.52146,0.949902577289482,6.627323627471924,77,69.0,1276.313306292296,10.709625913878824,9.8594509817171,41.281880811068326,3.470692538155447,13.88981346669428,10.902417582019458
2000-05-28,-10.8881,-10.107498878468546,641.7,6.842458333333333,1007.54375,12.639583333333334,0.01,0.0,62.79166666666666,3.2219,1.3028281201239855,6.555148601531982,77,70.0,1337.2554697693795,10.824489766588798,9.828794905394336,39.309235674382954,3.4981930264773746,14.111620183237322,11.165927399034453
2000-05-29,-11.5984,-12.222507956467949,808.0,6.8905,1000.21875,11.970833333333331,0.01,0.0,70.58333333333333,2.60986,1.0107652659065416,6.265108585357666,77,71.0,1330.6139588338706,10.861222397930678,9.765554471034973,38.452985005690586,3.464919458595806,14.844886997659371,11.113982041578979
2000-05-30,-13.0845,-13.735728187289396,418.8,6.2272083333333335,1002.3583333333332,11.53125,0.01,0.1,69.79166666666667,2.31193,1.1581998927596342,6.04318380355835,77,72.0,1371.3702750776415,10.891095527189927,10.008907292691406,37.3404118910154,3.4696714716123815,14.940725326004863,10.945516003527649
2000-05-31,-14.768,-14.746174636349334,529.1,4.045833333333333,1008.86875,9.5,0.01,9.999999999999998,78.85416666666667,3.64632,1.5836084952501372,5.810189723968506,77,73.0,1369.6403587405086,10.978281812528042,10.159054897963873,35.212849970589815,3.4619858196299824,15.01078707090092,10.666932569291209
2000-06-01,-15.5758,-15.090104885685518,682.4,4.868375,1016.6333333333332,11.6875,0.01,0.0,61.75,4.54871,3.8373757328699023,5.622696399688721,77,74.0,1326.7628675546523,10.986505897238434,10.984728212942807,37.23281160538297,3.4735491431953145,14.807834342756015,10.601027549468984
2000-06-02,-15.4247,-14.659708090876824,402.3,4.760083333333333,1007.98125,12.104166666666666,0.01,1.4,84.20833333333333,3.65775,2.503371645834448,5.708898067474365,77,75.0,1284.6955452307714,10.962035418196034,11.171851179100454,38.992679092014164,3.432800793641076,14.57659974243997,10.765787026897266
2000-06-03,-15.5026,-14.66719834194238,738.0,5.15925,1010.375,12.625,0.01,0.0,45.25,3.15746,2.523322919655371,5.760246753692627,77,76.0,1225.2800359983219,10.874479108533802,11.257589800464284,40.47633260622681,3.4476086245954214,14.517822942177643,10.745142557473347
2000-06-04,-15.8568,-15.198824081843298,744.0,2.8826666666666667,1018.1104166666668,11.095833333333331,0.0095833333333333,0.0,42.458333333333336,2.7206,2.6080171144010507,5.76101541519165,77,77.0,1157.3568651221242,10.829186804932352,11.262018887916923,42.1001844809603,3.4446415127696204,14.330936141483232,10.48479715017974
2000-06-05,-15.7336,-13.8871046033136,704.0,2.703708333333333,1020.6906798245614,11.30625,0.01,0.0,41.58223684210526,2.46376,6.743554269241266,5.997310161590576,77,78.0,1077.8230704331795,10.720232442276695,11.19704395828738,42.459766005476105,3.4455299427572563,13.776381965020294,10.39845888991658
2000-06-06,-15.7001,-5.665403708430756,676.9,3.455916666666667,1017.4093201754386,13.516666666666666,0.01,0.0,40.18859649122808,2.28975,2.363979825474213,6.754026412963867,77,79.0,1014.1186009334194,10.670185389115273,10.866485269528136,43.47350276185266,3.443234369915708,13.534100814495005,10.575579542183252
2000-06-07,-15.6426,-5.202857634131011,107.7,5.8045,1008.15,8.4625,0.01,9.95,92.02083333333331,2.58163,0.9092170338844816,7.422280788421631,77,80.0,996.227043637683,10.56097236791824,10.778342971380036,45.243564488439866,3.4099200090499706,13.384489890579113,10.5472277602542
2000-06-08,-15.5802,-12.656293571132013,700.0,3.170375,1009.51875,12.510416666666666,0.01,2.25,75.3125,5.3072,1.6259219645000278,6.486151218414307,77,81.0,1028.063817531005,10.635956655563788,9.68582939827447,42.13451089070164,3.365783871748648,13.20346658577347,10.532286995253163
2000-06-09,-14.1425,-12.722685760252087,794.0,3.0240416666666667,1019.0916666666668,15.133333333333333,0.01,0.0,52.145833333333336,3.82702,5.627868760783277,6.338905334472656,77,82.0,991.9007414511658,10.617730709891529,9.191558570472848,40.74970719740708,3.319157542167896,13.25883160066918,10.664378532171513
2000-06-10,-14.5932,-5.397331365358429,767.0,4.80475,1016.5770833333332,17.166666666666668,0.01,0.0,52.75,3.1003,1.2139640312467976,7.074002742767334,77,83.0,1010.0609714293211,10.636762962009556,9.022514668151961,38.90917207247633,3.228496969007638,13.178421941083883,10.742430494388481
2000-06-11,-3.5865,-5.567070981304421,688.7,4.234791666666667,1008.2645833333332,18.1375,0.01,0.0,55.083333333333336,2.71099,0.6190175503022841,7.906498432159424,77,84.0,1049.2099995634367,10.658127130306493,8.902009699658814,37.829728990567205,3.174603968894062,13.643593170099406,11.266767279840769
2000-06-12,-6.6489,-5.934720021223154,712.0,6.292916666666667,1007.7645833333332,13.4625,0.01,0.0,65.45833333333333,2.54971,1.0460924524859383,8.430018901824951,77,85.0,1064.2327257361997,10.69309369642277,8.847799856208663,36.70431834357172,3.0821112651752673,13.932966275871566,11.416096363871986
2000-06-13,-14.7873,-9.87797892597884,476.9,7.806208333333333,1009.2541666666666,14.96875,0.01,0.0,71.39583333333333,2.50351,1.192679493410442,7.91998291015625,77,86.0,1075.2197476701226,10.714747537145298,8.724163846663362,35.405182819307065,2.947744163930134,13.986026926403317,11.312058159562879
2000-06-14,-11.2246,-14.218719704769237,854.0,8.044,1007.8020833333334,14.529166666666669,0.01,0.0,56.66666666666666,2.29597,1.3747054203778808,7.368331909179687,77,87.0,1064.114694208846,10.758361114279847,8.425275363304227,34.504955870146695,2.851783192723709,14.56397891002496,11.764601756657912
2000-06-15,-16.2567,-16.26455388158643,611.0,3.7439583333333335,1006.2166666666668,12.689583333333331,0.01,0.2,57.458333333333336,2.24754,1.7400061795667827,7.1402082443237305,77,88.0,1045.098066715569,10.614777779832675,8.616983069857946,35.53032152607331,2.774951973441003,14.740506412533236,11.834235896213825
2000-06-16,-16.9258,-15.76142890171506,593.8,2.750875,1011.9125,10.285416666666666,0.01,0.4,68.29166666666667,2.16157,7.756857351173656,7.222930908203125,77,89.0,1049.491012951097,10.559027162291361,8.87368720008605,35.42986417633673,2.6565064413077506,14.505954940216148,11.52368949012197
2000-06-17,-16.7908,-9.758213298916754,758.0,2.820958333333333,1022.4458333333332,10.6625,0.01,0.0,54.75,2.33302,8.253264440474206,7.468000411987305,77,90.0,990.8390516061016,10.48794962175757,9.066491342782115,35.72537339691661,2.5328826259059354,14.319655230014776,11.297293708019087
2000-06-18,-16.7033,-8.071025570302128,695.8,3.359,1022.8666666666668,12.491666666666667,0.01,0.0,57.47916666666666,2.08028,5.787499515833198,7.694635391235352,77,91.0,936.8814716399459,10.427702219568499,8.943422448712619,35.181510371583464,2.381580071961818,13.770608264426638,11.096160131954788
2000-06-19,-16.636,-6.328721096871555,738.0,5.029541666666667,1016.18125,16.622916666666665,0.01,0.0,65.625,1.91821,1.6880912023340655,8.081095218658447,77,92.0,945.0591459369681,10.43396664995568,8.859070268249011,34.889393764280484,2.3218888974426224,13.570452187969304,11.105484347399823
2000-06-20,-16.5732,-9.936642721316442,695.7,4.026958333333334,1011.825,17.443749999999998,0.01,0.4,60.0,1.79873,2.004152220912946,8.171324253082275,77,93.0,924.1750612652606,10.441750473240619,9.075737963324238,34.776261687788114,2.2965489669482104,13.55889794265237,11.255751839598949
2000-06-21,-16.5103,-8.444858187747082,725.0,3.9799166666666665,1013.7291666666666,18.272916666666667,0.01,0.0,52.1875,1.70041,2.6228650665163853,8.664330959320068,77,94.0,900.3855588561061,10.416969441977779,8.967393305650292,34.943943861768716,2.2418051955848255,13.082629593372346,11.26545387121516
2000-06-22,-16.4442,-7.240425613706721,490.5,3.156833333333333,1009.24375,18.61041666666667,0.01,1.3,72.41666666666667,1.61365,2.0234794880422844,9.210984230041504,77,95.0,862.4344402247425,10.427535472364951,8.94980854763776,34.39140663120204,2.2150786244865555,12.775342424679167,11.128665258567564
2000-06-23,-0.55,-6.195842537262896,720.0,5.441291666666667,1009.8770833333332,16.745833333333334,0.01,0.1,68.16666666666667,1.83497,2.695995482610065,9.822439670562744,77,96.0,873.6570848572953,10.563632709976888,8.860982608748275,34.4235004232114,2.2128902372605923,13.281720764577212,11.690531089526079
2000-06-24,-8.1627,-8.234456012518905,588.5,3.877458333333333,1008.7541666666666,16.758333333333333,0.01,0.0,66.27083333333333,1.63677,1.6611381769776206,9.837714672088625,77,97.0,914.1759797279165,10.585909254415087,8.904163757425993,33.69507583772053,2.2429725338731186,13.539043337096965,11.880775172640794
2000-06-25,-9.0919,-8.537312956312418,703.0,3.4909583333333334,1008.2166666666668,16.037499999999998,0.01,0.4,72.45833333333333,1.50953,3.6739871398745296,10.032405376434326,77,98.0,933.0358876114514,10.603789010317211,9.181981778433505,33.4983089089576,2.2560074611333674,13.803533781921743,11.787993233158593
2000-06-26,-9.1562,-6.6962254506009415,202.5,3.0199166666666666,1005.08125,13.883333333333333,0.01,10.3,89.16666666666667,1.66639,2.742117640718504,10.361670017242432,77,99.0,904.1789685602008,10.465278506690462,9.569337945577939,32.59024523681333,2.2330015883409784,13.826313223766558,11.525739943335681
2000-06-27,-9.2001,-7.722621317442988,367.6,2.762916666666667,1003.5833333333334,10.720833333333331,0.01,0.4,84.72916666666667,4.53259,5.244061052828056,10.184690475463867,77,100.0,905.9945888225504,10.31043242940183,9.610792867264601,31.971299341775953,2.19434612172747,14.066577800245275,11.088123609627969
2000-06-28,-8.9378,-8.447419247584893,650.0,3.3647500000000004,1010.0854166666668,13.352083333333333,0.01,0.0,65.25,3.1059,5.797905587221163,9.842172145843506,77,101.0,897.6673771681326,10.230181452784596,9.532167806520965,31.704036892869038,2.2099352530917664,14.403026942187251,10.98980115251877
2000-06-29,-9.6397,-9.195405276292927,117.8,2.3939583333333334,1009.9066666666666,12.660416666666668,0.01,16.469999999999995,84.79583333333333,2.42095,5.484040425854701,9.654532432556152,77,102.0,904.0796133164112,10.041657001987192,9.710957705299359,31.371912786949736,2.1723129795498735,15.054130528183236,10.909021779274118
2000-06-30,-9.9013,-7.240160437626176,486.2,6.828,1006.9204166666668,16.297916666666666,0.01,5.880000000000002,74.57916666666667,6.57831,8.782769889201747,9.642038822174072,77,103.0,909.8913538398149,9.790887934362228,10.13992572722196,29.92101843608365,2.191437946067867,15.151302762624493,10.54372445329872
2000-07-01,-12.1977,-11.824656295990836,480.5,4.050125,1010.5166666666668,15.06875,0.01,0.0,73.66666666666667,4.39221,1.946588107082184,8.997859477996826,77,104.0,911.2020532316227,9.592552479719549,9.8579740294907,29.091335156547878,2.184337970827293,15.574017489960898,10.356544960793352
2000-07-02,-12.5982,-11.7529033941981,192.5,3.4395,1011.2791666666668,14.110416666666666,0.01,0.3,83.91666666666667,3.35244,5.30057389336501,8.963524341583252,77,105.0,919.0591021556914,9.391367631866377,9.558394533168965,28.082606394918603,2.14100686088143,15.843853886914898,10.179723951574633
