Date,month,U,SST,AirT,delT,Humidity,CC,swr(w/m2),Prec(mm/d),inflow(m3/s),Ice_d,days from iceoff,MLD,thermD,W,NOX(mmole/m3),O2(mmole/m3),NH4(mmole/m3),PO4(mmole/m3),TotP(mmole/m3),Si(mmole/m3),Chl(mg/m3)
2017-04-11,4,5.8300416666666655,4.563833333333334,4.36,0.0998333333333336,71.02083333333334,0.6625,339.6,0.0,0.609,86,10.0,-21.0,-15.0,0.0014061154273809,3.3881737151778473,439.57651256248994,0.6403479862223104,0.4260889745018734,1.1936989676678917,49.60965438195918,9.430458630745077
2017-04-12,4,2.719583333333333,4.495,2.880416666666666,0.1310000000000002,76.57083333333334,1.0,372.0,0.0,0.576,86,11.0,-21.0,-15.0,0.0,3.515165214527385,439.0179302409169,0.6494023568426994,0.40831460850819684,1.1858088319442797,49.840945483463294,10.675606599559577
2017-04-13,4,5.18725,4.388000000000001,1.105,0.0790000000000006,72.52500000000002,0.6208333333333337,235.9,0.0,0.551,86,12.0,-21.0,-15.0,0.0154283657247867,3.113592137233374,442.44320376364783,0.6570643840740219,0.39676898349636,1.1721131596335788,50.451871787745674,12.485304679697078
2017-04-14,4,4.4365,4.2715000000000005,-0.9749999999999998,0.0835000000000008,70.17083333333333,0.8999999999999999,369.1,0.0,0.534,86,13.0,-21.0,-15.0,0.0,2.9732572897851943,441.1960036408962,0.6680594382821424,0.4324559134976111,1.1476723534616704,50.01161235033045,14.243686668300748
2017-04-15,4,2.7932916666666663,4.373166666666666,-0.7266666666666667,0.3291666666666666,67.29583333333333,0.225,605.3,1.0,0.513,86,14.0,-21.0,-15.0,0.0,3.1039045397310336,439.1728196633363,0.6682923300862439,0.4398734353992423,1.1207023601688735,49.41106321487723,15.282088423517276
2017-04-16,4,4.890791666666667,4.082166666666667,-1.7062500000000005,0.0851666666666668,76.88333333333334,0.8125,370.3,0.6999999999999997,0.495,86,15.0,-21.0,-15.0,0.0051596582771712,3.053447350878578,434.118569689283,0.6783017185562129,0.4864960033856084,1.1408020297196406,48.47345618281934,16.017961979181568
2017-04-17,4,3.991708333333334,3.986166666666667,-0.6749999999999999,0.1091666666666673,72.95416666666667,0.2666666666666666,620.2,1.7999999999999996,0.478,86,16.0,-21.0,-15.0,0.0011021904296658,3.2736776327868737,429.2208396427599,0.6766509177604221,0.5074442294356645,1.1344197314836524,48.20668140663837,15.420008700349465
2017-04-18,4,3.2905833333333323,3.967166666666667,0.7970833333333335,0.1061666666666667,69.525,0.2874999999999999,594.7,0.0,0.459,86,17.0,-21.0,-15.0,0.0033295885782498,3.1413562801109336,427.33062356661975,0.6704385178175716,0.5075251576785429,1.1326941994861428,47.82229901440098,14.012464774873346
2017-04-19,4,2.259083333333333,4.1738333333333335,2.8783333333333334,0.3378333333333336,65.04166666666666,0.7500000000000001,805.0,0.0,0.443,86,18.0,-21.0,-15.0,0.0039861635036533,2.683381093059121,427.00017043606886,0.663725005909951,0.4791856593299923,1.12518344263297,47.22490729505529,13.662127775572955
2017-04-20,4,6.202333333333335,4.2651666666666666,4.829999999999999,0.0961666666666669,75.075,0.975,503.0,0.8999999999999998,0.426,86,19.0,-21.0,-15.0,0.0,2.7194180817560185,425.84034270871376,0.6608124470507295,0.49178776586351275,1.156933476182698,46.33497766980405,12.229109418572447
2017-04-21,4,6.439625,4.496333333333333,6.479583333333333,0.1083333333333333,73.79999999999998,0.5541666666666667,623.3,0.0,0.408,86,20.0,-21.0,-15.0,0.0013530561095263,2.3535751079100677,429.83301182304433,0.6535633455994692,0.454892826309833,1.178676583096313,45.75640754315735,10.789607759615247
2017-04-22,4,7.723333333333334,4.425999999999999,4.496666666666665,0.0679999999999996,56.36250000000001,0.7958333333333334,359.4,0.2,0.391,86,21.0,-21.0,-15.0,0.0006735660500039,2.3681578985972647,429.68362102091254,0.6584456093544527,0.4295237843738141,1.1700740343882643,45.23979381006977,10.050866712778484
2017-04-23,4,4.244583333333333,4.511166666666667,3.353750000000001,0.1251666666666668,61.55833333333333,0.4541666666666668,704.6,0.8999999999999998,0.375,86,22.0,-21.0,-15.0,0.0004650513818792,2.532000405199429,428.7022188485397,0.6491363988910648,0.34946096630300294,1.1245016740852205,45.33826442266729,9.466981603198958
2017-04-24,4,3.820875000000001,4.683,2.8404166666666666,0.1859999999999999,76.39166666666667,0.5333333333333333,652.1,5.700000000000002,0.361,86,23.0,-21.0,-15.0,0.0,2.5879728344617385,428.4983116522868,0.6506785820388201,0.30261817753280484,1.1085512174854446,45.245756941899856,9.628353231235517
2017-04-25,4,3.5206666666666666,4.7145,2.36875,0.0994999999999999,96.52500000000002,0.9083333333333332,462.0,6.5,0.355,86,24.0,-21.0,-15.0,0.0086309439199625,2.503106544795082,428.1224772327487,0.6588529200656453,0.29978038184155975,1.0859426146211941,44.94170170577659,9.79921095146005
2017-04-26,4,4.7363333333333335,4.783166666666666,2.325416666666667,0.1421666666666663,91.75833333333333,0.6250000000000001,638.2,1.3000000000000005,0.357,86,25.0,-21.0,-15.0,0.0096685222114804,2.4422692182540824,428.1043863164905,0.6602292505286554,0.32536878218570553,1.0551844203091778,44.88481210157846,9.488124419025652
2017-04-27,4,2.2715,4.964833333333334,3.1975,0.2678333333333338,81.82499999999999,0.2333333333333333,596.7,0.5999999999999998,0.44,86,26.0,-21.0,-15.0,0.0012646639009929,2.3367215304122326,421.4907443162938,0.6577451487782512,0.3160513525300351,0.999543679863171,45.12473182368945,9.672677619273921
2017-04-28,4,3.933583333333333,5.027333333333334,3.2183333333333337,0.2003333333333339,88.2041666666667,0.4958333333333333,722.9,0.0,0.532,86,27.0,-21.0,-15.0,0.0871841202606927,2.0918957429028255,408.73067854378303,0.6591427691058295,0.29442008744166603,0.9743727692004047,45.39664331147085,9.337176459729486
2017-04-29,4,5.963833333333333,5.120500000000001,4.36375,0.1035000000000003,73.79166666666667,0.8583333333333333,696.9,0.0,0.605,86,28.0,-21.0,-15.0,0.0098125664342816,1.8332773459854068,402.7431970663106,0.6539012608379745,0.278288129411851,0.9610522103625208,45.21798256772472,8.957823435571504
2017-04-30,4,5.619166666666665,5.237,5.499999999999999,0.1420000000000003,60.32083333333332,0.2333333333333331,684.7,0.0,0.637,86,29.0,-21.0,-15.0,0.0014803027085321,1.7964758132744887,396.82515187935024,0.6554257102012719,0.2787646287010159,0.951080183796071,44.879871493307796,8.42179968163413
2017-05-01,5,2.239875,6.038666666666667,8.706666666666667,0.9046666666666664,50.020833333333336,0.0375,743.7,0.0,0.635,86,30.0,-21.0,-1.5,0.0008890299628557,1.8488262556884607,387.3290575535297,0.6674853250835646,0.25953810111985015,0.9005005061210675,44.807723815563634,7.889023866715291
2017-05-02,5,3.228,6.4585,8.242916666666668,1.1935000000000002,54.025000000000006,0.0708333333333333,759.4,0.0,0.619,86,31.0,-21.0,-1.5,0.3803432480206301,1.7875896066720494,379.17604822528267,0.6749412030353911,0.21428830345578279,0.8388304460938524,44.75397359539935,7.269255411797966
2017-05-03,5,3.336625,6.536833333333333,6.97,1.161833333333333,61.89166666666667,0.0583333333333333,759.5,0.0,0.592,86,32.0,-7.188520778136207,-1.5,0.1658376549616498,1.731621334230002,371.2989002419705,0.6916215583920937,0.17106215117313336,0.7989948092939222,44.430436471109275,6.648462121545628
2017-05-04,5,4.900416666666668,6.277166666666667,5.635000000000002,0.3961666666666668,62.35833333333334,0.0499999999999999,776.0,0.0,0.56,86,33.0,-21.0,-15.0,0.7587504700148606,1.5924214072004463,369.6286844364325,0.6942244142389732,0.13001259986038996,0.7589629153065489,44.154531998482284,6.022155554045505
2017-05-05,5,1.7387083333333333,6.988499999999999,9.000416666666666,1.0334999999999992,61.12083333333333,0.3291666666666666,747.1,0.0,0.527,86,34.0,-21.0,-1.5,0.3901928559861963,1.584637767002224,369.3353604946163,0.7114931198875539,0.12854474895411946,0.7116197926473639,44.099303399342794,5.927184135649071
2017-05-06,5,5.165458333333333,7.153333333333332,8.955833333333333,0.8763333333333323,67.8125,0.3041666666666666,622.9,0.0,0.493,86,35.0,-18.78506188606656,-1.5,2.9096296606636667,1.4686122793661587,363.70064185176,0.7564021269909417,0.12026805480347998,0.6706794979964511,44.486581605957475,5.828429619569606
2017-05-07,5,5.251916666666666,7.073833333333334,4.6725,0.2888333333333337,62.73750000000001,0.1541666666666666,697.6,1.8999999999999992,0.459,86,36.0,-20.20180561552618,-15.0,0.2325761981144178,1.1993129863680743,361.13978976533775,0.7920306906474233,0.12552733111265693,0.6356151734331379,44.5822933088017,5.491039419444587
2017-05-08,5,8.111833333333335,7.1273333333333335,2.3312499999999994,0.131333333333333,71.1125,0.725,560.2,1.5,0.43,86,37.0,-21.0,-15.0,0.1068812559792065,0.8337284639854865,363.4386503504722,0.8221509782269385,0.1326225210872665,0.6493458297579915,44.88922128110871,5.185705029578778
2017-05-09,5,4.5357916666666656,6.915666666666667,1.1754166666666668,0.1166666666666662,67.62083333333334,0.3625,572.9,0.0,0.408,86,38.0,-21.0,-15.0,0.0012109505187666,1.1528726146115846,365.1341636667708,0.8439315024844211,0.15699664809308156,0.6764641696981156,45.36410119616294,5.182286769523519
2017-05-10,5,3.122958333333333,6.939666666666667,1.4904166666666665,0.1766666666666667,69.21666666666667,0.4208333333333331,597.7,0.1,0.387,86,39.0,-21.0,-15.0,0.0026973771507274,1.3178935120862594,364.9734293409391,0.8548517265210039,0.1909630113785238,0.691111929919502,45.783883440274266,5.182186204115949
2017-05-11,5,1.713041666666666,7.0905,2.728333333333333,0.3984999999999994,67.32499999999997,0.2166666666666666,852.0,0.0,0.369,86,40.0,-21.0,-15.0,0.0044321722894154,1.411120893672715,365.3157833627666,0.881017396818887,0.20816921232590688,0.7080100142916815,45.96029665560814,5.32375801611191
2017-05-12,5,2.442,7.266666666666667,4.912916666666666,0.6096666666666666,60.10833333333334,0.1375,867.0,0.0,0.354,86,41.0,-21.0,-1.5,0.6689568144602202,1.4142976070511146,364.9512367642734,0.8952660911951075,0.20940744889010166,0.6907763708588234,45.56200903935775,5.472465739475074
2017-05-13,5,2.143541666666667,7.628166666666666,5.615000000000001,0.9131666666666662,62.8375,0.2416666666666666,803.0,0.1,0.3389999999999999,86,42.0,-10.78949397401102,-1.5,0.4580052241153748,1.4189194597596124,366.5525981666254,0.8725120862235852,0.20511562992353763,0.6915120905725669,45.49322742114163,5.501894102315638
2017-05-14,5,1.8071666666666664,7.942,8.124166666666666,1.253,69.92916666666666,0.9041666666666665,222.6,0.1,0.325,86,43.0,-8.839896057593968,-8.6324,0.7796246766433848,1.4031082276434776,363.8898212505454,0.875170489315557,0.21134608595799928,0.7099092944860003,45.69633330856436,5.747923433806369
2017-05-15,5,4.659999999999999,7.848666666666666,5.227916666666666,0.8316666666666661,85.1875,0.9499999999999998,543.4,0.0,0.313,86,44.0,-5.786732018734939,-8.7683,0.6847511768711094,1.3913528758490668,360.5935407646596,0.8648810543445951,0.20934514490481101,0.6807652232956833,45.248574345925604,5.878581578224257
2017-05-16,5,3.224541666666666,7.820833333333334,6.15375,0.4858333333333338,75.09166666666667,0.4125000000000001,779.8,0.0,0.301,86,45.0,-16.44024423015863,-1.5,0.3566488209330429,1.038115451219753,357.23451307200816,0.8651582432560188,0.19308679100106024,0.6522016925866723,44.94210010849032,5.598859948719075
2017-05-17,5,2.870833333333333,8.173666666666668,9.016249999999998,0.8756666666666675,89.27916666666668,0.9541666666666664,235.5,0.5999999999999998,0.29,86,46.0,-16.56475116371753,-13.1663,1.4022158825747473,0.8762153593902939,348.64772745914007,0.8724250349394981,0.16901824347425687,0.632297588441549,44.50155091315569,5.319138319213891
2017-05-18,5,3.592333333333334,8.625166666666665,13.757916666666668,1.2931666666666652,87.47916666666667,0.8625000000000003,652.8,0.0,0.282,86,47.0,-8.60531450662465,-1.5,0.6778244671107057,0.7694711597841375,342.314283515039,0.8842288596381044,0.1501639894877112,0.6027090057685752,44.67053572355064,4.873091183816132
2017-05-19,5,2.724375,9.812,17.115,2.534,63.58750000000001,0.375,767.0,0.2999999999999999,0.272,86,48.0,-2.707658055229755,-1.5,0.0536868271512754,0.7627933648264491,339.41419789950504,0.8991444098798701,0.1359883419992532,0.6011210102044947,45.00732825901032,4.491274386286349
2017-05-20,5,3.712833333333334,9.599333333333334,10.819166666666666,2.0453333333333337,86.65833333333335,0.8833333333333332,212.7,0.1,0.264,86,49.0,-2.704986461222746,-8.3953,0.2644643100246364,0.7588487884322422,335.4884719831616,0.9266574163985047,0.12542625802743854,0.5924909857673878,44.882632690830526,4.176487647929204
2017-05-21,5,3.008833333333334,11.107,12.64,3.470000000000001,67.59583333333333,0.7666666666666667,757.2,0.0,0.255,86,50.0,-4.183108456733262,-1.5,0.3453036537533635,0.753389934393763,333.37011934113906,0.9328896836915953,0.10451362207387681,0.5646180779830642,44.82766852514876,3.892910670326837
2017-05-22,5,4.789541666666666,11.524,13.23375,3.820000000000001,69.44583333333334,0.6791666666666667,508.8,0.0,0.247,86,51.0,-4.236390915485273,-12.5615,0.5130154018760706,0.7394867107527132,328.9169065192249,0.9350691601322911,0.0865869602322958,0.5818476003777865,45.023151787569574,3.677933225847498
2017-05-23,5,3.1651249999999997,11.801333333333332,11.175000000000002,4.222333333333332,67.82499999999999,0.7125000000000002,676.4,0.0,0.239,86,52.0,-6.111055863635901,-12.2083,0.3419301645300431,0.7355460800865288,324.33731599583774,0.9341043643338475,0.0750153711089816,0.6002262431683186,44.983027853701024,3.6441032310478016
2017-05-24,5,2.603166666666666,11.753166666666669,12.837083333333334,4.247166666666667,59.74999999999999,0.2083333333333333,804.0,0.0,0.231,86,53.0,-5.44951445986105,-10.4867,1.0795982317281303,0.7272474068258435,325.13457401091983,0.9342100131471155,0.06336447428413032,0.6183801186312142,45.13640239306796,3.6323079516434964
2017-05-25,5,3.166583333333333,12.072166666666666,12.1925,4.270166666666666,70.70416666666665,0.7875000000000001,767.1,0.0,0.223,86,54.0,-5.173314810868861,-5.5161,1.851356610335664,0.7227957808803086,324.60869778094093,0.946068944052044,0.05771330791568444,0.6412385499148894,44.80450803581497,3.638130454768602
2017-05-26,5,3.649,12.332833333333332,12.557916666666666,4.365833333333334,67.02916666666667,0.2666666666666666,767.7,5.599999999999998,0.217,86,55.0,-5.284438837709614,-7.8046,1.4599345448902488,0.7205616980160938,323.21980037441887,0.9363877959754687,0.05149122070940644,0.6541538453017982,44.47051090991555,3.5759645057819154
2017-05-27,5,2.407166666666668,13.171166666666664,15.585833333333332,5.433166666666664,74.28333333333332,0.3041666666666667,774.2,0.0,0.211,86,56.0,-5.728209247741076,-1.5,0.9333804299792116,0.7143021566399538,321.41950877806454,0.9262773369890098,0.05240206558277418,0.6729794162729384,44.36547988086988,3.8277854932457367
2017-05-28,5,5.994125,14.327999999999998,19.159583333333337,5.678999999999999,65.98333333333333,0.5458333333333334,780.1,0.0,0.205,86,57.0,-5.082688457090601,-9.4778,3.241777205268787,0.7152655167467019,317.2468585849892,0.9516941371642107,0.053069592670260464,0.6976109786702435,45.03740104387522,4.100513640494547
2017-05-29,5,5.816791666666667,14.22183333333333,11.710833333333332,5.444833333333332,69.94583333333334,0.4624999999999999,825.0,0.2,0.199,86,58.0,-6.767158799355576,-10.7361,0.611713905716537,0.7150820448965742,317.19647510365525,0.9484426264427926,0.049556174581361814,0.6930031334726365,44.41948569501598,4.586411478465098
2017-05-30,5,2.822833333333333,13.830666666666668,8.44375,5.058666666666667,93.49166666666667,0.9166666666666666,117.9,17.0,0.194,86,59.0,-8.11571666632328,-8.3669,1.07181004254416,0.7218766096468414,317.4588057416076,0.9757970571959037,0.05676573951750706,0.6810378472835555,44.15415971119792,4.940882732856713
2017-05-31,5,4.462375,13.609166666666663,10.731249999999998,4.420166666666665,77.825,0.8624999999999999,757.7,0.0,0.215,86,60.0,-8.315387580307597,-8.0731,5.754875588529745,0.7223762222599776,314.12361107628243,0.9877194879936445,0.06111189107580711,0.6795395523131955,44.30046065081069,5.280901472755493
2017-06-01,6,7.876166666666665,13.261833333333334,9.471666666666666,3.026833333333334,62.258333333333326,0.7000000000000001,736.8,0.0,0.213,86,61.0,-8.859355295608196,-14.5,1.8363966390911344,0.7252051804779356,313.25067243847843,0.9765054704969384,0.06093529661408341,0.6770351996214022,44.50994008014707,5.632836837028144
2017-06-02,6,5.7647916666666665,13.03,8.499166666666666,1.8110000000000015,63.55833333333334,0.1875,842.0,0.0,0.209,86,62.0,-12.19188461056156,-14.5,0.8730441812644129,0.729494247032398,315.2640174377103,0.9677516923601944,0.06540470133593723,0.6834449984650636,44.40551901577582,6.034968109564937
2017-06-03,6,2.6822916666666674,13.163000000000002,12.036250000000004,1.5460000000000012,64.6125,0.6958333333333333,613.7,0.6999999999999997,0.2319999999999999,86,63.0,-13.69395963964801,-14.5,2.097928012074966,0.738451356555157,314.46578947546107,0.9710230716486717,0.06638278855728007,0.6904222825491079,44.46010378429592,6.098388730556738
2017-06-04,6,2.794958333333333,13.413000000000002,11.52,2.9840000000000018,89.02499999999998,0.8874999999999998,454.3,5.900000000000002,0.244,86,64.0,-13.53496756495641,-13.3102,15.100833264701656,0.7477076933016179,312.9754284819345,0.9441296414047453,0.07870832453083819,0.6885506722825123,43.585517771366106,6.125143073564081
2017-06-05,6,4.59075,13.504166666666668,12.53875,2.6281666666666688,86.63749999999997,0.7833333333333335,691.0,0.2999999999999999,0.249,86,65.0,-4.194824471223917,-13.6912,1.4052888816966322,0.7520525046753486,311.10250129695527,0.9503644149662851,0.08558199931102257,0.6736821321233305,44.023520186397455,5.840245796312269
2017-06-06,6,3.677041666666667,13.883333333333336,15.68458333333333,2.9253333333333345,66.30833333333332,0.3916666666666666,842.0,0.0,0.243,86,66.0,-10.17517202532019,-13.5969,1.991213901482352,0.7491710541809732,305.58280252993393,0.930869900776693,0.08296824859378353,0.6840356079927913,44.288719988348234,5.895219817490313
2017-06-07,6,4.896791666666667,13.508666666666668,12.925416666666663,2.7986666666666675,83.33333333333333,0.8166666666666668,574.4,4.400000000000001,0.236,86,67.0,-8.48258346707626,-10.3698,4.135368205476611,0.7523908823407727,303.8672316207111,0.9310240550460355,0.07914636939320309,0.683466257684686,44.14104960581691,5.807044672235743
2017-06-08,6,3.936625,13.236,12.467083333333331,1.834,88.66250000000001,0.5750000000000001,605.3,0.0,0.237,86,68.0,-8.275816141005118,-13.6819,1.4939336367705218,0.7528620100010013,301.23193534700385,0.934178247633356,0.08987285990602646,0.684048423646015,44.12481527607748,5.72564774559017
2017-06-09,6,2.86375,13.825499999999998,13.89625,2.053499999999998,81.875,0.6,620.6,0.0,0.235,86,69.0,-8.62947178861545,-13.6559,2.6201143581088164,0.7518379717646463,294.4078631653304,0.9547184893096048,0.09629436207060262,0.6804998186381589,44.609701383890375,5.623142675085998
2017-06-10,6,3.1532499999999994,14.478166666666668,14.515,3.176166666666667,79.99583333333332,0.8541666666666666,604.3,4.099999999999999,0.231,86,70.0,-7.972494794685653,-13.2558,6.806935309968321,0.7459651310394609,290.0112550494178,0.96617688444026,0.10235599674992442,0.6767459143708201,44.52946271716909,5.596149628197749
2017-06-11,6,3.989458333333333,14.900166666666667,16.189583333333335,2.96916666666667,79.94583333333334,0.8833333333333334,799.3,2.100000000000001,0.2319999999999999,86,71.0,-4.530402393235543,-11.4719,2.1028731011935724,0.7395287237773064,290.50919941840226,0.987571188375365,0.1011747907072705,0.6759505411392244,45.30916864638507,5.546643377116055
2017-06-12,6,3.936083333333334,15.244000000000002,14.915,3.383000000000001,91.49583333333334,0.7500000000000001,612.1,1.8999999999999992,0.228,86,72.0,-5.246391222795199,-11.5143,1.2820453664675122,0.7369755602394557,289.5779677879908,1.0067090166250063,0.10627669258268654,0.694692685068301,45.28137418898531,5.549924485402684
2017-06-13,6,5.631374999999999,15.265,12.182083333333336,3.448999999999998,89.24583333333334,0.7041666666666669,337.2,0.5999999999999998,0.223,86,73.0,-6.2953411109758,-11.5528,1.9754907585902672,0.7352402489576224,290.9688691616242,1.0316428167182605,0.11480690298911288,0.7056733818388272,45.20326904814757,5.401460121324476
2017-06-14,6,2.0543750000000003,15.442166666666663,15.603750000000003,3.776166666666665,63.00833333333333,0.1375,806.0,0.0,0.221,86,74.0,-8.561845741638678,-12.1354,1.690063382673864,0.7322677414660694,294.1141443795009,1.0342008895828876,0.11589121295812607,0.7172473228540247,45.372305998693264,5.537654383811253
2017-06-15,6,1.5142083333333336,15.930333333333335,16.184999999999995,4.121333333333336,82.2625,0.2791666666666667,844.0,3.5,0.225,86,75.0,-8.71998522266574,-9.4096,22.61488471955578,0.7304703759010768,291.8047784255143,1.046077581347966,0.10795096954432148,0.7338521042730873,45.47579808524284,5.706943421161471
2017-06-16,6,2.6480833333333336,16.11216666666667,16.52208333333333,4.018166666666671,75.0125,0.9,634.2,0.0,0.236,86,76.0,-1.698874809689733,-8.6096,1.5785335893120642,0.7280727738510506,295.4028372051559,1.0543885508191322,0.10679767751299689,0.7426900413783368,45.50638212810093,5.665151898249532
2017-06-17,6,1.5159166666666666,16.881666666666668,17.57416666666667,4.751666666666667,71.10833333333332,0.5375,724.4,0.0,0.2329999999999999,86,77.0,-2.47019234150713,-3.1573,1.3483451035907497,0.7254628906156152,300.5047986578958,1.052219318611409,0.10511224348199755,0.7638944700312514,45.728590217871854,5.638525867539315
2017-06-18,6,4.4225,17.5745,18.867916666666662,5.3505,70.3,0.6958333333333333,683.8,0.5,0.228,86,78.0,-2.627563360927416,-10.3682,4.369310518225767,0.722642961131309,300.43206414017874,1.0513215850594104,0.09419956394607995,0.7680677847331224,45.86838236216401,5.6594007654077485
2017-06-19,6,3.962208333333334,17.597166666666663,16.705416666666668,5.632166666666663,62.25000000000001,0.4000000000000001,823.0,2.0,0.223,86,79.0,-4.645049447171321,-6.6341,1.2156592519700808,0.7214864852707906,301.0100989920469,1.0387912732234685,0.08391417127547783,0.7749487960689105,46.12870230288997,5.85824510068307
2017-06-20,6,5.673541666666668,17.586499999999997,14.180416666666668,4.5494999999999965,78.61666666666666,0.5,643.0,0.8000000000000003,0.215,86,80.0,-5.151353636752401,-8.2973,1.7348136574947073,0.7198033481756516,300.68034801222984,1.0271296431692167,0.07201404044999897,0.7754687685793858,46.14219563970856,5.783320030151819
2017-06-21,6,5.446833333333334,16.987333333333332,13.485416666666667,4.029333333333332,63.17499999999999,0.5708333333333334,749.2,0.6999999999999997,0.209,86,81.0,-7.2522715824458,-12.4999,1.4756921604639168,0.7192398867443964,300.12418464228125,1.019246307981959,0.06841258213483055,0.7703144705780701,45.944377481375334,5.628530128665389
2017-06-22,6,3.509416666666666,16.893666666666665,13.369999999999996,4.231666666666664,64.48333333333333,0.3208333333333332,891.0,0.0,0.203,86,82.0,-9.203701667292629,-10.4055,2.532930378686267,0.7186657838839702,300.8300927315657,1.0038965748004696,0.06605899437477794,0.7642503053336702,45.33044863794841,5.596994455479418
2017-06-23,6,3.4530833333333337,16.902833333333334,13.339166666666667,3.913833333333333,74.12499999999999,0.5499999999999999,815.0,5.900000000000002,0.195,86,83.0,-8.930022601236272,-7.7866,7.993375941784169,0.7189592293613762,296.9543650737639,0.9938872432482739,0.06351259663108795,0.7667960597701009,44.56403323084522,5.740921567559049
2017-06-24,6,4.386208333333333,16.956333333333333,14.65,3.7363333333333326,88.56666666666666,0.7958333333333334,509.3,0.5,0.192,86,84.0,-8.990271467538086,-13.6219,8.220939955675728,0.7203032354819395,290.88808438544334,0.9939096350297049,0.07595484103144641,0.7472767103766632,44.50995311564492,5.774690925955923
2017-06-25,6,5.8120416666666666,16.839,14.6025,2.9129999999999985,74.64583333333333,0.4375,723.8,4.599999999999998,0.187,86,85.0,-9.153261715652054,-14.5,3.653970397051716,0.7225690352131295,289.9749240341623,0.9956518000507903,0.08305637021587689,0.74591873665815,43.657618628176074,5.7866309564329566
2017-06-26,6,5.371333333333332,16.7465,13.392083333333332,3.9125000000000014,81.51250000000002,0.6291666666666665,779.9,1.6000000000000003,0.183,86,86.0,-10.40275980355242,-13.0079,2.692079936291802,0.722939137968859,287.80775708746154,1.01865278015063,0.0906957171901427,0.7430859616004201,43.515130275244196,5.678910821267372
2017-06-27,6,5.082125000000001,16.5975,13.504166666666668,3.6295,67.85833333333333,0.5499999999999999,606.6,0.0,0.18,86,87.0,-11.11281507381419,-13.5615,3.3271993589180746,0.7249128407297699,287.08569500841713,1.0255935555416336,0.09873980140660688,0.7370977016927137,43.71100647260357,5.8032694522629855
