Date	delT	U	Air P	Air T	RelHum	CC	SWR	Prec	inflow(m3/s)	outflow(m3/s)	MLD	W	thermD	TotN	TotP	Chl
2007-01-14	0.0028920174	4.7843333292	1015.5	5.2	81.7	0.375	0.0	0.0	0.0	9.92712178923191	43.511112213134766	0.0078855665303202	43.5111	0.2377430647611618	8.469982147216797	0.4988643527030945
2007-01-15	0.000702858	12.2952222116	1012.0	10.3	80.8	1.0	0.0	0.0	0.0	7.28384055613995	43.511112213134766	0.0065535869976652	43.5111	0.21464715898036957	8.63952350616455	0.4956660866737366
2007-01-16	0.0007953644	2.6236666644	1010.3	5.2	84.0	0.875	0.0	0.0	0.0	5.93796081933324	43.511112213134766	0.0057195103127089	43.5111	0.2822723388671875	8.426997184753418	0.5032658576965332
2007-01-17	0.008720875	8.5397777704	990.5	7.9	85.5	0.875	0.0	0.5	0.0	5.98307702038333	43.511112213134766	0.0712135139847065	43.5111	0.29259756207466125	7.953263282775879	0.45746663212776184
2007-01-18	0.0070872307	6.5334444388	982.6	4.5	95.2	1.0	0.0	3.4	0.0	10.9240261974703	43.511112213134766	0.0366688338353065	43.5111	0.28946036100387573	7.865451335906982	0.44963639974594116
2007-01-19	0.0002837181	10.3917777688	996.9	8.7	66.7	0.5	0.0	0.0	0.0	8.94640158752268	43.511112213134766	0.0051908416520315	43.5111	0.2870396375656128	7.7337775230407715	0.46467894315719604
2007-01-20	0.0077519417	9.5686666584	995.3	7.8	77.1	0.875	0.0	0.0	0.0	7.92129782379848	43.511112213134766	0.014034377423691	43.5111	0.24881215393543243	7.8201069831848145	0.5001349449157715
2007-01-21	0.007126808	11.1119999904	1001.2	5.6	78.8	0.375	0.0	0.0	0.0	7.70028899192189	43.511112213134766	0.027685869448825	43.5111	0.20177948474884033	7.789884090423584	0.5033695101737976
2007-01-22	0.007126808	4.372777774	1016.3	3.5	88.2	0.25	0.0	0.0	0.0	6.66855240596394	43.511112213134766	0.0292589628224196	43.5111	0.26454460620880127	7.714530944824219	0.5443264842033386
2007-01-23	0.0104961395	3.2924444416	1033.1	3.0	85.6	0.375	0.0	0.0	1.992152028697783	5.16202526790502	43.511112213134766	0.0566559968418492	43.5111	0.27744734287261963	7.675160884857178	0.442177414894104
2007-01-24	0.0055561066	10.3917777688	1018.7	7.3	85.8	0.875	0.0	0.3	2.70528086493852	4.43601236856255	43.511112213134766	0.0396899116757922	43.5111	0.23415127396583557	7.760477542877197	0.3973511755466461
2007-01-25	0.0051026344	2.9323333308	1026.0	4.4	88.0	0.375	0.0	0.0	1.5413279694757889	3.72216431587645	43.511112213134766	0.0	43.5111	0.2085701823234558	7.722966194152832	0.3453441262245178
2007-01-26	0.008033752	3.5496666636	1028.2	5.7	92.8	1.0	0.0	0.0	1.472011409440886	3.1179094561011	43.511112213134766	0.3906284352135202	43.5111	0.12873636186122894	8.154671669006348	0.5179062485694885
2007-01-27	0.0022482872	2.9323333308	1032.3	7.1	84.5	0.875	0.0	0.0	1.2950278810316571	2.65199016179051	43.511112213134766	0.0189803022952256	43.5111	0.1026725023984909	7.892528533935547	0.47027260065078735
2007-01-28	0.0013895035	3.2409999972	1033.0	7.4	84.2	1.0	0.0	0.0	1.370829929006914	2.32502546227933	43.511112213134766	0.0828972467485359	43.5111	0.08696877956390381	7.652705192565918	0.4195004105567932
2007-01-29	0.0016946793	1.28611111	1029.9	8.1	83.4	1.0	0.0	0.0	1.360905727869806	2.10535328570673	43.511112213134766	0.0413902627095872	43.5111	0.09339872002601624	7.33892822265625	0.396005779504776
2007-01-30	0.0013303757	2.7265555532	1026.0	6.6	85.6	1.0	0.0	0.0	1.28659315211448	1.92629661608888	43.511112213134766	0.1959424130695279	43.5111	0.11571359634399414	7.113121509552002	0.43587061762809753
2007-01-31	0.00254488	7.3565555492	1018.6	9.4	91.5	0.5	0.0	0.0	1.3471954490467892	1.8194192890734	43.511112213134766	0.0188519093692512	43.5111	0.16523924469947815	6.981986999511719	0.5130805969238281
2007-02-01	0.017919064	3.601111108	1024.2	9.5	98.5	1.0	0.0	0.1	1.3863024021608228	1.74987788156865	43.511112213134766	0.1511748498541388	43.5111	0.19869959354400635	6.7913126945495605	0.4963966906070709
2007-02-02	0.04092312	4.2184444408	1027.0	8.3	93.1	0.75	0.0	0.1	1.380043963823074	1.68915748833708	43.511112213134766	0.4854189727698756	43.5111	0.2682963013648987	6.646933555603027	0.5576075911521912
2007-02-03	0.021162033	2.057777776	1037.4	1.8	95.2	0.125	0.0	0.0	1.1159789485970402	1.5845133992424	43.511112213134766	0.687975509807208	43.5111	0.24140103161334991	6.72471809387207	0.6050281524658203
2007-02-04	0.0058989525	2.4178888868	1034.1	2.6	95.9	0.375	0.0	0.0	1.002284543590217	1.48235047183679	43.511112213134766	0.2078590382503461	43.5111	0.20624884963035583	6.8312225341796875	0.598698616027832
2007-02-05	0.005850792	3.9097777744	1025.1	4.3	96.2	1.0	0.0	0.0	0.9566117081464108	1.40527323452378	43.511112213134766	0.339267128593317	43.5111	0.14875540137290955	6.952997207641602	0.5423852801322937
2007-02-06	0.0041441917	1.2346666656	1014.1	2.8	84.9	0.125	0.0	0.0	0.9036526210577832	1.33409833138261	43.511112213134766	0.1962898497142317	43.5111	0.08480697870254517	7.052056789398193	0.4953051507472992
2007-02-07	0.011239052	3.1895555528	1002.1	0.5	76.3	0.125	0.0	0.0	0.8640444541044	1.24318213163801	43.511112213134766	0.3340587402327978	43.5111	0.05405767261981964	7.108242511749268	0.4421522915363312
2007-02-08	0.013089657	10.8547777684	980.0	1.1	93.7	1.0	0.0	2.2	6.03700261288817	1.76665339430521	43.511112213134766	0.0388495082731251	43.5111	0.07109007984399796	6.864199638366699	0.33903124928474426
2007-02-09	0.0052394867	3.9612222188	987.2	5.5	86.7	0.625	0.0	0.4	5.064917251500171	3.50871452299097	43.511112213134766	0.0	43.5111	0.0728781595826149	6.777596950531006	0.29508790373802185
2007-02-10	0.0037341118	9.8773333248	989.4	3.2	89.7	1.0	0.0	1.0	2.007440839253777	3.50513938639315	43.511112213134766	0.0322000284652887	43.5111	0.07792361080646515	6.671632289886475	0.25783771276474
2007-02-11	0.0040221214	4.1669999964	976.6	6.2	95.7	1.0	0.0	3.2	6.895034483614291	4.07608038622783	43.511112213134766	0.0108067551720191	43.5111	0.053739212453365326	6.6960039138793945	0.3467333912849426
2007-02-12	0.0007677078	0.6687777772	976.4	6.6	95.2	1.0	0.0	0.0	4.553441060463034	4.42419415698205	43.511112213134766	0.1192973576661243	43.5111	0.04860107973217964	6.7064900398254395	0.42957279086112976
2007-02-13	0.0027809143	7.6137777712	998.6	7.0	82.0	0.875	0.0	0.0	4.450419703311496	4.63473755405608	43.511112213134766	0.010621066583842	43.5111	0.012558875605463982	6.771152496337891	0.462656170129776
2007-02-14	0.004559517	3.3953333304	994.8	6.4	75.9	0.375	0.0	0.0	2.14829245132272	4.13205298898091	43.511112213134766	0.0114494578525675	43.5111	0.09839486330747604	6.719590187072754	0.5088018774986267
2007-02-15	0.0013227463	15.2275555424	992.3	11.1	69.5	0.875	0.0	0.0	3.649379360819897	3.99869248113609	43.511112213134766	0.0174773955239305	43.5111	0.26732203364372253	6.594081878662109	0.4911491274833679
2007-02-16	0.005382538	12.5524444336	991.7	9.6	67.5	0.75	0.0	0.0	3.16320542010936	4.46347442023803	43.511112213134766	0.0027094284095212	43.5111	0.29755401611328125	6.925701141357422	0.5309428572654724
2007-02-17	0.016049385	0.3086666664	1006.6	5.7	96.0	0.125	0.0	0.0	1.608922415098714	3.8750689004028	43.511112213134766	0.0891225370601292	43.5111	0.3726765215396881	6.919246673583984	0.5207260847091675
2007-02-18	0.022818565	2.829444442	1017.2	1.7	93.8	0.125	0.0	0.0	1.6475251249014171	3.18860446969557	43.511112213134766	0.781012189446195	43.5111	0.37837451696395874	7.230419635772705	0.5072053670883179
2007-02-19	0.0050616264	6.5334444388	1000.5	7.0	93.4	1.0	0.0	0.0	6.730114357993539	4.09226709737768	43.511112213134766	0.041865568748456	43.5111	0.2629392743110657	7.884929656982422	0.6668878197669983
2007-02-20	0.0066428185	11.060555546	985.5	7.7	91.0	0.875	0.0	0.1	2.809231908541131	4.43371336306828	43.511112213134766	0.0109657313382443	43.5111	0.17337210476398468	7.919264793395996	0.6867527961730957
2007-02-21	0.011929512	2.057777776	997.4	6.1	94.6	1.0	0.0	0.0	5.7096736028892	4.02736465070451	43.511112213134766	0.0312427374834262	43.5111	0.12674592435359955	7.996666431427002	0.677837610244751
2007-02-22	0.0069470406	2.4693333312	985.6	9.6	91.8	1.0	0.0	0.0	3.6745956461568503	4.58117999808975	43.511112213134766	0.0102418471745509	43.5111	0.06677498668432236	8.009113311767578	0.7343096733093262
2007-02-23	0.0121665	7.8709999932	984.6	7.9	92.5	0.625	0.0	0.0	5.190632674632343	4.18273108498717	43.511112213134766	0.04413605250026	43.5111	0.07539858669042587	7.828537464141846	0.6634950041770935
2007-02-24	0.0074858665	1.1317777768	985.0	7.0	94.2	1.0	0.0	0.0	4.050597573168977	4.31095194482667	43.511112213134766	0.0912705476841863	43.5111	0.09240329265594482	7.669156551361084	0.6028083562850952
2007-02-25	0.015041828	3.8068888856	989.9	7.1	93.7	0.625	0.0	0.0	2.657345075768177	4.23720979103835	43.511112213134766	0.6611476077815931	43.5111	0.1108541190624237	7.66877555847168	0.7195318341255188
2007-02-26	0.013601303	3.9097777744	1010.5	7.3	87.5	0.75	0.0	0.0	3.05921390032392	3.79960609366068	43.511112213134766	0.0248470043898355	43.5111	0.1969136893749237	7.7661967277526855	0.8143883943557739
2007-02-27	0.0034947395	3.7039999968	1004.7	9.5	97.4	1.0	0.0	2.2	17.75852371135937	5.9624507943144	43.511112213134766	0.1917789467421597	43.5111	0.16451072692871094	7.802001476287842	0.8102704286575317
2007-02-28	0.008468151	8.1282222152	982.3	9.0	82.1	0.75	0.0	0.0	6.2680350068328	7.24916848970902	43.511112213134766	0.0070422971690988	43.5111	0.19347159564495087	7.69173002243042	0.7400360107421875
2007-03-01	0.00043058395	8.1796666596	987.8	5.7	80.1	0.5	0.0	0.1	3.974130812863337	6.72037838255611	43.511112213134766	0.0057808642806365	43.5111	0.16148672997951508	7.755891799926758	0.7394025921821594
2007-03-02	0.005895138	1.1832222212	998.9	2.9	92.2	0.25	0.0	0.0	5.110555923955371	5.50163495575661	43.511112213134766	0.0631547257721333	43.5111	0.13170507550239563	7.75738525390625	0.6808581352233887
2007-03-03	0.015068054	2.057777776	992.8	6.0	86.2	0.5	0.0	0.0	3.3505857798107312	5.00595823662157	43.511112213134766	0.2676443707077909	43.5111	0.18541209399700165	7.646481990814209	0.5886609554290771
2007-03-04	0.03812027	3.7554444412	1003.8	4.5	92.4	0.125	0.0	0.0	4.2567920121146905	4.51612731886228	43.511112213134766	1.0391090249307962	43.5111	0.1355847269296646	7.680535316467285	0.5409162640571594
2007-03-05	0.011837959	10.031666658	981.7	5.9	85.3	0.875	0.0	0.7	12.09289386219069	5.96040837068072	43.511112213134766	0.0119768751372864	43.5111	0.1406772881746292	7.618982315063477	0.48239973187446594
2007-03-06	0.0016798973	7.3051111048	975.8	7.0	86.6	0.75	0.0	0.6	5.626551584645831	8.8582381602621	43.511112213134766	0.0028098440923058	43.5111	0.1336355358362198	7.656077861785889	0.4158981144428253
2007-03-07	0.0026750565	3.601111108	989.4	7.0	86.2	0.625	0.0	0.0	5.2214543659128	7.27173784354356	43.511112213134766	0.0	43.5111	0.0973496064543724	7.974366664886475	0.5335483551025391
2007-03-08	0.0016393661	4.2184444408	1012.6	6.6	83.8	0.25	0.0	0.0	4.114003513340879	6.75867246257763	43.511112213134766	0.0688692696447815	43.5111	0.10393504798412323	7.823218822479248	0.49491187930107117
2007-03-09	0.0015192032	4.372777774	1015.4	6.2	72.9	0.25	0.0	0.0	2.861320368535714	6.05914627431223	43.511112213134766	0.0301524760791907	43.5111	0.12301085889339447	7.797809600830078	0.4654507637023926
2007-03-10	0.0012493134	6.5848888832	1025.9	9.2	86.2	0.75	0.0	0.0	2.097616926890931	4.80510374977162	43.511112213134766	0.0116811914493193	43.5111	0.12209267169237137	7.895127773284912	0.5178736448287964
2007-03-11	0.010171413	10.1345555468	1016.4	11.3	81.5	1.0	0.0	0.0	4.75270579687183	4.36937892986506	43.511112213134766	0.0297521563606476	43.5111	0.13179583847522736	7.901728630065918	0.5020882487297058
2007-03-12	0.005939007	3.1381111084	1011.8	4.7	93.6	1.0	0.0	0.0	2.402582054036451	4.18673869341848	43.511112213134766	0.0741449934234831	43.5111	0.1748650223016739	7.923572063446045	0.5221043825149536
2007-03-13	0.02829647	4.4756666628	1020.5	7.6	84.1	0.625	0.0	0.0	3.200928918321497	4.01711482969992	43.511112213134766	0.2011504220552572	43.5111	0.18598391115665436	7.893494606018066	0.5134179592132568
2007-03-14	0.066800594	2.7265555532	1029.6	8.7	94.1	0.625	0.0	0.0	1.567376873096726	3.68346396555362	43.511112213134766	0.7210020494631744	43.5111	0.17503750324249268	7.776493549346924	0.5563918948173523
2007-03-15	0.099490166	11.5235555456	1022.6	10.1	85.7	1.0	0.0	0.0	9.16510054729063	4.58184579648552	43.511112213134766	0.2829039369563714	43.5111	0.14996805787086487	7.62529182434082	0.6033293604850769
2007-03-16	0.0050473213	3.601111108	1026.7	6.2	77.7	0.875	0.0	0.0	2.671545617345143	4.78542671891604	43.511112213134766	0.0226039132903944	43.5111	0.15654027462005615	7.538168430328369	0.6465688347816467
2007-03-17	0.00068712234	10.9062222128	1022.0	10.9	81.8	1.0	0.0	0.0	6.849511465249029	4.77949627242659	43.511112213134766	0.0	43.5111	0.2003510743379593	7.434755325317383	0.6649676561355591
2007-03-18	0.0050807	14.5073333208	1006.9	6.8	74.9	0.5	0.0	0.3	5.082088924475313	6.31748644837781	43.511112213134766	0.0075940213168892	43.5111	0.24010170996189117	7.42710542678833	0.6544046401977539
2007-03-19	0.0043702126	17.233888874	1000.4	4.8	69.8	0.75	0.0	0.1	3.725098487020749	6.23932516460579	43.511112213134766	0.0022133904366327	43.5111	0.2800705134868622	7.3460564613342285	0.572175145149231
2007-03-20	0.0033779144	12.346666656	1021.3	3.7	85.9	0.875	0.0	0.9	2.413059847314531	5.401803348431	43.511112213134766	0.0013946248323861	43.5111	0.2757551372051239	7.495944976806641	0.6048812866210938
2007-03-21	0.004843712	1.5947777764	1024.2	2.3	94.8	0.5	0.0	0.1	1.805161320571577	4.39356080889458	43.511112213134766	0.0271294756869135	43.5111	0.28695306181907654	7.610069274902344	0.6295438408851624
2007-03-22	0.00463295	4.629999996	1014.8	9.6	95.9	1.0	0.0	0.1	2.064824853381189	3.78560234671866	43.511112213134766	0.0460818791246487	43.5111	0.2624673545360565	7.745302677154541	0.668343722820282
2007-03-23	0.061238766	2.314999998	1020.7	3.5	95.8	0.875	0.0	0.0	1.315179005114743	3.17815848499995	43.511112213134766	1.7593586743153804	43.5111	0.20738065242767334	7.717978000640869	0.6265745759010315
2007-03-24	0.085204124	4.9901111068	1017.9	8.4	84.5	1.0	0.0	0.0	1.160601574263823	2.65451093819955	43.511112213134766	7.312269192746548	0.97778	0.08982983231544495	7.826504230499268	0.676731526851654
2007-03-25	0.12477684	2.1092222204	1022.1	8.1	89.8	0.25	0.0	0.0	1.021159421171726	2.26369903043501	43.511112213134766	2.902633640910575	0.97778	0.014036036096513271	7.6864333152771	0.7176573276519775
2007-03-26	0.16215992	2.6236666644	1019.7	6.3	85.9	0.125	0.0	0.0	0.938114361045377	1.95764785782562	43.511112213134766	5.473508386471161	6.7602	0.03211430832743645	7.342956066131592	0.798531711101532
2007-03-27	0.2034998	3.343888886	1016.0	8.1	84.5	0.125	0.0	0.0	0.8738064816004631	1.74285199313626	43.511112213134766	3.36107878737037	11.5609	0.0649205893278122	6.844847679138184	0.8049837946891785
2007-03-28	0.65055084	7.0478888828	1016.3	7.3	87.7	0.625	0.0	0.0	0.841578124889229	1.5772369820856	12.21662160474588	1.6244370066922609	0.97778	0.09465146064758301	6.703399181365967	0.9545496106147766
2007-03-29	0.30874348	0.8745555548	1017.2	3.0	92.1	0.5	0.0	0.0	0.867743396791371	1.45133524805805	43.511112213134766	2.193902830922825	20.6354	0.09471466392278671	6.478102684020996	1.1046998500823975
2007-03-30	0.3418846	3.5496666636	1016.4	7.3	85.8	0.125	0.0	0.0	0.817711764571611	1.34809013691389	43.511112213134766	2.874221416777301	23.6636	0.08995388448238373	6.127328872680664	1.1208560466766357
2007-03-31	0.41952038	4.0126666632	1024.1	6.7	90.9	0.125	0.0	0.0	0.791582360738177	1.25900942925664	43.511112213134766	3.081008114030659	32.114	0.08606795221567154	5.972760200500488	1.177140474319458
2007-04-01	0.58631945	5.5559999952	1032.6	7.8	86.0	0.0	0.0	0.0	0.764251507163949	1.18697027371471	32.660535499949845	3.5678284876652206	0.97778	0.1306874305009842	6.192839622497559	1.0987873077392578
2007-04-02	0.64014626	3.4982222192	1033.1	7.4	83.1	0.125	0.0	0.0	0.750711880197309	1.12170874240946	32.54957245453105	3.018929770857556	33.2739	0.1315302848815918	6.353143692016602	1.0764416456222534
2007-04-03	0.6878848	5.7617777728	1030.4	7.5	87.7	0.375	0.0	0.0	0.732503416819526	1.05400490250625	35.29518841952996	1.868669011168017	34.985	0.13377729058265686	6.442592144012451	1.0389776229858398
2007-04-04	0.76171684	4.1669999964	1028.4	7.8	72.8	0.125	0.0	0.0	0.723663040550194	1.0056439409931	35.2057083603333	4.01883073866073	35.9519	0.13653717935085297	6.405439376831055	0.9592940807342529
2007-04-05	0.764441	2.9837777752	1025.0	6.5	87.9	0.125	0.0	0.0	0.709645846850554	0.969208048405253	35.742552489449814	8.896985657686837	0.97778	0.19187317788600922	6.629601001739502	0.9518839716911316
2007-04-06	0.8007026	4.5271111072	1024.2	6.7	90.9	0.125	0.0	0.0	0.695192182879749	0.940565897957118	34.73867994545267	8.346453193955863	0.97778	0.19063599407672882	6.789314270019531	0.9734624624252319
2007-04-07	0.82522726	4.0641111076	1025.3	7.4	89.5	0.125	0.0	0.0	0.690223736133154	0.907857190926165	33.022410701078634	14.124896052771652	0.97778	0.17342811822891235	6.7106242179870605	0.97414630651474
2007-04-08	0.8574648	1.1317777768	1025.2	6.3	98.5	0.5	0.0	0.0	0.6920304439577141	0.88654346905576	32.26347369072647	23.55776783253429	0.97778	0.15108802914619446	6.573202610015869	1.0071055889129639
2007-04-09	0.85698414	5.6074444396	1020.8	9.4	84.8	0.625	0.0	0.0	0.696095536792029	0.876384303905737	31.946662770570427	7.169264764095024	5.4449	0.15209531784057617	6.594453811645508	0.9759348034858704
2007-04-10	1.0816617	3.2924444416	1019.5	10.9	91.1	1.0	0.0	0.0	0.708742492938274	0.870696377666123	15.944484401093035	2.1274894535102336	14.735	0.12183362245559692	6.402061462402344	1.0824497938156128
2007-04-11	1.2160168	1.800555554	1021.1	10.4	96.6	1.0	0.0	0.0	0.719146270530686	0.881331869134631	12.400232265667684	1.868987257182884	12.5172	0.09115010499954224	6.149662017822266	1.2178544998168945
2007-04-12	1.4147472	2.1092222204	1019.2	7.4	91.2	0.625	0.0	0.0	0.683463705558377	0.87429136346606	10.138862062211382	4.475140920267302	0.97778	0.017589733004570007	5.723854064941406	1.3980449438095093
2007-04-13	1.5717883	2.6236666644	1019.6	6.2	91.7	0.375	0.0	0.0	0.6624033202529831	0.854802341588618	9.412610949018514	4.842369694902065	0.97778	-0.03389555588364601	5.5394721031188965	1.556514859199524
2007-04-14	1.8212605	1.4404444432	1016.8	9.2	84.1	0.375	0.0	0.0	0.640139150685514	0.841499324375357	8.78919624673068	3.926725863346607	9.0096	-0.04668848216533661	5.1844587326049805	1.6793159246444702
2007-04-15	2.1798148	3.5496666636	1018.4	11.4	90.5	1.0	0.0	0.0	0.639702598412914	0.843476886798549	8.08166066370787	1.827251013772533	8.777	-0.014868048951029778	4.656426906585693	1.7248564958572388
2007-04-16	2.1893024	4.2184444408	1025.9	8.8	85.8	0.875	0.0	0.0	0.6299777487179661	0.838536595468556	10.85558173618524	2.170953663464831	8.9311	0.011099506169557571	4.379270076751709	1.6652417182922363
2007-04-17	2.2334938	1.543333332	1029.1	6.8	86.8	0.25	0.0	0.0	0.6143818175946	0.82411466859043	10.367939989327096	6.496261641387173	11.0615	0.04916376248002052	3.7381463050842285	1.55758535861969
2007-04-18	2.2670069	1.9548888872	1027.3	5.2	89.6	0.5	0.0	0.0	0.605108560792869	0.804373619909463	10.988148917099702	6.802872369362729	11.5541	0.02918488346040249	3.665215492248535	1.5574411153793335
2007-04-19	2.3446684	1.0803333324	1020.0	9.3	86.9	0.25	0.0	0.0	0.598364374361143	0.799771807733289	11.105816638249278	7.712995988844482	11.6964	0.0069321864284574986	3.912888526916504	1.6204801797866821
2007-04-20	2.594623	3.2409999972	1017.5	8.7	86.5	0.25	0.0	0.0	0.598364374361143	0.78899672566413	9.717379862062934	6.22033368020781	11.2236	0.014342659153044224	4.249517917633057	1.7211774587631226
2007-04-21	2.7137132	5.5559999952	1012.6	11.7	90.4	1.0	0.0	0.0	4.650747810956571	0.849669185733138	9.023837112287604	2.782806478403732	11.0773	0.037430692464113235	4.421684741973877	1.8362228870391846
2007-04-22	2.4966068	6.2247777724	1007.5	12.2	95.9	1.0	0.0	0.4	8.560165489621891	2.14042541245164	12.795929491974997	2.4279500993366234	12.8707	0.04518187791109085	4.3480143547058105	1.9552173614501953
2007-04-23	2.4117312	6.0704444392	1008.4	12.8	90.6	1.0	0.0	0.0	12.17409106855491	3.48877271678371	13.32352462252464	3.2526578842079776	13.6292	0.03353927284479141	4.713516712188721	2.0406174659729004
2007-04-24	1.8384848	4.9386666624	1004.5	11.7	92.1	1.0	0.0	0.1	2.913265644405754	4.39945126714536	23.701103899893315	2.516248421520144	14.7387	0.038368482142686844	5.1182050704956055	2.101686716079712
2007-04-25	2.3289814	6.0704444392	999.2	9.9	94.0	1.0	0.0	2.2	17.51842281544577	7.42545222185365	16.307491451400782	5.815902553697298	22.0193	0.05537974089384079	5.314164638519287	2.298252582550049
2007-04-26	2.18398	1.8519999984	1017.5	5.0	91.8	0.125	0.0	0.0	2.1066952850658174	7.81420808246788	23.203568060158027	4.072234587524549	23.6809	0.06622525304555893	5.820160388946533	2.3720359802246094
2007-04-27	2.34242	4.7843333292	1024.9	8.2	80.9	0.125	0.0	0.0	1.248437719822251	5.50971894739136	19.9087628087462	26.91420363177639	0.97778	0.09795660525560379	6.056356430053711	2.262655735015869
2007-04-28	2.5234337	4.8357777736	1022.0	12.3	75.0	0.375	0.0	0.0	1.122166908763509	3.99067323236597	17.814920687140987	10.415427152242762	1.5348	0.1552102267742157	6.198544502258301	2.055969476699829
2007-04-29	3.0383434	4.5785555516	1017.8	12.4	72.7	0.875	0.0	0.0	1.053249017712891	3.06574337297904	10.271686848077008	2.5369548012548884	23.4147	0.1352766454219818	6.534157752990723	1.7124512195587158
2007-04-30	3.2291965	3.5496666636	1013.6	12.2	75.4	0.625	0.0	0.0	0.991790258403566	2.47595359553528	11.9731342576914	3.131615040365056	11.1084	0.1319897323846817	6.737492561340332	1.4596836566925049
2007-05-01	3.4336452	5.2473333288	1012.9	12.0	58.1	0.125	0.0	0.0	0.943399317294514	2.03581362236329	11.424090987853027	4.224855687788197	12.3813	0.1404295712709427	6.67310094833374	1.263350009918213
2007-05-02	3.7505693	5.14444444	1012.9	13.4	64.6	0.125	0.0	0.0	0.90918675859272	1.72550510059093	11.183516934163103	4.823568381057886	12.3457	0.1645384579896927	6.7092509269714355	1.0922038555145264
2007-05-03	4.120966	2.6236666644	1017.5	11.7	81.0	0.125	0.0	0.0	0.895289795487651	1.52289736462743	9.998864549135334	17.108338851631274	0.97778	0.17190702259540558	7.080690860748291	1.3010612726211548
2007-05-04	4.629335	5.7617777728	1016.9	11.3	74.2	0.125	0.0	0.0	0.907057166684846	1.39154464162603	7.080425872057776	3.7546676012782543	0.97778	0.16607148945331573	6.888832092285156	1.3938499689102173
2007-05-05	4.47591	2.6236666644	1015.4	10.9	89.3	0.125	0.0	0.0	1.222946442904474	1.30698889069859	10.677360915997752	21.71484156006959	0.97778	0.19432945549488068	6.92844820022583	1.4042636156082153
2007-05-06	4.450371	7.0993333272	1008.1	11.5	88.5	0.625	0.0	0.0	2.6206687244191538	1.27354997970442	11.96722241176072	4.643648914557914	11.802	0.21570910513401031	6.981429100036621	1.3336745500564575
2007-05-07	4.09007	4.5785555516	1006.6	10.8	88.1	1.0	0.0	0.0	3.983537544636549	1.31362071394557	14.323864661199629	4.181093742350669	14.2583	0.21108388900756836	7.075974941253662	1.2451035976409912
2007-05-08	3.806057	3.7554444412	1004.1	9.1	93.2	0.875	0.0	2.2	4.23858057240552	1.81001421821134	18.03276264246384	5.647144736330188	14.8802	0.19432125985622406	7.270439147949219	1.237743616104126
2007-05-09	3.7131872	1.2346666656	1007.7	9.2	86.4	0.25	0.0	0.0	7.54301931393069	2.10655866667354	18.71925119792923	9.837806371358528	18.9878	0.14728282392024994	7.20173454284668	1.2862640619277954
