Date	AirP	AirT	RelHum	SWR	Prec	CC	U	delT	inflow(m3/s)	outflow(m3/s)	Ice_d	days from iceoff	W	MLD	thermD	NO3N	NH4N	O2	PO4P	TOC	SiO2	TOTN	TOTP	chl-a
1994-03-11	995.8231	3.38401	88.44433803139772	169.0621	0.0	0.8560979	6.170006897695091	0.2548016735	15.1101395	9.796297	149	-44.0	3.057589750510904	19.0	19.0	738.16845703125	11.1625394821167	13.030817985534668	10.5160493850708	7.902017116546631	4.127865314483643	1197.9974365234375	28.968732833862305	9.415103912353516
1994-03-12	987.2544	2.728419	83.41319358645825	151.0088	0.07950214	0.6734315	5.098192383104427	0.254570421	18.987579	10.34037	149	-43.0	3.4328089622398856	19.0	19.0	763.1066284179688	9.898555755615234	13.032876968383789	10.99182415008545	7.957448959350586	4.147677421569824	1194.5867919921875	29.325950622558594	9.414275169372559
1994-03-13	970.2167	1.097988	90.7771773296381	138.9083	0.01417301	0.9512299	1.4541027893129013	0.254376881	19.5046195	11.50926	149	-42.0	7.55741990317267	19.0	19.0	758.9475708007812	9.473318099975586	12.937353134155273	11.202681541442871	7.928376197814941	4.167171001434326	1195.0384521484375	29.339529037475586	9.414204597473145
1994-03-14	975.6365	-0.4213345	85.19667506990321	85.56023	0.1279926	0.5006288	1.5117511220412572	0.2542208365	17.4916525	12.52815	149	-41.0	9.967498237329544	19.0	19.0	763.3154907226562	9.156883239746094	12.834281921386719	11.428494453430176	7.911279678344727	4.1767354011535645	1195.389892578125	29.3348388671875	9.414726257324219
1994-03-15	979.4827	1.859521	64.07330519211226	31.43838	8.828609	0.3618413	3.463206648020011	0.25377901875	15.807052	12.16593	149	-40.0	1.5341233241897567	19.0	19.0	761.613525390625	8.992757797241211	12.879264831542969	11.235068321228027	7.904242515563965	4.179196834564209	1196.6502685546875	29.331401824951172	9.415314674377441
1994-03-16	974.9184	0.4851934	76.96721806307738	38.81872	4.945038	0.9729102	3.599279280687316	0.25321243425	14.4102975	11.22148	149	-39.0	4.741408448096043	19.0	19.0	759.7481689453125	8.972062110900879	12.905082702636719	10.931158065795898	7.904062747955322	4.176370143890381	1197.1746826171875	29.330825805664062	9.415760040283203
1994-03-17	977.4167	-1.653111	69.46639711241114	92.92387	0.2195779	0.9313765	1.47991316478784	0.2526488449999999	12.844224999999998	10.13778	149	-38.0	8.595697429219934	19.0	19.0	760.7080078125	9.108778953552246	12.852926254272461	10.74701976776123	7.903904914855957	4.195998668670654	1197.0513916015625	29.331157684326172	9.416033744812012
1994-03-18	988.3336	-1.134334	64.66631049854271	146.1057	0.00854845	0.8537681	1.6034736306268214	0.2521557967	11.552456	8.94963	149	-37.0	147.2525787312404	19.0	19.0	711.74560546875	8.101896286010742	12.510258674621582	10.194572448730469	7.883788108825684	4.173303604125977	1155.65966796875	29.809232711791992	9.443089485168457
1994-03-19	987.0834	-4.369901	66.80963470813508	178.1192	0.0	0.3797438	2.179713393858149	0.251715741715	10.426924	7.869629	149	-36.0	17.863899863589282	19.0	19.0	731.6289672851562	8.842463493347168	12.12466812133789	10.096572875976562	7.9384331703186035	4.137932777404785	1132.333251953125	29.715316772460938	9.433453559875488
1994-03-20	992.3367	-4.387352	65.74811779507736	117.267	0.05070828	0.882632	0.5050668984430801	0.251255952025	9.5033585	6.938519	149	-35.0	59.28584322867641	19.0	19.0	727.3894653320312	8.788008689880371	11.902156829833984	10.633334159851074	7.978330135345459	4.119247913360596	1130.3475341796875	29.163116455078125	9.406929969787598
1994-03-21	1003.168	-3.413301	63.974950508603925	177.7697	0.01674219	0.2980599	0.8822979711578283	0.25080163625	8.3638835	6.137778	149	-34.0	29.050168537243813	19.0	19.0	736.1652221679688	9.21501350402832	11.861929893493652	11.08299446105957	8.020891189575195	4.138944625854492	1110.202392578125	28.733802795410156	9.443997383117676
1994-03-22	999.5663	-1.690763	91.43375589907428	193.4123	0.0	0.980491	4.916442640066918	0.25060613175	7.505227	5.448889	149	-33.0	0.0	19.0	19.0	731.9993896484375	9.83031177520752	12.061676025390625	11.30807876586914	8.034595489501953	4.158383369445801	1095.3782958984375	28.565471649169922	9.573049545288086
1994-03-23	977.6456	3.440663	92.11578420654595	175.88	0.0	0.8849833	3.626349934559234	0.250695196	10.7333205	6.165185	149	-32.0	16.42127617231099	19.0	19.0	722.885986328125	9.865084648132324	12.516852378845215	11.518099784851074	8.080389976501465	4.165109157562256	1097.907958984375	28.470291137695312	9.752900123596191
1994-03-24	970.7706	3.39625	65.33731420156928	198.0819	0.004374658	0.5683637	3.765720129818256	0.25045600475	17.8255695	8.201482	149	-31.0	1.1187679620196986	19.0	19.0	713.7371215820312	9.908299446105957	13.034518241882324	11.685150146484375	8.097437858581543	4.235586166381836	1099.2474365234375	28.401460647583008	9.95280933380127
1994-03-25	978.0717	1.553979	66.52007682659445	101.7444	0.07402181	0.4666104	0.5620078662469858	0.2498783969999999	17.4866875	9.340741	149	-30.0	139.9516978893598	19.0	19.0	665.2825927734375	7.947593688964844	13.128735542297363	11.49428939819336	8.195718765258789	4.175854206085205	1086.698974609375	28.617887496948242	10.088647842407227
1994-03-26	990.0551	1.355606	65.44214669821328	178.3383	0.221393	0.0915521	2.016682609337672	0.249169113	15.4128885	9.277778	149	-29.0	32.5536667701425	19.0	19.0	695.71337890625	7.53828239440918	12.8632173538208	10.722084999084473	8.219573020935059	4.28065824508667	1086.281005859375	28.520673751831055	10.2345552444458
1994-03-27	1006.694	0.5305811	61.709812830909016	209.0685	0.002586096	0.4516108	0.4495265662223869	0.248279845	14.171063	8.788148	149	-28.0	160.4119610960348	19.0	19.0	652.757568359375	6.695062160491943	12.680593490600586	10.609724998474121	8.068733215332031	4.266415119171143	1071.8118896484375	29.29484748840332	10.419228553771973
1994-03-28	1001.817	1.579013	78.42891568589661	9.105542	0.9712255	0.9931293	4.117362818341857	0.2475966344	14.250523	8.508889	149	-27.0	12.05833988100058	19.0	19.0	684.8531494140625	6.636457443237305	12.711668014526367	10.70952320098877	8.031489372253418	4.232359409332275	1115.3646240234375	28.652587890625	10.48966121673584
1994-03-29	986.3251	5.56618	74.5156083845503	15.28736	0.0002818595	0.6944768	4.311617777510432	0.24696773415	23.5785725	10.24	149	-26.0	4.939081042540386	19.0	19.0	692.3093872070312	7.1316328048706055	12.789591789245605	10.909123420715332	8.007682800292969	4.2205915451049805	1150.796875	27.86866569519043	10.352956771850586
1994-03-30	997.3328	5.254113	63.13022270514556	15.26531	0.0002235351	0.5491472	3.0674557167597385	0.24527181675	30.511855000000004	13.2763	149	-25.0	10.189669764872866	19.0	19.0	697.0732421875	8.306488037109375	12.826631546020508	11.154252052307129	7.972784042358398	4.127233505249023	1175.4619140625	27.088560104370117	10.14876651763916
1994-03-31	985.881	5.663818	85.39854779013953	10.78207	0.129535	0.970488	4.725968740763845	0.2438307937499999	38.928552	16.80815	149	-24.0	3.6570643256407287	19.0	19.0	703.5721435546875	9.128318786621094	12.845269203186035	11.235025405883789	7.957987308502197	4.044219970703125	1191.147705078125	26.72121238708496	9.950410842895508
1994-04-01	972.2237	4.881452	91.25688509878565	4.073777	6.776407	0.9898887	4.567740105433758	0.24143708675	78.6751555	21.64518	149	-23.0	1.135398258695421	19.0	19.0	713.0303344726562	10.290374755859375	12.9149169921875	11.165870666503906	7.944268703460693	4.028265953063965	1212.4122314453125	26.510223388671875	9.779641151428223
1994-04-02	975.4655	4.760753	91.28879488809125	10.50302	2.05926	0.9248391	4.701983871576879	0.23850863775	78.88960900000001	24.53778	149	-22.0	20.03237512159338	19.0	19.0	745.4181518554688	10.232522010803223	12.667746543884277	11.396655082702637	7.953894138336182	4.017573356628418	1235.06884765625	26.952342987060547	9.7333984375
1994-04-03	991.6174	4.664981	82.73313372216806	14.60875	0.13561	0.5690033	3.039848294006817	0.2353894154999999	74.1624475	23.33852	149	-21.0	128.3306525039547	19.0	19.0	733.8800048828125	9.978814125061035	12.639522552490234	10.171317100524902	7.9642109870910645	4.045732021331787	1236.868408203125	27.736623764038086	9.59287166595459
1994-04-04	983.2936	2.975066	90.25976644616004	13.15937	0.254131	0.9502408	5.754523222541117	0.2328455055	73.3773015	21.85333	149	-20.0	4.765613687982936	19.0	19.0	771.1505737304688	9.26360034942627	12.169179916381836	11.291275978088379	7.938651084899902	4.105749607086182	1245.9791259765625	28.321685791015625	9.459763526916504
1994-04-05	984.3535	3.428895	80.91519196104448	9.921429	0.2349592	0.745424	2.777962859821024	0.2306443375	77.870825	21.25852	149	-19.0	8.07170323769861	19.0	19.0	769.9041748046875	9.294530868530273	12.377144813537598	12.02463150024414	7.92948055267334	4.266584396362305	1261.3095703125	28.64227867126465	9.450088500976562
1994-04-06	994.4935	3.434846	87.88620776309536	8.558971	0.4917973	0.6151851	3.657276514703393	0.2266994274999999	66.4629675	19.78296	149	-18.0	0.0	19.0	19.0	766.5447387695312	8.901555061340332	12.685973167419434	12.281881332397461	7.928512096405029	4.345333099365234	1271.52734375	28.875389099121094	9.437509536743164
1994-04-07	992.8572	3.382896	83.15457412722317	10.42038	0.3562398	0.5296771	0.7399295107478346	0.22214216	58.948467	18.02	149	-17.0	232.9003604525228	19.0	19.0	725.5584106445312	6.397261619567871	13.312810897827148	11.820134162902832	7.885589122772217	4.454607009887695	1255.0941162109375	27.863147735595703	9.46994400024414
1994-04-08	990.248	2.856124	81.10793793256578	16.34771	0.01077583	0.2888592	2.582659040455253	0.2165105849999999	48.6740885	16.31481	149	-16.0	48.21161539890854	19.0	19.0	739.6530151367188	5.75990104675293	13.516885757446289	11.856877326965332	7.80326509475708	4.373696804046631	1223.7967529296875	27.686250686645508	9.470747947692871
1994-04-09	990.6155	5.361836	59.70479948905191	18.51676	0.003329429	0.7734233	3.565588440119476	0.2102600999999999	41.0157915	14.42222	149	-15.0	1.1488158489012574	19.0	19.0	736.987548828125	6.028141021728516	13.602730751037598	12.192756652832031	7.786340713500977	4.416082382202148	1200.5687255859375	27.943885803222656	9.45645523071289
1994-04-10	1003.615	6.563597	57.288600855999846	20.64251	0.0	0.3978782	2.260145220290944	0.20277335	36.831114500000005	12.60444	149	-14.0	5.559927926140252	19.0	19.0	739.9503173828125	7.239854335784912	13.75702953338623	12.343547821044922	7.80662202835083	4.367519855499268	1190.9483642578125	28.098220825195312	9.43940544128418
1994-04-11	1011.501	6.01539	63.35422214353823	21.6285	0.001345306	0.8121714	1.9472316698109164	0.191686115	33.6218995	10.97481	149	-13.0	24.965586099816143	19.0	19.0	757.1803588867188	6.763089656829834	13.715507507324219	12.268621444702148	7.824089527130127	4.201825141906738	1172.573486328125	28.376707077026367	9.428092956542969
1994-04-12	1010.388	6.671801	58.37006961858467	21.5998	0.003702809	0.1564817	2.01431700408022	0.1771098975	30.7939125	9.493333	149	-12.0	0.0	19.0	19.0	754.7029418945312	7.922774314880371	13.849180221557617	12.14783000946045	7.851067543029785	4.183449745178223	1174.624755859375	28.469757080078125	9.421244621276855
1994-04-13	1004.292	6.717695	55.64461020440149	20.77313	0.0003345093	0.2526423	2.4360442836141054	0.1590996175	28.616873	8.174815	149	-11.0	44.68864045764601	19.0	19.0	747.8504028320312	8.938172340393066	13.876747131347656	11.796549797058105	7.875614643096924	4.132690906524658	1182.2313232421875	28.838890075683594	9.418549537658691
1994-04-14	1003.097	6.058199	59.45964868323714	21.27918	0.03900504	0.9982785	6.596324158171732	0.1428048	27.6594165	7.734074	149	-10.0	11.427363780010332	19.0	19.0	748.4170532226562	9.49254035949707	13.604838371276855	11.12589168548584	7.903713226318359	4.113680362701416	1194.9366455078125	28.78483009338379	9.41595458984375
1994-04-15	1011.578	6.749206	56.828844682190926	9.450682	0.6488528	0.713689	3.831932043810277	0.12602235	25.7895655	7.190371	149	-9.0	0.0	19.0	19.0	779.2889404296875	9.616927146911621	13.545437812805176	10.83080768585205	7.9497151374816895	3.9537758827209473	1196.8680419921875	28.97985076904297	9.41595458984375
1994-04-16	1008.224	5.726489	65.30805392240302	8.66088	0.5375914	0.4281782	1.6025350572065498	0.0608684749999999	23.748326	6.101481	149	-8.0	1.6401157567215086	19.0	19.0	778.8919067382812	9.616889953613281	13.286843299865723	11.025151252746582	7.945595741271973	3.9536144733428955	1197.4896240234375	29.064184188842773	9.41595458984375
1994-04-17	1004.427	4.354081	47.00613311866863	6.74592	1.515571	0.2372158	3.915258058017409	0.038216	21.027209	5.29926	149	-7.0	1.8294788706393408	19.0	19.0	778.09228515625	9.617066383361816	13.26480484008789	10.984820365905762	7.94765567779541	3.9543204307556152	1198.6085205078125	29.068735122680664	9.41595458984375
1994-04-18	1001.543	3.411788	55.163412263217545	7.212461	8.039317	0.359534	1.8671530524053568	0.0627865	18.660277500000003	4.651852	149	-6.0	1.313127576255637	19.0	19.0	777.4608764648438	9.617292404174805	13.384709358215332	11.001988410949707	7.947956085205078	3.9538261890411377	1199.156494140625	29.121856689453125	9.41595458984375
1994-04-19	995.8485	4.397007	64.9906662702687	7.180894	6.176885	0.5976396	0.2729298813938114	0.0608805000000001	16.907362	4.19037	149	-5.0	103.4452171995766	19.0	19.0	735.6902465820312	8.963709831237793	13.16833209991455	10.853643417358398	7.947946071624756	3.983693838119507	1198.501953125	29.629497528076172	9.415953636169434
1994-04-20	997.2021	4.85204	76.43847675673496	24.17931	0.8603432	0.7910079	3.051204361806767	0.0431097500000001	15.6580535	3.823704	149	-4.0	0.8668227354333169	19.0	19.0	750.5866088867188	8.920869827270508	13.023360252380371	10.70496654510498	7.947908878326416	3.9635021686553955	1197.3848876953125	29.615219116210938	9.415956497192383
1994-04-21	995.1398	5.806427	82.66745369167751	25.4257	0.2217139	0.9677278	3.4248825220434584	0.0213437499999997	15.248328	3.905185	149	-3.0	0.0259190776275673	19.0	19.0	756.961181640625	9.04653549194336	12.736715316772461	11.175467491149902	7.947086334228516	3.973219394683838	1196.2652587890625	29.555389404296875	9.41596794128418
1994-04-22	997.3287	6.781607	83.28105240839461	28.52602	0.008160557	0.8077929	4.508249565725926	0.0266529999999995	15.3631165	3.985926	149	-2.0	0.056194556354763	19.0	19.0	758.7418823242188	9.208233833312988	12.825399398803711	11.528748512268066	7.948197364807129	3.980668544769287	1195.294921875	29.437559127807617	9.415993690490723
1994-04-23	1003.283	9.629122	67.38898512801188	34.61536	5.393629e-05	0.6096669	2.1564785492083827	0.4414622499999998	14.6052195	3.461481	149	-1.0	0.0319590867061925	0.75	0.75	759.5043334960938	9.358053207397461	12.886641502380371	11.72057056427002	7.948596954345703	3.9836509227752686	1195.16845703125	29.35470199584961	9.41603946685791
1994-04-24	1004.377	11.85304	63.0663046860115	30.39912	0.09637747	0.6216933	1.6976033963803945	2.0487182499999994	13.508611000000002	2.785926	149	0.0	0.1326324682835903	2.7301	2.7301	760.3031616210938	9.477971076965332	12.874497413635254	11.72496509552002	7.949204444885254	3.9840707778930664	1194.8685302734375	29.30459976196289	9.41609001159668
1994-04-25	1003.596	12.95544	49.726205422551935	34.06894	0.004143722	0.3918378	3.0953822437871867	2.62222625	13.002415	2.368148	149	1.0	0.3257724864812549	5.1297	5.1297	762.1159057617188	9.56320858001709	12.798619270324707	11.156230926513672	7.950041770935059	3.9819796085357666	1195.380615234375	29.304058074951172	9.416152954101562
1994-04-26	1003.172	9.610171	72.34939678134977	18.34156	4.772391	0.8583581	3.178234198795314	2.83723375	12.5427825	2.38	149	2.0	62.15140796598026	9.2931	9.2931	743.4004516601562	9.61244010925293	12.568442344665527	11.348671913146973	7.954492092132568	3.977259874343872	1195.8682861328125	30.141319274902344	9.415953636169434
1994-04-27	1007.492	8.615655	82.18672874224364	26.97036	4.670365	0.9524493	5.174557515893799	3.1122145000000003	11.7514975	2.334074	149	3.0	66.58854835528322	15.3317	15.3317	744.925048828125	9.615157127380371	11.901233673095703	11.074145317077637	7.947461128234863	3.9534189701080322	1195.8394775390625	31.15843391418457	9.415953636169434
1994-04-28	1006.468	9.10341	91.48531508297792	38.97016	0.01431943	0.9864493	4.384464148550424	0.0037242500000012	11.0700835	2.265926	149	4.0	0.0636069298427103	19.0	19.0	753.3777465820312	9.614471435546875	11.795454025268555	11.03512191772461	7.945975303649902	3.9531619548797607	1195.7930908203125	31.004220962524414	9.41595458984375
1994-04-29	1006.154	12.06751	64.8008277016679	41.53716	0.01578181	0.95534	3.8516915697895646	0.2793802500000009	10.465371	2.208889	149	5.0	1.8670976075804515	19.0	19.0	749.6337890625	9.615317344665527	11.87518310546875	10.885090827941895	7.9452643394470215	3.953200101852417	1195.4517822265625	30.970338821411133	9.415959358215332
1994-04-30	997.6269	7.911213	82.9749205054325	41.63692	0.01527965	0.8078489	1.1215505659690117	0.5638009999999998	10.546306	2.859259	149	6.0	235.590400019939	16.812	16.812	697.7062377929688	7.580012321472168	11.711007118225098	10.10894775390625	7.947198867797852	3.9778833389282227	1154.03173828125	30.308271408081055	9.442601203918457
1994-05-01	1009.813	7.161804	50.18135433339145	47.85494	0.0003290945	0.1350026	1.30249892843706	0.0618067500000005	9.8478135	2.767407	149	7.0	10.396411154923598	19.0	19.0	700.2665405273438	7.479575157165527	11.804268836975098	9.788321495056152	7.877499580383301	3.9096744060516357	1119.2242431640625	30.444927215576172	9.446937561035156
1994-05-02	1013.459	8.46821	52.78935867550269	49.54233	0.0004946836	0.3512578	0.433895356182444	0.2093475000000015	8.6824545	2.005185	149	8.0	117.86538877212875	19.0	19.0	644.7897338867188	6.921078681945801	11.740534782409668	10.128450393676758	7.902090072631836	4.090968132019043	1093.149169921875	30.142765045166016	9.481133460998535
1994-05-03	1012.614	7.318879	77.20722477524107	36.4592	0.1330929	0.7074095	2.75743651018047	0.477238250000001	7.773243499999999	1.986667	149	9.0	0.0	19.0	19.0	655.8528442382812	7.60850191116333	11.783842086791992	10.814217567443848	7.939870357513428	4.0666303634643555	1077.4588623046875	30.20842742919922	9.478239059448242
1994-05-04	1006.027	10.10381	51.96785097586021	28.98576	0.2404263	0.832794	1.9796368415934271	0.9278885	7.1012165	1.94963	149	10.0	21.26358984223705	17.2662	17.2662	669.642822265625	8.505290031433105	12.015074729919434	11.033955574035645	7.9796271324157715	4.1004838943481445	1070.5206298828125	30.08719253540039	9.458867073059082
1994-05-05	1005.422	10.0361	48.67037419583019	53.43448	0.03161003	0.5319991	1.6455980962413908	1.258318000000001	6.345678500000001	1.891111	149	11.0	6.3152916268671415	7.4431	7.4431	700.3946533203125	9.321781158447266	12.067256927490234	10.858877182006836	7.9896368980407715	4.111625671386719	1072.612060546875	29.857540130615234	9.440176963806152
1994-05-06	1008.01	9.055764	61.46005101770887	24.86891	2.387157	0.7775617	3.005677055117625	1.2629024999999992	5.8200145	1.857778	149	12.0	91.4569198132204	9.8168	9.8168	650.79833984375	9.002603530883789	12.387651443481445	10.654581069946289	8.04778003692627	4.128570079803467	1075.054443359375	29.425947189331055	9.455199241638184
1994-05-07	1009.706	9.584397	59.278879033486334	9.707188	19.02699	0.9988061	2.803555265569445	0.8776205000000008	5.4579215	1.846667	149	13.0	53.85935854256401	12.4319	12.4319	605.6100463867188	8.892786979675293	12.407730102539062	9.558046340942383	8.105032920837402	4.224944591522217	1071.701416015625	28.45459747314453	9.453883171081543
1994-05-08	1005.926	12.94376	48.32972910369944	38.07973	2.486873	0.6673378	2.84657259652321	0.905334	5.0446205	1.811111	149	14.0	139.86130946740906	16.1686	16.1686	613.0780029296875	7.911674976348877	11.525063514709473	8.77509880065918	8.17841911315918	4.324280738830566	1058.391845703125	27.6562442779541	9.485750198364258
1994-05-09	1006.674	13.16856	54.02166680655945	33.73591	0.3751238	0.3515504	1.879274633981037	1.183277499999999	4.636099	1.758518	149	15.0	703.7577673697405	16.204	16.204	596.4110107421875	6.266986846923828	11.93398666381836	7.207365989685059	8.18732738494873	2.993948459625244	1017.612060546875	26.83855628967285	9.961618423461914
1994-05-10	1010.349	15.10069	49.3803919140974	21.39434	5.997994	0.2473257	0.9718087884501058	1.9806375000000005	4.3404545	1.725926	149	16.0	0.0	16.2223	16.2223	671.246826171875	7.072507858276367	10.841073036193848	6.740106582641602	7.989110946655273	3.6679322719573975	972.0482177734375	26.833837509155273	10.013863563537598
1994-05-11	1011.326	16.51185	39.27794097520845	36.64338	0.5140907	0.09919339	1.257208114265514	3.219012	4.0768335	1.695556	149	17.0	21.874319418748097	5.0583	5.5646	635.6698608398438	8.712479591369629	11.04466438293457	7.844396114349365	7.975176811218262	4.000831127166748	980.1021728515625	27.29582405090332	9.981876373291016
1994-05-12	1012.66	15.62129	41.14537018236961	14.65018	4.924572	0.2632551	1.3393103764690393	4.207113500000002	3.684649	1.664444	149	18.0	13.193977456903207	4.96	5.6579	614.74853515625	10.283489227294922	11.32831859588623	9.18952751159668	8.019414901733398	4.156099796295166	1009.6199340820312	27.64613151550293	9.943319320678711
1994-05-13	1012.935	12.87013	47.66966037651648	65.80363	0.0	0.3799624	2.7369578785370905	4.364764999999999	3.347592	1.634815	149	19.0	404.8505953665887	5.9088	6.408	536.873291015625	8.387002944946289	11.914107322692871	9.516641616821289	7.923631191253662	3.259246826171875	1006.853759765625	26.825515747070312	10.599122047424316
1994-05-14	1003.832	13.76789	51.0215103542828	70.12736	0.01020584	0.05688272	2.8153387043682683	4.2954475	3.103712	1.605185	149	20.0	36.09466666683044	7.75	8.2465	613.2754516601562	8.994795799255371	12.013984680175781	9.102424621582031	7.941532611846924	3.5819809436798096	1049.641357421875	26.707963943481445	10.606706619262695
1994-05-15	998.1678	11.60667	53.13979532323323	24.34749	0.4354392	0.5047515	3.3509132132109896	3.9749250000000007	2.957093	1.614074	149	21.0	34.97171475460422	9.3513	9.7924	644.9815063476562	11.09376049041748	12.226997375488281	8.744365692138672	8.012845993041992	3.7375547885894775	1078.0313720703125	26.69567108154297	10.574871063232422
1994-05-16	998.9454	10.37468	39.64549988733916	30.38991	0.3589572	0.390139	2.8156032019287376	3.5150275000000004	2.7565625	1.585185	149	22.0	0.0	11.1342	11.7147	720.6563720703125	12.437379837036133	12.089275360107422	7.88230037689209	8.001296043395996	3.708465814590454	1112.5565185546875	26.603302001953125	10.511909484863281
1994-05-17	998.2361	10.23108	49.227390470086846	35.20204	0.2002523	0.3857847	1.8813975411839463	3.251737499999999	2.5439815	1.58	149	23.0	74.13176556336691	11.8412	12.2575	567.8584594726562	10.777359962463379	11.256217956542969	8.361989974975586	8.035187721252441	4.0695481300354	1093.0035400390625	28.82074546813965	10.017462730407715
1994-05-18	998.9435	9.783705	60.74097385783	60.15926	0.01925739	0.3730392	2.041796390496613	3.1122975000000004	2.5008325	1.667407	149	24.0	53.11130201553436	12.4816	13.1347	556.30810546875	11.054373741149902	11.134549140930176	7.909921169281006	8.091683387756348	4.036253929138184	1053.5137939453125	29.017972946166992	10.049460411071777
1994-05-19	1000.559	10.06272	56.00291260728599	59.62002	0.0278442	0.5035294	1.7868010101855214	3.153644999999999	2.407146	1.586667	149	25.0	67.51198872177406	12.8385	13.2566	541.0106811523438	11.03179931640625	10.972036361694336	7.567668914794922	8.155633926391602	4.047368049621582	995.5990600585938	29.123571395874023	10.103515625
1994-05-20	1000.24	10.521	50.29830622303984	60.01448	0.02161342	0.2923196	3.5346020726425995	3.144395000000001	2.3435265	1.465185	149	26.0	241.73360585768444	12.8937	13.3112	518.3626708984375	8.819717407226562	10.870728492736816	7.319464206695557	8.067673683166504	3.2499356269836426	930.9597778320312	27.90808868408203	10.61892318725586
1994-05-21	1001.938	10.84987	34.07474766013317	79.82681	0.01038782	0.1324922	2.9647570788224047	3.1825875000000003	2.2921865	1.43037	149	27.0	0.0	13.75	14.2483	535.4609375	6.2790117263793945	10.301501274108887	7.465510368347168	8.056488990783691	3.8399505615234375	1000.8890380859375	28.577268600463867	9.961450576782227
1994-05-22	1002.499	11.58362	37.672531708077656	58.09535	0.05526595	0.1915891	1.3895323848533685	3.4855400000000003	2.216258	1.388889	149	28.0	850.7244889283081	13.4892	14.184	542.4452514648438	4.713399887084961	11.465038299560547	6.145299911499023	8.043976783752441	2.860196352005005	1020.9476928710938	27.934429168701172	10.874128341674805
