Date,NOX(mmole/m3),NH4(mmole/m3),PO4(mmole/m3),TotP(mmole/m3),Si(mmole/m3),Chl(mg/m3),O2(mmole/m3),SST,delT,U,AirT,Humidity,CC,Prec(mm/d),swr(w/m2),inflow(m3/s),outflow(m3/s),month,Ice_d,days from iceoff,MLD,W,thermD,YY
2018-05-21,0.007,0.253,0.093,0.391,4.2,3.5782453259515616,346.0175,14.42297777777778,7.407211111111112,3.6636666666666673,18.054583333333337,56.25,0.0,0.0,808.0,0.728,-1.468,5,101,30.0,-3.386979006470477,0.4054452148970227,-6.535,2018
2018-05-28,0.007,0.272,0.073,0.407,4.4,4.230531816121329,329.5325,16.210622222222224,8.66305888888889,2.4506666666666663,15.009999999999998,59.583333333333336,0.0,0.0,784.2,0.507,-1.228,5,101,37.0,-4.951436418167826,1.1149789450306955,-4.4448,2018
2018-06-07,0.033,0.05,0.003,0.462,7.2,4.346443315766643,297.5,17.283333333333335,9.39651666666667,4.632874999999999,14.838749999999996,60.91666666666666,0.5291666666666667,0.0,741.1,0.304,-1.187,6,101,47.0,-9.5665772719029,5.091115473080575,-8.4321,2018
2018-06-12,0.043,0.785,0.057,0.432,10.4,3.8895505418481924,299.765,18.183322222222223,9.899952222222224,4.589249999999999,14.345416666666669,72.5,0.5750000000000001,0.0,800.0,0.245,-1.239,6,101,52.0,-3.048484713990865,2.2122615574985507,-7.6158,2018
2018-06-19,0.105,0.584,0.051,0.518,11.0,4.245978414895405,292.1875,18.26058888888889,8.454222222222223,9.308125,16.834583333333335,58.04166666666666,0.4833333333333333,0.1,774.2,0.187,-1.379,6,101,59.0,-9.54066172166918,2.7216997675292176,-10.2737,2018
2018-06-28,0.002,0.136,0.028,0.468,15.4,3.9310542101087917,305.00250000000005,16.879144444444446,5.273711111111114,5.132041666666666,20.83041666666667,60.4875,0.2249999999999999,2.899999999999999,779.3,0.217,-1.195,6,101,68.0,-4.150663206091562,3.800905750884403,-10.393,2018
2018-07-03,0.08,0.24,0.057,0.512,19.7,4.453724133523506,293.9075,16.638144444444446,4.507811111111113,4.0065,15.925000000000002,66.83333333333333,0.8250000000000001,0.0,371.3,0.181,-1.26,7,101,73.0,-17.14591933288878,8.562595760802559,-12.7455,2018
2018-07-10,0.172,0.913,0.304,0.477,24.5,4.049086236460713,300.08,18.07852222222222,5.315388888888885,3.178791666666667,19.1125,64.5,0.0916666666666666,0.0,762.1,0.14,-1.425,7,101,80.0,-7.669479328776164,3.5589422108520963,-12.9676,2018
2018-07-17,0.128,1.001,0.062,0.764,24.0,5.50763251164384,312.0325,21.10873333333333,7.765966666666662,2.66325,23.941666666666663,60.458333333333336,0.0375,0.0,700.3,0.109,-1.614,7,101,87.0,-1.769974514472558,1.217258262636717,-2.5125,2018
2018-08-07,0.087,0.049,0.036,0.658,27.3,6.38927017121463,279.6875,23.47973333333333,8.298266666666667,2.310583333333333,19.309166666666663,70.25,0.0958333333333333,0.0,748.7,0.29,-1.04,8,101,108.0,-6.196741984258505,2.663178855470752,-8.5839,2018
2018-08-22,0.034,0.345,0.179,0.79,19.1,5.0543412326286035,271.7975,19.947788888888887,4.650655555555554,3.968,15.715416666666668,70.625,0.3208333333333333,0.0,647.8,0.303,-1.382,8,101,123.0,-11.99192240588066,2.7848622886910537,-11.7079,2018
2018-08-28,0.263,1.481,0.476,1.023,23.9,5.200407349657456,267.5025,19.015366666666665,3.579099999999997,3.0362916666666666,16.399166666666666,85.29166666666667,0.5541666666666666,0.0,485.9,0.231,-1.479,8,101,129.0,-14.66964107869145,7.49343726543026,-12.3897,2018
2018-09-04,0.266,1.122,0.589,1.133,24.0,4.721627409925605,292.42499999999995,19.12853333333333,3.7236666666666647,1.04375,15.810833333333337,85.20833333333333,0.2666666666666666,0.0,470.2,0.201,-1.051,9,101,136.0,-4.148093281220409,3.619670565736925,-13.4599,2018
2018-09-11,0.359,2.091,0.901,1.278,26.2,4.554559086917097,267.26750000000004,18.414,3.1327333333333343,3.4364166666666667,13.822083333333332,94.20833333333331,0.7791666666666667,3.7999999999999994,252.1,0.207,-0.684,9,101,143.0,-18.21618461409692,0.7987854478741234,-13.4697,2018
2018-09-18,0.749,1.959,1.254,1.878,27.4,4.836141408457595,280.86,16.24191111111111,0.0548111111111104,3.6613750000000014,15.016666666666666,84.70833333333333,0.5458333333333333,0.1,353.8,0.166,-0.668,9,101,150.0,-21.0,0.0099467898963996,-15.0,2018
2018-09-25,1.422,1.191,1.222,1.793,25.6,4.928741516953574,300.7825,14.8503,0.0248999999999988,7.34025,8.646666666666667,62.208333333333336,0.0041666666666666,1.0,511.5,0.126,-0.993,9,101,157.0,-21.0,0.0125255920713203,-15.0,2018
2018-10-09,1.803,0.874,1.217,1.791,22.0,4.310755580041674,323.36249999999995,11.024955555555556,0.0465222222222223,7.992791666666669,13.134583333333332,81.91666666666667,0.9,0.0,265.1,0.315,-0.632,10,101,171.0,-21.0,0.0074172545400244,-15.0,2018
2018-10-23,2.18,1.266,1.267,1.626,27.1,3.87017345491225,323.2825,10.639,0.0174000000000003,5.455583333333332,5.744166666666668,94.83333333333331,0.9291666666666668,2.399999999999999,138.6,0.1699999999999999,-0.558,10,101,185.0,-21.0,0.0041676487151133,-15.0,2018
2018-11-06,3.477,1.89,1.208,1.555,29.9,3.5190995983642477,343.675,7.478268888888888,0.0307322222222206,2.699458333333333,7.9454166666666675,98.70833333333331,1.0,0.2,41.83,0.885,-0.259,11,101,199.0,-21.0,0.0103489136367317,-15.0,2018
2018-11-20,6.263,0.159,1.193,1.61,35.1,3.652521176395095,350.0775,6.963164444444446,0.004607777777779,2.727583333333333,0.6479166666666666,86.16666666666667,0.9125,0.0,107.3,1.144,-0.145,11,101,213.0,-21.0,0.0345175878887256,-15.0,2018
2019-04-10,0.031,0.156,0.211,1.631,2.2,7.53681986298073,436.6425,2.900857777777778,-0.0059955555555548,7.797166666666667,-0.1466666666666667,71.54166666666667,1.0,0.1,245.0,1.355,-1.807,4,78,10.0,-21.0,0.0006698650270863,-15.0,2019
2019-04-16,0.191,0.044,0.003,0.7,4.5,5.976433325729469,453.36,3.046674444444444,0.0358411111111114,2.167958333333333,5.395416666666667,62.91666666666666,0.0,0.0,656.9,1.39,-1.678,4,78,16.0,-21.0,0.0479600325899252,-15.0,2019
2019-04-24,0.406,0.476,0.146,0.549,2.4,5.243701710015488,424.845,5.329346666666666,0.3415499999999989,2.908416666666666,10.591666666666669,51.7875,0.0,0.0,628.3,1.154,-1.489,4,78,24.0,-4.669412448528405,0.0506162118790788,-15.0,2019
2019-04-30,0.467,0.11,0.021,0.511,4.3,4.550503918804215,407.5,7.05064,1.2946,2.116791666666666,7.990416666666667,59.19583333333335,0.3666666666666666,0.5,543.7,1.012,-1.339,4,78,30.0,-5.722531865416757,2.406328692527337,-1.5,2019
2019-05-07,0.156,0.296,0.018,0.52,6.1,4.256866922795966,366.6425,7.929435555555555,0.2135655555555553,4.463958333333333,5.452916666666667,75.98333333333333,0.6833333333333332,0.0,605.6,1.03,-1.208,5,78,37.0,-14.57347229393536,0.6003099835192774,-15.0,2019
2019-05-14,0.121,0.112,0.016,0.398,8.5,3.7970245287121753,353.9825,8.923093333333334,0.9342433333333346,2.408041666666667,7.987500000000001,54.77916666666667,0.1458333333333333,0.0,798.8,0.923,-1.091,5,78,44.0,-9.410552928251397,0.4462873937223977,-3.5075,2019
2019-05-21,0.176,0.086,0.006,0.447,9.3,4.279738610088413,346.87750000000005,11.731766666666664,3.3691466666666656,2.418041666666667,16.15458333333333,76.14583333333333,0.5333333333333333,0.0,727.7,0.905,-0.978,5,78,51.0,-1.957099204934898,0.5703774487385889,-1.5,2019
2019-05-28,0.337,0.144,0.023,0.488,9.7,3.987738602490546,318.125,13.50477777777778,4.851147777777779,3.421,12.43458333333333,80.95833333333336,0.9041666666666668,0.5999999999999998,578.6,0.894,-0.877,5,78,58.0,-6.721079782972836,2.96322093679348,-11.3429,2019
2019-06-04,0.49,0.207,0.12,0.433,16.6,3.2773055257194867,306.9575,13.48168888888889,3.1318888888888896,4.2874583333333325,16.76125,71.69166666666666,0.4624999999999999,0.0,806.0,0.937,-0.792,6,78,65.0,-8.077693271488922,1.5111221598175422,-13.2254,2019
2019-06-12,0.154,0.178,0.119,0.564,20.5,4.045696762436856,292.6575,17.16137777777778,5.509511111111111,6.605708333333333,12.2275,74.23750000000001,0.9666666666666668,1.1000000000000003,560.7,0.783,-0.685,6,78,73.0,-7.889203274191522,2.671715321183849,-8.2458,2019
2019-06-18,0.636,0.441,0.099,0.499,22.3,3.2354964546995553,297.6575,17.908,5.382800000000003,5.975416666666667,18.38208333333333,70.70416666666667,0.4208333333333334,0.8000000000000003,805.0,0.6859999999999999,-0.614,6,78,79.0,-8.495597454452811,1.4990282748720098,-11.5067,2019
2019-06-25,0.309,0.38,0.103,0.514,25.7,4.2921175494693635,295.235,19.095133333333333,5.909533333333334,2.441291666666667,16.566666666666666,69.79583333333333,0.5541666666666666,4.0,604.5,0.4629999999999999,-0.53,6,78,86.0,-9.186232498895787,15.173468542748129,-8.805,2019
2019-07-03,0.229,1.136,0.094,0.606,36.2,4.423786556166878,278.36,18.702177777777777,3.686511111111111,2.882,12.84875,69.36666666666666,0.5583333333333335,5.0,700.6,0.295,-0.563,7,78,94.0,-12.17215216624291,6.158169732189127,-14.5,2019
2019-07-09,0.734,1.737,0.21,0.595,44.5,4.451224466148268,266.6425,17.07174444444444,1.046744444444439,5.995166666666666,12.246250000000002,86.76666666666665,1.0,0.1,329.1,0.484,-0.603,7,78,100.0,-14.24530823100585,5.580095059563917,-14.5,2019
2019-07-16,0.506,0.76,0.066,0.541,49.8,4.483850577804193,286.015,17.365655555555556,1.0282555555555533,3.3085416666666667,12.956666666666669,86.8,0.6208333333333333,0.5,528.9,0.394,-0.559,7,78,107.0,-5.586460155015311,3.673521856349142,-3.5571,2019
2019-07-22,0.342,0.715,0.054,0.657,50.2,6.084858364545147,310.94000000000005,18.17131111111111,2.0026777777777767,3.2355833333333326,17.539583333333336,92.36666666666667,0.9791666666666666,2.5,590.6,0.3389999999999999,-0.543,7,78,113.0,-2.991109540268586,1.939384654429481,-2.2046,2019
2019-07-30,0.208,1.501,0.056,0.899,49.4,4.81090823649025,289.1425,21.64717777777778,5.424777777777777,7.114874999999998,14.025416666666668,75.60000000000001,0.775,0.0,746.7,0.264,-0.656,7,78,121.0,-3.870353380676215,1.3373300965465298,-5.6456,2019
2019-08-06,0.114,0.23,0.003,0.947,52.4,10.761322633575856,313.36,19.151677777777778,2.7638444444444445,1.7703750000000005,17.527916666666666,85.29166666666669,0.6625,9.099999999999996,630.4,0.203,-0.785,8,78,128.0,-10.0723589568285,19.442162157164063,-9.9062,2019
2019-08-13,0.051,0.313,0.003,1.334,34.4,8.804293029706901,309.6875,19.5855,3.124933333333331,4.561916666666667,17.41375,76.29166666666666,0.4166666666666667,0.0,691.3,0.197,-0.699,8,78,135.0,-7.679525061871299,2.0185040164823853,-10.3723,2019
2019-08-20,0.273,0.338,0.047,0.841,31.0,6.815866334504632,292.5025,19.006344444444444,2.014377777777778,4.565791666666667,16.932500000000005,79.15833333333335,0.3333333333333333,0.0,459.8,0.27,-0.649,8,78,142.0,-11.10632907063714,2.707770807104077,-14.5,2019
2019-08-27,0.036,0.232,0.025,1.326,14.2,8.154621375370208,351.2525,19.540577777777777,3.076944444444443,2.118333333333333,19.669166666666666,77.51666666666668,0.0,0.0,611.7,0.262,-0.576,8,78,149.0,-4.62413313285176,2.9499330601567832,-11.573,2019
2019-09-03,0.211,0.607,0.098,1.189,19.2,5.245924670232779,283.7525,19.33051111111111,1.608844444444447,3.815041666666666,14.53708333333333,78.31666666666668,0.5166666666666667,0.2,596.3,0.195,-0.666,9,78,156.0,-12.11517960239668,2.364891358758665,-13.7465,2019
2019-09-10,1.133,3.352,0.925,1.73,34.3,7.116551351475755,253.515,17.99962222222222,0.2776222222222237,3.4067916666666664,17.300416666666667,90.03333333333335,0.625,1.7999999999999996,502.2,0.1689999999999999,-0.688,9,78,163.0,-17.633099669453,6.478563970740695,-15.0,2019
2019-09-17,1.255,2.148,0.973,1.789,38.8,4.204382476845712,278.83000000000004,16.386788888888887,0.0774555555555558,4.46925,9.640000000000002,84.11666666666666,0.6249999999999999,1.5,524.8,0.237,-0.51,9,78,170.0,-21.0,0.0103306280557972,-15.0,2019
2019-09-24,1.926,1.482,0.995,1.699,38.9,3.7432184156968304,288.2825,14.491111111111111,0.1630777777777812,2.3484583333333338,9.763333333333334,80.71249999999999,0.9666666666666668,0.1,277.2,0.413,-0.447,9,78,177.0,-21.0,0.4169985176728191,-15.0,2019
2019-10-09,2.401,1.487,1.022,1.553,38.0,3.595101777384657,301.0175,11.146188888888888,0.080622222222221,1.955875,6.645416666666667,92.97083333333332,0.9791666666666666,1.3999999999999997,126.4,0.931,-0.404,10,78,192.0,-21.0,0.1037064858393747,-15.0,2019
2019-10-22,3.16,1.885,1.1,1.603,44.1,3.6413107174474817,296.64,10.26007777777778,0.0225111111111129,8.248916666666668,9.73875,85.19583333333333,0.8416666666666668,0.0,226.6,1.399,-0.459,10,78,205.0,-21.0,0.0253562154561789,-15.0,2019
2019-11-19,8.161,1.252,1.0,1.402,56.9,3.530341191031285,340.7825,5.447755555555556,0.0319555555555561,4.390625,7.47375,96.1125,0.9958333333333332,3.599999999999999,79.1,2.587,-0.761,11,78,233.0,-21.0,0.0039380568680529,-15.0,2019
2020-04-06,2.796,1.321,0.047,0.879,52.0,5.678847364817546,433.9875,2.957597777777778,-0.0779155555555548,3.3446250000000006,7.872916666666666,65.04583333333333,0.1291666666666666,0.0,630.2,0.627,-1.644,4,5,57.0,-21.0,0.0251494925105237,-15.0,2020
2020-04-15,0.014,0.036,0.049,0.751,20.5,6.443748286698132,429.2225,4.411994444444445,0.005714444444445,6.963458333333333,7.68,70.85833333333333,0.8083333333333335,0.0,648.0,0.373,-1.411,4,5,66.0,-21.0,0.0,-15.0,2020
2020-04-21,0.014,0.008,0.043,0.615,13.7,6.060523629816551,434.37750000000005,5.404134444444445,0.3489411111111122,2.049,8.587083333333332,68.86249999999998,0.0,0.0,704.5,0.294,-1.26,4,5,72.0,-21.0,0.1493249663722298,-15.0,2020
2020-04-28,0.027,0.294,0.008,0.602,10.7,4.824483374246084,406.72,7.007474444444444,0.6529144444444448,5.059291666666668,2.7979166666666657,81.30416666666666,0.8708333333333332,0.5,445.7,0.239,-1.196,4,5,79.0,-18.23633064714784,2.5288233346299043,-3.4994,2020
2020-05-05,0.186,0.167,0.009,0.612,25.7,4.452828316988892,376.485,7.557934444444445,0.7484944444444457,4.3355,7.15625,66.78333333333335,0.4666666666666667,0.0,771.2,0.303,-1.067,5,5,86.0,-21.0,0.4876807680089041,-11.4083,2020
2020-05-12,0.043,0.157,0.008,0.559,7.0,6.687172845168604,356.95500000000004,8.60571888888889,0.2126888888888878,3.2085833333333333,5.318333333333333,70.20000000000002,0.5458333333333333,9.199999999999996,677.2,0.777,-0.977,5,5,93.0,-21.0,0.367243424246455,-15.0,2020
2020-05-19,0.111,0.421,0.003,0.471,9.8,6.836291493415357,343.8275,9.202698888888888,0.44251222222222,2.471375,7.623750000000001,73.69999999999999,0.7291666666666666,0.8000000000000003,618.6,1.572,-0.966,5,5,100.0,-21.0,0.8570007454113912,-3.3236,2020
2020-05-26,0.051,0.756,0.01,0.648,11.4,7.08171312894575,331.1725,10.911377777777778,1.810221111111112,2.2507916666666667,13.801666666666664,66.59583333333335,0.2708333333333333,0.0,793.5,1.134,-1.008,5,5,107.0,-4.747618912419298,1.224648286669335,-3.4479,2020
2020-06-02,0.014,0.181,0.003,0.479,11.6,6.998657378622211,329.37750000000005,13.607811111111111,4.318391111111112,3.4285416666666677,13.41125,60.54166666666666,0.0,0.0,774.9,0.612,-1.009,6,5,114.0,-7.195622770033257,5.731083261542892,-9.125,2020
2020-06-09,0.014,0.207,0.003,0.617,14.0,6.692154428509081,317.58,15.204622222222222,5.479172222222221,2.591541666666666,14.756666666666666,70.14583333333333,0.3416666666666666,0.0,784.8,0.424,-1.0,6,5,121.0,-6.501672418112146,8.478760174402481,-8.1817,2020
2020-06-15,0.014,0.149,0.003,0.448,16.2,7.925756368766334,301.64250000000004,16.890155555555552,6.91102222222222,2.6149166666666663,17.62666666666666,59.07916666666668,0.4833333333333333,0.0,581.0,0.331,-0.889,6,5,127.0,-4.171589350196469,5.759132106196449,-8.7217,2020
2020-06-23,0.026,0.255,0.052,0.693,21.3,6.528871084108959,294.845,19.542911111111117,9.360444444444443,1.978458333333333,18.70958333333333,69.31666666666666,0.0,0.0,669.2,0.373,-0.863,6,5,135.0,-4.230020316857451,6.003070982492208,-8.0475,2020
2020-06-30,0.021,0.672,0.041,0.546,22.6,5.563904572707764,275.9375,22.952922222222224,12.678588888888893,3.450416666666666,16.89375,82.15833333333335,0.6750000000000002,1.3999999999999997,509.8,0.278,-1.084,6,5,142.0,-3.438194695149904,3.6086639180897695,-6.5637,2020
2020-07-07,0.229,1.481,0.086,0.734,30.4,5.314429968910931,263.12750000000005,19.324744444444445,8.506844444444445,6.137041666666668,15.2825,74.72500000000001,0.8000000000000003,0.0,543.6,0.345,-0.943,7,5,149.0,-8.1852103568654,1.875555916914673,-10.2354,2020
2020-07-14,0.121,0.415,0.018,0.425,32.2,5.0737724610675645,285.00250000000005,18.26624444444445,7.129777777777781,1.804125,15.614583333333336,84.10833333333332,0.9875,0.0,465.0,0.418,-0.881,7,5,156.0,-9.20105499701217,24.83125408345965,-8.5472,2020
2020-07-28,0.051,0.696,0.015,0.576,40.5,6.767114741781344,324.6875,19.3494,7.435466666666663,3.4310416666666668,16.613333333333333,91.11666666666666,0.8708333333333332,3.2999999999999985,369.9,0.239,-1.142,7,5,170.0,-8.362062144071384,8.533284569748147,-13.3458,2020
2020-08-04,0.059,0.796,0.003,1.06,47.3,8.930572243713193,307.5025,19.71127777777778,7.33437777777778,2.7284166666666665,16.45916666666667,78.58750000000002,0.2125,0.0,603.9,0.27,-1.194,8,5,177.0,-10.66553477509949,3.191350397072384,-11.2639,2020
2020-08-11,0.1,0.262,0.047,0.51,45.3,5.180438068358953,307.58000000000004,20.2157,7.635466666666664,3.358958333333334,15.827916666666662,78.46666666666668,0.0166666666666666,0.0,665.1,0.209,-1.559,8,5,184.0,-7.029651780919558,5.815615438937393,-10.4072,2020
2020-08-25,0.048,0.278,0.037,0.64,25.2,5.374072542153311,270.0,20.922122222222225,7.965288888888891,3.199583333333333,15.045833333333334,70.14166666666668,0.5333333333333333,0.0,620.8,0.144,-1.653,8,5,198.0,-7.686695069753599,10.135434421342936,-9.3076,2020
2020-09-01,0.079,0.275,0.106,0.76,17.3,5.2461612108749724,272.4225,18.563433333333336,5.1922000000000015,3.701125,15.072500000000003,82.66250000000001,0.2458333333333332,0.0,529.8,0.153,-1.547,9,5,205.0,-12.2297969326774,2.935752451634172,-12.3283,2020
2020-09-15,0.069,0.153,0.479,1.093,7.8,6.065539052103231,290.6275,15.60068888888889,0.1217555555555574,2.2229999999999994,14.545833333333333,99.44166666666663,0.8333333333333334,0.2999999999999999,128.7,0.594,-0.728,9,5,219.0,-21.0,0.1537676327955547,-15.0,2020
