Date	AirT	delT	U	Humidity	CC	Prec(mm/d)	swr(w/m2)	inflow(m3/s)	outflow(m3/s)	Ice_d	days from iceoff	MLD	W	thermD	O2	NOX	NH4	PO4	TotP	Si	Chl
1999-04-12	2.452083333333333	0.1466249999999997	4.381166666666666	76.875	0.9875000000000002	2.2000000000000006	622.5	1.219	-2.008	110	3.0	-21.0	0.0013700839457553	-15.0	396.78863525390625	1.480411410331726	0.23716618120670319	0.2813549041748047	1.2261967658996582	60.82715606689453	9.698732376098633
1999-04-13	3.5570833333333334	0.1359149999999997	3.990875	94.25	1.0	8.099999999999996	150.7	1.13	-1.969	110	4.0	-21.0	0.0	-15.0	406.5561218261719	3.9326012134552	0.17510811984539032	0.532529354095459	1.255886197090149	61.099544525146484	8.044692993164062
1999-04-14	4.98375	0.1154550000000003	3.396000000000001	89.09583333333335	0.9541666666666668	5.200000000000002	540.3	1.049	-1.931	110	5.0	-21.0	0.0035271259955481	-15.0	398.2828369140625	3.223193645477295	0.21321064233779907	0.2997792959213257	1.1900306940078735	55.94716262817383	6.069061756134033
1999-04-15	3.3529166666666668	0.0700600000000002	4.064999999999999	85.75	0.7083333333333334	0.5999999999999998	400.3	1.023	-1.894	110	6.0	-21.0	0.003810850760015	-15.0	413.8893127441406	1.1969448328018188	0.23507291078567505	0.2771240770816803	1.1528810262680054	65.0434799194336	7.371639251708984
1999-04-16	5.327499999999999	0.1750399999999992	4.5205416666666665	66.95833333333333	0.6958333333333333	0.0	589.6	1.002	-1.858	110	7.0	-21.0	0.0029171956460834	-15.0	411.6939697265625	1.3284119367599487	0.2239292562007904	0.20432864129543304	1.1870757341384888	63.1249885559082	8.468955993652344
1999-04-17	2.1645833333333333	0.0443950000000006	4.79525	93.5	0.9791666666666666	23.0	159.5	0.985	-1.822	110	8.0	-21.0	0.0030041378709149	-15.0	422.465576171875	2.6160542964935303	0.1688770353794098	0.43036940693855286	1.1849822998046875	62.80180740356445	6.842878341674805
1999-04-18	4.867916666666667	0.0916699999999997	4.632791666666667	93.625	0.9874999999999998	9.900000000000004	148.8	0.967	-1.786	110	9.0	-21.0	0.0011274332862978	-15.0	430.6123962402344	1.8097143173217773	0.1696511209011078	0.5684815049171448	1.118731141090393	55.93479919433594	5.631389141082764
1999-04-19	4.346666666666666	0.0514149999999995	5.466791666666666	84.29166666666667	0.6708333333333334	0.2	551.7	0.947	-1.751	110	10.0	-21.0	0.0011640020601453	-15.0	414.0539245605469	1.626474380493164	0.24197545647621155	0.2881578207015991	1.082969069480896	46.27594757080078	5.2956318855285645
1999-04-20	5.0008333333333335	0.1456450000000009	3.674375	79.83333333333333	0.2916666666666666	0.0	638.4	0.929	-1.716	110	11.0	-21.0	0.002101926403108	-15.0	407.17144775390625	3.039618968963623	0.23703667521476746	0.21317452192306519	1.1478040218353271	45.5399055480957	5.841116428375244
1999-04-21	5.30375	0.1430049999999996	4.692916666666666	79.66666666666667	0.4208333333333333	0.0	681.0	0.914	-1.683	110	12.0	-21.0	0.0037238999161016	-15.0	433.7220458984375	0.9419319033622742	0.1965402513742447	0.12091106176376343	1.088748574256897	47.35457229614258	7.99445104598999
1999-04-22	5.553333333333334	0.0934349999999994	2.583458333333333	86.875	0.9083333333333335	0.0	358.8	0.905	-1.65	110	13.0	-21.0	0.0012484113925534	-15.0	429.3722229003906	1.535805583000183	0.17520751059055328	0.15995648503303528	1.153699517250061	50.469242095947266	8.794916152954102
1999-04-23	6.345833333333334	0.1933250000000006	1.4078750000000004	88.33333333333333	1.0	1.1999999999999995	549.4	0.905	-1.621	110	14.0	-21.0	0.0316699188352124	-15.0	422.8312683105469	1.8806554079055786	0.2036653757095337	0.11235322058200836	1.0775141716003418	49.8532829284668	7.386080741882324
1999-04-24	6.859583333333332	0.5201250000000002	1.119125	92.66666666666669	1.0	0.5999999999999998	465.2	0.909	-1.591	110	15.0	-21.0	0.3960826413438424	-2.0	412.0345153808594	4.606575965881348	0.22254540026187897	0.12563776969909668	1.103010654449463	54.99221420288086	6.313807010650635
1999-04-25	5.775000000000001	0.4277100000000002	2.2064166666666662	90.27083333333331	0.5625000000000001	0.0	483.3	0.917	-1.562	110	16.0	-1.674598282918058	0.0678964817469815	-2.0	421.4751281738281	2.0351126194000244	0.23642420768737793	0.08520243316888809	0.9801324009895325	61.222206115722656	6.657505512237549
1999-04-26	7.390416666666667	0.5254649999999996	3.633958333333334	75.95833333333333	0.1833333333333333	0.0	678.1	0.927	-1.534	110	17.0	-21.0	0.45373996923178	-9.0	427.4754333496094	0.5893663763999939	0.3287869393825531	0.060481104999780655	0.9415266513824463	57.70510482788086	7.047161102294922
1999-04-27	8.2875	0.5754599999999996	2.5099166666666672	70.02499999999999	0.2749999999999999	0.0	689.5	0.935	-1.507	110	18.0	-21.0	0.1832340058790822	-2.0	427.8319396972656	0.5125500559806824	0.3038308620452881	0.062471598386764526	0.9472151398658752	56.75849914550781	7.943366527557373
1999-04-28	9.007083333333334	0.509855	3.166125	73.65416666666667	0.7125000000000002	0.0	370.8	0.944	-1.48	110	19.0	-11.12615345232327	0.4687007806562497	-2.0	422.8671569824219	0.6683859825134277	0.3050686717033386	0.06246475130319595	0.9822960495948792	61.85652542114258	8.52566146850586
1999-04-29	5.307916666666666	0.6066649999999996	5.447958333333333	60.44166666666666	0.3083333333333334	0.8999999999999998	607.1	0.951	-1.452	110	20.0	-11.160686053598	0.3169257073279396	-9.0	424.3575134277344	0.7610673904418945	0.31750163435935974	0.06919075548648834	0.9907150864601135	60.64008712768555	9.042564392089844
1999-04-30	4.355833333333334	0.2573800000000004	4.658541666666666	82.27499999999999	0.8041666666666667	2.399999999999999	611.6	0.958	-1.425	110	21.0	-21.0	0.0930825128534238	-15.0	424.9718017578125	0.6118596792221069	0.30342036485671997	0.06375543028116226	0.9357613921165466	54.369686126708984	7.805521488189697
1999-05-01	4.8625	0.4135850000000003	3.661916666666666	76.33333333333333	0.6916666666666668	1.1999999999999995	587.0	0.961	-1.399	110	22.0	-21.0	0.0	-15.0	420.73876953125	0.6069790124893188	0.2951841950416565	0.07062613219022751	0.9508321285247803	54.80016326904297	7.217533588409424
1999-05-02	3.4166666666666665	0.3927100000000001	3.800708333333336	72.0	0.3875	0.2	599.4	0.961	-1.372	110	23.0	-21.0	0.0810269733848152	-15.0	417.0407409667969	0.5776227712631226	0.28881189227104187	0.06858326494693756	0.9336142539978027	53.70056915283203	6.809611797332764
1999-05-03	3.8775	0.38863	3.456583333333333	85.02916666666667	0.8083333333333336	3.599999999999999	692.1	0.955	-1.346	110	24.0	-21.0	0.0158973901405107	-15.0	420.5183410644531	0.4729037284851074	0.28434139490127563	0.06427191942930222	0.9048131108283997	51.5605354309082	6.3415069580078125
1999-05-04	5.0425	1.1950000000000012	2.1651666666666665	83.16666666666667	0.5875	2.299999999999999	711.0	0.944	-1.32	110	25.0	-21.0	0.0188634251179623	-2.3568	420.3959045410156	0.4726925194263458	0.2819440960884094	0.06511681526899338	0.8672596216201782	50.71526336669922	5.605727672576904
1999-05-05	5.07125	1.025666666666666	2.984125	77.16666666666667	0.3291666666666666	0.0	709.0	0.929	-1.295	110	26.0	-21.0	0.4551497504822492	-13.3497	420.7548522949219	0.5297852158546448	0.2815398573875427	0.06705310940742493	0.8514242172241211	48.61568069458008	5.608135223388672
1999-05-06	7.316249999999999	1.1131666666666673	2.2062500000000003	62.2875	0.25	0.0	679.8	0.91	-1.271	110	27.0	-21.0	0.471136923222466	-13.4009	432.8532409667969	0.40338414907455444	0.27624934911727905	0.058097708970308304	0.820702314376831	30.456506729125977	6.461742877960205
1999-05-07	6.840833333333333	1.1656666666666666	5.1859166666666665	60.458333333333336	0.3291666666666665	0.0	746.0	0.889	-1.246	110	28.0	-17.00352535311935	0.994660782751576	-13.2946	435.3100280761719	0.38261157274246216	0.27621203660964966	0.05758370831608772	0.810641884803772	28.605037689208984	6.945258140563965
1999-05-08	2.7495833333333333	1.0461666666666662	4.988166666666666	58.91666666666666	0.2749999999999999	0.0	605.5	0.867	-1.222	110	29.0	-21.0	0.1355232536600209	-13.3384	433.17303466796875	0.3845003545284271	0.27711716294288635	0.056751687079668045	0.8187470436096191	29.646543502807617	7.823639869689941
1999-05-09	3.223750000000001	1.1563333333333343	2.610958333333333	64.25	0.7708333333333334	4.200000000000002	606.8	0.844	-1.197	110	30.0	-21.0	0.001125900703588	-11.414	426.5143737792969	0.3732408881187439	0.2772882878780365	0.055538032203912735	0.8148327469825745	30.52242088317871	8.026888847351074
1999-05-10	2.6933333333333334	0.4013333333333344	4.307958333333333	87.53333333333335	0.8791666666666668	2.700000000000001	191.5	0.821	-1.173	110	31.0	-21.0	0.2594427277671413	-15.0	418.68310546875	0.49339842796325684	0.2171185463666916	0.07731408625841141	0.7223052978515625	29.44204330444336	6.864346504211426
1999-05-11	4.116666666666668	0.1763333333333321	2.8223333333333334	75.58333333333333	0.5916666666666667	0.0	443.5	0.797	-1.149	110	32.0	-21.0	0.021711096863643	-15.0	401.45843505859375	0.5737009644508362	0.22784645855426788	0.06932626664638519	0.708886981010437	36.7826042175293	6.724961757659912
1999-05-12	3.2079166666666663	0.2845000000000004	2.3099583333333333	67.29166666666667	0.3625	0.0	723.0	0.771	-1.125	110	33.0	-21.0	0.0769089813394674	-15.0	393.8116455078125	0.5243337154388428	0.20852281153202057	0.06462204456329346	0.7365084290504456	39.2026481628418	5.90496826171875
1999-05-13	5.318333333333334	0.2313333333333336	3.760916666666666	62.13333333333333	0.7333333333333333	0.0	701.0	0.747	-1.102	110	34.0	-21.0	0.2700517901448058	-15.0	390.4450988769531	0.5170701146125793	0.1880694329738617	0.06187876686453819	0.7691686153411865	41.49831771850586	5.400971412658691
1999-05-14	6.8429166666666665	0.1611666666666664	4.339875	53.59166666666667	0.7208333333333335	0.0	472.3	0.722	-1.079	110	35.0	-21.0	0.0562190236387587	-15.0	386.44744873046875	0.6365423798561096	0.18599086999893188	0.06788883358240128	0.7931342124938965	48.27778625488281	5.225739002227783
1999-05-15	7.0441666666666665	0.4393333333333356	2.9998750000000007	56.583333333333336	0.2291666666666666	0.0	721.0	0.696	-1.058	110	36.0	-21.0	0.0100863985299412	-15.0	386.13702392578125	0.6782326698303223	0.18482469022274017	0.07118918001651764	0.8102619051933289	49.52889633178711	4.928411960601807
1999-05-16	7.186666666666667	0.7560000000000002	1.7014166666666668	62.04166666666666	0.2833333333333332	0.0	564.7	0.667	-1.038	110	37.0	-21.0	0.3797965618790567	-1.5	382.6633605957031	0.8425894379615784	0.17958183586597443	0.07620631158351898	0.8198809623718262	52.131324768066406	4.786627292633057
1999-05-17	7.374999999999999	0.882666666666668	2.430375	69.4875	0.5666666666666665	0.0	609.7	0.636	-1.018	110	38.0	-8.54233573767213	0.7173382330164465	-2.5508	375.86419677734375	1.4643542766571045	0.17806513607501984	0.0849732980132103	0.8256469368934631	52.214447021484375	4.316009998321533
1999-05-18	11.949166666666668	1.4559999999999995	1.8833333333333333	57.6	0.3666666666666667	0.0	737.0	0.607	-0.999	110	39.0	-8.156891183118844	0.5319910623230182	-1.5	363.8006896972656	0.40855178236961365	0.277602881193161	0.06275130808353424	0.7039733529090881	39.545562744140625	3.4387049674987793
1999-05-19	12.930833333333332	2.1361666666666688	3.300958333333333	48.2375	0.1625	0.0	747.0	0.574	-0.979	110	40.0	-4.609147426806913	0.5622800539868549	-5.2229	356.148681640625	0.34081411361694336	0.2769540250301361	0.05680878832936287	0.6408762335777283	34.009456634521484	2.9475669860839844
1999-05-20	12.16375	2.3185	1.8885416666666668	62.41666666666666	0.0	0.0	746.0	0.545	-0.961	110	41.0	-3.009289049304074	0.2198430394836154	-5.4276	350.5639343261719	0.34244173765182495	0.28177499771118164	0.05708654224872589	0.6017619371414185	33.69948959350586	2.651334762573242
1999-05-21	12.94833333333333	2.2503333333333337	3.381333333333333	62.708333333333336	0.2333333333333333	0.0	748.0	0.542	-0.945	110	42.0	-2.584441154376516	0.6753492425558429	-3.1269	344.309326171875	0.35749977827072144	0.29182004928588867	0.05807514861226082	0.570007860660553	33.569091796875	2.3926796913146973
1999-05-22	12.764166666666668	2.236833333333334	4.820958333333333	68.16250000000001	0.854166666666667	0.1	664.5	0.522	-0.93	110	43.0	-3.012001560284595	0.3572077064393281	-5.67	347.3585510253906	0.320050448179245	0.3273504972457886	0.05482024699449539	0.5439470410346985	29.46078109741211	2.0881729125976562
1999-05-23	10.941666666666668	0.8374999999999986	6.124416666666669	68.15416666666667	0.6375000000000001	0.2	829.0	0.499	-0.915	110	44.0	-5.623818838101503	0.360464568371641	-13.2906	345.1463623046875	0.3173374831676483	0.33563169836997986	0.05493895336985588	0.5254865884780884	31.101051330566406	1.9557546377182007
1999-05-24	13.759583333333332	0.1436666666666664	6.675291666666667	70.16666666666667	0.7749999999999999	1.8999999999999992	678.7	0.479	-0.901	110	45.0	-9.049124681366775	0.4253438650014798	-15.0	345.0970458984375	0.3297513723373413	0.35831114649772644	0.05456345155835152	0.5149271488189697	30.478181838989258	1.856765627861023
1999-05-25	13.718333333333332	0.200666666666665	5.623041666666666	64.35416666666667	0.6625000000000001	0.0	764.0	0.503	-0.898	110	46.0	-11.38472123320562	0.5522487953599919	-15.0	344.92572021484375	0.367443710565567	0.35173824429512024	0.0537855327129364	0.5060526132583618	31.048059463500977	1.8635118007659912
1999-05-26	12.704583333333334	0.4819999999999975	4.956124999999999	56.89166666666667	0.2916666666666666	0.5999999999999998	831.0	0.538	-0.899	110	47.0	-12.63634180685209	1.1113546168754862	-13.5387	344.4172668457031	0.36298054456710815	0.351420134305954	0.05403541773557663	0.5055831074714661	32.62784957885742	1.8326756954193115
1999-05-27	12.809583333333334	0.4648333333333347	4.915416666666666	70.16666666666667	0.7166666666666667	0.0	598.4	0.5680000000000001	-0.901	110	48.0	-12.20253341961918	1.4397693905263995	-15.0	340.608154296875	0.3618859052658081	0.4110119640827179	0.054220832884311676	0.5207534432411194	32.07441711425781	1.930319905281067
1999-05-28	12.619166666666668	1.3193333333333328	2.398916666666666	69.19166666666668	0.5958333333333333	0.0	661.8	0.584	-0.904	110	49.0	-13.11470411980039	2.024371949065876	-13.4697	337.5315246582031	0.356842964887619	0.453604131937027	0.05441303551197052	0.5232998132705688	31.557390213012695	2.0572562217712402
1999-05-29	13.975416666666666	1.807500000000001	6.412708333333334	73.45416666666667	0.6875	0.2	496.2	0.576	-0.906	110	50.0	-12.73102425044359	11.531653021957512	-12.2478	326.38336181640625	0.39401236176490784	0.48632699251174927	0.06132841855287552	0.5183737874031067	30.724292755126953	2.4503121376037598
1999-05-30	11.397916666666667	0.9823333333333332	3.961208333333333	56.625	0.6041666666666669	0.0	660.5	0.5609999999999999	-0.906	110	51.0	-13.59658836872471	1.3476237492003753	-13.4893	324.0823669433594	0.3847990036010742	0.4621289074420929	0.061405960470438004	0.5160099267959595	31.013870239257812	2.530733585357666
1999-05-31	11.0775	1.2784999999999975	3.152625000000001	64.2625	0.4291666666666666	0.0	862.0	0.552	-0.904	110	52.0	-14.15631797452288	4.1738583466042245	-13.4792	324.75897216796875	0.3466954231262207	0.4604702591896057	0.05904035270214081	0.5131520628929138	33.083457946777344	2.5119104385375977
1999-06-01	14.995416666666667	1.152000000000001	6.689125000000001	48.34166666666666	0.5708333333333336	0.0	770.0	0.536	-0.899	110	53.0	-9.029919234364424	4.2432875525326885	-13.1968	323.4087829589844	0.344291090965271	0.4458867907524109	0.057021670043468475	0.5101847052574158	36.36759948730469	2.3481457233428955
1999-06-02	15.68291666666667	0.5148333333333355	6.096708333333333	58.69583333333333	0.2041666666666665	0.0	797.0	0.515	-0.892	110	54.0	-14.02376180448345	1.5541971254687803	-11.5412	324.076416015625	0.33542510867118835	0.44136306643486023	0.05612112581729889	0.5102723240852356	38.90691375732422	2.2084457874298096
1999-06-03	14.065	1.7289999999999974	3.1880416666666664	73.0	0.5916666666666667	0.0	784.0	0.489	-0.882	110	55.0	-14.57996756748732	2.4504106604594824	-13.4123	324.8623352050781	0.33000117540359497	0.4911660850048065	0.05582921579480171	0.5101546049118042	40.54774475097656	2.1534111499786377
1999-06-04	15.39875	2.8184999999999985	4.098999999999999	70.47500000000001	0.7458333333333332	0.2	568.3	0.46	-0.877	110	56.0	-9.141632386039964	5.346609963388625	-10.1165	319.6583251953125	0.3556229770183563	0.5241482257843018	0.05558577552437782	0.5100960731506348	40.79008102416992	2.0724849700927734
1999-06-05	14.880000000000004	1.7776666666666667	5.452791666666666	74.425	0.8166666666666668	2.799999999999999	664.5	0.433	-0.875	110	57.0	-5.270629221329011	0.8889433799843632	-13.1924	318.69207763671875	0.3577670156955719	0.5383511185646057	0.05561493709683418	0.5080572962760925	41.214454650878906	2.0916879177093506
1999-06-06	14.017916666666666	2.704833333333333	5.4060000000000015	74.77083333333333	0.8041666666666666	1.3999999999999997	757.0	0.406	-0.87	110	58.0	-9.0148628318544	1.439436863960816	-13.2999	324.943359375	0.37967997789382935	0.5420742630958557	0.054206982254981995	0.5035430788993835	42.282188415527344	2.038224697113037
1999-06-07	13.5625	3.405999999999999	1.7550833333333336	82.46666666666667	0.8375	0.0	542.5	0.382	-0.863	110	59.0	-10.98296359823726	2.378262136385046	-10.8714	320.9258728027344	0.38388344645500183	0.5444567203521729	0.05380156263709068	0.5047426819801331	42.86254119873047	2.2243382930755615
1999-06-08	14.826666666666668	3.636333333333331	2.683583333333333	74.45833333333333	0.6124999999999999	0.6999999999999997	775.0	0.359	-0.859	110	60.0	-9.632118847228233	22.74476700597065	-9.3026	311.49969482421875	0.37272754311561584	0.558835506439209	0.05411659553647041	0.5130807161331177	43.00563049316406	2.54451060295105
1999-06-09	13.575416666666673	3.019000000000002	4.604666666666666	91.0	0.7875000000000001	1.6000000000000003	277.4	0.421	-0.857	110	61.0	-2.767609544039671	1.0721258003140612	-7.3933	304.06048583984375	0.46229809522628784	0.6249921321868896	0.03618569299578667	0.4583519697189331	47.64596176147461	2.3420279026031494
1999-06-10	15.588333333333331	2.733833333333333	3.092083333333333	70.625	0.1958333333333333	0.0	736.0	0.446	-0.864	110	62.0	-7.05678500237686	1.5336111492647988	-13.3391	303.450927734375	0.4122519791126251	0.6079925298690796	0.05073801428079605	0.4427441954612732	47.28955841064453	2.404308795928955
1999-06-11	15.75125	4.125	2.168375	69.08333333333333	0.5250000000000001	0.0	680.3	0.448	-0.877	110	63.0	-6.674180939943956	4.714490638742809	-1.5	301.7382507324219	0.3617709279060364	0.5788968801498413	0.05483415350317955	0.4476833641529083	48.018218994140625	2.356494903564453
1999-06-12	16.72291666666667	3.1895000000000007	3.747125000000001	66.625	0.6458333333333334	0.0	675.5	0.438	-0.888	110	64.0	-3.515536910693383	3.108849685804312	-10.1875	301.47308349609375	0.3527129292488098	0.5622163414955139	0.056214749813079834	0.45305317640304565	49.5070686340332	2.2261505126953125
1999-06-13	18.91375	3.226000000000001	3.530375	65.12916666666666	0.4083333333333332	0.5999999999999998	696.1	0.426	-0.896	110	65.0	-3.685895504310454	0.8247839346978686	-11.3684	301.857177734375	0.34520331025123596	0.5511448979377747	0.056777287274599075	0.4615079164505005	50.37397003173828	2.1565239429473877
1999-06-14	19.552916666666665	4.599166666666665	2.6595833333333334	79.54166666666667	0.6875000000000001	0.0	671.4	0.42	-0.9	110	66.0	-3.794414111314544	1.690476255617419	-2.0069	300.98101806640625	0.33868104219436646	0.5413897633552551	0.05749502778053284	0.4723946154117584	50.91381072998047	2.129187822341919
1999-06-15	19.091666666666665	6.490166666666667	3.98325	68.10416666666667	0.6833333333333336	0.0	687.0	0.41	-0.901	110	67.0	-2.690455686954567	1.6966209039963638	-6.6672	300.1072692871094	0.36307406425476074	0.5363999009132385	0.058912914246320724	0.4770187735557556	51.86499786376953	2.0418617725372314
1999-06-16	18.55666666666666	6.501333333333333	2.189416666666667	74.6875	0.3416666666666666	0.0	722.0	0.396	-0.903	110	68.0	-3.600762129511955	1.0301848718598694	-5.612	300.0291442871094	0.37090954184532166	0.5176376700401306	0.061176445335149765	0.487560898065567	51.62284851074219	2.028738260269165
1999-06-17	19.315	6.675499999999998	3.206166666666668	66.29166666666667	0.25	0.0	750.0	0.387	-0.908	110	69.0	-3.442122352316376	4.851873491084326	-5.4856	301.76434326171875	0.3857623040676117	0.5270755290985107	0.05415624752640724	0.5207892060279846	50.36223602294922	1.9457714557647705
1999-06-18	13.627499999999996	6.772666666666671	4.340833333333333	71.5125	0.225	0.0	694.5	0.385	-0.911	110	70.0	-3.216678914211738	2.160063289442818	-5.4926	301.52197265625	0.38569119572639465	0.5377064347267151	0.05418627709150314	0.5235546231269836	50.57313919067383	1.9524364471435547
1999-06-19	17.66916666666667	6.2455	4.301416666666667	68.29166666666667	0.3791666666666666	0.0	641.9	0.377	-0.914	110	71.0	-5.299574213957659	1.6980845203392758	-7.3667	300.4563293457031	0.385910302400589	0.5430734157562256	0.05418475344777107	0.5231472849845886	50.482810974121094	2.0505783557891846
1999-06-20	18.8025	6.244666666666667	5.082125	68.41666666666667	0.5083333333333334	0.0	723.0	0.363	-0.921	110	72.0	-5.786334951861658	2.025485118634597	-5.7298	299.8258972167969	0.3866509199142456	0.5456421375274658	0.054168980568647385	0.5275388956069946	50.552730560302734	2.093761682510376
1999-06-21	16.187916666666666	6.1931666666666665	3.96575	73.28333333333333	0.6083333333333334	0.2	446.6	0.361	-0.932	110	73.0	-6.508466337912994	1.939509110830036	-5.5553	294.7358093261719	0.43228578567504883	0.5440105199813843	0.0629565566778183	0.520394504070282	51.58598709106445	2.3827965259552
1999-06-28	18.949583333333333	5.219333333333333	3.7642916666666673	70.24583333333334	0.425	0.0	751.0	0.403	-0.969	110	80.0	-9.186809189404135	5.119446581736242	-5.7131	293.74359130859375	0.419655978679657	0.5638089776039124	0.06361076980829239	0.5344587564468384	50.695152282714844	2.730531692504883
1999-06-29	17.545416666666668	5.1935	4.06275	76.54166666666667	0.4083333333333334	2.2000000000000006	749.0	0.393	-0.966	110	81.0	-7.165328646572902	3.4373966411487964	-9.8152	294.3736572265625	0.40235593914985657	0.5992379188537598	0.06041668355464935	0.5571372509002686	50.30665969848633	2.9157791137695312
1999-06-30	18.79625	5.713500000000002	3.112416666666667	66.90416666666667	0.4249999999999999	0.0	714.0	0.376	-0.965	110	82.0	-5.665958394923732	1.9368804893314289	-7.7555	294.8425598144531	0.3927389681339264	0.6070166826248169	0.057998962700366974	0.5694750547409058	50.16934585571289	2.9920454025268555
1999-07-01	19.46	5.844166666666666	3.851416666666668	74.66666666666667	0.5458333333333335	0.0	586.5	0.361	-0.963	110	83.0	-5.497331222130099	4.940482436504414	-7.6541	292.0837097167969	0.39308109879493713	0.5897883176803589	0.0565616674721241	0.5800720453262329	50.648895263671875	3.270937919616699
1999-07-02	16.90125	6.214166666666669	3.9342916666666654	73.86666666666666	0.9083333333333335	0.5999999999999998	737.0	0.349	-0.959	110	84.0	-5.004097320819531	1.962981875544728	-8.4701	292.8398742675781	0.396927148103714	0.5976277589797974	0.05575624480843544	0.6071814894676208	50.05946731567383	3.604600191116333
1999-07-03	16.72041666666667	5.450666666666667	7.317416666666666	67.83333333333333	0.3041666666666665	0.0	780.0	0.3389999999999999	-0.954	110	85.0	-5.950710305161606	2.638043957403159	-13.3263	294.58935546875	0.4013972282409668	0.6242082715034485	0.055369261652231216	0.6416820883750916	50.02977752685547	4.005684852600098
1999-07-04	17.642500000000002	5.535666666666664	4.184708333333334	57.11666666666667	0.5083333333333334	0.0	789.0	0.353	-0.95	110	86.0	-9.728961439754292	1.734363932090946	-9.849	295.9381103515625	0.40032824873924255	0.6385763883590698	0.05546889454126358	0.6675227880477905	50.07444763183594	4.332250595092773
1999-07-05	18.95625	5.520333333333337	3.997791666666668	76.29166666666667	0.8874999999999998	1.1000000000000003	675.0	0.469	-0.938	110	87.0	-10.4794676968979	6.514148703689842	-8.6391	294.3741149902344	0.3858436048030853	0.6408094763755798	0.05404345691204071	0.6818433403968811	51.408714294433594	4.29036808013916
1999-07-06	18.935	5.758166666666668	4.268375000000001	76.625	0.5541666666666666	0.0	572.2	0.544	-0.923	110	88.0	-5.440957828183965	1.99661869967328	-9.228	291.9501037597656	0.3878967761993408	0.6197749972343445	0.054047875106334686	0.6661941409111023	51.64554214477539	4.6087799072265625
