Date	delT	U	CC	SWR	Hum	Prec	AirT	AirP	Ice_d	days from iceoff date	MLD	W	thermD	NO3	SRP	TotP	NH4	Chl
2004-04-14	0.032629967	1.5861375000000002	0.0041666666666666	258.56923611111114	50.77427083333333	0.0	8.352916666666667	1023.1923958333332	56.0	43.0	-5.25	0.1879791999870755	-0.25	0.4377983510494232	3.936985731124878	50.43970489501953	0.01358653511852026	26.092016220092773
2004-04-15	0.032260895	2.3820375	0.0166666666666666	261.2676736111111	48.235347222222224	0.0	10.11326388888889	1021.2729513888888	56.0	44.0	-5.25	0.1021098581667484	-0.25	0.394688218832016	2.3663625717163086	49.481597900390625	0.013176164589822292	29.22467613220215
2004-04-16	0.0058202744	2.8129875	0.11875	263.94614583333333	50.37357638888889	0.0	12.506354166666666	1015.0049652777778	56.0	45.0	-5.25	0.0078227043000272	-0.25	0.3533557057380676	0.9590557217597961	48.826961517333984	0.014704570174217224	30.143123626708984
2004-04-17	0.018007278	2.175975	0.2312499999999999	266.60312500000003	60.125590277777775	0.0	11.787291666666668	1005.7050347222222	56.0	46.0	-5.25	0.0252749539009242	-0.25	0.3676588833332062	-0.08329315483570099	49.45006561279297	0.01622215285897255	27.691617965698242
2004-04-18	0.025356293	4.224600000000001	0.5104166666666666	269.23847222222224	59.63645833333334	0.0	12.851875	996.004027777778	56.0	47.0	-5.25	0.0147696386139465	-0.25	0.39571231603622437	-0.34728091955184937	50.42311096191406	0.019171740859746933	22.265769958496094
2004-04-19	0.017961502	3.3447	0.78125	271.84746527777776	77.19850694444445	0.0166666666666666	10.813125	996.06375	56.0	48.0	-5.25	0.0083861590850628	-0.25	0.35304558277130127	-0.49298936128616333	50.972007751464844	0.02190207690000534	19.162609100341797
2004-04-20	0.049289703	1.2188625	0.5375	274.4364583333333	66.13958333333333	0.0	10.4065625	1007.3980555555556	56.0	49.0	-5.25	0.115300729308488	-0.25	0.35999852418899536	0.6539053916931152	52.8138542175293	0.02353617548942566	13.605076789855957
2004-04-21	0.17601204	1.7376375	0.69375	277.00100694444444	59.57336805555556	0.0	12.31652777777778	1014.8075347222222	56.0	50.0	-2.4924154544701644	0.2696754929932146	-1.4829	0.3919772505760193	2.581944227218628	54.84231948852539	0.024479113519191742	12.998079299926758
2004-04-22	0.31012344	1.4155875	0.7020833333333334	279.5368055555556	53.84607638888889	0.0	14.885694444444445	1014.3072569444444	56.0	51.0	-2.045686349831348	0.6602549386144894	-2.4863	0.36398863792419434	4.1418304443359375	55.492183685302734	0.020595798268914223	14.184934616088867
2004-04-23	0.47222614	1.8699375	0.8041666666666667	282.0504513888889	75.76864583333334	0.1083333333333333	9.84388888888889	1017.125	56.0	52.0	-2.155830012643523	0.492773167895017	-0.5	0.3203437626361847	5.149945259094238	55.54790115356445	0.018408123403787613	10.50748062133789
2004-04-24	0.47062206	2.8870500000000003	0.7770833333333332	284.53743055555555	78.81034722222222	0.0333333333333333	8.616319444444445	1021.3415625	56.0	53.0	-3.54959793721936	0.5865290654708043	-3.0518	0.2910696864128113	5.350630760192871	55.340145111083984	0.016608424484729767	12.271822929382324
2004-04-25	0.08946991	2.5320750000000003	0.6041666666666666	286.9930902777777	57.83197916666666	0.0	10.3609375	1024.929513888889	56.0	54.0	-5.25	0.3985661457372154	-5.0	0.2924298644065857	5.2307047843933105	54.052921295166016	0.012293481267988682	19.496416091918945
2004-04-26	0.0015954971	2.70555	0.9875	289.4247569444445	78.61486111111111	0.0375	10.470555555555556	1022.2420138888888	56.0	55.0	-5.25	0.0047769280955694	-0.25	0.3066737949848175	4.653533935546875	50.77577590942383	0.008903715759515762	22.656831741333008
2004-04-27	0.008434296	3.0109875	0.85	291.82680555555555	61.06090277777778	0.0	11.970208333333334	1016.6392361111112	56.0	56.0	-5.25	0.0065404748418331	-0.25	0.38365742564201355	4.591788291931152	48.3479118347168	0.012989187613129616	23.57602310180664
2004-04-28	0.031879425	4.202325	0.1166666666666666	294.19586805555554	36.78729166666667	0.0	12.915486111111113	1013.3942361111112	56.0	57.0	-5.25	0.0200343154959937	-0.25	0.42517900466918945	4.927046298980713	45.507530212402344	0.025368375703692436	25.569704055786133
2004-04-29	-0.0014591217	6.7046625	0.6666666666666666	296.53819444444446	36.57326388888889	0.0	13.56920138888889	1009.0336111111112	56.0	58.0	-5.25	0.0003988745397749	-0.25	0.38527506589889526	4.186618804931641	44.32487869262695	0.03126664459705353	24.80103874206543
2004-04-30	-0.0014371872	7.700400000000001	0.5041666666666667	298.84947916666664	38.37020833333333	0.0	15.11638888888889	1005.7406597222222	56.0	59.0	-5.25	0.0001927522357803	-0.25	0.3452604413032532	2.0579605102539062	44.76097106933594	0.031944435089826584	24.308441162109375
2004-05-01	0.004460335	3.6457125	0.5291666666666667	301.1256597222222	51.35704861111111	0.0	15.932638888888889	1003.6835763888888	56.0	60.0	-5.25	0.0010929034326308	-0.25	0.261860191822052	0.7157378792762756	47.4398078918457	0.03606606647372246	19.689645767211914
2004-05-02	0.001791954	4.2353625	0.8770833333333333	303.3725	83.24145833333334	0.0041666666666666	12.882708333333332	1003.8538541666668	56.0	61.0	-5.25	0.0018098261150792	-0.25	0.248494952917099	2.077645778656006	52.67155075073242	0.0393313392996788	16.72527313232422
2004-05-03	0.001414299	3.735070833333333	0.80625	311.4285185185185	64.71309027777778	0.0208333333333333	14.429583333333332	1003.5254513888888	56.0	62.0	-5.25	0.000702692061167	-0.25	0.3834903836250305	4.642815113067627	56.4970703125	0.03791527822613716	17.44854164123535
2004-05-04	0.07433605	2.9125	0.7895833333333333	222.91666666666663	77.25	0.0833333333333333	15.391666666666666	994.7291666666666	56.0	63.0	-5.25	0.1838201976051218	-0.5	0.4430553913116455	7.211823463439941	59.510501861572266	0.04092436656355858	20.117904663085938
2004-05-05	0.34947395	4.034854166666666	0.5437500000000001	272.7683101851852	60.493159722222224	0.3208333333333333	16.839270833333334	988.0441666666668	56.0	64.0	-4.132952017622477	0.1597260306820068	-1.7869	0.4480559229850769	9.480830192565918	60.7243537902832	0.04225615784525871	21.239410400390625
2004-05-06	0.07405472	2.409139772727273	0.7770833333333332	311.9347821969697	75.67335542929293	0.0583333333333333	14.750271464646463	990.3935574494948	56.0	65.0	-5.25	0.7900355082603895	-5.0	0.31774479150772095	11.498554229736328	60.041717529296875	0.035173360258340836	18.204559326171875
2004-05-07	0.10482788	4.948902272727273	0.8479166666666668	313.9950662878788	79.47607638888888	0.0541666666666666	12.619958964646464	992.6352904040403	56.0	66.0	-5.25	0.1303380737608435	-0.25	0.19007059931755066	13.06756591796875	59.27300262451172	0.037509310990571976	12.51671314239502
2004-05-08	-0.0019416809	3.749267045454546	0.7937500000000001	315.5960984848485	64.66679292929292	0.0	11.267765151515151	1000.4596654040404	56.0	67.0	-5.25	0.0006251809528187	-0.25	0.13044612109661102	13.959393501281738	57.918025970458984	0.04463638737797737	17.600238800048828
2004-05-09	-0.00062179565	3.9215352272727273	0.8979166666666667	317.84601325757575	79.71956755050505	0.1041666666666666	11.121679292929294	1001.653759469697	56.0	68.0	-5.25	0.0004356077516358	-0.25	0.1234058141708374	13.491093635559082	55.45586013793945	0.049615953117609024	19.911460876464844
2004-05-10	-0.00026226044	3.708923863636364	0.8020833333333334	320.2249273989899	78.58976641414141	0.0666666666666666	13.811066919191918	1005.7196243686868	56.0	69.0	-5.25	0.0001117105374265	-0.25	0.12199010699987411	18.065343856811523	57.46310806274414	0.0655931606888771	18.745494842529297
2004-05-11	-0.0010643005	3.5348625000000005	0.7000000000000001	322.00319444444443	70.48871527777779	0.0	14.383472222222222	1012.5535069444444	56.0	70.0	-5.25	0.0007040343346808	-0.25	0.11957278102636337	23.079177856445312	57.745582580566406	0.07674825191497803	18.527475357055664
2004-05-12	-0.00048065186	2.42985	0.95625	323.88652777777776	79.26736111111111	0.0499999999999999	11.347743055555554	1014.5830208333332	56.0	71.0	-5.25	0.0008586799533164	-0.25	0.10964884608983994	21.332483291625977	57.715797424316406	0.07817786186933517	17.391733169555664
2004-05-13	-0.00039482117	2.495025	0.8624999999999999	325.7310763888889	78.79656250000001	0.0458333333333333	9.848888888888888	1016.0495833333332	56.0	72.0	-5.25	0.0004903810271784	-0.25	0.10751517117023468	17.31940460205078	56.12699890136719	0.0685855969786644	15.639512062072754
2004-05-14	0.01515007	2.056067788461539	0.60625	327.9822217770655	58.23740340099715	0.0	10.060620548433048	1021.8547217770656	56.0	73.0	-5.25	0.0490919578191958	-0.25	0.16289469599723816	17.188053131103516	58.179718017578125	0.05340961366891861	16.063453674316406
2004-05-15	0.01917839	4.908975000000001	0.8020833333333334	329.2989236111111	73.191875	0.0708333333333333	11.32201388888889	1020.3832638888888	56.0	74.0	-5.25	0.0218170664510971	-0.25	0.16039994359016418	16.654029846191406	59.08049392700195	0.052503976970911026	16.31362533569336
2004-05-16	-0.000667572	2.6956125	0.4666666666666666	331.02180555555555	59.62545138888888	0.0	13.148020833333334	1023.3760416666668	56.0	75.0	-5.25	0.00054809973334	-0.25	0.14476239681243896	14.489151954650879	57.4797477722168	0.04917649179697037	17.86637306213379
2004-05-17	0.0032615662	1.9820625000000005	0.875	332.7028125	61.9046875	0.0	14.578854166666666	1022.85875	56.0	76.0	-5.25	0.0078529944231674	-0.25	0.13913992047309875	12.5249605178833	57.244388580322266	0.04672764614224434	17.884366989135742
2004-05-18	0.021814346	3.5334750000000006	0.6895833333333333	334.34211805555555	53.82788194444444	0.0	16.043368055555558	1019.8769791666668	56.0	77.0	-5.25	0.0490291683833649	-0.25	0.13973014056682587	9.623347282409668	55.96800231933594	0.04371197894215584	18.461862564086914
2004-05-19	-0.0025672913	6.153354545454547	0.5854166666666667	336.123134469697	46.26983901515152	0.0	15.119185606060606	1017.8060511363636	56.0	78.0	-5.25	0.000994804612523	-0.25	0.1338382214307785	7.191905498504639	54.885009765625	0.04286418855190277	19.843456268310547
2004-05-20	-0.0017795563	3.3570000000000007	0.6	337.4917708333333	53.76305555555555	0.0	12.988506944444444	1016.9705208333334	56.0	79.0	-5.25	0.0005815735049264	-0.25	0.13683366775512695	6.359941482543945	56.03697967529297	0.04383664205670357	17.26345443725586
2004-05-21	0.0031166077	1.8322875000000003	0.81875	338.9973958333333	61.5684375	0.0	11.254826388888889	1014.6603125	56.0	80.0	-5.25	0.0199057124078165	-0.25	0.15081539750099182	6.517566204071045	57.40663528442383	0.04448200762271881	14.494403839111328
2004-05-22	0.006095886	4.2749625	0.4875	340.45975694444445	54.19291666666667	0.0583333333333333	8.833055555555555	1016.5127430555556	56.0	81.0	-5.25	0.006757285367347	-0.25	0.13729916512966156	7.51206111907959	57.4322624206543	0.04496031627058983	13.64610767364502
2004-05-23	-0.002623558	4.0702125	0.63125	341.8805208333333	68.8157986111111	0.1125	7.990381944444445	1015.6155555555556	56.0	82.0	-5.25	0.0010210851053516	-0.25	0.14210791885852814	10.42309284210205	61.839412689208984	0.051329776644706726	14.321928977966309
2004-05-24	-0.0031785965	4.7817375	0.6354166666666666	343.2527777777778	66.71190972222222	0.0083333333333333	9.430694444444445	1019.4079513888888	56.0	83.0	-5.25	0.0016723938977262	-0.25	0.15194563567638397	13.182304382324219	63.36702346801758	0.05319615826010704	16.322797775268555
2004-05-25	-0.0018577576	4.981168333333334	0.69375	189.87400462962964	71.34586111111112	0.0125	10.59661111111111	1017.2761388888888	56.0	84.0	-5.25	0.0006279214930119	-0.25	0.1758648157119751	15.497207641601562	66.17840576171875	0.05687681585550308	18.370988845825195
2004-05-26	-0.00022029877	4.0200375	0.6145833333333334	296.4521527777778	65.09177083333333	0.0041666666666666	9.615277777777775	1016.6906944444444	56.0	85.0	-5.25	7.062271478964809e-05	-0.25	0.19964337348937988	16.6124267578125	67.11011505126953	0.05784203112125397	19.66891860961914
2004-05-27	-0.00062179565	2.508975	0.6354166666666666	347.09840277777784	82.73868055555555	0.0875	9.478125	1020.1126736111112	56.0	86.0	-5.25	0.0003093427974116	-0.25	0.19480028748512268	17.922164916992188	66.58002471923828	0.05741175264120102	18.605894088745117
2004-05-28	0.043670654	0.945975	0.24375	348.2859375	59.24069444444444	0.0	12.667048611111111	1024.733715277778	56.0	87.0	-5.25	0.4598820574075604	-0.25	0.19626176357269287	18.157569885253906	63.212345123291016	0.050038762390613556	21.2487850189209
2004-05-29	0.23408699	1.5225	0.0666666666666666	349.42645833333336	50.10829861111111	0.0	13.884479166666669	1025.5911805555554	56.0	88.0	-1.746690945668405	0.5167790676217917	-1.1718	0.19286921620368958	16.528894424438477	58.55697250366211	0.043534714728593826	25.04166603088379
2004-05-30	0.33979797	1.8549375	0.5125000000000001	350.51923611111107	41.70211805555555	0.0	16.525381944444444	1022.6594444444444	56.0	89.0	-2.654630794755406	1.2195482490337572	-2.9479	0.14344215393066406	13.581421852111816	54.565093994140625	0.03881369158625603	24.89023208618164
2004-05-31	0.42267227	4.122262500000001	0.7458333333333332	351.5642361111111	35.49458333333333	0.0041666666666666	17.885347222222222	1017.9094097222222	56.0	90.0	-3.582640588758816	0.2520754277102621	-3.3183	0.10614224523305893	10.201945304870605	52.407405853271484	0.03440079465508461	19.957101821899414
2004-06-01	0.072665215	3.336225	0.7791666666666667	352.56086805555555	54.788090277777776	0.0416666666666666	16.1446875	1016.65875	56.0	91.0	-5.25	0.1320903708810354	-0.25	0.0731995478272438	7.040071964263916	50.64912796020508	0.028835952281951904	13.698310852050781
2004-06-02	0.011629105	2.1875625	0.95	353.5052430555556	73.32847222222222	0.0791666666666666	13.81951388888889	1018.0043055555556	56.0	92.0	-5.25	0.0309772250011655	-0.25	0.04105006530880928	1.7540532350540161	49.950279235839844	0.025767365470528603	9.746954917907715
2004-06-03	0.0059509277	3.0684375	0.4583333333333333	354.40430555555554	39.81010416666667	0.0	17.412916666666668	1020.9680208333334	56.0	93.0	-5.25	0.0068282083034807	-0.25	0.04613473266363144	0.42513489723205566	52.51789855957031	0.028469614684581757	15.743291854858398
2004-06-04	0.027605057	2.090025	0.8729166666666667	355.25371527777776	72.25868055555556	0.4458333333333333	14.3725	1017.1129861111112	56.0	94.0	-5.25	0.100331080923091	-0.25	0.08583410084247589	4.399141311645508	63.6995849609375	0.055757224559783936	15.199822425842285
2004-06-05	0.19498444	1.6210125000000002	0.8333333333333334	356.050625	71.97350694444445	0.1541666666666666	15.024201388888889	1012.6310069444444	56.0	95.0	-3.2966929693993765	0.3913228807914492	-2.4668	0.10334791988134384	10.334038734436035	69.8563461303711	0.08143164962530136	16.835163116455078
2004-06-06	0.3303547	2.332425	0.2375	356.8008333333334	60.694340277777776	0.0	15.7803125	1017.7957986111112	56.0	96.0	-2.4998825477962	0.7843068713609878	-2.0689	0.05698323994874954	14.336833953857422	65.12455749511719	0.055004674941301346	18.95853042602539
2004-06-07	0.17709541	1.7301375000000003	0.44375	357.49763888888884	60.82874999999999	0.0	17.737395833333334	1019.4433333333332	56.0	97.0	-4.6821206938626965	1.400728372605204	-4.5167	0.0245361328125	15.393529891967773	60.64654541015625	0.03442193567752838	22.89316177368164
2004-06-08	0.29855156	3.25155	0.5041666666666667	358.14736111111114	54.94885416666667	0.0	19.22836805555556	1018.7676388888888	56.0	98.0	-4.166789193506253	0.4527017506732924	-4.539	-0.0035256980918347836	14.418282508850098	57.777095794677734	0.026083996519446373	26.867433547973633
2004-06-09	0.03548622	2.842575	0.7708333333333334	358.74326388888886	76.77784722222222	0.5291666666666667	15.316423611111112	1019.9484722222222	56.0	99.0	-5.25	0.2578080216891385	-0.25	-0.004033601377159357	14.069470405578613	57.34553146362305	0.02384619414806366	22.424245834350586
2004-06-10	0.031700134	2.3975250000000004	0.8312499999999999	359.2884027777778	71.31305555555555	0.0	18.43871527777777	1017.136840277778	56.0	100.0	-5.25	0.0767163310759712	-0.25	0.008320885710418224	15.787891387939453	59.86708450317383	0.026201965287327766	18.244749069213867
2004-06-11	0.03399849	3.2098875	0.8104166666666667	359.78288194444445	66.42423611111111	0.0	18.749305555555555	1013.555	56.0	101.0	-5.25	0.3683187313985239	-0.25	0.020458746701478958	14.723688125610352	57.08345031738281	0.03148571029305458	24.20641326904297
2004-06-12	-0.0019168854	3.3214500000000005	0.55625	360.22548611111114	60.82111111111112	0.1875	15.745347222222222	1014.6677777777776	56.0	102.0	-5.25	0.0017453304998123	-0.25	0.0326620377600193	18.248119354248047	65.5670166015625	0.05465657263994217	24.805946350097656
2004-06-13	-0.0016899109	2.5641000000000003	0.5895833333333333	360.6145138888889	68.48440972222222	0.0	15.600590277777778	1022.2651388888888	56.0	103.0	-5.25	0.0021526664754677	-0.25	0.03779596835374832	20.390478134155273	71.22811889648438	0.07203599065542221	22.5485897064209
2004-06-14	0.0014896393	5.196525	0.5583333333333333	360.9549652777778	62.29517361111112	0.0	16.00451388888889	1024.1785069444445	56.0	104.0	-5.25	0.0016342218046601	-0.25	0.03288023918867111	21.335615158081055	68.61772155761719	0.06893289089202881	21.36277961730957
2004-06-15	-0.0013427734	6.934387500000001	0.5666666666666667	361.2476388888888	64.950625	0.0166666666666666	17.940625	1012.4181597222224	56.0	105.0	-5.25	0.0003357279224208	-0.25	0.034644633531570435	23.247766494750977	71.4284896850586	0.06544992327690125	22.153308868408203
2004-06-16	-0.0024223328	6.328687500000001	0.5499999999999999	361.48145833333336	49.31090277777778	0.0	13.942361111111111	1012.1357638888888	56.0	106.0	-5.25	0.000673739207393	-0.25	0.0335010401904583	23.632261276245117	72.85531616210938	0.0635390505194664	21.97186279296875
2004-06-17	-0.0020999908	4.194375	0.8354166666666667	361.664375	77.04197916666666	0.2541666666666666	13.331805555555556	1007.5487847222222	56.0	107.0	-5.25	0.0011683554381801	-0.25	0.03469545394182205	26.42344856262207	79.57215881347656	0.07221081107854843	15.402052879333496
2004-06-18	-9.918213e-05	4.146187500000001	0.8291666666666666	361.7987152777778	77.07125	0.0541666666666666	13.942777777777778	1002.4867361111112	56.0	108.0	-5.25	8.391382347267168e-05	-0.25	0.0419602133333683	26.761486053466797	79.0309829711914	0.0763230249285698	11.009092330932617
2004-06-19	-0.001493454	4.206225	0.6645833333333333	361.8780902777778	69.07461805555555	0.1708333333333333	13.779895833333333	1002.3954513888888	56.0	109.0	-5.25	0.0009688018751216	-0.25	0.049741536378860474	25.46588897705078	77.48676300048828	0.08051653951406479	10.304423332214355
2004-06-20	-0.0017299652	2.3058375	0.4854166666666666	361.9023611111111	55.13666666666666	0.0	14.558888888888887	1006.8457291666668	56.0	110.0	-5.25	0.0032919498059391	-0.25	0.05165249854326248	23.85404396057129	75.61193084716797	0.07725720852613449	13.906973838806152
2004-06-21	0.023117065	3.2002875	0.5395833333333333	361.88229166666673	57.05291666666667	0.0	15.65392361111111	1010.2869097222224	56.0	111.0	-5.25	0.0721907157524545	-0.25	0.04604809358716011	23.92732048034668	72.94377136230469	0.06627686321735382	19.594125747680664
2004-06-22	0.013343811	3.2034400000000005	0.6437499999999999	361.6215782828283	65.60771148989899	0.2458333333333333	16.05949494949495	1014.8959375	56.0	112.0	-5.25	0.0180841106084121	-0.25	0.03402814641594887	25.775484085083008	72.54144287109375	0.059633638709783554	21.11099624633789
2004-06-23	0.001083374	3.9515625	0.69375	361.6798958333333	74.84822916666667	0.3333333333333333	17.092291666666668	1007.5905555555556	56.0	113.0	-5.25	0.0016282594271915	-0.25	0.026653146371245384	26.824037551879883	74.16264343261719	0.05867129564285278	18.982006072998047
2004-06-24	-0.0016708374	7.980412500000001	0.6145833333333334	361.4983680555556	49.9675	0.0	16.787673611111114	1006.3480555555556	56.0	114.0	-5.25	0.0003380639258276	-0.25	0.02636433020234108	28.314651489257812	75.81156921386719	0.0639616996049881	18.865768432617188
2004-06-25	-0.0025596619	7.106512500000001	0.6458333333333334	361.26909722222223	64.86753472222223	0.0249999999999999	14.323854166666663	1012.5993055555556	56.0	115.0	-5.25	0.0004394352319439	-0.25	0.026687975972890854	32.54768371582031	83.63116455078125	0.07596343010663986	18.05888557434082
2004-06-26	-0.0014305115	4.5255375	0.5854166666666667	360.9883680555556	64.09166666666667	0.0	14.313958333333334	1019.8213888888888	56.0	116.0	-5.25	0.0003932339568157	-0.25	0.03171145170927048	37.12770080566406	89.54241943359375	0.08744331449270248	19.89104652404785
2004-06-27	0.025856018	1.4792250000000002	0.8333333333333334	360.6533680555556	66.85868055555555	0.0	15.429722222222225	1017.4490625	56.0	117.0	-5.25	0.1101808826631302	-0.25	0.035148926079273224	39.91602325439453	91.63024139404297	0.09081871807575226	20.499874114990234
2004-06-28	0.15747261	5.3425875000000005	0.4916666666666667	360.2712152777778	60.51868055555556	0.0541666666666666	16.678333333333335	1017.8274652777776	56.0	118.0	-5.25	0.1465536700200307	-3.809	0.03119034692645073	39.54631805419922	87.99736785888672	0.07784082740545273	23.461013793945312
2004-06-29	-0.0030612946	4.9609125	0.5041666666666667	359.8347222222222	58.3746875	0.0124999999999999	15.0878125	1019.9242708333333	56.0	119.0	-5.25	0.0013979246464071	-0.25	0.026220912113785744	38.42253112792969	85.33406066894531	0.06743401288986206	22.558767318725586
2004-06-30	-3.8146973e-06	2.8134	0.74375	359.3446875	62.94770833333334	0.0	16.43875	1016.5460416666666	56.0	120.0	-5.25	0.0	-0.25	0.02282969281077385	36.24495315551758	83.97203063964844	0.06121594086289406	19.3323917388916
2004-07-01	0.0034770966	3.950025	0.7374999999999999	358.81125	64.81281249999999	0.0125	17.233645833333334	1008.7925694444444	56.0	121.0	-5.25	0.0072696681814265	-0.25	0.02264770306646824	30.95915985107422	84.20909118652344	0.05793678015470505	18.215274810791016
2004-07-02	-7.43866e-05	4.1837625	0.5854166666666667	358.2245833333333	59.08104166666666	0.0	16.077708333333334	1010.7669444444444	56.0	122.0	-5.25	0.0	-0.25	0.01985127292573452	26.145465850830078	83.1962890625	0.059792160987854004	17.29861831665039
2004-07-03	-0.002105713	5.54145	0.53125	357.5881597222222	72.47826388888889	0.1	14.6890625	1011.3399305555556	56.0	123.0	-5.25	0.0008581572913292	-0.25	0.019107813015580177	27.216798782348633	88.53034210205078	0.06759360432624817	18.686298370361328
2004-07-04	-0.0015335083	4.7141625000000005	0.6645833333333333	356.9023958333333	59.40340277777778	0.0166666666666666	16.26798611111111	1014.2670833333332	56.0	124.0	-5.25	0.0007795473303841	-0.25	0.020385002717375755	30.391305923461914	91.59738159179688	0.07342790067195892	20.702707290649414
2004-07-05	0.026229858	2.1156	0.63125	356.1675694444445	70.0826736111111	0.05	16.055243055555554	1014.7170138888888	56.0	125.0	-5.25	0.0620332589642529	-0.25	0.02655464969575405	30.835098266601562	88.74958801269531	0.07243926078081131	20.581296920776367
2004-07-06	0.07624054	3.3346875	0.2749999999999999	355.3805555555556	58.13024305555555	0.0	15.135451388888889	1019.7609722222222	56.0	126.0	-5.25	0.1486032910591044	-0.25	0.025545859709382057	36.275428771972656	90.86874389648438	0.06886883080005646	23.27764129638672
2004-07-07	0.020500183	2.24655	0.5479166666666667	354.54881944444446	47.04302083333334	0.0	18.12048611111111	1019.1917708333334	56.0	127.0	-5.25	0.0784320050851109	-0.25	0.020119449123740196	39.707035064697266	88.75038146972656	0.06386444717645645	25.08495330810547
2004-07-08	0.11828995	3.1580250000000003	0.8375	353.6655555555556	61.92079861111111	0.6666666666666666	19.636979166666663	1011.0571875	56.0	128.0	-5.068102066352735	0.1283963941052112	-0.86059	0.019120249897241592	39.644283294677734	85.73493194580078	0.06137923523783684	17.78099250793457
2004-07-09	0.109638214	6.131587500000001	0.7458333333333332	352.7347916666667	63.06395833333334	0.0	18.621666666666663	1006.9635416666666	56.0	129.0	-5.25	0.1055294426466258	-0.5	0.018330946564674377	37.07887649536133	85.85796356201172	0.0641472339630127	11.937117576599121
2004-07-10	-0.001045227	6.6095250000000005	0.7270833333333333	351.7597916666667	65.16166666666668	0.0666666666666666	15.781041666666669	1009.6543402777778	56.0	130.0	-5.25	0.0002240272909336	-0.25	0.020128851756453514	36.547874450683594	89.0186767578125	0.07221410423517227	10.710272789001465
2004-07-11	-0.0021247864	5.720512500000001	0.6479166666666667	350.7348263888889	57.56697916666667	0.0	15.640868055555556	1007.2842361111112	56.0	131.0	-5.25	0.0007045723297613	-0.25	0.01961055025458336	42.472904205322266	99.18885803222656	0.08841046690940857	14.399453163146973
2004-07-12	-0.0009460449	5.7825	0.9395833333333332	349.6633680555556	82.10961805555556	0.3166666666666666	14.122569444444444	1004.5824305555556	56.0	132.0	-5.25	0.0002984827219053	-0.25	0.028135022148489952	49.40812301635742	106.08553314208984	0.11304333060979843	14.246442794799805
