Date,U,CC,delT,AirT,Prec,SWR,Humidity,inflow,outflow,Ice_d,days from iceoff,thermD,MLD,W,NOX,O2,PO4,TotP,NH4,Si,Chl
2017-05-06,5.1654583333333335,0.3041666666666666,0.8763333333333332,8.955833333333333,0.0,622.9,67.8125,0.493,-0.733,86.0,35.0,-0.5,-18.78506188606656,2.9096296606636667,0.6638706405494287,358.9269578016744,0.08365210535251467,0.5971717255647212,0.6689067228791041,46.15916757552238,4.928669152458454
2017-05-07,5.251916666666667,0.1541666666666666,0.2888333333333328,4.6725,1.9,697.6,62.7375,0.459,-0.725,86.0,36.0,-2.8551,-20.20180561552618,0.2325761981144178,0.518618509367224,354.72879639970387,0.0871911875080795,0.5856850131833069,0.6741933474658949,46.08993988585814,4.565507028793464
2017-05-08,8.111833333333333,0.725,0.0599870681762695,2.3312500000000003,1.5,560.2,71.1125,0.43,-0.717,86.0,37.0,-20.75,-21.0,0.1068812559792065,0.5410144908862856,354.4045102546109,0.10218824369351906,0.5871917199517623,0.6889364193788313,46.0761767344891,4.165029281243654
2017-05-09,4.535791666666667,0.3625,0.1166666666666662,1.1754166666666668,0.0,572.9,67.62083333333334,0.408,-0.71,86.0,38.0,-20.75,-21.0,0.0012109505187666,0.8297174773024729,353.3817537470463,0.10330615512732953,0.6012739615555738,0.7107091603993487,46.14653940076089,3.978962376228858
2017-05-10,3.122958333333333,0.4208333333333333,0.1766666666666667,1.4904166666666667,0.1,597.7,69.21666666666667,0.387,-0.702,86.0,39.0,-20.75,-21.0,0.0026973771507274,0.9251427048006462,354.40137685074995,0.12360564565260661,0.6045313824870985,0.7257727839082546,46.32200165400197,3.8381775533837064
2017-05-11,1.7130416666666666,0.2166666666666666,0.3984999999999994,2.728333333333333,0.0,852.0,67.325,0.369,-0.695,86.0,40.0,-20.75,-21.0,0.0044321722894154,0.9824707771076439,357.30515550520573,0.13910100855575902,0.5996398129425009,0.7337782893853821,46.51016271973549,3.951881211325588
2017-05-12,2.442,0.1375,0.6096666666666666,4.912916666666667,0.0,867.0,60.10833333333333,0.354,-0.687,86.0,41.0,-20.75,-21.0,0.6689568144602202,0.9832035194650649,354.9826371024278,0.1509709201470035,0.6007753848764439,0.7382981458361179,46.586300284440824,4.029119867928653
2017-05-13,2.1435416666666667,0.2416666666666666,0.5133686065673828,5.614999999999999,0.1,803.0,62.8375,0.3389999999999999,-0.68,86.0,42.0,-2.0032,-10.78949397401102,0.4580052241153748,0.9690136000143336,354.03119468506344,0.15168276577050996,0.6001046771355428,0.7377440803648155,46.789449354060785,4.098398652800936
2017-05-14,1.8071666666666664,0.9041666666666668,1.253,8.124166666666667,0.1,222.6,69.92916666666666,0.325,-0.672,86.0,43.0,-9.5382,-8.839896057593968,0.7796246766433848,0.978154842673405,348.77881618177724,0.14430716509279004,0.6050487330974456,0.7619590965552371,46.9082156035195,4.032158021759892
2017-05-15,4.66,0.95,0.8316666666666661,5.227916666666666,0.0,543.4,85.1875,0.313,-0.665,86.0,44.0,-6.7905,-5.786732018734939,0.6847511768711094,0.8542374747628682,344.8436957450441,0.11391135045730902,0.5924570035333646,0.7784379468452955,46.92443707012168,3.9778060780742335
2017-05-16,3.224541666666666,0.4125,0.4858333333333329,6.15375,0.0,779.8,75.09166666666667,0.301,-0.664,86.0,45.0,-9.3871,-16.44024423015863,0.3566488209330429,0.5181499644707471,341.56172407469484,0.10822609585240553,0.5736961812406979,0.7753996728595639,46.76344785156955,3.9259537900350634
2017-05-17,2.8708333333333336,0.9541666666666666,0.8756666666666675,9.01625,0.6,235.5,89.27916666666665,0.29,-0.661,86.0,46.0,-17.8553,-16.56475116371753,1.4022158825747473,0.4314735028199745,334.0010666363779,0.09764638336717062,0.5709763198454407,0.7776203183108664,46.50070343373046,3.841160461117725
2017-05-18,3.592333333333334,0.8624999999999999,0.7074737548828125,13.757916666666668,0.0,652.8,87.47916666666667,0.282,-0.655,86.0,47.0,-18.0322,-8.60531450662465,0.6778244671107057,0.369735147389746,327.77875420662247,0.08780067870690131,0.5651186092322321,0.7847388231778346,46.25376965654062,3.7282371523684446
2017-05-19,2.724375,0.375,2.534,17.115,0.3,767.0,63.587500000000006,0.272,-0.651,86.0,48.0,-0.5,-2.707658055229755,0.0536868271512754,0.37619351801869044,325.4751820602018,0.06979028746159574,0.5588652771873597,0.7813663005028753,46.27413947705114,3.676120320596005
2017-05-20,3.7128333333333337,0.8833333333333333,2.045333333333332,10.819166666666668,0.1,212.7,86.65833333333335,0.264,-0.645,86.0,49.0,-0.5,-2.704986461222746,0.2644643100246364,0.3957438509448726,320.3255318802837,0.06512082586481474,0.5572065081661096,0.7968302574842563,46.16820199981996,3.558018919505991
2017-05-21,3.008833333333333,0.7666666666666667,3.47,12.64,0.0,757.2,67.59583333333333,0.255,-0.638,86.0,50.0,-3.9253,-4.183108456733262,0.3453036537533635,0.3882860648555145,318.76260284609214,0.06787370242039675,0.5484942516473295,0.7850533650942086,46.091732734842026,3.513934154898865
2017-05-22,4.789541666666667,0.6791666666666667,3.820000000000001,13.23375,0.0,508.8,69.44583333333334,0.247,-0.63,86.0,51.0,-5.1209,-4.236390915485273,0.5130154018760706,0.36820035271184076,315.0952768084138,0.06901564178173084,0.5522282087412816,0.7799877863729368,46.067597630371075,3.4503416767971395
2017-05-23,3.165125,0.7125,2.7572789192199707,11.175,0.0,676.4,67.825,0.239,-0.619,86.0,52.0,-6.2988,-6.111055863635901,0.3419301645300431,0.3747070553356119,311.77512637106423,0.06920598556676445,0.5530256564070838,0.7890187907373998,46.08320862913031,3.355084665206568
2017-05-24,2.603166666666666,0.2083333333333333,4.247166666666667,12.837083333333332,0.0,804.0,59.75,0.231,-0.608,86.0,53.0,-6.7936,-5.44951445986105,1.0795982317281303,0.36823363180511,311.89615697404287,0.06442183745150092,0.5555724819859142,0.7774186354008802,46.44950987108677,3.323175928492746
2017-05-25,3.166583333333333,0.7875,4.270166666666666,12.1925,0.0,767.1,70.70416666666667,0.223,-0.598,86.0,54.0,-6.906,-5.173314810868861,1.851356610335664,0.3588405503905104,308.8540260554464,0.05814292598495964,0.5623688339070059,0.7771925660336791,46.61844153058736,3.239405490129209
2017-05-26,3.649,0.2666666666666666,4.365833333333334,12.557916666666666,5.599999999999999,767.7,67.02916666666667,0.217,-0.587,86.0,55.0,-6.7699,-5.284438837709614,1.4599345448902488,0.34898464728705453,306.7590914773914,0.056145831806871264,0.5694678234763916,0.7838810476098879,46.51299102822852,3.1707803974248803
2017-05-27,2.4071666666666665,0.3041666666666666,5.433166666666666,15.585833333333332,0.0,774.2,74.28333333333333,0.211,-0.578,86.0,56.0,-6.8987,-5.728209247741076,0.9333804299792116,0.3208400632889425,304.4863697379452,0.06260595780253275,0.5729628669905814,0.7765911369865511,46.73132267609178,3.2600593273658873
2017-05-28,5.994125,0.5458333333333333,5.679000000000002,19.15958333333333,0.0,780.1,65.98333333333333,0.205,-0.573,86.0,57.0,-6.8353,-5.082688457090601,3.241777205268787,0.31846719843277504,303.1527211924386,0.061673183370275976,0.5788464844290262,0.7764976616080297,47.044090073446945,3.3730761103446456
2017-05-29,5.816791666666667,0.4624999999999999,5.444833333333335,11.710833333333332,0.2,825.0,69.94583333333334,0.199,-0.567,86.0,58.0,-6.8866,-6.767158799355576,0.611713905716537,0.31484337520975253,303.267142678224,0.06671489891823436,0.577725600029706,0.7664031716960402,46.846840884522955,3.50559909927431
2017-05-30,2.822833333333333,0.9166666666666666,5.527408123016357,8.44375,17.0,117.9,93.49166666666667,0.194,-0.557,86.0,59.0,-8.4005,-8.11571666632328,1.07181004254416,0.32155257708372514,299.9899160386722,0.07076573951664764,0.5845300138406104,0.7739735226710865,46.45766309364477,3.7488834833824995
2017-05-31,4.462375,0.8624999999999999,4.420166666666667,10.73125,0.0,757.7,77.825,0.215,-0.549,86.0,60.0,-8.6266,-8.315387580307597,5.754875588529745,0.32080721448915994,298.57529092965007,0.07247888296906078,0.5819465141423567,0.7869224606011456,46.0957837917205,3.7716679777756292
