Date,delT,U,AirT,AirP,Hum,Prec,SWR,inflow,outflow,MLD,W,thermD,Ice_d,days from iceoff,NO3,O2,NO2,TOTN,PO4,TOTP,NH4,Chl
2017-03-11,2.7754577e-06,1.7006428786677903,1.7569444444444444,101693.75,89.14861111111111,0.0083333333333333,39.57291666666666,23.14392648238801,28.7,6.050806522369385,0.0009066847098746,6.0508,126,-16.0,1.0211103995327677,10.270443862274009,0.01291985496164504,1.4128804317314287,16.12894961393324,37.69325623409194,0.16789622509651547,3.3772438932441995
2017-03-12,7.022172e-07,1.3279855558650997,1.5980429292929292,102216.14267676767,84.83999368686868,0.0,36.66508838383839,24.070939109088982,27.8,6.050806522369385,0.0003864745921349,6.0508,126,-15.0,0.9505498138420688,10.191848896132067,0.012801858809802565,1.3974471342605759,15.912851082062115,37.77846339087147,0.17089688209899453,3.342165150187936
2017-03-13,3.3683027e-06,1.7748846193622043,-0.3481376262626263,102236.33522727272,80.10691287878788,0.0,62.52878787878788,25.59419587991057,27.0,6.050806522369385,0.0005524839540513,6.0508,126,-14.0,0.9312255997214257,10.193139937357403,0.013207258432082746,1.3835128988008816,15.792620305716175,37.93893745798206,0.17673480037487058,3.0537854244518328
2017-03-14,3.793015e-06,5.166066256866692,0.7843750000000002,101737.7335858586,76.14103535353534,0.0,76.83554292929293,25.21333991040548,25.6,6.050806522369385,0.0003083291617904,6.0508,126,-13.0,0.927016301219666,10.16400858918769,0.014425261271961698,1.3689623728821587,15.821701991969986,37.737600838045765,0.17931904648770125,2.84767188631236
2017-03-15,4.305548e-06,7.610068145043524,3.488478535353535,100079.61805555556,77.39409722222221,0.0833333333333333,52.638888888888886,26.21486562875858,24.2,6.050806522369385,2.234136290182254e-05,6.0508,126,-12.0,0.9268736274725397,10.179164749328637,0.01326807032429539,1.3560357720108596,15.710387945402445,37.253763652629225,0.1789715895769337,3.446343182828309
2017-03-16,8.891453e-06,2.4742780321868465,2.593402777777778,100425.97222222223,72.71284722222222,0.0,37.583333333333336,30.92011418611581,22.2,6.050806522369385,1.3319291800631197e-05,6.0508,126,-11.0,0.923088200072646,10.217987664214474,0.01341586713948056,1.3424342144078383,15.768905719993795,37.47573019593686,0.17796228296477984,3.3492769406215155
2017-03-17,1.1435244e-05,5.890701861527435,2.3619002525252526,99735.60606060606,81.07828282828282,0.3625,27.077335858585855,33.90996329212967,21.1,6.050806522369385,0.0001711168743825,6.0508,126,-10.0,0.8757783244958101,10.272092503096655,0.012551690799866635,1.322296106939011,15.794463277526939,36.84158857853567,0.17402478034538185,3.674814737072343
2017-03-18,1.853949e-05,3.852530678824554,2.50915404040404,98963.61111111112,78.86549873737374,0.0,49.01957070707071,46.45742918993303,20.1,6.050806522369385,4.028695228915424e-05,6.0508,126,-9.0,0.9051526034806844,10.325729606975063,0.013175967678902504,1.317999508345093,15.80247283965136,36.03476217779642,0.17301389705458403,3.609685972640328
2017-03-19,2.0536361e-05,0.9262109845168924,1.7010416666666668,99597.32638888888,78.79756944444445,0.0,38.302083333333336,50.54192617154989,19.2,6.050806522369385,0.000156596617476,6.0508,126,-8.0,0.9785838203472662,10.51108326368263,0.012193142081221056,1.3202559238894087,15.776949955463284,35.915383441557196,0.1751899183591312,4.101859445806007
2017-03-20,1.1664582e-05,2.41770944732603,0.8211805555555555,100025.06944444444,87.00555555555555,0.0999999999999999,65.63541666666667,49.08562721056612,18.5,6.050806522369385,0.0038102066459594,6.0508,126,-7.0,0.9837730213516566,10.654510871568615,0.01282911783698681,1.3217559256348714,15.764868187635031,35.73732411616737,0.17613119401925267,4.730420153831395
2017-03-21,4.963018e-06,3.78531474188366,3.344791666666667,99671.31944444444,83.99930555555555,0.0249999999999999,88.91666666666667,49.30995052496976,18.5,6.050806522369385,0.0001665295709205,6.0508,126,-6.0,0.9948437791677269,10.7765781169902,0.013838699572787019,1.32317637259713,15.55692900506698,34.94062538762329,0.17665075034382954,5.631830460921927
2017-03-22,3.135763e-06,7.692965386238408,3.8375,100445.83333333331,73.71215277777777,0.0,124.45833333333331,51.561653770604295,19.8,6.050806522369385,4.7456928458237465e-05,6.0508,126,-5.0,1.0038205677337666,10.917348192154693,0.01329952770794781,1.3230508198754074,15.516003204232133,34.652424180201656,0.17471134468424948,5.922024720098167
2017-03-23,0.020195767,5.584717243416654,3.6576388888888887,101455.03472222223,69.76458333333333,0.0,100.39930555555556,51.05359153708152,20.7,6.050806522369385,0.0001867990997672,6.0508,126,-4.0,0.9988804227945299,11.008931202465536,0.01244227324160917,1.3169944717184607,15.29348724729133,34.31258934779388,0.17083752709132913,6.654145659883704
2017-03-24,0.0058395267,3.5733817338135587,1.1729166666666666,101702.39583333331,69.38402777777777,0.0,43.35416666666666,48.1201210855826,21.3,6.050806522369385,2.3440175858018597e-05,6.0508,126,-3.0,1.0498500432432734,11.17209712936815,0.012911570272083525,1.3275332092998706,15.1538280565532,34.705868059661064,0.16453468231747512,7.403194444115082
2017-03-25,0.010872006,3.0080942555213137,1.0447916666666666,101221.97916666669,79.61944444444445,0.0583333333333333,45.30555555555555,43.342149719141474,21.9,6.050806522369385,0.0005016520680399,6.0508,126,-2.0,1.0402663225591173,11.364172719116125,0.012663229533552254,1.3392357210921362,14.963536772092288,35.867862647080806,0.1572476349302146,8.36999823679405
2017-03-26,0.0024157763,5.991079484840966,3.099305555555555,101069.54861111112,76.69375000000001,0.0166666666666666,39.79166666666666,39.86688680837624,23.5,6.050806522369385,0.0002275791835712,6.0508,126,-1.0,1.0326043701256722,11.50024079180013,0.013596334693075012,1.3390214745811775,14.970939089954026,35.79299514798932,0.14805527638382301,9.065796787212168
2017-03-27,0.0025788546,7.546328894496125,5.196180555555556,100400.69444444444,63.36786616161616,0.0,37.395833333333336,36.04706771581464,23.4,6.050806522369385,1.8098438413606574e-05,6.0508,126,0.0,1.0187547136100037,11.618775598585161,0.012242056269904357,1.337130883121694,14.775675680346833,35.56338023101547,0.1317607876809462,9.945799224457042
2017-03-28,0.007172346,7.555093041446391,3.772222222222222,100591.77083333331,56.86076388888889,0.0,183.92708333333331,36.00631751996761,20.5,6.050806522369385,4.808728612838309e-05,6.0508,126,1.0,1.005031025862436,11.695845206380858,0.01154433412141213,1.3337903907496924,14.770515177747084,35.994201254865644,0.11913455803267346,10.2456723273352
2017-03-29,0.0005106926,2.9383794502350957,1.043402777777778,101009.54861111112,57.107638888888886,0.0,119.49652777777776,33.93649677395609,21.3,6.050806522369385,2.550760860679869e-05,6.0508,126,2.0,0.993094987783451,11.785475533609773,0.012190606110611095,1.331890715725559,14.713634221190455,36.97595243563903,0.11172527844765172,10.517910655263126
2017-03-30,0.0022437572,3.7195836397566553,1.2416666666666667,101698.47222222223,50.61493055555555,0.0,190.57986111111111,31.93008076258639,21.1,6.050806522369385,0.0004116269352552,6.0508,126,3.0,0.9908573290818635,11.846107075616613,0.010837131701801672,1.3364010161147752,14.712035760186655,37.01943470102474,0.10732071279593679,10.761420993433399
2017-03-31,0.0012683868,1.6373019984363129,0.7847222222222222,101092.53472222223,79.14791666666666,0.125,42.91666666666666,28.945863975308672,21.7,6.050806522369385,7.499506180875795e-05,6.0508,126,4.0,0.9816193494292822,11.888113522352414,0.012111534861305893,1.3255831250900951,14.577230377411427,37.20465258780367,0.10645093752697006,11.15097130953003
2017-04-01,0.0057377815,3.797265851361298,2.9902777777777776,100935.06944444444,85.62708333333335,0.0208333333333333,59.0,26.89202228595446,23.5,6.050806522369385,0.0004120654344794,6.0508,126,5.0,0.9661383150836264,11.85352454375742,0.012454115064261875,1.3139110213510479,14.501347951636538,36.426301955301206,0.10511513962930683,11.555093266671914
2017-04-02,0.0024175644,3.860606731592776,8.080208333333333,100661.70138888888,75.49583333333332,0.0,161.21875,30.476885295385276,23.5,6.050806522369385,0.000132482694724,6.0508,126,6.0,0.9464328024923699,11.747521899977148,0.012148798879001664,1.3146896382022526,14.438703576032156,36.33094761704536,0.10302358457943608,11.81591052265121
2017-04-03,0.03799224,2.626853863184683,5.067361111111111,101568.1534090909,81.76625631313131,0.0,52.02430555555555,34.30494194213282,22.9,6.050806522369385,0.0001592557734013,6.0508,126,7.0,0.9444847749619738,11.706393984455586,0.011171133302942896,1.3099468435118642,14.361054282849652,36.57895381163327,0.10583346672133552,11.979158755093554
2017-04-04,0.004131794,2.6718697088837837,5.600347222222222,102106.66666666669,68.19305555555555,0.0,59.63541666666666,35.7476456377584,24.5,6.050806522369385,0.0,6.0508,126,8.0,0.9315087917224476,11.748330386471801,0.011138851164937976,1.3114768459478607,14.232457894697749,37.39112055855463,0.10224317369121061,12.402255519309534
2017-04-05,0.094502926,5.566464639850808,6.692708333333333,100686.70138888888,71.38958333333333,0.0291666666666666,57.232638888888886,34.89222396635635,27.3,6.050806522369385,0.0025836106079607,6.0508,126,9.0,0.9101096603999331,11.714490381916741,0.011475188299919791,1.309038402739077,14.221540831517943,37.281939605491985,0.09747953564142546,13.003800551161913
2017-04-06,0.0017786026,2.077899567845209,6.264930555555555,100158.92361111112,70.50833333333334,0.0,165.79166666666666,33.74636406352591,25.8,6.050806522369385,2.324313994270428e-05,6.0508,126,10.0,0.9097510418649717,11.750509235899285,0.009456157194939276,1.3130598988267208,14.136645669515854,37.698782756052246,0.0942588749268999,13.293536525049634
2017-04-07,0.118906975,2.5910005347517706,4.923611111111112,100368.15972222223,69.82222222222222,0.0208333333333333,140.40972222222223,32.27023869649827,26.5,6.050806522369385,0.0141605346257806,0.62005,126,11.0,0.896319961859998,11.730601708180526,0.009967783071988432,1.308744797370758,14.133631491321003,37.84705638014956,0.08889954343494524,14.182810519347157
2017-04-08,0.101548195,7.250339749766641,4.328819444444444,100910.90277777777,60.80416666666667,0.0166666666666666,193.61805555555557,31.03020602643668,25.4,6.050806522369385,0.0073468323734935,6.0508,126,12.0,0.8844898568452122,11.735254393543604,0.009120436108608876,1.305771364273032,14.103147601349889,38.08144876730053,0.08360608477776281,14.995793583198568
2017-04-09,0.0012946129,5.3879585228348255,5.956944444444445,101157.1875,69.73819444444445,0.0,51.16666666666666,29.04271773819545,28.3,6.050806522369385,1.3309567864347946e-05,6.0508,126,13.0,0.8806604807852497,11.861063211117953,0.010350428667553395,1.303021652596153,14.056370047664382,38.350512838396014,0.07126675191664013,16.1473453095142
2017-04-10,0.0009703636,8.247062280201593,9.303125,100201.73611111112,66.81840277777778,0.0249999999999999,185.77083333333331,27.497879155441623,29.6,6.050806522369385,0.0,6.0508,126,14.0,0.8829546653602319,11.80655573931405,0.008950971575189454,1.3088990609045579,14.471419281421879,38.48519203252698,0.06244758510136426,17.83175989819096
2017-04-11,0.0038824081,7.54955207250676,6.267361111111111,99473.81944444444,71.46527777777777,0.0,109.62152777777776,27.17227209010744,28.8,6.050806522369385,2.131903683633432e-05,6.0508,126,15.0,0.8879787433948392,11.777273962480018,0.010396474337513461,1.310287461809514,14.645194851223456,38.02441736927409,0.05675538750352415,19.21994587659842
2017-04-12,0.0012645721,5.410665630842336,3.995138888888889,99695.9375,65.75625000000001,0.0958333333333333,111.97569444444444,26.731723774961736,27.8,6.050806522369385,3.803425159000143e-05,6.0508,126,16.0,0.8989622669224656,11.802138143216341,0.011444303902776247,1.3159812951195864,14.651956754708452,37.77397764792654,0.052176252924220234,20.590681208698044
2017-04-13,0.0033316612,6.689434344949529,3.097222222222222,98999.27083333331,78.85138888888889,0.1625,41.15782828282829,27.381339533671557,27.5,6.050806522369385,2.6186026916077145e-05,6.0508,126,17.0,0.8933408611847165,11.823935213057398,0.01049403914590777,1.3147266966386375,14.593186854421106,37.33277368695932,0.04465632000790109,22.357649590199518
2017-04-14,0.00579834,3.702236423272448,1.211111111111111,99957.29166666669,68.02291666666666,0.0666666666666666,141.08680555555557,28.68291265222817,29.9,6.050806522369385,0.0,6.0508,126,18.0,0.9010662125004448,11.822977860560725,0.009308756828321127,1.3197201603689297,14.617018980505435,37.238397227950884,0.037883307464871493,23.810194306724703
2017-04-15,0.007314205,1.7058216927747667,-0.4298611111111112,100253.09027777777,59.91180555555555,0.0291666666666666,143.98263888888889,28.605158073064768,32.0,6.050806522369385,0.0002420359515075,6.0508,126,19.0,0.9134608705678228,11.875741593707511,0.010637552448925234,1.3241534541229978,14.686689847076241,37.49818260465328,0.03305180111454346,25.627320756065785
2017-04-16,0.00044107437,3.7054233857998176,-1.4434027777777778,100287.04861111112,64.14548611111111,0.0249999999999999,174.64930555555554,26.830977889173973,31.4,6.050806522369385,0.0010527780046287,6.0508,126,20.0,0.8697751095173343,11.839988611662106,0.008631222561648434,1.3276841184235557,14.721248809315751,37.57995636636666,0.03506014360815783,26.98986278008996
2017-04-17,0.0045990944,5.909425266375734,0.5288194444444444,101052.46527777777,59.55555555555555,0.0249999999999999,196.57638888888889,25.17207298021108,31.9,6.050806522369385,4.612654458318214e-05,6.0508,126,21.0,0.8237529666568454,11.936191316014403,0.00759378188200369,1.327288692785732,14.454364463216532,37.770135872299434,0.03286001456348805,27.8118553449627
2017-04-18,0.0063271523,2.9933183383489617,0.2395833333333333,102159.75694444444,54.707986111111104,0.0,157.28819444444443,23.20734265982696,30.4,6.050806522369385,6.100447799044725e-05,6.0508,126,22.0,0.7684944539772788,11.954068378190327,0.006899586452597091,1.3186439680596502,14.320700942386026,37.6646421142429,0.031214755119438827,28.81441801472733
2017-04-19,0.0024461746,1.7050249521429244,0.5059027777777778,102750.79861111112,52.10034722222222,0.0,201.1493055555556,21.653786928021617,28.9,6.050806522369385,0.0,6.0508,126,23.0,0.7114900066301336,11.963652751239588,0.0062930773699603326,1.3088084179336688,14.133830362300134,38.1193782784948,0.028638755012080828,29.843734492295834
2017-04-20,0.00934124,3.627958467094769,2.369760101010101,102312.61994949495,51.777304292929294,0.0,227.875,20.13283937890552,28.0,6.050806522369385,0.0,6.0508,126,24.0,0.6573827382260898,11.936570183252087,0.006333790538277288,1.2990240855398765,14.112629957655358,38.854068325710145,0.02869390387098226,30.90427644398763
2017-04-21,0.061653137,7.617836366203988,4.780050505050505,99961.16477272728,74.26679292929292,0.1958333333333333,98.66319444444444,20.04352945320746,29.0,6.050806522369385,0.000220119230431,6.0508,126,25.0,0.5910089584768216,11.920552444664159,0.007149691205297955,1.2959679932293633,14.105075839597008,38.57658390365764,0.027148386554960345,31.595837740937043
2017-04-22,0.0010762215,6.815160016654274,3.854282407407408,98739.23611111112,78.2275462962963,0.4083333333333332,132.94560185185185,22.245027646819967,23.5,6.050806522369385,0.0,6.0508,126,26.0,0.5338982907113622,11.929404048690689,0.006622227480803446,1.2845120477125296,13.654330229515107,37.792492217521435,0.024657345944028623,31.725581323604324
2017-04-23,0.0002784729,6.315804377739134,3.985416666666667,99731.66666666669,67.68472222222222,0.0124999999999999,146.60763888888889,24.7815561445148,20.7,6.050806522369385,1.5187252159579393e-05,6.0508,126,27.0,0.5203876945182232,11.964028684020773,0.006477244906287453,1.2649942585702163,13.518690392806208,37.104406522826515,0.02259078334158478,31.767754367480187
2017-04-24,0.0011367798,3.339125501858561,2.922569444444445,100362.8125,71.33125,0.0,187.52430555555557,25.695154516473355,20.7,6.050806522369385,5.427384427268735e-05,6.0508,126,28.0,0.5117893512858062,11.96374546210478,0.006018070248039308,1.249120154996567,13.514481706656525,36.3485876712125,0.02293890713728949,31.053344867670756
2017-04-25,0.024418354,2.9664826652491763,3.265277777777777,99767.98611111112,80.73298611111112,1.0708333333333333,57.77777777777778,26.782440474022223,20.7,6.050806522369385,0.0002027840286161,6.0508,126,29.0,0.5039563685686674,11.952050639244463,0.0069669616234179525,1.242367090142313,13.39514188920641,36.20044981791334,0.02261550375639876,30.729385103399967
2017-04-26,0.005185604,8.931100328121635,3.647222222222222,99750.79861111112,77.01388888888889,0.0625,142.34722222222223,45.166724680999096,26.5,6.050806522369385,0.0001078191624599,6.0508,126,30.0,0.5088454794819552,11.876672864736516,0.006869212863192961,1.2352459704734737,13.760247774943794,35.66174575621441,0.02456781753978099,30.64887643307656
2017-04-27,0.0019640923,4.862990949244912,4.560763888888888,100697.77777777777,67.35347222222222,0.0,160.55208333333334,53.53472688761741,21.9,6.050806522369385,8.778970660617343e-06,6.0508,126,31.0,0.5118941974370134,11.878689493830043,0.005754591845927299,1.2281893199667855,13.755373226265181,34.976232590583514,0.025473291429043206,30.079468565383454
2017-04-28,0.0011162758,2.2651408594248466,5.696180555555556,101423.15972222223,64.05902777777779,0.0,167.75,54.0420476186688,20.5,6.050806522369385,6.517601882046411e-05,6.0508,126,32.0,0.5228834521820571,11.847932937427228,0.005898120758023464,1.2158192284065525,13.644108395773289,34.60966220576316,0.02990212298613169,29.50035810241516
2017-04-29,0.17402363,3.633318358618073,5.3625,100632.43055555556,76.78819444444444,0.4333333333333333,39.07986111111111,47.55666630754454,20.4,6.050806522369385,0.0071433757254222,6.0508,126,33.0,0.5196060588743183,11.804866799945382,0.006685489497399286,1.2090831871126042,13.918838194998983,35.19933039050835,0.02804509931421841,29.347544560830098
2017-04-30,0.0019841194,6.534069921740244,4.669444444444444,101419.75694444444,69.58368055555556,0.0083333333333333,142.46527777777777,45.81978549129166,27.0,6.050806522369385,9.759593032047586e-05,6.0508,126,34.0,0.5213671745736693,11.756416106294692,0.005806318108080544,1.2116514198977408,13.985001882039374,35.539895692247356,0.027972990482177478,29.79056072159707
2017-05-01,0.0016436577,1.789081088802307,5.540625,102264.54861111112,64.27986111111112,0.0,196.93055555555557,44.44236374663248,25.2,6.050806522369385,3.394267690726491e-05,6.0508,126,35.0,0.5266044439739821,11.720398402188207,0.005380035233774539,1.2150941412748908,13.77266757358789,36.23460277531218,0.02660129524985782,30.478583517649948
2017-05-02,0.23507261,2.42727033490814,9.002083333333333,102156.11111111112,56.02638888888888,0.0,90.87847222222224,39.4070803425156,25.4,6.050806522369385,0.0464330041349885,0.59021,126,36.0,0.5330212540962013,11.738070176598772,0.006127392324177521,1.2150632992477681,13.773938405464937,36.73944698083067,0.026711659307747018,31.12696135794127
2017-05-03,0.49935007,3.6239747639355566,8.423958333333333,102414.16666666669,55.489236111111104,0.0,72.69097222222221,34.998597714306754,25.1,4.268530984394931,0.027238842692115,1.2956,126,37.0,0.520493704786538,11.792301363869464,0.0060767378095413545,1.2152479907467513,13.426551512017392,36.887602785980725,0.025122099932147885,31.598227637311542
2017-05-04,0.43041706,4.728493294129962,7.989236111111111,103150.06944444444,54.390277777777776,0.0,54.888888888888886,30.531694241420784,24.8,4.956598859782919,0.0020855502344314,6.0508,126,38.0,0.5114049234652988,11.754604830054973,0.005895066621933989,1.2155343704617108,13.466323143642525,36.968958981800846,0.02275747764176186,32.45875492508723
2017-05-05,0.0018634796,5.170833333333333,9.7125,102377.91666666669,50.625,0.0,201.56944444444449,26.88703491265544,27.9,6.050806522369385,3.2452073861844884e-05,6.0508,126,39.0,0.504433510243488,11.737376036595865,0.005041340644653584,1.2146504750238456,13.503125583681266,37.39620960809335,0.017863424807410426,34.28151316240739
2017-05-06,0.02583313,5.933333333333334,10.7875,101245.83333333331,54.458333333333336,0.0,194.26388888888889,23.972527031044635,29.1,6.050806522369385,0.0,6.0508,126,40.0,0.5054834298964063,11.711477073090924,0.0053928890909704635,1.2165959669001858,13.562396656477121,37.42855169702192,0.01774798380534502,36.08216176992648
2017-05-07,0.0008392334,5.6625000000000005,6.3375,101064.16666666669,51.625,0.0,264.59375,21.96195589319659,29.1,6.050806522369385,6.425168280108339e-05,6.0508,126,41.0,0.5073441240869242,11.72845276857014,0.0052703202191504836,1.2178965096146115,13.508534045836539,37.996404919900556,0.018878951911471407,37.64948195928476
2017-05-08,0.004629135,7.620833333333334,4.070833333333334,100977.08333333331,45.458333333333336,0.0,203.9340277777778,20.563259519590044,27.2,6.050806522369385,4.364400717926863e-05,6.0508,126,42.0,0.5085683532889338,11.713892587772255,0.005800223064861066,1.216671199569925,13.585186468000302,38.28610033030516,0.019754175791742688,39.339177727820015
2017-05-09,0.008859634,4.983333333333333,1.7125,100955.41666666669,57.708333333333336,0.0,227.7847222222222,19.138074989011432,31.3,6.050806522369385,6.0821249532860506e-05,6.0508,126,43.0,0.5162050662572403,11.6996780876829,0.005609890371939257,1.2239646837543376,13.72286909200258,38.449684829631394,0.020459378346563622,41.143609777773285
2017-05-10,0.008482933,4.016666666666667,1.5833333333333333,100805.0,65.625,0.0,283.46527777777777,18.13848489706604,33.7,6.050806522369385,0.0001686870118533,6.0508,126,44.0,0.5223071495740669,11.676765169922245,0.005753875048699707,1.2358194679480259,13.781521540357598,39.05746222125816,0.021534937197145637,42.89495831273905
2017-05-11,0.007458687,5.1375,2.2958333333333334,100997.08333333331,70.95833333333333,0.0,274.96180555555554,17.686333449911483,36.5,6.050806522369385,0.0002636145845592,6.0508,126,45.0,0.5156570410579846,11.667733562966069,0.005748850953559494,1.2495624635630478,13.821567634840747,39.32642831865014,0.023483378855971297,44.11137392105671
2017-05-12,0.0062742233,3.706883979835371,6.050694444444445,101450.83333333331,48.135763888888896,0.0,318.0520833333333,16.396639442284197,37.3,6.050806522369385,0.0001866700332848,6.0508,126,46.0,0.49452962478811296,11.718024206923257,0.005094653300861433,1.256477128452029,13.771936142624442,38.97466884025419,0.024265677212499254,44.65389569223094
2017-05-13,0.0035057068,2.5313898492966467,7.916666666666667,101539.0625,39.49652777777778,0.0,309.43402777777777,16.282858492363804,36.4,6.050806522369385,0.000227764868303,6.0508,126,47.0,0.47436000130911765,11.745344726805216,0.005119402852401774,1.263548479813464,13.701461982605869,38.662158636825616,0.02542537940822954,44.81911466509119
2017-05-14,0.2872553,1.977618894682852,11.240277777777775,101671.77083333331,39.59305555555556,0.0,269.1354166666667,15.532440463656988,35.9,6.050806522369385,0.0489584259311231,0.94397,126,48.0,0.4486439544814694,11.763832048207997,0.004812089873581634,1.26974765925277,13.523868459037597,38.470356140731475,0.02429613236516123,44.87800774110037
2017-05-15,0.61269283,2.163223246418886,12.73784722222222,101618.09027777777,57.25659722222222,0.0124999999999999,122.30902777777776,15.152656988396409,35.1,4.057704929728244,0.0933889309804413,0.76183,126,49.0,0.4081367594112074,11.77503644084824,0.00419291049472966,1.2446692641536434,14.008236443232585,37.810473360824766,0.025201012696911575,45.140844643942195
2017-05-16,0.9183521,4.103214253988813,6.962152777777778,102490.79861111112,59.56111111111111,0.0,248.17708333333331,14.927321555294872,34.0,2.8963930145231123,0.066300101774125,1.3495,126,50.0,0.3936406002861549,11.780602334267611,0.005119622780156127,1.2148533185469872,14.425402688492856,37.245707664190505,0.02420374695253048,45.31312818517642
2017-05-17,0.032468796,2.812892800719904,10.342361111111112,102353.71527777777,52.964930555555554,0.0,197.8159722222222,14.092078115166837,36.4,6.050806522369385,4.262772299690706e-05,6.0508,126,51.0,0.3345114935519395,11.755059404683093,0.003986818321190233,1.1765907433959168,14.931641967374535,36.379044091001774,0.022969478778904474,44.977835758115575
2017-05-18,0.23646832,2.7869987301850228,12.694444444444445,101611.31944444444,77.02986111111112,0.0083333333333333,78.77777777777779,13.849554349430504,36.4,6.050806522369385,0.027582646395331,6.0508,126,52.0,0.2798441843369888,11.634181773671013,0.004132724865790005,1.1383747666964632,15.397985075002875,36.67548710255557,0.02238273936557304,45.26070336942525
2017-05-19,0.11040783,1.951217807382253,17.93784722222222,101203.92361111112,64.45208333333333,0.0,229.6875,13.796563746798713,35.2,5.097991473487855,0.0004007799056981,6.0508,126,53.0,0.2453785333936597,11.406609076596059,0.003840905078427408,1.103614490199056,15.983889919639655,37.25877133308244,0.022099458050562574,45.71642296767899
2017-05-20,0.31686687,2.371498490679165,17.886458333333334,101003.05555555556,56.49791666666667,0.0,226.96875,13.68339855558814,34.0,6.050806522369385,0.1828645209370273,0.32103,126,54.0,0.1996886583020394,11.323944280100958,0.0035877659615122627,1.0688596294042048,16.548060661339836,37.5399746694428,0.021532150201486057,45.845535653926554
2017-05-21,2.691599,2.467107366500264,14.645486111111111,101246.35416666669,52.27430555555555,0.0,312.90277777777777,13.342969308165497,33.3,1.0065631598611973,0.0320863976508705,0.61716,126,55.0,0.15516807346686243,11.232044642650914,0.006964531190222352,1.0322586168707903,17.279740482522296,37.66520049793617,0.02135269616913363,46.47961439016639
