Date	O2	PO4	TOTP	NO3	NH4	NO2	TOTN	Chl	delT	U	AirT	AirP	Hum	Prec	SWR	inflow	outflow	MLD	W	thermD	Ice_d	days from iceoff	MM
2009-07-14	9.3	17	36	0.01	0.01	0.003	0.82	42.229	0.07583046	3.1333333333333333	17.391666666666666	101510.0	76.41666666666667	0.0	276.73611111111114	18.83749257443552	40.6	6.050806522369385	0.0022845074697892057	6.0508	147	86.0	7
2009-08-18	9.4	20	44	0.01	0.02	0.003	0.78	53.4275	0.0037155151	5.1625000000000005	14.416666666666666	100487.91666666667	94.41666666666667	0.5833333333333334	64.00462962962963	13.541400131470995	32.8	6.050806522369385	9.850299939357637e-05	6.0508	147	121.0	8
2009-09-22	9.2	18	41	0.01	0.02	0	0.89	46.888	0.0037269592	7.483333333333333	12.954166666666666	101253.33333333333	90.16666666666667	0.041666666666666664	60.06944444444445	7.894595732422745	29.5	6.050806522369385	0.00010108513748416079	6.0508	147	156.0	9
2009-10-13	10.8	29	44	0.034	0.02	0.003	0.97	46.973	0.008249283	6.041666666666667	2.033333333333333	101251.66666666667	90.875	0.0	31.25	29.415723878139104	18.2	6.050806522369385	0.0001229292647291323	6.0508	147	177.0	10
2009-11-17	14.3	18	36	0.32	0.02	0	1.0	29.761	3.707828e-06	5.933333333333334	3.9625	101341.66666666667	92.41666666666667	0.07596127840232648	6.481481481481482	36.83015434609416	18.4	6.050806522369385	0.00014874130792589768	6.0508	147	212.0	11
2009-12-07	12.1	14	31	0.49	0.09	0	1.2	35.72869	0.00564456	5.766666666666667	0.8833333333333333	102100.83333333333	93.79166666666667	0.07596127840232648	4.976851851851852	85.4856955094694	21.9	6.050806522369385	8.39699668120187e-05	6.0508	147	232.0	12
2010-01-13	8.95	10	30	1.1	0.15	0.01	1.7	5.68	2.2957101e-07	6.191464243583333	-7.429861111111111	101892.5	95.721875	0.0	7.350694444444444	14.533876451838493	37.6	6.050806522369385	0.0	6.0508	127	-98.0	1
2010-02-16	6.57	8	33	1.2	0.22	0.01	1.5	3.39	4.6845526e-07	3.427630973454861	-15.47673611111111	100764.0625	91.24722222222222	0.0	45.84375	10.128921899425222	42.2	6.050806522369385	0.0004314699883529588	6.0508	127	-64.0	2
2010-03-16	4.64	15	31	0.98	0.24	0.013000000000000001	1.5	1.14	4.4936314e-08	1.4796551617673612	-8.613541666666666	100285.625	77.38020833333333	0.0	149.73958333333334	12.340053688489846	40.6	6.050806522369385	0.0003201206349681606	6.0508	127	-36.0	3
2010-04-20	11.6	11	43	1.3	0.105	0.014	1.7	12.81	0.010622263	2.7925957266631944	3.900694444444444	100844.13194444444	69.42604166666668	0.0	228.15277777777774	44.65965763067253	53.8	6.050806522369385	0.000313138308512166	6.0508	127	-1.0	4
2010-05-25	9.46	15	35	0.56	0.02	0.01	1.5	30.74	0.015665054	2.2285970662465275	10.420833333333334	99270.59027777777	76.18854166666667	0.041666666666666664	223.79861111111111	16.471074190378264	54.1	6.050806522369385	0.00033052956846071636	6.0508	127	34.0	5
2010-06-16	10.6	15	39	0.09	0.042	0.003	0.97	47.1	0.08113861	6.602918652944445	12.535069444444446	101104.23611111111	69.14548611111111	0.020833333333333332	212.07291666666666	11.706255605819724	49.5	6.050806522369385	0.01780086220955233	6.0508	127	56.0	6
2010-07-20	7.94	20	31	0.05	0.07	0.003	0.84	42.23	0.008010864	3.1283161107812503	20.756597222222222	101511.25	67.99444444444445	0.0	282.71875	8.013351878932227	41.6	6.050806522369385	0.0006781307409680937	6.0508	127	90.0	7
2010-08-26	9.1	20	34	0.01	0.031000000000000003	0.003	0.97	58.34	0.008050919	6.339046279607639	15.53923611111111	99180.38194444444	80.91006944444445	0.43402777777777785	158.27430555555557	37.03258304091831	36.6	6.050806522369385	0.000527314591059045	6.0508	127	127.0	8
2010-09-21	10.7	25	41	0.01	0.02	0.003	0.94	69.51	0.0029153824	3.5255746578368057	11.944097222222224	100801.80555555556	86.83680555555556	0.06944444444444445	62.583333333333336	47.3141101305449	36.2	6.050806522369385	0.0007342217047836602	6.0508	127	153.0	9
2010-10-19	14.1	21	41	0.01	0.02	0.003	1.3	57.59	0.0033884048	6.359777157743056	2.9302083333333333	100792.70833333333	81.09895833333333	0.01736111111111111	34.770833333333336	15.981757166742456	35.1	6.050806522369385	0.00011947978443620073	6.0508	127	181.0	10
2010-11-17	13.8	4	41	0.23	0.026000000000000002	0.004	1.1	46.38	0.0046286583	5.8	0.5958333333333333	102964.58333333333	87.54166666666667	0.12083333333333333	8.92013888888889	68.77087951436587	28.2	6.050806522369385	7.466236777497704e-05	6.0508	127	210.0	11
2010-12-15	11.0	5	28	1.2	0.16	0.008	1.7	17.13	1.8666033e-06	3.279166666666667	-6.266666666666667	101914.16666666667	87.125	0.0	8.5625	23.56225680679712	35.6	6.050806522369385	2.0122475612987045e-05	6.0508	127	238.0	12
2011-01-18	12.1	8	32	1.4	0.19	0.011	1.7	4.79325	1.5913392e-06	4.279166666666667	0.7208333333333333	101413.75	96.45833333333333	0.041666666666666664	5.09375	31.49618477961718	38.3	6.050806522369385	2.8110254001149066e-05	6.0508	154	-101.0	1
2011-02-15	9.6	22	33	1.2	0.21	0.006	1.7	0.33274999999999993	2.9362272e-06	1.5374999999999999	-20.204166666666666	102685.0	77.20833333333333	0.0	62.75347222222222	24.468817675386678	39	6.050806522369385	0.00012638598585453642	6.0508	154	-73.0	2
2011-03-15	10.1	15	28	1.2	0.24	0.051	1.8	0.5115	1.8456485e-06	5.954785974465971	-2.3538194444444445	102691.45833333333	72.78972222222222	0.0	122.46875	18.536067608980353	45.3	6.050806522369385	8.516407302346488e-05	6.0508	154	-45.0	3
2011-04-12	11.3	40	62	2.9	0.114	0.013	3.6	1.3172499999999998	1.3211742e-05	1.1072284384375	1.5128472222222225	100148.95833333333	79.50729166666666	0.0	224.6597222222222	175.69103943120655	11.2	6.050806522369385	0.0015480093283929289	6.0508	154	-17.0	4
2011-05-11	12.9	6	24	0.91	0.12	0.012	1.5	18.05625	2.4834814	1.16309069434375	16.067708333333332	101778.81944444444	58.67604166666667	0.0	279.9375	18.711715043129082	57.9	1.0476393253606622	0.22191298452710045	0.39801	154	12.0	5
2011-06-14	8.1	17	33	0.25	0.021	0.009	1.2	39.552	0.008108139	6.137378699819444	15.78923611111111	100545.03472222223	69.98715277777778	0.2152777777777778	171.23958333333334	8.291080537329664	50.9	6.050806522369385	0.0021545763659695932	6.0508	154	46.0	6
2011-07-12	8.22	15	30	0.05	0.024	0.003	0.72	44.5703125	0.5551739	5.061818274180555	19.82986111111111	100602.63888888889	76.29756944444445	0.24305555555555558	186.05208333333334	8.351812918525502	44.7	2.5999547472274447	0.1811514128097485	1.2318	154	74.0	7
2011-08-16	10.27	18	38	0.01	0.02	0.003	0.85	40.451499999999996	1.6470394	2.5749381250972223	18.899652777777778	100816.14583333333	87.82916666666667	0.07291666666666667	165.37847222222223	8.592050523877425	33.6	0.5363711968693441	0.05488151648457806	0.4363	154	109.0	8
2011-09-13	8.29	23	47	0.05	0.02	0.003	0.81	50.63849999999999	0.010885239	8.64590222425	15.087499999999999	99445.13888888889	84.30902777777779	0.11805555555555557	55.60069444444445	8.719353127556431	30.1	6.050806522369385	0.0003176191231706934	6.0508	154	137.0	9
2011-10-11	10.46	16	38	0.01	0.02	0.003	0.7	49.1	0.005941391	6.115782371020834	8.467361111111112	98699.93055555556	85.8625	0.6527777777777778	59.60763888888889	9.082227855169375	25.4	6.050806522369385	0.00012157786992066882	6.0508	154	165.0	10
2011-11-15	12.6	27	31	0.33	0.044	0.003	0.68	29.2515	0.0007247925	6.565528023380787	2.9909226190476192	101527.31481481482	71.79854497354498	0.0	32.60069444444444	8.572000975067645	22.5	6.050806522369385	0.00024574472465728773	6.0508	154	200.0	11
2011-12-13	13.72	20	82	0.1	0.059	0.003	1.1	46.0605	0.0017989278	9.266666666666667	1.7	100568.33333333333	85.91666666666667	0.024999999999999998	3.240740740740741	31.14549941714881	8.99	6.050806522369385	7.703699494825745e-05	6.0508	154	228.0	12
2012-01-31	13.18	11	26	1.5	0.11	0.01	1.8	7.04	6.6993525e-06	3.1666666666666665	-18.675	104976.25	76.125	0.0	49.88425925925926	16.11511375385134	8.89	6.050806522369385	0.0005594209692800105	6.0508	113	-70.0	1
2012-02-21	18.9	13	26	2.0	0.12	0.041	2.2	1.65	2.544839e-07	7.795534355972222	-0.6833333333333335	100498.99305555556	83.94375000000001	0.0	23.944444444444443	9.380348367506135	25.7	6.050806522369385	0.0	6.0508	113	-49.0	2
2012-03-20	11.91	10	26	1.4	0.18	0.029	1.8	9.12	4.356075e-05	7.111915441388889	1.627777777777778	100436.21527777777	77.25798611111111	0.003472222222222222	102.4861111111111	65.50239672622617	11.7	6.050806522369385	7.027198448040003e-05	6.0508	113	-21.0	3
2012-04-17	11.77	9	31	1.6	0.18	0.016	1.9	12.76	0.005124569	7.670833333333333	2.4625	100148.75	84.16666666666667	0.07916666666666668	83.2175925925926	51.05973649747875	25.4	6.050806522369385	8.705879179364274e-05	6.0508	113	7.0	4
2012-05-15	11.06	10	30	0.75	0.035	0.006	1.2	27.44	0.003452301	4.0875	12.25	101845.0	49.041666666666664	0.0	259.837962962963	18.475217960163327	42.3	6.050806522369385	0.0001129116273300624	6.0508	113	35.0	5
2012-06-13	11.1	17	34	0.01	0.02	0.003	0.84	37.36	0.053518295	1.9054808131493057	16.099305555555556	100265.03472222223	64.9732638888889	0.0	325.47222222222223	23.107138281877234	40.2	6.050806522369385	0.0007503090445831005	6.0508	113	64.0	6
2012-07-17	8.8	16	72	0.01	0.02	0.003	0.79	44.607	0.0051078796	7.110326338576389	15.16423611111111	100269.13194444444	71.92152777777777	0.027777777777777776	238.49305555555554	20.411765745922473	29.3	6.050806522369385	0.00010450444950338085	6.0508	113	98.0	7
2012-08-14	10.3	12	39	0.01	0.02	0.003	0.91	45.2805	0.14847183	5.5845905198472225	16.565277777777776	101279.89583333333	65.4642361111111	0.027777777777777776	184.38541666666666	10.75558387626315	37.3	6.050806522369385	0.012075912296992975	6.0508	113	126.0	8
2012-09-18	9.9	14	53	0.01	0.02	0.003	0.82	45.784000000000006	0.0014181137	5.664922439111112	16.030555555555555	100840.3339625	74.38055555555556	0.19444444444444442	111.17708333333333	10.88759024028809	29.2	6.050806522369385	4.290545718324742e-05	6.0508	113	161.0	9
2012-10-17	11.3	18	37	0.01	0.029	0.003	0.87	50.1325	0.053842545	3.1724707166354165	9.724652777777779	100541.18055555556	90.68090277777777	0.5694444444444444	30.253472222222218	34.224562114079255	16.6	6.050806522369385	0.003804922410009644	6.0508	113	190.0	10
2012-11-13	13.5	17	40	0.15	0.053	0.005	0.98	37.1395	0.005035639	3.773956196795139	3.282986111111111	101732.43055555556	81.30347222222223	0.0	21.03125	46.68047096002441	-0.814	6.050806522369385	3.322130979084691e-05	6.0508	113	217.0	11
2012-12-20	15.9	11	33	0.7	0.11	0.008	1.3	14.50525	6.2421896e-07	0.9395962192743056	-11.46215277777778	102730.0	84.70173611111112	0.0	6.527777777777778	17.078924049859957	27.4	6.050806522369385	0.0004974322091764213	6.0508	113	254.0	12
2013-01-15	12.29	14	33	1.4	0.12	0.012	1.8	4.5375	7.84127e-06	1.8103223494930554	-9.454513888888888	101308.47222222223	84.68680555555555	0.0	10.45138888888889	24.54527515337096	24.7	6.050806522369385	8.457248687015163e-05	6.0508	154	-108.0	1
2013-02-12	12.01	24	32	2.1	0.12	0.02	2.3	1.43675	7.294584e-07	1.3067915321041668	-1.09375	101721.25	90.12465277777778	0.0	24.708333333333332	18.68681105553174	42.7	6.050806522369385	0.0	6.0508	154	-80.0	2
2013-03-19	9.55	25	36	1.8	0.071	0.021	2.0	1.1425	1.2540258e-06	2.7291586223402775	-7.7600694444444445	101012.84722222223	67.171875	0.0	157.94097222222223	11.874566018137369	40.7	6.050806522369385	0.0003843086523564717	6.0508	154	-45.0	3
2013-04-16	7.17	19	31	1.2	0.13	0.033	1.7	0.55	6.882008e-05	4.674434222611111	7.407986111111111	102063.64583333333	64.25868055555556	0.0	233.28125	108.26285856674887	7.73	6.050806522369385	0.00024668297088063914	6.0508	154	-17.0	4
2013-05-21	10.7	9	41	0.98	0.03	0.014	1.3	27.646749999999997	2.945652	1.7490664963680558	16.544444444444444	100286.45833333333	88.84756944444445	0.003472222222222222	53.604166666666664	29.34833533349797	43.3	0.7418299993721584	0.0536239982517641	1.1296	154	18.0	5
2013-06-18	9.43	18	36	0.1	0.02	0.003	0.88	57.286055555555556	0.007045746	3.477329118559028	15.9125	101171.59722222223	73.0045138888889	0.006944444444444444	261.68402777777777	9.55818918497006	45.1	6.050806522369385	0.0003097373415563839	6.0508	154	46.0	6
2013-07-24	9.73	15	41	0.01	0.02	0.003	0.92	42.8335	0.052101135	5.060678909336805	17.882638888888888	100612.88194444444	84.38576388888889	0.006944444444444444	82.46875	7.792551430282853	37.9	6.050806522369385	0.0004104779269049987	6.0508	154	82.0	7
2013-08-14	9.15	17	48	0.01	0.02	0.003	0.9	52.655	0.0040016174	7.599984793798611	15.44513888888889	100254.82638888889	78.653125	0.1111111111111111	197.20138888888889	7.770353863486492	34.3	6.050806522369385	0.0021309334329864607	6.0508	154	103.0	8
2013-09-17	7.66	20	39	0.01	0.02	0.003	0.72	49.9355	0.023891449	1.3026607673645831	14.653819444444444	99834.0625	64.79930555555556	0.027777777777777776	115.4861111111111	4.641951235700318	26.1	6.050806522369385	0.05295216021496027	6.0508	154	137.0	9
2013-10-15	10.34	20	43	0.01	0.02	0.003	1.0	49.8118125	0.0067873	3.7329146849097223	8.909722222222221	100661.875	87.38090277777779	0.006944444444444444	19.0	5.982661284305286	21.4	6.050806522369385	0.007261694976624534	6.0508	154	165.0	10
2013-11-19	19.0	17	88	0.076	0.077	0.003	1.5	72.6275	0.00874567	4.935828218940972	4.202083333333333	100459.30555555556	79.58229166666666	0.010416666666666666	2.763888888888889	14.363970418812237	19.5	6.050806522369385	0.00016075667777767596	6.0508	154	200.0	11
2014-01-09	14.6	28	51	0.3	0.12	0.008	1.3	41.986000000000004	0.0034656525	4.394304049975695	5.160763888888889	99677.77777777777	88.10520833333334	0.024305555555555552	5.305555555555555	31.964181659600182	3.28	6.050806522369385	0.0	6.0508	110	-75.0	1
2014-02-18	17.19	7	32	1.8	0.1	0.022	2.3	7.124749999999999	7.327355e-06	6.711832745246528	1.8069444444444445	100049.47916666667	82.31840277777778	0.0	52.11805555555555	19.591488699122223	20.1	6.050806522369385	2.052474355064637e-05	6.0508	110	-35.0	2
2014-03-25	13.88	12	35	0.6	0.043	0.008	1.3	18.57375	0.0011341572	3.3164698637465277	4.753125	100824.82638888889	72.79895833333333	0.09375	19.8125	36.91119438947852	16.1	6.050806522369385	0.0	6.0508	110	0.0	3
2014-04-15	15.1	7	30	0.54	0.02	0.005	1.2	20.43625	0.00086927414	3.507961366909722	5.026041666666667	100275.10416666667	77.26493055555555	0.003472222222222222	192.23263888888889	21.33832462709516	19.7	6.050806522369385	0.0	6.0508	110	21.0	4
2014-05-13	11.82	13	35	0.015	0.02	0.003	0.9	18.73775	0.0654583	6.278847121996527	10.048263888888888	99746.90972222223	84.71527777777779	0.6006944444444444	49.46180555555555	22.95240114076883	21.5	6.050806522369385	0.025904648434891372	6.0508	110	49.0	5
2014-06-17	9.48	16	57	0.01	0.02	0.016	0.82	35.82958333333333	0.0076084137	7.301122844989583	8.271527777777777	100475.59027777777	69.08437500000001	0.4548611111111111	211.98958333333334	11.13722612846235	20.4	6.050806522369385	0.0006088946535224158	6.0508	110	84.0	6
2014-07-22	8.8	11	48	0.01	0.02	0.003	0.91	33.97821428571429	0.16194153	4.543076843652778	20.79375	101595.1447361111	60.71111111111111	0.0	284.5625	7.110152946348959	22	6.050806522369385	0.00750333787901395	6.0508	110	119.0	7
2014-08-12	7.79	9	41	0.021	0.02	0.003	0.82	45.736875	0.05923271	5.206106155381945	19.8625	100220.57337499999	76.80763888888889	0.03333333333333333	137.25694444444443	7.903041351944045	21.8	6.050806522369385	0.0018267564511090229	6.0508	110	140.0	8
2014-09-17	10.02	16	46	0.01	0.02	0.003	1.1	46.41541666666666	0.04399109	2.112853406583333	11.92986111111111	102382.53044444445	75.07222222222222	0.0	150.63888888888889	8.014347945606888	20	6.050806522369385	0.030101326159769026	6.0508	110	176.0	9
2014-10-22	13.56	22	58	0.036	0.02	0.003	1.0	58.587999999999994	0.005944252	4.1947654452361105	-1.1590277777777778	101388.00613888889	65.25416666666666	0.0	87.74305555555556	39.480540941169906	15.9	6.050806522369385	8.84026010522937e-05	6.0508	110	211.0	10
2014-11-19	15.33	9	41	0.58	0.05	0.009	1.4	25.7975	0.0297091	1.2589567041909724	-3.473263888888889	102748.85416666667	78.44548611111111	0.0	32.697916666666664	10.935420984483027	15.9	6.050806522369385	0.008466768872648805	6.0508	110	239.0	11
2014-12-10	17.4	14	32	0.35	0.084	0.009	1.2	25.43875	4.370522e-06	5.037291997496528	1.5086805555555556	101295.90277777777	77.80972222222222	0.0	7.003472222222222	11.502426674435641	13.2	6.050806522369385	9.012986608089609e-05	6.0508	110	260.0	12
2015-01-13	12.42	11	33	2.2	0.086	0.012	2.8	2.8815000000000004	8.32323e-06	9.558333333333334	2.8708333333333336	99251.66666666667	84.95833333333333	0.1625	18.31597222222222	30.658293890095326	1.33	6.050806522369385	2.5868028139233125e-05	6.0508	130	-76.0	1
2015-02-17	12.0	22	34	2.6	0.048	0.018	3.0	1.1465	1.1834782e-06	5.6421347750034725	-3.9569444444444444	103159.51388888888	38.80173611111111	0.0	84.64930555555556	17.981345684633457	25.6	6.050806522369385	0.00029696951792924925	6.0508	130	-41.0	2
2015-03-25	14.4	12	47	1.3	0.11	0.015	2.0	19.127750000000002	0.00014543533	2.313290449277778	1.9583333333333333	101238.54166666667	71.78020833333333	0.024305555555555552	90.78125	20.089328747873232	21.5	6.050806522369385	6.420523098057887e-05	6.0508	130	-5.0	3
2015-05-19	12.07	13	38	0.84	0.02	0.005	1.6	48.714	0.026461601	5.221134819777778	11.03125	100156.11180555557	66.72361111111111	0.0	227.3148148148148	18.481724817231214	38.4	6.050806522369385	0.0008647764115167589	6.0508	130	50.0	5
2015-06-16	9.54	24	45	0.02	0.02	0.003	1.2	61.9	0.07237053	7.161600605236111	12.868055555555555	100729.30486111112	60.36527777777778	0.020833333333333332	210.99537037037035	7.5621469862711175	35.7	6.050806522369385	4.4608213983847315e-05	6.0508	130	78.0	6
2015-07-21	9.54	21	41	0.02	0.02	0.003	1.0	39.6946875	0.0063934326	5.1371511069930555	17.103472222222223	100125.72500000002	69.30694444444444	0.0	265.0462962962963	7.924735416229835	35.7	6.050806522369385	0.0015744928785799061	6.0508	130	113.0	7
2015-08-18	13.12	21	58	0.024	0.02	0.003	1.1	47.20041666666667	0.055923462	3.447752420798611	14.255555555555555	101992.25069444446	67.09583333333335	0.0	259.9537037037037	5.077141390959099	25	6.050806522369385	0.013437616592582377	6.0508	130	141.0	8
2015-09-15	10.55	18	39	0.02	0.02	0.003	0.72	33.549285714285716	0.06886196	4.3176468777291666	13.331249999999999	101059.86527777779	74.37916666666666	0.024999999999999998	93.63425925925925	6.585197869808926	20.7	6.050806522369385	0.011364475817105101	6.0508	130	169.0	9
2015-10-13	12.77	19	40	0.02	0.02	0.003	1.2	41.41964285714286	0.00062704086	0.7929830567430556	6.123611111111111	102440.10972222222	86.27499999999999	0.0	43.98148148148149	5.512987672465892	21	6.050806522369385	0.0	6.0508	130	197.0	10
2015-11-17	12.7	19	29	0.02	0.039	0.003	1.1	41.2505	0.0029492378	5.344900291256945	5.04375	99749.2611111111	90.83472222222223	0.27499999999999997	7.1759259259259265	16.2136879232142	16	6.050806522369385	0.00029917106589834623	6.0508	130	232.0	11
2015-12-15	13.2	28	46	0.15	0.097	0.008	1.3	51.39625	0.005769491	4.391666666666667	-0.32916666666666666	102337.91666666667	89.125	0.0	17.59259259259259	26.504136769491794	1.93	6.050806522369385	0.00011319845446145719	6.0508	130	260.0	12
2016-01-19	13.92	10	33	0.87	0.15	0.0084	1.6	16.579	9.202631e-07	4.0065372214305555	-3.7395833333333335	100495.10416666667	83.97812499999999	0.0	7.53125	7.766831146539165	12.9	6.050806522369385	0.0001500191296407972	6.0508	101	-78.0	1
2016-02-22	13.8	9	38	1.4	0.2	0.009	1.8	8.904250000000001	1.3737474e-05	4.218722805776831	0.9684027777777778	98255.3125	86.69722222222221	0.0	22.850694444444443	33.90257156092273	12.4	6.050806522369385	0.00013601534981828032	6.0508	101	-44.0	2
2016-03-18	12.3	9	29	1.7	0.1	0.013	2.4	10.343	9.744894e-06	7.377007665017362	-1.7899305555555556	100004.44444444444	71.76458333333333	0.06944444444444445	123.97916666666667	51.01619498598378	22	6.050806522369385	8.955339275065772e-05	6.0508	101	-19.0	3
2016-04-19	15.9	16	41	1.4	0.02	0.01	2.0	38.921	0.004170418	7.463704862451389	6.752777777777777	100303.80366666667	75.11319444444445	0.13749999999999998	133.52430555555557	40.14497933378768	29.6	6.050806522369385	3.982863708400747e-05	6.0508	101	13.0	4
2016-05-17	14.38	15	32	0.67	0.02	0.006	1.2	42.95099999999999	0.014638901	3.8740386940754417	10.669444444444444	100435.55239898991	58.026388888888896	0.006944444444444444	229.21085858585857	11.913875101865383	43.2	6.050806522369385	0.0009394799348838048	6.0508	101	41.0	5
2016-06-14	15.11	18	40	0.02	0.02	0.003	0.93	54.697222222222216	0.22744751	2.01895452771875	13.638541666666667	100484.65277777777	60.22847222222222	0.0	339.0893308080808	8.746652538531224	33.6	6.050806522369385	0.05247227248222784	1.8347	101	69.0	6
2016-07-19	9.51	20	50	0.02	0.01	0.003	0.95	45.4703125	0.14471817	5.77392131021875	18.426041666666666	100712.72727272728	65.28993055555556	0.0	298.9419191919192	9.172930592800855	30.9	6.050806522369385	0.06350874143304629	6.0508	101	104.0	7
2016-08-23	10.11	20	50	0.02	0.013	0.012	1.0	39.4340625	1.7325726	2.6524413885520834	18.16736111111111	101670.70707070707	76.42604166666666	0.3888888888888889	164.18430134680133	39.10471597420684	9.71	0.9399693236664937	0.029541612492112183	1.3113	101	139.0	8
2016-09-13	9.47	17	41	0.02	0.013	0.003	1.2	46.2590625	0.34508514	4.092184254128788	15.56875	101558.94128787878	64.89340277777778	0.020833333333333332	181.97613636363636	13.077734083330267	26.7	3.698890196465982	0.022041206494623704	6.0508	101	160.0	9
2016-10-18	12.46	20	34	0.02	0.013	0.003	0.98	43.18277777777777	0.0025320053	1.3368817658698653	2.504034090909091	102746.07281144783	70.49488005050505	0.003472222222222222	91.37405303030302	9.955818847096847	30.5	6.050806522369385	0.0	6.0508	101	195.0	10
2016-11-22	13.46	8	30	0.029	0.17	0.003	1.1	28.63659722222222	4.3586828e-05	4.132121553763889	1.8149305555555555	101907.31183862434	81.40320707070707	0.0	5.423421717171717	84.8200834911468	3.18	6.050806522369385	0.00016251521788886096	6.0508	101	230.0	11
2016-12-13	14.1	2	30	0.69	0.17	0.008	1.7	16.28275	7.5637363e-06	3.0462818410590278	-1.0711805555555556	101028.15972222223	74.57083333333334	0.0	16.57638888888889	34.06701410241036	18.4	6.050806522369385	9.62229067735316e-05	6.0508	101	251.0	12
2017-01-17	13.93	9	27	1.1	1.1	0.01	1.7	9.415750000000001	6.5258064e-06	2.1481938208636753	-5.437310606060606	102758.75946969698	85.93469065656565	0.024999999999999998	7.0249368686868685	16.167320213858535	22.2	6.050806522369385	0.0004154215267880033	6.0508	126	-69.0	1
