Date	O2	CAR_dic	Si	N_Nit	PO4	N_Amm	Chl	SST	delT	U	AirT	Prec	swr	MLD	doy	month	W	Ice_d	days_from_iceoff	inflow	outflow	MM
2000-06-06	293.75	3756.666666666666	27.607142857142854	36.0	2.2580645161290325	7.870967741935483	3.1	15.7	5.6	2.044966007833333	15.322085316791663	0.024800000000000003	328.2313714008333	15.826114413558354	158	6	42.263308840128566	53	91	54.337741	49.435608	6
2000-07-03	268.75	3623.333333333334	36.07142857142857	30.57142857142857	1.5806451612903225	0.0	4.1	21.3	10.3	3.087297517208333	21.47500381375	0.0204	318.0364155725	14.370773265258222	185	7	34.502779735945296	53	118	20.327559	25.470301	7
2000-07-03	268.75	3623.333333333334	36.07142857142857	30.57142857142857	1.5806451612903225	0.0	4.0	21.3	10.3	3.087297517208333	21.47500381375	0.0204	318.0364155725	14.370773265258222	185	7	34.502779735945296	53	118	20.327559	25.470301	7
2000-07-31	256.25	3245.833333333333	38.92857142857143	1.6428571428571428	0.0	0.0	18.6	22.7	11.4	2.861402278	21.99167404291667	1.4091999583333334	221.1574158294584	13.827344266096453	213	7	35.589277895049946	53	146	6.42403	8.972560000000001	7
2000-07-31	256.25	3245.833333333333	38.92857142857143	1.6428571428571428	0.0	0.0	14.2	22.7	11.4	2.861402278	21.99167404291667	1.4091999583333334	221.1574158294584	13.827344266096453	213	7	35.589277895049946	53	146	6.42403	8.972560000000001	7
2000-08-28	246.875	3364.166666666666	47.14285714285714	0.0	0.0	0.5161290322580645	23.8	22.8	11.1	4.5245465038749995	21.244179025833333	0.060799999999999986	232.6829158425	13.149973792806186	241	8	8.06562482216782	53	174	3.947518	5.852322	8
2000-08-28	246.875	3364.166666666666	47.14285714285714	0.0	0.0	0.5161290322580645	9.6	22.8	11.1	4.5245465038749995	21.244179025833333	0.060799999999999986	232.6829158425	13.149973792806186	241	8	8.06562482216782	53	174	3.947518	5.852322	8
2000-09-25	206.25	3568.333333333333	38.214285714285715	0.7857142857142857	1.8064516129032255	7.258064516129032	5.1	17.3	5.200000000000001	2.84458401425	8.9637631735	0.0	199.09541527291665	17.1910869817878	269	9	27.579905907656656	53	202	4.542219	6.342434	9
2000-09-25	206.25	3568.333333333333	38.214285714285715	0.7857142857142857	1.8064516129032255	7.258064516129032	3.1	17.3	5.200000000000001	2.84458401425	8.9637631735	0.0	199.09541527291665	17.1910869817878	269	9	27.579905907656656	53	202	4.542219	6.342434	9
2000-10-24	243.75	3816.666666666666	5.5357142857142865	4.5	3.645161290322581	15.225806451612904	1.5	14.9	1.7000000000000008	1.9105726169166668	17.420428213333334	0.1932	90.66625006875	0.6609430353292198	298	10	0.029045215613363377	53	231	3.4930510000000004	3.315316	10
2000-10-24	243.75	3816.666666666666	5.5357142857142865	4.5	3.645161290322581	15.225806451612904	1.8	14.9	1.7000000000000008	1.9105726169166668	17.420428213333334	0.1932	90.66625006875	0.6609430353292198	298	10	0.029045215613363377	53	231	3.4930510000000004	3.315316	10
2000-11-28	350.0	3842.5	26.285714285714285	14.785714285714285	3.967741935483871	19.41935483870968	0.6	5.9	0.3000000000000007	2.9471722151249997	-0.6904052734166667	1.5546	80.26366423916667	25.0	333	11	0.0	53	266	3.5141910000000003	3.0837529999999997	11
2000-11-28	350.0	3842.5	26.285714285714285	14.785714285714285	3.967741935483871	19.41935483870968	0.5	5.9	0.3000000000000007	2.9471722151249997	-0.6904052734166667	1.5546	80.26366423916667	25.0	333	11	0.0	53	266	3.5141910000000003	3.0837529999999997	11
2001-04-23	415.625	3966.666666666666	11.607142857142858	57.28571428571429	1.7096774193548387	1.6129032258064515	5.4	7.7	1.1000000000000003	9.601847440083333	15.198756154041668	0.588	222.67341344291668	0.5	113	4	9.555418794331187e-05	115	16	12.710215	12.196359	4
2001-04-23	415.625	3966.666666666666	11.607142857142858	57.28571428571429	1.7096774193548387	1.6129032258064515	5.6	7.7	1.1000000000000003	9.601847440083333	15.198756154041668	0.588	222.67341344291668	0.5	113	4	9.555418794331187e-05	115	16	12.710215	12.196359	4
2001-05-07	318.75	3883.333333333334	14.107142857142858	55.714285714285715	2.290322580645161	3.6774193548387095	0.4	12.5	4.300000000000002	4.108867579083333	15.64166793625	10.688000333333333	173.9387503525	15.369226105807593	127	5	5.688012421225366	115	30	8.896968000000003	11.283926	5
2001-05-07	318.75	3883.333333333334	14.107142857142858	55.714285714285715	2.290322580645161	3.6774193548387095	0.7	12.5	4.300000000000002	4.108867579083333	15.64166793625	10.688000333333333	173.9387503525	15.369226105807593	127	5	5.688012421225366	115	30	8.896968000000003	11.283926	5
2001-07-02	337.5	3756.666666666666	42.5	12.571428571428573	0.0967741935483871	0.0	30.7	22.7	11.5	3.206568459916667	14.3841682435	0.2024	303.32187692083335	14.136135271851327	183	7	36.428578502776304	115	86	12.724259	15.546048	7
2001-07-02	337.5	3756.666666666666	42.5	12.571428571428573	0.0967741935483871	0.0	34.7	22.7	11.5	3.206568459916667	14.3841682435	0.2024	303.32187692083335	14.136135271851327	183	7	36.428578502776304	115	86	12.724259	15.546048	7
2001-07-30	293.75	3147.5	60.35714285714285	0.8571428571428571	0.0967741935483871	0.41935483870967744	12.2	25.2	13.6	3.731833935583333	26.1579261775	0.0584	297.5692466058333	13.79548623240068	211	7	34.06991000912438	115	114	4.202594	4.3126	7
2001-07-30	293.75	3147.5	60.35714285714285	0.8571428571428571	0.0967741935483871	0.41935483870967744	12.7	25.2	13.6	3.731833935583333	26.1579261775	0.0584	297.5692466058333	13.79548623240068	211	7	34.06991000912438	115	114	4.202594	4.3126	7
2001-08-27	240.625	3076.666666666666	57.85714285714285	0.8571428571428571	0.0	0.0	16.1	22.9	10.999999999999998	3.72201083625	23.01958872416667	2.6362000416666667	220.46966648166665	12.171249381287028	239	8	13.389164069688857	115	142	6.79316	9.537602	8
2001-08-27	240.625	3076.666666666666	57.85714285714285	0.8571428571428571	0.0	0.0	12.9	22.9	10.999999999999998	3.72201083625	23.01958872416667	2.6362000416666667	220.46966648166665	12.171249381287028	239	8	13.389164069688857	115	142	6.79316	9.537602	8
2001-09-26	221.875	3634.166666666666	54.28571428571429	1.5	1.5806451612903225	5.806451612903227	12.8	16.5	4.300000000000002	4.300548341708334	9.835000609625	0.0	171.21812423041666	17.12945698491101	269	9	8.872205404030435	115	172	14.012689000000002	15.307127	9
2001-09-26	221.875	3634.166666666666	54.28571428571429	1.5	1.5806451612903225	5.806451612903227	7.3	16.5	4.300000000000002	4.300548341708334	9.835000609625	0.0	171.21812423041666	17.12945698491101	269	9	8.872205404030435	115	172	14.012689000000002	15.307127	9
2001-10-22	225.0	3885.833333333334	42.5	2.642857142857143	4.032258064516129	19.41935483870968	1.5	13.3	0.6000000000000014	3.2514170282499997	10.537086740458331	45.01580004166666	89.87733421816668	25.0	295	10	0.0	115	198	9.284631	10.236589	10
2001-10-22	225.0	3885.833333333334	42.5	2.642857142857143	4.032258064516129	19.41935483870968	1.4	13.3	0.6000000000000014	3.2514170282499997	10.537086740458331	45.01580004166666	89.87733421816668	25.0	295	10	0.0	115	198	9.284631	10.236589	10
2001-11-26	309.375	3939.166666666666	30.75	13.214285714285715	3.806451612903226	21.548387096774192	1.4	9.8	0.8000000000000007	5.180087350125	4.770426686666666	3.3236000416666664	59.17016720541667	25.0	330	11	0.0	115	233	7.4498510000000016	7.709925999999999	11
2001-11-26	309.375	3939.166666666666	30.75	13.214285714285715	3.806451612903226	21.548387096774192	1.5	9.8	0.8000000000000007	5.180087350125	4.770426686666666	3.3236000416666664	59.17016720541667	25.0	330	11	0.0	115	233	7.4498510000000016	7.709925999999999	11
2002-03-28	537.5	3925.0	2.6785714285714284	67.21428571428571	2.1935483870967745	0.0	6.9	1.6	0.30000000000000004	5.755503002375	3.915010071	2.5613999583333333	155.72458410441666	25.0	87	3	0.0	21	13	8.581097	9.276281	3
2002-03-28	537.5	3925.0	2.6785714285714284	67.21428571428571	2.1935483870967745	0.0	14.2	1.6	0.30000000000000004	5.755503002375	3.915010071	2.5613999583333333	155.72458410441666	25.0	87	3	0.0	21	13	8.581097	9.276281	3
2005-04-15	428.125	3705.833333333334	128.21428571428572	65.85714285714286	3.161290322580645	1.8387096774193548	7.2	7.6	1.3999999999999997	2.982440411458333	9.662508901083333	0.0	262.96837965291667	2.7318001078868313	105	4	0.05354091680739784	101	10	7.216705	6.855132000000001	4
2005-04-15	428.125	3705.833333333334	128.21428571428572	65.85714285714286	3.161290322580645	1.8387096774193548	8.0	7.6	1.3999999999999997	2.982440411458333	9.662508901083333	0.0	262.96837965291667	2.7318001078868313	105	4	0.05354091680739784	101	10	7.216705	6.855132000000001	4
2005-05-09	362.5	3765.0	97.14285714285714	61.07142857142857	3.0967741935483866	4.193548387096774	0.7	10.2	2.6	6.1117204757916666	19.446254984583334	4.334199875	221.16570770537498	9.381390626630846	129	5	0.29686104138874075	101	34	4.853923999999999	4.328287	5
2005-05-09	362.5	3765.0	97.14285714285714	61.07142857142857	3.0967741935483866	4.193548387096774	0.8	10.2	2.6	6.1117204757916666	19.446254984583334	4.334199875	221.16570770537498	9.381390626630846	129	5	0.29686104138874075	101	34	4.853923999999999	4.328287	5
2005-06-06	359.375	3674.166666666666	47.85714285714285	47.78571428571429	1.7096774193548387	2.161290322580645	1.6	18.9	8.799999999999997	4.969650235583333	22.80500564625	0.0	316.53600009875	9.353332012061564	157	6	3.2042487433046984	101	62	6.0082010000000015	4.988951	6
2005-06-06	359.375	3674.166666666666	47.85714285714285	47.78571428571429	1.7096774193548387	2.161290322580645	1.9	18.9	8.799999999999997	4.969650235583333	22.80500564625	0.0	316.53600009875	9.353332012061564	157	6	3.2042487433046984	101	62	6.0082010000000015	4.988951	6
2005-07-05	353.125	3586.666666666666	76.07142857142857	6.7857142857142865	0.0	0.0	13.6	23.5	13.1	3.322283688833333	20.415001169583334	1.4983999583333334	268.49892186958334	11.558321840082359	186	7	12.213317348058315	101	91	1.251487	1.8876580000000003	7
2005-07-05	353.125	3586.666666666666	76.07142857142857	6.7857142857142865	0.0	0.0	16.1	23.5	13.1	3.322283688833333	20.415001169583334	1.4983999583333334	268.49892186958334	11.558321840082359	186	7	12.213317348058315	101	91	1.251487	1.8876580000000003	7
2005-08-01	287.5	3257.5	86.42857142857143	0.0	0.0	0.0	2.4	25.5	14.9	3.5816300242916665	25.38417460041667	0.0	276.324624655	8.322235011616668	213	8	8.283864831120148	101	118	1.729941	0.736893	8
2005-08-01	287.5	3257.5	86.42857142857143	0.0	0.0	0.0	8.9	25.5	14.9	3.5816300242916665	25.38417460041667	0.0	276.324624655	8.322235011616668	213	8	8.283864831120148	101	118	1.729941	0.736893	8
2005-08-29	281.25	3218.333333333333	91.78571428571428	0.0	0.0	0.0	5.5	24.8	14.3	2.1107632949583333	22.22417348083333	0.0	238.96866941166667	11.763281169296846	241	8	57.8927730015029	101	146	0.654058	0.3103	8
2005-08-29	281.25	3218.333333333333	91.78571428571428	0.0	0.0	0.0	1.9	24.8	14.3	2.1107632949583333	22.22417348083333	0.0	238.96866941166667	11.763281169296846	241	8	57.8927730015029	101	146	0.654058	0.3103	8
2005-09-26	240.625	3490.0	102.14285714285714	0.0	0.06451612903225806	1.064516129032258	4.3	20.8	10.1	4.729565216041666	16.642924245	0.0264	191.7190450795833	12.235551819407075	269	9	9.73449090444509	101	174	0.813974	0.111502	9
2005-09-26	240.625	3490.0	102.14285714285714	0.0	0.06451612903225806	1.064516129032258	1.8	20.8	10.1	4.729565216041666	16.642924245	0.0264	191.7190450795833	12.235551819407075	269	9	9.73449090444509	101	174	0.813974	0.111502	9
2006-03-06	440.625	4017.5	135.0	18.214285714285715	4.354838709677419	17.0	1.9	0.9	-0.9	2.882766311666667	-1.2724937439166666	1.1396	118.67533484375	25.0	65	3	0.0	95	-18	3.3615850000000003	2.7718990000000003	3
2006-03-06	440.625	4017.5	135.0	18.214285714285715	4.354838709677419	17.0	2.1	0.9	-0.9	2.882766311666667	-1.2724937439166666	1.1396	118.67533484375	25.0	65	3	0.0	95	-18	3.3615850000000003	2.7718990000000003	3
2006-04-17	418.75	3320.833333333333	120.35714285714286	24.857142857142854	3.612903225806452	13.096774193548386	1.9	6.5	0.4000000000000004	4.79163941825	9.610833739958334	0.0	268.25741688166664	25.0	107	4	0.0	95	24	12.166713	10.487871	4
2006-04-17	418.75	3320.833333333333	120.35714285714286	24.857142857142854	3.612903225806452	13.096774193548386	2.3	6.5	0.4000000000000004	4.79163941825	9.610833739958334	0.0	268.25741688166664	25.0	107	4	0.0	95	24	12.166713	10.487871	4
2006-05-15	328.125	3827.5	105.35714285714286	26.214285714285715	3.3870967741935485	11.096774193548386	0.6	11.1	1.1999999999999993	5.224457473916667	12.571668243875001	2.7954000416666664	220.34858059666664	17.73758749601106	135	5	0.8701216230278629	95	52	10.549318	10.00506	5
2006-05-15	328.125	3827.5	105.35714285714286	26.214285714285715	3.3870967741935485	11.096774193548386	0.7	11.1	1.1999999999999993	5.224457473916667	12.571668243875001	2.7954000416666664	220.34858059666664	17.73758749601106	135	5	0.8701216230278629	95	52	10.549318	10.00506	5
2006-06-12	315.625	3045.0	60.714285714285715	22.071428571428577	1.5806451612903225	3.032258064516129	5.9	20.2	9.7	2.0495552545	15.342090860708337	0.0	261.116002875	7.458346852937506	163	6	15.442634884431817	95	80	7.372739999999999	8.046443	6
2006-06-12	315.625	3045.0	60.714285714285715	22.071428571428577	1.5806451612903225	3.032258064516129	3.1	20.2	9.7	2.0495552545	15.342090860708337	0.0	261.116002875	7.458346852937506	163	6	15.442634884431817	95	80	7.372739999999999	8.046443	6
2006-07-10	303.125	3150.0	87.5	2.357142857142857	0.0967741935483871	0.7096774193548387	4.6	24.4	13.8	3.929462718208333	21.122085826666666	0.0048	296.2302527454167	10.891245563575698	191	7	16.998522543792358	95	108	4.347912	3.5235309999999997	7
2006-07-10	303.125	3150.0	87.5	2.357142857142857	0.0967741935483871	0.7096774193548387	4.3	24.4	13.8	3.929462718208333	21.122085826666666	0.0048	296.2302527454167	10.891245563575698	191	7	16.998522543792358	95	108	4.347912	3.5235309999999997	7
2006-08-07	256.25	2884.166666666666	93.21428571428572	0.0	0.0	0.0	4.3	26.0	15.1	3.1197358371666666	22.03209203083333	0.0	204.96325063083333	11.868248286936184	219	8	21.66863478076972	95	136	2.626231	3.772382	8
2006-08-07	256.25	2884.166666666666	93.21428571428572	0.0	0.0	0.0	6.1	26.0	15.1	3.1197358371666666	22.03209203083333	0.0	204.96325063083333	11.868248286936184	219	8	21.66863478076972	95	136	2.626231	3.772382	8
2006-09-06	278.125	3005.833333333333	92.85714285714286	0.0	0.12903225806451613	0.0	5.5	24.2	13.2	2.629305589625	20.33500823958333	0.0246	232.94629280375	10.336756076419686	249	9	33.17971050703654	95	166	4.239217	4.751337	9
2006-09-06	278.125	3005.833333333333	92.85714285714286	0.0	0.12903225806451613	0.0	6.2	24.2	13.2	2.629305589625	20.33500823958333	0.0246	232.94629280375	10.336756076419686	249	9	33.17971050703654	95	166	4.239217	4.751337	9
2006-10-02	265.625	3295.833333333333	103.21428571428572	0.0	1.7096774193548387	2.9032258064516134	6.1	16.1	4.800000000000002	4.988914651458333	23.84875768041667	0.9916	174.87425056320836	15.758268303812375	275	10	6.212028787116231	95	192	6.293713	6.462359999999999	10
2006-10-02	265.625	3295.833333333333	103.21428571428572	0.0	1.7096774193548387	2.9032258064516134	6.2	16.1	4.800000000000002	4.988914651458333	23.84875768041667	0.9916	174.87425056320836	15.758268303812375	275	10	6.212028787116231	95	192	6.293713	6.462359999999999	10
2006-10-30	309.375	4192.5	122.5	4.071428571428571	3.806451612903226	10.709677419354838	1.8	9.9	0.3000000000000007	5.502266048041665	10.170838927958334	0.0	127.29471015416668	25.0	303	10	0.0	95	220	3.215609	6.718247	10
2006-10-30	309.375	4192.5	122.5	4.071428571428571	3.806451612903226	10.709677419354838	1.7	9.9	0.3000000000000007	5.502266048041665	10.170838927958334	0.0	127.29471015416668	25.0	303	10	0.0	95	220	3.215609	6.718247	10
2006-11-27	353.125	3705.0	115.71428571428572	7.928571428571429	3.6774193548387095	10.967741935483868	1.6	7.0	0.7000000000000002	2.321922001875	12.526673889166664	11.816199791666667	77.69291671083333	25.0	331	11	0.0	95	248	5.5625860000000005	5.2103150000000005	11
2006-11-27	353.125	3705.0	115.71428571428572	7.928571428571429	3.6774193548387095	10.967741935483868	2.7	7.0	0.7000000000000002	2.321922001875	12.526673889166664	11.816199791666667	77.69291671083333	25.0	331	11	0.0	95	248	5.5625860000000005	5.2103150000000005	11
2007-04-16	431.25	3831.666666666666	82.14285714285714	35.357142857142854	2.677419354838709	5.935483870967742	9.5	4.2	0.10000000000000052	2.89656477025	8.842507934833334	0.0	265.9304572779167	25.0	106	4	0.0	66	20	18.377889	19.703641	4
2007-04-16	431.25	3831.666666666666	82.14285714285714	35.357142857142854	2.677419354838709	5.935483870967742	17.0	4.2	0.10000000000000052	2.89656477025	8.842507934833334	0.0	265.9304572779167	25.0	106	4	0.0	66	20	18.377889	19.703641	4
2007-05-14	312.5	3660.0	14.964285714285715	36.07142857142857	1.935483870967742	4.870967741935483	0.3	14.2	6.0	7.698515305624999	20.065838114166667	0.027999999999999997	297.02191675791664	13.018994180289955	134	5	1.086126324060808	66	48	8.531248999999999	10.392887	5
2007-05-14	312.5	3660.0	14.964285714285715	36.07142857142857	1.935483870967742	4.870967741935483	0.3	14.2	6.0	7.698515305624999	20.065838114166667	0.027999999999999997	297.02191675791664	13.018994180289955	134	5	1.086126324060808	66	48	8.531248999999999	10.392887	5
2007-06-11	287.5	3607.5	26.5	31.214285714285715	1.4838709677419355	2.3870967741935485	6.7	20.4	10.999999999999998	3.5676549320833333	21.3887547825	0.0	321.71688254541664	13.733464003635895	162	6	21.85639475239541	66	76	6.208318	6.468666000000001	6
2007-06-11	287.5	3607.5	26.5	31.214285714285715	1.4838709677419355	2.3870967741935485	7.8	20.4	10.999999999999998	3.5676549320833333	21.3887547825	0.0	321.71688254541664	13.733464003635895	162	6	21.85639475239541	66	76	6.208318	6.468666000000001	6
2007-07-09	309.375	3068.333333333333	43.214285714285715	0.0	0.0	0.0	7.2	26.0	16.2	2.559962106375	25.64875183041667	2.1659999583333334	264.9877897958333	13.759794430315996	190	7	57.695249945268095	66	104	1.672632	2.0150900000000003	7
2007-07-09	309.375	3068.333333333333	43.214285714285715	0.0	0.0	0.0	2.6	26.0	16.2	2.559962106375	25.64875183041667	2.1659999583333334	264.9877897958333	13.759794430315996	190	7	57.695249945268095	66	104	1.672632	2.0150900000000003	7
2007-08-06	246.875	2661.6666666666665	55.0	0.0	0.0	0.0	7.9	25.2	14.8	2.451905854583333	27.263336436666666	10.51439975	254.816251844125	10.122280556772877	218	8	27.893390235723352	66	132	2.421759	0.628578	8
2007-08-06	246.875	2661.6666666666665	55.0	0.0	0.0	0.0	6.6	25.2	14.8	2.451905854583333	27.263336436666666	10.51439975	254.816251844125	10.122280556772877	218	8	27.893390235723352	66	132	2.421759	0.628578	8
2007-09-04	300.0	2742.5	76.78571428571429	0.0	0.0	0.0	4.6	24.0	13.5	3.68624449675	22.94167607666667	0.0	236.4803309425	14.408496067512504	247	9	10.637207400369974	66	161	18.376869000000006	25.224467999999998	9
2007-09-04	300.0	2742.5	76.78571428571429	0.0	0.0	0.0	5.9	24.0	13.5	3.68624449675	22.94167607666667	0.0	236.4803309425	14.408496067512504	247	9	10.637207400369974	66	161	18.376869000000006	25.224467999999998	9
2007-10-01	250.0	3235.0	83.57142857142857	0.0	0.8064516129032258	1.4516129032258065	11.9	19.4	7.799999999999999	2.85272757225	18.744584655416666	13.122000291666666	130.733707767125	17.40654165936666	274	10	41.89223423410286	66	188	8.837430999999997	11.21057	10
2007-10-01	250.0	3235.0	83.57142857142857	0.0	0.8064516129032258	1.4516129032258065	9.8	19.4	7.799999999999999	2.85272757225	18.744584655416666	13.122000291666666	130.733707767125	17.40654165936666	274	10	41.89223423410286	66	188	8.837430999999997	11.21057	10
2007-10-29	234.375	3496.666666666666	107.5	4.142857142857143	3.838709677419355	14.483870967741936	2.0	14.3	2.5	5.549437462749999	7.8700042723333326	0.0	134.38150151333332	23.5	302	10	3.405019580233861	66	216	7.733478000000002	9.080607	10
2007-10-29	234.375	3496.666666666666	107.5	4.142857142857143	3.838709677419355	14.483870967741936	1.4	14.3	2.5	5.549437462749999	7.8700042723333326	0.0	134.38150151333332	23.5	302	10	3.405019580233861	66	216	7.733478000000002	9.080607	10
2007-11-26	343.75	3770.0	120.71428571428572	11.428571428571427	4.064516129032258	17.903225806451616	0.9	7.1	0.1999999999999993	4.418114630041667	-2.392497762	0.0	77.86262496083333	25.0	330	11	0.0	66	244	1.2794020000000002	4.641641	11
2007-11-26	343.75	3770.0	120.71428571428572	11.428571428571427	4.064516129032258	17.903225806451616	0.8	7.1	0.1999999999999993	4.418114630041667	-2.392497762	0.0	77.86262496083333	25.0	330	11	0.0	66	244	1.2794020000000002	4.641641	11
2008-04-14	481.25	3477.5	57.5	68.07142857142857	0.7741935483870968	0.0	25.3	3.2	0.20000000000000015	2.384524733375	4.26458892825	0.0	267.17712577083336	25.0	105	4	0.0	106	4	31.159609000000003	35.461878999999996	4
2008-04-14	481.25	3477.5	57.5	68.07142857142857	0.7741935483870968	0.0	12.1	3.2	0.20000000000000015	2.384524733375	4.26458892825	0.0	267.17712577083336	25.0	105	4	0.0	106	4	31.159609000000003	35.461878999999996	4
2008-07-07	371.875	3257.5	59.64285714285714	33.214285714285715	1.0967741935483872	0.6451612903225806	15.3	23.7	11.1	4.348508652625	26.086263275	27.909999375	273.4002445516667	12.557690997903585	189	7	9.502503509339212	106	88	18.243288	25.313036999999998	7
2008-07-07	371.875	3257.5	59.64285714285714	33.214285714285715	1.0967741935483872	0.6451612903225806	11.9	23.7	11.1	4.348508652625	26.086263275	27.909999375	273.4002445516667	12.557690997903585	189	7	9.502503509339212	106	88	18.243288	25.313036999999998	7
2008-08-04	256.25	2673.333333333333	81.07142857142857	2.7142857142857144	0.0967741935483871	0.0	12.1	25.3	12.5	2.8180975951666665	24.199592845	26.58100033333333	176.50870942408338	12.369289286803731	217	8	27.606948644664925	106	116	10.004663	12.750786999999999	8
2008-08-04	256.25	2673.333333333333	81.07142857142857	2.7142857142857144	0.0967741935483871	0.0	5.3	25.3	12.5	2.8180975951666665	24.199592845	26.58100033333333	176.50870942408338	12.369289286803731	217	8	27.606948644664925	106	116	10.004663	12.750786999999999	8
2008-09-29	253.125	3056.666666666666	82.14285714285714	0.0	0.0	0.0	7.7	20.3	7.700000000000001	2.547261916666667	13.295002238916664	0.6448000416666667	107.08833199924999	13.777168320203257	273	9	33.252144089230015	106	172	1.2358049999999998	2.4725580000000003	9
2008-09-29	253.125	3056.666666666666	82.14285714285714	0.0	0.0	0.0	6.1	20.3	7.700000000000001	2.547261916666667	13.295002238916664	0.6448000416666667	107.08833199924999	13.777168320203257	273	9	33.252144089230015	106	172	1.2358049999999998	2.4725580000000003	9
2008-10-29	293.75	3444.166666666666	122.14285714285714	7.5	4.032258064516129	19.0	1.3	12.4	0.5	3.063004866125	2.998338317875	0.0	136.7791659025	25.0	303	10	0.0	106	202	1.924721	2.656038	10
2008-10-29	293.75	3444.166666666666	122.14285714285714	7.5	4.032258064516129	19.0	1.6	12.4	0.5	3.063004866125	2.998338317875	0.0	136.7791659025	25.0	303	10	0.0	106	202	1.924721	2.656038	10
2009-04-15	396.875	407.5	190.7142857142857	124.28571428571428	4.290322580645161	3.612903225806452	6.6	5.1	0.2999999999999998	3.5628765405833334	7.500838216666668	0.0	249.93945932416668	25.0	105	4	0.0	97	23	10.769028	16.612198	4
2009-04-15	396.875	407.5	190.7142857142857	124.28571428571428	4.290322580645161	3.612903225806452	5.4	5.1	0.2999999999999998	3.5628765405833334	7.500838216666668	0.0	249.93945932416668	25.0	105	4	0.0	97	23	10.769028	16.612198	4
2009-05-11	400.0	3200.833333333333	115.35714285714286	109.28571428571428	2.419354838709677	3.3548387096774195	3.4	13.1	4.199999999999998	2.5365970581666666	10.402089691041667	0.0	241.2248737405416	0.5	131	5	0.0	97	49	22.503063	22.054327999999998	5
