Date,NOX,O2,PO4-P,Tot-P,NH4-N,Si,Chl
2010-03-30,1527.6426473799963,11.077216782898043,29.00788088994109,46.09392506108734,11.22368891594214,3.9993398087521337,5.393508442973023
2010-03-31,1448.1187640622895,11.0978276489789,33.50362405519241,46.99747033042046,11.794377223180817,4.269638941835677,5.221668386478096
2010-04-01,1334.5435223948887,11.006619863030632,35.45387371388381,53.005092151919946,12.221554651800746,4.182046306134559,5.235364869031912
2010-04-02,1489.6464652928955,10.98517477276067,31.094751624425243,47.06067409017924,11.136863894440106,3.77075923189507,5.310858582646557
2010-04-03,1399.180439380424,10.845060069552371,30.829733812406772,44.863354297827144,11.2573942128569,3.8360694327906915,5.659231474550259
2010-04-04,1456.7006864967213,10.793507716753911,28.426095476085173,43.63817158864531,11.34015589764951,3.606707455176984,5.6768586128906415
2010-04-05,1355.4296303680317,10.646051783690467,32.997236043409906,45.59106271913979,11.619620932136591,3.9922506131213975,5.328872887641704
2010-04-06,1464.26254897067,10.731876629010355,29.70765640094494,44.57495749362522,11.191340871735562,3.838589243884542,5.735085672493143
2010-04-07,1378.8123903005296,10.546938755628098,33.6972717733027,45.404396647724084,10.898413787686552,3.8285812365464222,5.140440404728891
2010-04-08,1401.644060577476,10.888991373310951,30.796233875117522,42.703499837124845,11.711747470380896,3.888848314585017,5.7380237889630665
2010-04-09,1315.1172678924643,10.625772907280291,33.85986702302617,52.308746058237915,12.225963180697196,4.202440849900646,5.139697712329145
2010-04-10,1397.8910232529338,10.733942391848563,28.234846111667068,47.565554217408085,12.7092500136152,4.23437650471376,5.266147015178529
2010-04-11,1456.8269077102548,10.758426272789944,30.528194025005284,50.35896059789912,11.212617438623278,4.236279966751939,5.336164067879627
2010-04-12,1455.4157089287057,10.659097648457315,31.3181711145227,47.56519452967021,11.094780514439785,3.9826850419625126,5.345442266487671
2010-04-13,1429.6007554659423,10.75509607063584,30.31666084342093,43.54595069226702,11.325108313082252,3.8927488859141306,5.724783912718335
2010-04-14,1456.0678047280778,10.78889262096944,33.78430136167449,51.06558146960532,10.960509041139828,4.290898261556771,5.2431399113540955
2010-04-15,1476.7328329976137,11.337088753793177,36.604934310995766,50.028731075016005,11.453810909461788,4.455632811641852,5.229843108124997
2010-04-16,1471.1558861551746,10.807935106327193,35.00932254276771,54.84899683284779,11.132133388047315,4.368848434741787,4.894406179921689
2010-04-17,1396.637317309944,10.866707248383463,34.85120781365509,54.58075768530141,11.686124357095833,4.312710328870636,5.156844509868828
2010-04-18,1503.0123303524547,10.843761802041673,33.78234701793899,54.16707728506324,11.21551146687615,4.37200912110422,5.120053801322062
2010-04-19,1538.1791612912573,10.559144178508777,34.75988599465897,54.44028021376735,11.126248080462231,4.494823880363629,5.069515181631876
2010-04-20,1548.461659183947,10.806898106994442,34.76477305991493,55.26517049107444,11.070781476144074,4.524961696580064,4.967266296693844
2010-04-21,1363.47950128465,10.808901150414941,37.41873942520552,55.52200779085292,12.09593035858168,4.243260973157512,5.4781511919784664
2010-04-22,1344.4991013463823,11.213336348370719,36.561971231071155,53.47665431927641,12.389342809297176,4.273375141164499,4.923514243746185
2010-04-23,1511.3949686652052,10.759286093683976,34.48746475698557,53.637419510701775,11.126248080462231,4.4666451969402114,5.6516371798782705
2010-04-24,1496.4580912373833,10.638680736539984,34.084334658665504,51.599456048501416,11.227151874654597,4.3034356632311415,5.476439638315342
2010-04-25,1535.2227473964683,10.640377206388619,34.650454689859394,50.917903776459234,10.958637044587258,4.625778398663977,5.085747564058897
2010-04-26,1439.6458251363088,11.086859860554544,33.8883025412683,48.60740158426699,11.043263699020383,4.368801641135017,5.203094161404973
2010-04-27,1493.4236129224057,11.277637415340479,35.92300219244806,48.51302390070844,11.182114809428919,4.379061499500942,5.176469298681338
2010-04-28,1510.647180286103,10.605216282197512,35.28307739999246,50.23095873807086,11.228571178338346,4.45362823634739,5.553066734577196
2010-04-29,1538.0048542855081,11.126530601459722,33.35583589934163,51.80981392132863,10.985036960627962,4.6686733183101214,5.518450095153184
2010-04-30,1523.5858292581645,11.101535056026394,30.83178713915918,47.5405758878214,11.138888290794377,4.6445811939598585,6.067806253153074
2010-05-01,1395.6265195414098,11.067558625503786,34.478897003790976,52.06253341021908,11.465138650925804,4.421290464782253,5.14900197913805
2010-05-02,1528.5636618039966,10.711182766104232,30.5866849636127,50.881908257148226,11.230321384696602,4.195057636620877,5.066209941203735
2010-05-03,1521.2711892105929,11.120689523081866,33.69674937738076,49.24912489012511,11.345851779447385,4.249765776042507,5.008293092290772
2010-05-04,1609.9401797596859,11.41336069858632,30.84004274339427,46.68003196381684,11.258899377536776,4.030530056744068,4.871238740340135
2010-05-05,1511.4907946716505,11.091380053578817,34.685519835146806,50.82920645665986,11.276823398046512,4.402492962606405,4.826612578985204
2010-05-06,1521.4393400668143,10.678997696326325,31.52975602020592,48.51093723196622,10.96390836818046,4.636074115240682,4.707478672452078
2010-05-07,1376.1233538473937,11.007397537407336,36.08319494251005,47.76480461978593,11.293727892139959,4.2494997766746785,4.823736548354641
2010-05-08,1383.3440632246216,10.661321077548381,40.11668772682012,56.49427617566741,11.937042439854762,4.518006199150136,4.881283266950648
2010-05-09,1446.018587800046,10.83945792873346,41.649235621619695,52.25032713405196,11.146839312162733,4.840319682081942,5.058045764347547
2010-05-10,1446.3509610488056,10.734947838102059,40.618623279500675,55.46713980918846,11.466803750533455,4.868050413102524,4.745191513781275
2010-05-11,1528.7850897939377,10.900306950888234,32.8750217368599,51.64310241874677,11.59214602980749,5.000622297197523,6.311133610005086
2010-05-12,1604.6371341756446,11.779108587869631,28.902758470990268,45.77260488025126,11.28360097256003,4.764042874001956,5.5243580574626545
2010-05-13,1422.1606732189082,11.64513052616566,36.98563041906699,49.948656555722636,12.902490697898545,4.375265906249123,6.621168020236845
2010-05-14,1399.0730512963942,11.577436623619242,36.22356516523047,49.46828858611334,13.881011241968721,4.5352156469343115,6.662958766622959
2010-05-15,1419.8940219161016,11.508628035301658,31.61842103471224,51.01156600813132,11.505934219848067,4.2901644526639995,8.290663778558518
2010-05-16,1321.2318614382739,11.626831859078742,15.731776383460566,50.08655454996497,11.83845363709334,4.051567503123262,13.128433772571091
2010-05-17,1458.5775334757648,11.352115666902684,12.023418851830957,51.73412371377329,11.764071018643177,4.394009322414158,19.137762505447967
2010-05-18,1223.5741891523967,11.718453876860362,10.13182842811688,40.45102151738274,12.282065692186755,3.0125030447633603,15.70260028220765
2010-05-19,1108.4492619133966,11.901415110557812,12.023671961940348,48.157920245560156,11.837457235235247,3.804300927203324,15.35132622672115
2010-05-20,1234.2472080941598,11.324922771097519,13.877766700237746,49.12893156149562,11.802195230939953,4.060212166998984,17.93308523911233
2010-05-21,1285.0155679654029,11.203553618276985,14.009844096856332,49.71308469789613,11.672795935781526,4.109635225867516,15.123332784744285
2010-05-22,1141.285293334175,11.434057845164142,12.531173669404463,48.6969673007669,11.976734568181232,3.439719603490406,18.382431382035165
2010-05-23,1086.5026807669688,11.88534082043402,10.763081928303988,47.25257287406636,15.613084213563655,2.989412745870225,14.504518171976631
2010-05-24,1187.2400753059121,12.659596224722446,15.601803597739783,47.041012206245576,19.806938095566306,3.7095542178622734,13.668348054751105
2010-05-25,1228.9656082489516,11.245205087811286,15.135062429406156,49.61997317592683,12.286932871643273,3.9827554386346073,12.315864914532051
2010-05-26,1393.7034117414273,11.40304879530716,18.051312271229797,51.54129204425623,11.951191079317672,3.831095921802943,6.48472944804754
2010-05-27,1374.3904474031349,11.041895625583988,15.330780417498259,50.844316086360536,14.728361388154205,3.871575372974804,15.127273160836735
2010-05-28,1338.8430064644913,11.327907277161934,12.310875324584298,51.29895768404059,11.928826874412056,3.6350442342153153,16.490094842468693
2010-05-29,1284.1046001155962,11.42230553203515,11.493338689044712,49.1551283505686,15.242292116347931,3.2365917351316402,15.096726691294041
2010-05-30,1398.967361402618,11.426540645617948,15.216381393282399,50.023932176326504,18.837022074918487,3.5817361628778346,15.146580799395231
2010-05-31,1334.474707742228,11.152868727052493,9.946386663116199,41.92884404676123,11.970485610583554,3.217708542252885,19.153025636893723
2010-06-01,1229.1080779025378,12.349380801641674,11.161994387352435,45.83461669403672,18.93877720147926,3.120754644522813,17.831007677891975
2010-06-02,1204.8523259815215,12.627999626553256,9.467431887372127,42.741890648675664,18.593333219264082,2.817906535742826,17.990663140758176
2010-06-03,1156.4159692935636,11.777297546793294,9.685258269247436,41.169820445763555,18.5964444399117,2.4199620585011044,18.051533675495076
2010-06-04,1188.4687503481312,12.366290643929611,9.066799936306888,43.7049119870851,12.259775223426269,3.098288556714308,19.10107653167328
2010-06-05,1254.8349628437131,11.233511537112873,8.619397620039257,42.21411661930822,12.246709031321197,3.2249020976108147,19.57649062958066
2010-06-06,1206.867123447081,11.290838123505795,12.57887377161593,47.07158980453635,19.029015123984586,3.051229102248385,17.823334770226356
2010-06-07,1168.6310573226667,11.827132938492031,10.670665787785886,45.06636412679637,11.99327655339308,3.0552904410633737,20.45431769326782
2010-06-08,1143.7294974853703,12.221746898204307,9.899007433402144,40.780223504022814,12.981402361244877,2.8682307931785176,21.464749109834916
2010-06-09,1170.0167863308588,11.48905763464643,8.246424524974444,42.637233726505166,12.35062727945161,2.787456433731223,22.683697539038832
2010-06-10,1172.9225559422368,11.793077912916152,11.285707124151651,43.33526157895005,19.128948000876015,2.910630945523892,16.29379128120149
2010-06-11,1092.825137318567,11.68872611518376,9.037275084756233,29.78235919719857,16.53039464588377,2.7115879202763487,13.137018011834245
2010-06-12,1228.0235166293219,11.492132442726582,8.905423002442646,30.04233685629725,15.311828586842102,3.0127502479148345,14.231704677390473
2010-06-13,1253.554240148952,11.179940463753045,11.126694066708104,47.813219705183286,14.183418856983884,3.8485139589269495,16.247812361679056
2010-06-14,1393.8292356606767,10.665674907834136,11.205638153813993,43.15446696979172,12.656962533079023,3.529823682288001,14.199812063747284
2010-06-15,1298.5914564593024,10.567413184989162,9.14439921460333,37.840791479397815,12.251786668235983,3.1680809550501694,16.16349850330405
2010-06-16,1317.8245665827678,10.842405946975601,11.159061081980719,43.511863912834045,18.784065776806145,3.148269179290472,17.258560786035552
2010-06-17,1278.208835454888,10.895022144396147,10.520112328812388,42.9782777344491,18.80145256130923,2.992518461909699,17.215999571962115
2010-06-18,1079.7761722477987,11.687889630565302,8.231809512481743,35.82907930188368,13.57571390822209,2.96936307019988,15.562771180092218
2010-06-19,1230.6192628171052,11.043939873417797,6.255502558741527,34.62391715513332,12.430029150987007,3.259108442973211,18.883072318354237
2010-06-20,949.4439022251861,10.971963041887577,6.182905184857248,34.61377576559839,13.539047214672387,2.4561220026437023,16.60164338237024
2010-06-21,994.9066671168422,11.606077656406557,5.80373810319098,40.07142680975226,12.372101201556596,2.8294429546290494,21.31580670939773
2010-06-22,972.7963287785116,11.222401197993804,6.513078155572255,40.38082272605083,12.495236566815793,2.463236401429404,22.173386226520943
2010-06-23,861.0566219069857,11.351492613906025,7.198706008856431,40.34311384862758,16.95663053641688,2.1685939126251834,20.25874699903195
2010-06-24,968.801883653026,11.626304839043364,7.394917784384136,41.973238596415,17.05590850322121,2.987995995328781,19.818151555865587
2010-06-25,961.0725996983592,11.646010321701265,6.952519882162243,40.00771826772384,12.270478846408112,2.8023669942064715,21.767238171723942
2010-06-26,1116.046830982866,11.591640350586813,7.092489201999833,39.94472933260276,12.240938309343756,2.710484140961814,21.732922110452876
2010-06-27,893.5486732593068,11.559308370135438,6.928440031041633,41.1664285640833,12.686468278076049,2.1199815919831826,21.541650814516746
2010-06-28,872.6974051514269,11.554528892764461,6.850755480537422,41.51855124830743,12.554773812174396,2.033812665463308,21.48963396955608
2010-06-29,735.8541966543494,11.643800513135455,7.079076273713549,40.650720051472774,12.303202347963357,1.8222203548904152,20.826005466800286
2010-06-30,853.6405844666002,11.453927182636768,4.361675607600846,30.339807364965516,14.712316700281637,2.218583501624385,18.83294858561382
2010-07-01,990.8604059963868,11.487231332710257,7.8235179552348955,44.64352262002279,12.381819307653709,2.9117822614786775,21.74750293595089
2010-07-02,839.6359028606527,10.888326564035124,7.445550176434075,41.68047616814792,16.870175110960194,2.2736575252717603,20.279943192909585
2010-07-03,681.331335358597,10.438099255767137,3.8309060473683334,28.42396070597622,15.641687665446515,0.8791806830965031,20.597554501212837
2010-07-04,813.464806925072,11.45597317600437,4.918995440031571,34.369567425939216,12.16238787401516,1.9769059363305297,20.324254745382284
2010-07-05,1034.3803039203858,11.303028656407703,7.236207986544727,41.67307933135206,12.491037509676579,2.6841496002246195,21.779784910970687
2010-07-06,898.1381618166888,10.715808073844547,7.219199598641007,41.033861597340405,12.341351316754032,2.2082724308571904,22.516851867243034
2010-07-07,932.8030513859075,10.549745015647057,7.516434492591187,41.80812590950563,12.865947919007398,2.256242799342643,22.03643802947719
2010-07-08,740.3348427902106,10.585290108993824,4.733391470234106,30.587245445502273,15.773008179335159,1.4415419571763128,20.39781771410829
2010-07-09,949.0710207220841,10.658962028788734,5.98493552026303,37.41279921398995,12.102974076536603,2.3207382348197614,21.76941826392485
2010-07-10,791.537542999656,10.692040631586599,3.857638483326984,33.819377068969445,11.881915266145805,1.591224184278364,21.836946127906504
2010-07-11,690.9134056176443,10.54271788732791,6.216526886210546,36.736782479941446,11.625188672395444,0.9063885307835575,21.369954134619984
2010-07-12,707.0195451301998,10.759588639743423,6.741321610664364,40.60607492895281,12.013052900079606,1.3192522540041522,21.57441262388971
2010-07-13,747.3040674250897,10.795873261704687,4.2549670567359845,29.97357308577526,14.427665918004609,1.0585600249232867,19.99680990866318
2010-07-14,838.5435351570957,10.678984288798514,6.8280052639047115,41.00087620120204,12.517521152330751,1.9150086952307939,21.04206473911949
2010-07-15,768.6714250163079,10.602935510476115,8.123126437648652,41.25393321472779,12.793672164744052,1.817768131728262,20.701608033929766
2010-07-16,668.2694988456807,10.608680813952763,6.4621255481975615,37.17275519000032,12.331800588229603,0.7633455488406197,21.256409880815546
2010-07-17,610.9100296457177,10.621243515745526,5.415244556053236,32.623684481344085,12.182728123718212,0.72281584127628,22.252971750820166
2010-07-18,672.5417863170605,10.515520390897835,4.583105273353935,29.370505778553227,15.97506690054577,0.6275519571104905,20.68442003952735
2010-07-19,697.113258423054,9.857432397687338,3.6140303681712727,28.069393352463354,13.560375634424785,0.7805880642357818,21.93060486667687
2010-07-20,595.5328061410644,10.213264690476427,4.533581116947164,33.42436756450773,11.833573536233159,0.9241079044394174,21.79863124898647
2010-07-21,683.1664739940005,10.58293603762869,5.47238542093135,29.50694271472567,13.84155027611275,0.6824111819125193,20.76598579909812
2010-07-22,731.5299404497009,10.036855922125454,5.1600774690285585,33.406455512395084,12.969200544474363,1.2767616523185297,21.82643359785019
2010-07-23,797.3050161344754,9.763000745962191,7.292772916417419,39.651684603207,12.135906385166962,1.8042418827163356,21.929337302916483
2010-07-24,705.0582749442297,8.941483553411098,5.067293107627881,31.868282695166506,17.42982914074341,1.3247359195733541,14.296993838183123
2010-07-25,707.4097466582946,8.981457583950323,3.7267482506795937,29.781756158395247,16.22967885005305,1.0581437089561765,13.951921302211499
2010-07-26,543.8949997864806,9.180219923913409,2.659535681030468,30.33953358664974,17.45991850491521,0.72675059281343,15.534030706333098
2010-07-27,586.6401935208032,9.714728717658431,6.841491919806201,36.15380759844788,12.67156704930245,0.953060800009223,19.456967635424668
2010-07-28,622.7852061556738,9.274148537705777,5.319281785940406,32.84219293732592,12.657448525290139,0.7906918195995429,17.920237764208316
2010-07-29,624.3372954065062,9.11312181525541,3.289781687906078,29.943570700459652,16.72378682423566,1.0468418698720472,13.734813717556621
2010-07-30,786.6928034319255,8.966879528428684,2.1892237605048734,27.76600924955419,16.18708657356169,1.306301338141825,15.1492071858241
2010-07-31,901.0952001922687,9.047759185557922,4.29095854295769,33.215923101824586,13.294223539244872,2.42815048288167,15.81652091091196
2010-08-01,699.8363920577885,9.726633757014984,4.544528811311987,29.875435717952904,14.914198771030563,1.1614786091794362,19.858628727520603
2010-08-02,779.8316158671544,8.659796622866546,5.425268580640451,27.618483996651985,18.377422974784025,1.6951715560482736,10.341800839019571
2010-08-03,650.8503872231718,8.82053423193073,5.547032939251773,37.69968930205215,13.1608727082168,1.2626659261095825,14.123856245905458
2010-08-04,811.5330937079204,8.81699271471602,6.215219740928579,33.428896965725556,13.30523353458198,1.7960511129956833,11.204086837013385
2010-08-05,716.5163659958444,9.63771958802432,4.933771700751294,29.868255941356246,16.03648165985047,1.1359793022989275,17.18302473667752
2010-08-06,663.0533460509226,9.611960948384413,4.589542714783941,29.941246662851075,15.964426538045569,0.8951540255834791,15.603053214183415
2010-08-07,546.9539952519098,9.254868190523714,3.6012589402449957,30.02685523736312,15.538213633851464,0.7364062718060537,13.61324466012781
2010-08-08,618.3205861357794,9.259204384485937,4.284426415525966,29.052559571297955,15.451829306976897,0.8414438177022515,14.25873683940905
2010-08-09,653.9992828752779,9.034569311830387,2.6489313777827115,29.96985293929636,16.935721623133798,0.8434289112606811,11.894904998897344
2010-08-10,655.0574448668731,8.892032161900032,3.0762420976671856,27.617917165288173,17.31863300303553,0.8305902120303318,12.136918073561796
2010-08-11,713.120559761687,9.218947467744513,6.20859259578488,37.97314781277896,11.534859558724119,1.4462940837764313,17.033906533194187
2010-08-12,668.6614230404977,8.519434617746048,5.7973150614447855,36.624949701855655,12.037688363787243,1.1991403909650764,13.777617606259943
2010-08-13,607.3027775712657,9.677960332542375,5.038753607025514,30.608038883020694,13.995056231367553,1.1939637876770126,16.084875551701387
2010-08-14,1055.1947106545224,9.884921761746781,4.734461475745889,32.47107583066066,14.959779897645092,2.1953994000861385,16.17148118718895
2010-08-15,943.5784092659325,10.26575653488149,6.225744489334556,36.11000461624961,11.660639989147997,2.163345975418338,16.756759687780953
2010-08-16,629.7316258109992,10.811033106417712,5.884313587449183,39.45247665213614,11.450764991255674,0.895838596792154,21.066011477394216
2010-08-17,633.5077867524686,9.035952761693235,3.4382275599369154,29.040280615689614,15.767644475425723,0.5971136851450206,16.84848024450245
2010-08-18,672.4087534400745,9.027812886769532,4.202381564655038,27.822950189377604,17.070081120324467,0.7167586293205179,13.56719325359752
2010-08-19,893.1889918351344,8.803335828936293,4.846003438329542,28.56496538879795,19.151535252638617,1.7199867953000634,12.69531349403906
2010-08-20,804.8427120009328,8.554664783412505,5.2118486390012055,33.759778211210744,12.555013054095784,1.6606535128462205,12.366454416329855
2010-08-21,650.678793079697,8.381546199834872,4.98128521101139,31.767055499443188,18.306816310086074,1.2757504674251174,11.731180549688911
2010-08-22,719.7341979926306,8.418837121189817,5.079805727678315,32.64416011109271,12.89545208682072,1.5230064090660964,15.015917187869807
2010-08-23,925.062065551779,9.139948517673389,7.146217567438609,34.580576358308136,12.975150484928301,2.4018496882635922,17.1200619250715
2010-08-24,1076.04648075381,8.89927186439601,7.581330903122777,31.36619980435107,19.363885606838775,2.012251871023319,10.214031779612197
2010-08-25,1031.6095801089953,8.719114492834594,6.9478925962728555,34.134770922809096,13.255338958173645,2.6555630545240794,11.27314700113098
2010-08-26,769.6410120535156,8.099266060207702,6.858695649037556,32.44805085383046,15.352629866947852,1.817734572796587,10.485845246988323
2010-08-27,763.3132734507107,8.012267423880404,7.555948615342883,35.206718876832525,11.844327445286094,1.8448188422433427,10.977677060444377
2010-08-28,792.0167057768699,8.25104707338083,11.092546779450565,36.07790957887694,11.9595514425413,1.9978727878450815,10.217821080351825
2010-08-29,795.4298520456591,8.909928573067866,6.912358458342712,37.83451190570283,13.408104598632011,1.743999191373933,10.65268715244182
2010-08-30,746.8685148434988,8.73034605028355,5.671200948280371,33.682113382404495,13.71071776100463,1.6548744248393283,10.41344631705657
2010-08-31,735.8061896613008,8.550832524219176,6.19772592669348,37.37739519319644,12.74387518819454,1.6366688692573308,11.194856884549672
2010-09-01,774.0968764554218,8.575811928564319,6.472045966410473,35.14655133767377,12.89898898156762,1.7896555552114253,10.760382617400897
2010-09-02,536.2607952104165,8.80499388549497,5.073145813795439,31.65481609345086,14.076214175987008,1.6043752985985906,12.147426753491718
2010-09-03,620.3336253791499,8.386930776609544,9.135128482574409,37.16700379234456,12.11765202238258,1.6458159241375894,12.039190101045659
2010-09-04,721.1053785720619,8.359139390651904,8.951262359242603,37.00121707549577,12.435462343615063,1.6257264183194455,10.757878512946562
2010-09-05,716.492001856499,8.830412103294398,7.665705733711824,36.077861412953936,12.311686127830045,1.545679608878305,9.950201362152768
2010-09-06,740.4615287571594,8.652493850695988,8.446115741736737,32.61852593369214,11.676807905770785,1.5983223271254081,9.047244873392769
2010-09-07,674.5337922677056,8.786816137392472,4.947197333309789,28.834203584879187,14.597227355599781,1.1315803905282262,10.52660684590176
2010-09-08,748.4628524291858,9.076290746747325,5.2797061257328135,29.30428395095656,13.82545469712594,1.4168781159442891,10.766884636538705
2010-09-09,1184.57492656244,10.42481894488103,7.872411132082553,40.72693606378477,11.979046121676085,1.9951861091627094,15.387547497651513
2010-09-10,1167.3763925073717,10.228618780107759,7.117418608565935,32.95589040331286,12.280700929392014,1.7295453251836561,13.585176867247998
2010-09-11,794.548773890995,8.63148977535714,5.141847376629144,29.002980459834312,17.837244301795415,1.7174722885010463,11.792231800807748
2010-09-12,786.4200886726553,8.595312360304389,4.686200653268747,27.77985558377131,16.85657921233196,1.5649019086891054,12.086859257294757
2010-09-13,786.4479328004516,8.336613956449117,9.740431771109156,33.87063476346383,13.063786973464707,1.9105250440888082,10.37503419474319
2010-09-14,916.0854700650958,8.152976964673652,9.501577964682166,32.49949578343667,15.261001084192653,2.4888013085665004,10.38014123735751
2010-09-15,1201.3673071352869,9.505752221804952,9.922824537167719,26.12119428917041,15.100789694161715,2.4934663056876794,11.791496661158268
2010-09-16,1138.4863063244288,9.326478731657081,13.616122467629125,27.031379507790273,15.277382263719886,2.7737899481185795,10.412229967463556
2010-09-17,1131.5859081134543,9.496640517727208,13.25995027450629,27.63950950791273,14.936360644881729,2.8551611363377365,11.532014710527378
2010-09-18,1009.136124474083,8.789675560303378,10.273957980802015,30.27469188272836,17.27681139515936,2.553129920596448,8.292689942024214
2010-09-19,912.7805644415598,8.458882093525883,15.565599374596939,37.294330619413024,11.756276747712473,2.765398013509636,8.417305742217183
2010-09-20,840.1776865147224,8.399211405038283,17.769340305620464,35.865944093454544,12.229130787578276,2.610790473902326,5.5642079281213235
2010-09-21,832.9569210851593,8.156752402354496,19.564605116474315,36.15908829956812,11.28165938717959,2.811584919132675,5.618801298446269
2010-09-22,711.1670221119149,8.344741097210031,10.812413132030775,35.87800551719238,12.275725572517533,1.7837826185096164,8.953258316986624
2010-09-23,870.1447848061465,8.777233661705578,9.15090734225491,33.629296525888215,11.83547192876708,1.792047997259691,8.666482706538726
2010-09-24,1026.0023986844924,8.490865593065356,10.634011460117755,38.7559849882559,11.621535103997228,2.4468190680662336,9.665613797551723
2010-09-25,992.5065692494156,8.158503162924172,15.341171908967961,41.20489789334185,11.479803492282526,2.518446424721178,9.254501955313517
2010-09-26,769.9381481610229,8.679196865630166,9.056264545593832,32.313765421821024,11.662807464960213,2.1317565379965937,8.555366776872194
2010-09-27,798.5316846212125,9.032418112475206,13.70658487170865,36.24017730339812,12.001778361524314,2.6467162858770994,9.43598402989663
2010-09-28,707.0588939909615,8.99401958631429,12.28103188061331,35.832402513539165,11.9573316617798,2.8662854383653036,9.66573781447447
2010-09-29,797.8454605352337,8.797140725329509,24.62904433058109,36.04996196480864,11.387099368430505,2.6808990737207847,5.9647327991357955
2010-09-30,819.9529926360696,8.87887156384646,31.995984367984104,39.461873240787995,11.36253919266227,2.802740084485072,5.521498856812397
2010-10-01,814.2552713865508,8.834440395725965,28.996029206323694,39.09346558039314,11.27010212581413,2.824929747913402,5.536113650015481
2010-10-02,824.1167924260077,8.866527389045775,30.226949171586003,39.039815509689085,11.387581245455173,2.820917247951194,5.355858367742329
2010-10-03,880.5087418735735,8.694490725232203,31.072202406981535,41.72481853595411,11.73279674073209,2.754709689019618,5.102960699805628
