Date	thermD	U	AirT	Prec	RelHum	swr	CC	MLD	W	delT	Ice_d	day_from_iceoff	NOX-N	PO4-P	Tot-P	NH4-N	Si	Chl
1990-05-01	-0.89935	0.7330919643025696	15.115	0.02	56.125	257.311	0.315	-11.50981681174604	1.2117523388719669	1.3369684219360352	2.0	92.0	84.14854431152344	4.094625949859619	48.255374908447266	13.871477127075195	1.2612658739089966	14.875456809997559
1990-05-02	-0.93079	3.064746752384281	17.0025	0.0	52.125	276.922	0.10125	-11.03205257667154	2.255026829730601	1.2001266479492188	2.0	93.0	57.960357666015625	5.429121971130371	45.074031829833984	20.160377502441406	1.1799389123916626	11.956029891967773
1990-05-03	-0.93714	3.11527900536212	18.8275	0.0	46.5	278.745	0.07375	-10.210609186552034	0.9005747809992848	1.2767114639282229	2.0	94.0	34.960975646972656	5.994201183319092	41.920772552490234	23.691753387451172	1.0485339164733887	9.949498176574707
1990-05-04	-0.94629	1.2409185735776542	17.265	0.0	52.625	282.418	0.17625	-10.015884954060072	2.171554888303628	1.4257144927978516	2.0	95.0	13.948103904724121	6.154839038848877	37.089317321777344	22.424135208129883	0.7930686473846436	9.401885986328125
1990-05-05	-0.97927	3.651737867526228	18.3525	0.0	47.75	282.702	0.0575	-0.7802060367932617	0.0399289093668799	4.844194412231445	2.0	96.0	115.74395751953125	4.395196914672852	38.42897033691406	19.996501922607422	0.6747370958328247	10.911972999572754
1990-05-06	-1.7414	3.247266218009389	17.5025	0.0	50.625	287.965	0.22625	-1.574910486660792	0.059528138106917	4.940827369689941	2.0	97.0	84.28870391845703	4.778557300567627	40.29142379760742	18.233966827392578	0.7255183458328247	12.160077095031738
1990-05-07	-1.9024	0.1416449125454211	15.5525	0.0	56.75	239.536	0.5675	-1.1304228732069497	0.2388775204724657	5.5053911209106445	2.0	98.0	187.2367401123047	2.814147472381592	44.24916076660156	13.832996368408203	0.7715014815330505	18.863819122314453
1990-05-08	-1.0419	1.947218067686565	13.7275	0.0	55.75	291.088	0.32625	-0.9442894288888896	0.4138924267421769	5.863063812255859	2.0	99.0	214.58181762695312	1.285760760307312	46.0267333984375	11.072029113769531	0.7980139851570129	20.137937545776367
1990-05-09	-1.8845	1.249808891641038	14.79	0.0	50.375	292.551	0.3275	-1.2144771306166584	0.3152215621824661	5.740172386169434	2.0	100.0	234.90447998046875	0.9312044382095337	43.736427307128906	8.71574592590332	0.8559136390686035	18.440568923950195
1990-05-10	-1.9713	3.965463255172717	16.7525	0.0	51.75	296.866	0.31875	-2.058505039581488	0.3141833235611271	5.560724258422852	2.0	101.0	237.05906677246094	0.9017852544784546	41.64326095581055	8.889212608337402	0.9846442937850952	16.116960525512695
1990-05-11	-3.0405	3.742141870807412	9.49	0.17	55.5	242.537	0.5975	-3.566928622056997	0.2558882731092119	4.860036849975586	2.0	102.0	234.13394165039062	1.628494381904602	40.295867919921875	10.460219383239746	1.1937670707702637	13.15112590789795
1990-05-12	-4.0084	2.315177925802896	8.5525	0.0	52.125	301.207	0.19875	-4.129402252892018	0.7096071003388014	4.210379600524902	2.0	103.0	236.95730590820312	1.5532257556915283	40.26420211791992	9.544413566589355	1.5374748706817627	12.080221176147461
1990-05-13	-4.9324	4.009671997963175	10.665	0.14	49.125	279.111	0.465	-4.733619332643981	0.7240818975044273	3.73563289642334	2.0	104.0	226.873046875	1.377202033996582	38.74078369140625	7.466229438781738	1.5945721864700317	12.292166709899902
1990-05-14	-5.8672	2.300229777924371	9.7525	3.04	86.25	91.527	0.97375	-5.59347897557353	0.9293474504612312	3.278493881225586	2.0	105.0	242.44654846191406	4.152569770812988	38.94392776489258	13.840806007385254	1.9164291620254517	12.746947288513184
1990-05-15	-5.9988	2.2257093321568298	14.0275	0.14	67.625	278.597	0.66125	-5.204244765130745	1.465514088004776	3.0867137908935547	2.0	106.0	223.31204223632812	4.565285682678223	42.82856750488281	10.176984786987305	1.91105055809021	13.120802879333496
1990-05-16	-6.9384	1.1622731633527466	8.6525	1.88	80.125	105.649	0.915	-3.2940988165775367	1.1576275187006038	3.242654800415039	2.0	107.0	229.1903839111328	6.979344844818115	42.83734130859375	15.259848594665527	1.9528065919876099	13.710214614868164
1990-05-17	-9.9636	4.136210382478749	6.7525	1.12	68.125	198.773	0.67375	-5.894454752886174	1.2014732184935364	2.808169364929199	2.0	108.0	197.86610412597656	7.115976810455322	42.0847053527832	14.475043296813965	1.929856538772583	13.745279312133789
1990-05-18	-9.9354	4.711215756707604	7.215	0.03	52.25	252.119	0.56625	-9.240613221189411	0.5331181657335442	2.07926082611084	2.0	109.0	131.4530792236328	5.832779884338379	46.49490737915039	10.878154754638672	1.847479224205017	13.120410919189453
1990-05-19	-10.774	3.193947890150996	8.265	0.0	49.0	308.823	0.34125	-10.647468947398409	0.673721388732744	1.5551042556762695	2.0	110.0	97.53998565673828	6.337555408477783	49.121402740478516	13.717039108276367	1.658876657485962	11.233136177062988
1990-05-20	-11.0164	1.4958647425903853	9.49	0.0	55.25	288.973	0.38	-10.648097224613306	2.4473407596248475	1.2903470993041992	2.0	111.0	51.18046188354492	7.058105945587158	47.59613037109375	21.275102615356445	1.3401281833648682	9.27603530883789
1990-05-21	-11.9538	0.7793637228534568	10.0525	0.39	67.125	219.573	0.8125	-9.277149490144634	7.719181023492764	1.235578536987305	2.0	112.0	28.344722747802734	7.432892322540283	42.56085968017578	29.570789337158203	1.0011370182037354	9.424453735351562
1990-05-22	-1.9008	2.1019991414424983	9.065	0.14	59.875	269.985	0.6375	-1.906376569057516	0.2761676739745039	1.7100715637207031	2.0	113.0	28.093238830566406	6.929388046264648	40.03446578979492	31.485031127929688	0.7233975529670715	9.99185562133789
1990-05-23	-2.9793	1.9059948599747063	10.54	0.52	67.125	206.66	0.81125	-2.883662681765981	0.3164378594564243	1.5677967071533203	2.0	114.0	28.83623504638672	7.214287757873535	38.06070327758789	34.177730560302734	0.5041599869728088	11.601970672607422
1990-05-24	-4.9478	4.51385436738936	10.2775	4.01	75.0	230.595	0.78	-5.66558615975206	0.3987153891830929	1.3501129150390625	2.0	115.0	112.78610229492188	5.511720657348633	40.56574630737305	17.76795768737793	0.45289376378059387	15.63182544708252
1990-05-25	-9.973	5.742045210822099	8.465	2.39	77.125	183.044	0.8325	-10.485674503557355	0.2637644570016529	0.9797592163085938	2.0	116.0	187.22482299804688	3.937117576599121	43.07891082763672	13.605884552001953	0.5193400382995605	23.447114944458008
1990-05-26	-12.9677	4.391311601119305	5.8025	2.73	70.5	182.833	0.71875	-18.0	0.3444517413357276	0.4228115081787109	2.0	117.0	202.10362243652344	3.4901506900787354	45.99658203125	9.541915893554688	0.6579036116600037	23.84490966796875
1990-05-27	-17.8	1.3384815323716648	7.115	0.0	63.125	294.135	0.49125	-18.0	0.1139965435895281	0.0279521942138671	2.0	118.0	120.8677978515625	3.1232967376708984	49.20499038696289	7.233943462371826	0.7406355142593384	20.445898056030273
1990-05-28	-17.8	3.978035643144113	10.0275	0.24	60.125	309.238	0.48375	-18.0	0.2241779291777172	0.0531091690063476	2.0	119.0	41.09098434448242	3.687591552734375	50.35658264160156	12.756839752197266	0.6294190287590027	15.624543190002441
1990-05-29	-17.8	0.3435800716354195	10.6775	0.17	59.375	309.313	0.42375	-18.0	1.0682469262137575	0.1456336975097656	2.0	120.0	26.03786277770996	4.307250499725342	46.802127838134766	18.214250564575195	0.47579509019851685	13.08406925201416
1990-05-30	-2.007	4.371385515843347	13.2775	0.07	53.75	291.892	0.63	-3.2436823285862606	0.157776992273138	0.8763151168823242	2.0	121.0	-14.85973834991455	5.00189733505249	35.2294921875	18.45201873779297	0.3629995286464691	11.951428413391113
1990-05-31	-5.0006	2.7144224178450926	13.1275	0.32	67.5	295.862	0.5275	-5.068387161338452	0.146551678928351	1.018712043762207	2.0	122.0	-19.345073699951172	5.673530101776123	23.838937759399414	16.93798065185547	0.3600095212459564	12.810340881347656
1990-06-01	-5.9237	2.030412712048957	14.6275	0.04	65.25	283.035	0.525	-4.749021219660297	0.5958259423596032	1.3839025497436523	2.0	123.0	-8.619178771972656	5.714107513427734	22.301074981689453	13.907451629638672	0.24065008759498596	14.395092964172363
1990-06-02	-2.9037	2.7687389954634583	13.715	0.12	72.0	165.952	0.9075	-2.6739423674678524	0.2651202118243361	1.9722661972045896	2.0	124.0	80.98607635498047	6.325968265533447	30.64065933227539	11.010015487670898	0.1873752325773239	18.590478897094727
1990-06-03	-3.0872	2.5446501018067296	15.565	0.08	67.0	247.42	0.7575	-3.161873090974014	0.3334483670738987	2.108046531677246	2.0	125.0	161.90586853027344	3.8089475631713867	41.09992980957031	10.827075004577637	0.2404264658689499	24.359661102294922
1990-06-04	-2.9496	2.6488606778434005	16.515	0.48	62.5	315.529	0.61625	-2.826279743982937	0.342510230260617	2.5237016677856445	2.0	126.0	126.60246276855469	3.3712501525878906	47.98857498168945	9.811223030090332	0.36172857880592346	24.945602416992188
1990-06-05	-3.9504	5.649074661504307	13.6025	0.47	70.125	165.929	0.84	-4.553181003134756	0.2342934685862686	2.597792625427246	2.0	127.0	136.7426300048828	3.8603579998016357	50.209774017333984	10.054314613342285	0.5235908627510071	25.03667640686035
1990-06-06	-5.9661	2.924228597532177	12.965	0.0	60.75	341.946	0.3325	-6.084614944323414	0.3676079129124007	2.327633857727051	2.0	128.0	93.37037658691406	5.243371486663818	50.377662658691406	15.081221580505371	0.6201752424240112	21.04740333557129
1990-06-07	-6.0356	2.8450981007910783	12.315	0.08	65.375	333.954	0.3725	-5.765352610773673	1.085944145834158	2.3537425994873047	2.0	129.0	49.93513488769531	5.953797340393066	47.31193161010742	19.854007720947266	0.562558114528656	16.489912033081055
1990-06-08	-5.9782	2.361936523411457	13.165	0.0	61.875	286.762	0.56125	-5.020948535448293	1.105696671161704	2.515223503112793	2.0	130.0	13.939591407775879	6.0654449462890625	40.83226013183594	20.934185028076172	0.4931400418281555	13.437639236450195
1990-06-09	-5.9785	1.044528340029604	14.04	0.0	53.875	344.071	0.29625	-4.101697460604028	1.948657391666638	2.715547561645508	2.0	131.0	-15.659809112548828	6.294562816619873	28.654685974121094	17.941354751586914	0.5345118641853333	13.651068687438965
1990-06-10	-1.877	2.586505319079201	15.0025	0.0	49.375	345.712	0.155	-1.7072630566894218	0.3677513289927141	3.452430725097656	2.0	132.0	-2.3157296180725098	5.518939971923828	26.47384262084961	15.394489288330078	0.39734330773353577	15.700032234191895
1990-06-11	-2.8422	1.3206729167833342	15.515	1.87	57.5	321.976	0.5025	-2.1580276397899487	0.5756588367303748	3.61313533782959	2.0	133.0	13.48554801940918	4.384749412536621	29.223752975463867	12.706735610961914	0.23877397179603577	17.63074493408203
1990-06-12	-1.897	1.8333887894074727	15.0025	0.33	64.125	273.267	0.66125	-1.5603801600730458	0.5204146891540824	4.120903968811035	2.0	134.0	15.977608680725098	3.975604295730591	32.266849517822266	10.240790367126465	0.18379390239715576	17.99394416809082
1990-06-13	-1.9512	0.9718571139833264	14.24	0.04	56.25	321.609	0.495	-1.5350924953790996	0.7048141499497389	4.322221755981445	2.0	135.0	132.07212829589844	1.6403385400772095	41.8364143371582	13.073983192443848	0.2707602083683014	22.24510383605957
1990-06-14	-2.0355	3.647443132695834	13.265	0.29	53.0	316.644	0.50375	-2.564164035430029	0.6470081993238711	4.144905090332031	2.0	136.0	126.99874877929688	1.8072643280029297	50.37998580932617	11.316960334777832	0.4203505516052246	22.63916778564453
1990-06-15	-3.8104	1.6349015643151117	13.7275	0.18	53.0	290.302	0.49	-3.3502131526138257	0.7813117450607641	3.5753326416015625	2.0	137.0	125.4953384399414	2.1744468212127686	56.400386810302734	10.865368843078613	0.5688411593437195	22.59797477722168
1990-06-16	-3.9932	0.5287736401334696	14.6775	1.98	64.75	294.998	0.62625	-3.046562591109263	3.939437187838591	3.5669422149658203	2.0	138.0	133.43673706054688	2.6942129135131836	57.53312301635742	12.175917625427246	0.7032957077026367	22.125537872314453
1990-06-17	-1.9545	2.5159717928665257	10.665	14.63	84.125	181.589	0.81625	-2.099424220131846	0.9417720603977656	3.86025619506836	2.0	139.0	164.09703063964844	3.0542662143707275	52.86286926269531	12.379659652709961	0.8294613361358643	21.831035614013672
1990-06-18	-5.9512	1.2512834036500284	11.94	1.23	72.0	289.499	0.61125	-3.060635853370981	1.2014101739398468	3.308784484863281	2.0	140.0	143.58889770507812	3.2018558979034424	50.042938232421875	12.198355674743652	0.8679116368293762	20.119478225708008
1990-06-19	-5.9552	1.4468467869819526	14.2025	0.52	69.625	280.799	0.65875	-2.688070911488429	1.780498357861351	3.3158531188964844	2.0	141.0	112.74317169189453	3.498210906982422	49.11359786987305	12.821178436279297	0.9030284881591797	17.55988121032715
1990-06-20	-9.974	3.702381940217676	13.9775	5.29	83.625	109.351	0.92875	-3.668769085071352	0.8546359902556642	3.176599502563477	2.0	142.0	125.09210968017578	6.263892650604248	45.24625778198242	19.08563995361328	1.139559030532837	18.561351776123047
