Date	thermD	AirT	Prec	CC	MLD	W	swr	delT	RelHum	U	Ice_d	day_from_iceoff	NOX-N	NH4-N	PO4-P	Tot-P	Si	Chl
1990-03-25	-17.8	4.365	0.77	0.525	-18.0	0.0003444908972043	115.309	0.000439167022705	69.625	4.105752918923641	2.0	55.0	418.3548889160156	37.883968353271484	24.01189422607422	70.0829849243164	4.067629814147949	12.171893119812012
1990-03-26	-17.8	2.6275	0.11	0.38625	-18.0	0.0013807283598223	150.461	-0.0018248558044433	70.75	3.528289743717911	2.0	56.0	396.58587646484375	35.20232009887695	23.547569274902344	69.37741088867188	4.064905166625977	12.870260238647461
1990-03-27	-17.8	2.8775	0.0	0.16	-18.0	0.0024952242314766	171.986	-0.0017552375793457	67.75	3.4008827553482344	2.0	57.0	430.1492004394531	35.462493896484375	24.563676834106445	68.83318328857422	3.897357940673828	12.807534217834473
1990-03-28	-17.8	3.865	0.0	0.36875	-18.0	0.0017752632241878	169.24	-0.0007824897766113	66.375	4.760648467186482	2.0	58.0	422.62158203125	33.659610748291016	24.895551681518555	68.87518310546875	3.7960376739501953	11.872105598449707
1990-03-29	-17.8	4.54	0.0	0.4775	-18.0	0.0010348772638508	152.145	-0.0001425743103027	66.0	5.969267680429903	2.0	59.0	481.3688049316406	37.61478805541992	25.52320098876953	68.45649719238281	4.095896244049072	9.9271879196167
1990-03-30	-17.8	7.5275	0.02	0.2475	-18.0	0.0008665062340541	180.51	0.0021567344665527	63.25	5.857732503121409	2.0	60.0	481.7672424316406	38.0473518371582	27.056968688964844	68.11750793457031	4.137184143066406	10.801042556762695
1990-03-31	-17.8	8.865	0.08	0.3525	-18.0	0.0003288910390454	173.153	0.0054306983947753	56.375	5.288124261316578	2.0	61.0	485.2224426269531	38.644309997558594	28.679279327392578	67.89511108398438	4.166399955749512	10.946346282958984
1990-04-01	-17.8	9.69	0.25	0.5975	-18.0	0.0	136.385	0.0113139152526855	66.5	3.5972718069566274	2.0	62.0	478.7196044921875	39.59156036376953	28.279212951660156	67.62831115722656	4.185945987701416	10.318641662597656
1990-04-02	-17.8	4.34	3.96	0.9975	-18.0	0.0099880264320651	51.333	0.0235300064086914	90.5	2.490793673711253	2.0	63.0	480.90673828125	45.715782165527344	26.859804153442383	70.80055236816406	4.164304733276367	9.090266227722168
1990-04-03	-17.8	6.8025	10.61	0.94875	-18.0	0.0007886913441581	59.311	0.0022506713867187	88.0	4.5736086084321865	2.0	64.0	444.6043701171875	49.68827819824219	24.724178314208984	73.70912170410156	4.283608913421631	8.22525691986084
1990-04-04	-17.8	1.5275	2.79	0.6825	-18.0	0.0010352039177376	114.915	-0.0010600090026855	74.125	4.240263295185807	2.0	65.0	396.31817626953125	46.80425262451172	22.91851043701172	72.6849594116211	4.369839191436768	7.724612236022949
1990-04-05	-17.8	1.215	0.19	0.36375	-18.0	0.0004036710287372	186.758	-0.0049209594726562	62.125	5.614935509981392	2.0	66.0	390.6590576171875	43.01752471923828	23.647628784179688	72.17977905273438	4.409830093383789	8.096230506896973
1990-04-06	-17.8	2.2275	5.68	0.87375	-18.0	0.0003803991009278	72.782	-0.0041208267211914	79.625	4.644418062645201	2.0	67.0	384.0846252441406	46.742591857910156	23.88006591796875	72.96803283691406	4.3380913734436035	9.030109405517578
1990-04-07	-17.8	-1.335	1.16	0.2325	-18.0	0.0004513440431774	203.398	-0.0054826736450195	65.75	4.710171216699559	2.0	68.0	386.6443176269531	44.86752700805664	25.83818244934082	72.79814910888672	4.332359790802002	9.949816703796387
1990-04-08	-17.8	0.7025	0.0	0.1525	-18.0	0.0008856393287609	207.747	-0.0054421424865722	48.25	4.722999617893802	2.0	69.0	385.1695861816406	43.10435104370117	28.392702102661133	72.29289245605469	4.237795829772949	10.222525596618652
1990-04-09	-17.8	5.1025	0.0	0.51	-18.0	0.0005034751370703	188.377	-0.0013794898986816	62.5	7.739849930917589	2.0	70.0	419.1490478515625	40.9883918762207	30.658700942993164	72.77588653564453	4.045177936553955	9.844245910644531
1990-04-10	-17.8	4.6525	0.12	0.80125	-18.0	0.0005296185238074	110.168	0.0011432170867919	73.0	7.363964863823361	2.0	71.0	347.0224914550781	46.117069244384766	28.298673629760742	72.03230285644531	4.101374626159668	8.574304580688477
1990-04-11	-17.8	3.49	0.64	0.9375	-18.0	0.0007899310022439	62.597	0.0006542205810546	88.25	2.8960420863007155	2.0	72.0	310.5090026855469	55.232906341552734	24.88446617126465	75.11019897460938	3.9892616271972656	6.761857032775879
1990-04-12	-17.8	5.39	0.0	0.6525	-18.0	0.0057606919613925	164.802	0.0051918029785156	80.625	2.712065633424088	2.0	73.0	320.4049987792969	51.55235290527344	20.254180908203125	75.3006820678711	3.9301950931549072	7.918918609619141
1990-04-13	-17.8	6.2525	0.01	0.7025	-18.0	0.0095226255316283	127.229	0.0228505134582519	78.625	2.345574456556432	2.0	74.0	261.73828125	49.388763427734375	17.87705421447754	74.61201477050781	3.951225996017456	9.203161239624023
1990-04-14	-17.8	6.99	0.06	0.81125	-18.0	0.0017369672850759	95.87	0.0130400657653808	75.875	4.395412736592549	2.0	75.0	318.2064514160156	51.912330627441406	14.833205223083496	74.19548034667969	3.6705517768859863	9.695028305053711
1990-04-15	-17.8	7.6025	2.44	0.85375	-18.0	0.0008212427932893	93.69	0.0047259330749511	71.75	5.498326236796977	2.0	76.0	265.20355224609375	53.02202606201172	14.477466583251953	74.1226806640625	3.7355711460113525	9.214470863342285
1990-04-16	-17.8	7.1275	1.9	0.72125	-18.0	0.0003471108302683	159.524	0.0053091049194335	76.0	5.3209005640492855	2.0	77.0	225.20687866210938	41.244422912597656	13.751221656799316	76.27100372314453	3.7144432067871094	9.081442832946777
1990-04-17	-17.8	5.29	1.05	0.56375	-18.0	0.0011003430913204	177.413	0.0067992210388183	76.0	3.3310422660370134	2.0	78.0	195.45668029785156	29.128568649291992	12.338725090026855	79.63883972167969	3.5900766849517822	9.5516357421875
1990-04-18	-17.8	5.1025	1.15	0.47875	-18.0	0.0133185103112347	185.523	0.0172920227050781	77.25	2.3432723679984364	2.0	79.0	231.2214813232422	23.54907989501953	11.458260536193848	80.09182739257812	3.290191173553467	10.405431747436523
1990-04-19	-17.8	6.24	0.0	0.61875	-18.0	0.0073512637468416	170.607	0.0130047798156738	65.125	4.001250439315815	2.0	80.0	221.9514923095703	21.756444931030273	10.830686569213867	79.00830841064453	3.2328007221221924	10.69430923461914
1990-04-20	-17.8	8.6025	1.07	0.7	-18.0	0.0003630959571498	207.541	0.005950927734375	65.375	6.467604125563036	2.0	81.0	212.23358154296875	15.566764831542969	8.474433898925781	75.72999572753906	3.0370371341705322	10.433191299438477
1990-04-21	-17.8	9.3525	0.04	0.40625	-18.0	0.0016050735844679	239.963	0.0101680755615234	68.125	4.874425967806364	2.0	82.0	210.83428955078125	11.884228706359863	6.249628067016602	70.03793334960938	2.804006814956665	9.45318603515625
1990-04-22	-17.8	9.1775	0.0	0.26375	-18.0	0.0847068340816767	250.1	0.0782017707824707	63.5	1.1133278170085394	2.0	83.0	253.31455993652344	10.474510192871094	5.931731224060059	65.48469543457031	2.4721856117248535	9.067709922790527
1990-04-23	-0.94409	9.8525	0.0	0.25	-1.17668363845677	0.0521647859102467	251.897	0.9831838607788086	60.125	0.8104261996011729	2.0	84.0	342.0747375488281	12.255941390991211	9.154255867004395	62.2023811340332	2.03761887550354	10.421706199645996
1990-04-24	-0.96734	10.1525	0.0	0.09625	-18.0	5.545662978411989	254.811	0.3115897178649902	56.5	0.786703962745835	2.0	85.0	329.3537902832031	12.097772598266602	10.80016803741455	59.88636016845703	2.0312752723693848	9.88395881652832
1990-04-25	-0.97835	10.29	0.0	0.08875	-18.0	8.628250957045504	257.544	0.4294123649597168	57.125	0.7725680087377421	2.0	86.0	314.1895751953125	13.901545524597168	11.954893112182617	58.600257873535156	2.1353647708892822	9.933867454528809
1990-04-26	-1.9903	10.4025	0.08	0.4075	-3.990283345563945	0.1261981005908191	235.06	1.6821637153625488	55.625	5.060122165336031	2.0	87.0	295.1089172363281	14.56584358215332	12.259613990783691	56.88338088989258	2.14005446434021	10.352188110351562
1990-04-27	-5.9757	6.9775	2.9	0.90375	-6.097049606954338	0.1370270585531426	116.06	1.6234745979309082	76.5	2.1506380775539613	2.0	88.0	303.49835205078125	17.42281723022461	14.565855979919434	54.06316375732422	1.994042158126831	11.67522144317627
1990-04-28	-6.949	7.3275	0.0	0.18125	-7.605695656758271	0.3369702685595094	266.865	1.4666881561279297	46.875	4.370107308822633	2.0	89.0	269.4334411621094	16.235462188720703	12.579564094543457	54.57228088378906	2.0336790084838867	12.39474105834961
1990-04-29	-10.0097	10.19	0.27	0.60625	-12.242496646288654	0.1879551337222377	179.816	1.1801023483276367	69.75	6.111076681168794	2.0	90.0	244.2841796875	14.170056343078613	12.309959411621094	56.59735870361328	2.094944715499878	12.390413284301758
1990-04-30	-12.964	16.065	0.04	0.33875	-12.982620403430984	0.2351281645743441	268.57	1.3374404907226562	54.125	5.031917385860483	2.0	91.0	213.2276611328125	13.586692810058594	9.906436920166016	56.356285095214844	2.1279103755950928	11.97872543334961
1990-05-01	-0.89935	15.115	0.02	0.315	-11.50981681174604	1.2117523388719669	257.311	1.3369684219360352	56.125	0.7330919643025696	2.0	92.0	188.34243774414062	10.866226196289062	7.6619744300842285	52.97389221191406	2.033257246017456	10.53114128112793
1990-05-02	-0.93079	17.0025	0.0	0.10125	-11.03205257667154	2.255026829730601	276.922	1.2001266479492188	52.125	3.064746752384281	2.0	93.0	163.40440368652344	9.763440132141113	6.797341346740723	49.598873138427734	2.032240629196167	10.598892211914062
1990-05-03	-0.93714	18.8275	0.0	0.07375	-10.210609186552034	0.9005747809992848	278.745	1.2767114639282229	46.5	3.11527900536212	2.0	94.0	136.67047119140625	7.8760666847229	7.415020942687988	47.443294525146484	1.995787262916565	11.48331356048584
1990-05-04	-0.94629	17.265	0.0	0.17625	-10.015884954060072	2.171554888303628	282.418	1.4257144927978516	52.625	1.2409185735776542	2.0	95.0	113.71632385253906	4.902844429016113	8.260973930358887	45.4525032043457	1.8394945859909058	12.690832138061523
1990-05-05	-0.97927	18.3525	0.0	0.0575	-0.7802060367932617	0.0399289093668799	282.702	4.844194412231445	47.75	3.651737867526228	2.0	96.0	206.684814453125	5.704188823699951	7.716668605804443	41.019466400146484	1.353379249572754	17.214256286621094
1990-05-06	-1.7414	17.5025	0.0	0.22625	-1.574910486660792	0.059528138106917	287.965	4.940827369689941	50.625	3.247266218009389	2.0	97.0	176.134033203125	8.234445571899414	6.968715667724609	39.831207275390625	1.3991822004318237	16.620052337646484
1990-05-07	-1.9024	15.5525	0.0	0.5675	-1.1304228732069497	0.2388775204724657	239.536	5.5053911209106445	56.75	0.1416449125454211	2.0	98.0	227.78709411621094	7.877934455871582	6.333624839782715	39.132110595703125	0.9665110111236572	17.86798667907715
1990-05-08	-1.0419	13.7275	0.0	0.32625	-0.9442894288888896	0.4138924267421769	291.088	5.863063812255859	55.75	1.947218067686565	2.0	99.0	227.8328094482422	8.395483016967773	5.1800923347473145	40.593021392822266	0.9508415460586548	17.109603881835938
1990-05-09	-1.8845	14.79	0.0	0.3275	-1.2144771306166584	0.3152215621824661	292.551	5.740172386169434	50.375	1.249808891641038	2.0	100.0	227.02247619628906	8.594009399414062	4.489040851593018	42.01339340209961	0.9504584670066833	16.396150588989258
1990-05-10	-1.9713	16.7525	0.0	0.31875	-2.058505039581488	0.3141833235611271	296.866	5.560724258422852	51.75	3.965463255172717	2.0	101.0	224.65277099609375	8.699381828308105	4.481809139251709	42.80742645263672	0.9799273610115051	16.293018341064453
1990-05-11	-3.0405	9.49	0.17	0.5975	-3.566928622056997	0.2558882731092119	242.537	4.860036849975586	55.5	3.742141870807412	2.0	102.0	225.43565368652344	8.013158798217773	5.410006999969482	43.65930938720703	1.0213830471038818	16.051727294921875
1990-05-12	-4.0084	8.5525	0.0	0.19875	-4.129402252892018	0.7096071003388014	301.207	4.210379600524902	52.125	2.315177925802896	2.0	103.0	227.1005859375	7.3115763664245605	5.607128620147705	46.68488693237305	1.0618096590042114	15.62496280670166
1990-05-13	-4.9324	10.665	0.14	0.465	-4.733619332643981	0.7240818975044273	279.111	3.73563289642334	49.125	4.009671997963175	2.0	104.0	224.40892028808594	6.876794815063477	5.574926853179932	47.18306350708008	1.0661133527755737	15.539803504943848
1990-05-14	-5.8672	9.7525	3.04	0.97375	-5.59347897557353	0.9293474504612312	91.527	3.278493881225586	86.25	2.300229777924371	2.0	105.0	195.94049072265625	8.82236099243164	8.0137939453125	50.557106018066406	1.2925784587860107	13.763957977294922
1990-05-15	-5.9988	14.0275	0.14	0.66125	-5.204244765130745	1.465514088004776	278.597	3.0867137908935547	67.625	2.2257093321568298	2.0	106.0	189.83448791503906	8.750109672546387	7.61808967590332	47.95276641845703	1.4074116945266724	14.987963676452637
1990-05-16	-6.9384	8.6525	1.88	0.915	-3.2940988165775367	1.1576275187006038	105.649	3.242654800415039	80.125	1.1622731633527466	2.0	107.0	167.9990692138672	9.90686321258545	8.280766487121582	44.9806022644043	1.5781781673431396	14.696178436279297
1990-05-17	-9.9636	6.7525	1.12	0.67375	-5.894454752886174	1.2014732184935364	198.773	2.808169364929199	68.125	4.136210382478749	2.0	108.0	147.22958374023438	8.754772186279297	7.783931732177734	42.72874069213867	1.6368225812911987	16.768497467041016
1990-05-18	-9.9354	7.215	0.03	0.56625	-9.240613221189411	0.5331181657335442	252.119	2.07926082611084	52.25	4.711215756707604	2.0	109.0	122.44432067871094	5.344649791717529	7.568812370300293	40.05607604980469	1.5789928436279297	18.0869083404541
1990-05-19	-10.774	8.265	0.0	0.34125	-10.647468947398409	0.673721388732744	308.823	1.5551042556762695	49.0	3.193947890150996	2.0	110.0	109.97206115722656	3.039940118789673	8.032905578613281	38.04273986816406	1.449760913848877	18.763864517211914
1990-05-20	-11.0164	9.49	0.0	0.38	-10.648097224613306	2.4473407596248475	288.973	1.2903470993041992	55.25	1.4958647425903853	2.0	111.0	92.39810943603516	1.7139836549758911	8.472077369689941	36.184139251708984	1.3100415468215942	18.27543830871582
1990-05-21	-11.9538	10.0525	0.39	0.8125	-9.277149490144634	7.719181023492764	219.573	1.235578536987305	67.125	0.7793637228534568	2.0	112.0	75.1597900390625	1.6413666009902954	9.083614349365234	35.154212951660156	1.1997530460357666	17.362136840820312
1990-05-22	-1.9008	9.065	0.14	0.6375	-1.906376569057516	0.2761676739745039	269.985	1.7100715637207031	59.875	2.1019991414424983	2.0	113.0	77.05980682373047	1.0099084377288818	8.364725112915039	35.91992950439453	0.981265127658844	18.663713455200195
1990-05-23	-2.9793	10.54	0.52	0.81125	-2.883662681765981	0.3164378594564243	206.66	1.5677967071533203	67.125	1.9059948599747063	2.0	114.0	55.93341064453125	1.9753327369689941	6.894600868225098	38.609275817871094	0.853757917881012	18.123592376708984
1990-05-24	-4.9478	10.2775	4.01	0.78	-5.66558615975206	0.3987153891830929	230.595	1.3501129150390625	75.0	4.51385436738936	2.0	115.0	89.92616271972656	1.7593728303909302	6.9468512535095215	39.51236343383789	0.5700478553771973	22.354114532470703
1990-05-25	-9.973	8.465	2.39	0.8325	-10.485674503557355	0.2637644570016529	183.044	0.9797592163085938	77.125	5.742045210822099	2.0	116.0	138.2250518798828	5.625357151031494	5.633235931396484	38.71122741699219	0.6326673626899719	23.388347625732422
1990-05-26	-12.9677	5.8025	2.73	0.71875	-18.0	0.3444517413357276	182.833	0.4228115081787109	70.5	4.391311601119305	2.0	117.0	143.1104278564453	8.663579940795898	4.680416107177734	39.43730545043945	0.7548138499259949	24.11033058166504
1990-05-27	-17.8	7.115	0.0	0.49125	-18.0	0.1139965435895281	294.135	0.0279521942138671	63.125	1.3384815323716648	2.0	118.0	127.91719818115234	6.422062873840332	4.826003074645996	38.845726013183594	0.8070490956306458	25.245176315307617
1990-05-28	-17.8	10.0275	0.24	0.48375	-18.0	0.2241779291777172	309.238	0.0531091690063476	60.125	3.978035643144113	2.0	119.0	102.32539367675781	3.902256488800049	5.643373012542725	38.05080795288086	0.8120013475418091	24.837949752807617
1990-05-29	-17.8	10.6775	0.17	0.42375	-18.0	1.0682469262137575	309.313	0.1456336975097656	59.375	0.3435800716354195	2.0	120.0	104.22498321533203	2.088218927383423	6.4808030128479	36.32139587402344	0.8020872473716736	24.446012496948242
1990-05-30	-2.007	13.2775	0.07	0.63	-3.2436823285862606	0.157776992273138	291.892	0.8763151168823242	53.75	4.371385515843347	2.0	121.0	71.53115844726562	1.6052253246307373	7.475890636444092	36.40152359008789	0.7622601389884949	22.360740661621094
1990-05-31	-5.0006	13.1275	0.32	0.5275	-5.068387161338452	0.146551678928351	295.862	1.018712043762207	67.5	2.7144224178450926	2.0	122.0	63.27889633178711	1.1311254501342773	7.85380744934082	34.59096908569336	0.7328329682350159	20.47654914855957
1990-06-01	-5.9237	14.6275	0.04	0.525	-4.749021219660297	0.5958259423596032	283.035	1.3839025497436523	65.25	2.030412712048957	2.0	123.0	41.72451400756836	1.666860580444336	6.554956912994385	35.597877502441406	0.6701361536979675	19.7252254486084
1990-06-02	-2.9037	13.715	0.12	0.9075	-2.6739423674678524	0.2651202118243361	165.952	1.9722661972045896	72.0	2.7687389954634583	2.0	124.0	52.102638244628906	2.875537157058716	5.708369255065918	38.63534927368164	0.5364281535148621	19.212059020996094
1990-06-03	-3.0872	15.565	0.08	0.7575	-3.161873090974014	0.3334483670738987	247.42	2.108046531677246	67.0	2.5446501018067296	2.0	125.0	103.31684875488281	4.029478073120117	5.639980316162109	38.99903106689453	0.42169660329818726	21.67289924621582
1990-06-04	-2.9496	16.515	0.48	0.61625	-2.826279743982937	0.342510230260617	315.529	2.5237016677856445	62.5	2.6488606778434005	2.0	126.0	80.34693145751953	4.522202014923096	5.912195682525635	40.803768157958984	0.4136025309562683	23.467416763305664
1990-06-05	-3.9504	13.6025	0.47	0.84	-4.553181003134756	0.2342934685862686	165.929	2.597792625427246	70.125	5.649074661504307	2.0	127.0	63.780067443847656	4.323374271392822	6.139251232147217	42.432456970214844	0.4142913222312927	25.236919403076172
1990-06-06	-5.9661	12.965	0.0	0.3325	-6.084614944323414	0.3676079129124007	341.946	2.327633857727051	60.75	2.924228597532177	2.0	128.0	53.28528594970703	4.2939839363098145	6.694090366363525	43.559181213378906	0.3819888234138489	25.06015396118164
1990-06-07	-6.0356	12.315	0.08	0.3725	-5.765352610773673	1.085944145834158	333.954	2.3537425994873047	65.375	2.8450981007910783	2.0	129.0	45.7790641784668	4.580591678619385	6.752109050750732	44.04411697387695	0.3534401059150696	23.46311378479004
1990-06-08	-5.9782	13.165	0.0	0.56125	-5.020948535448293	1.105696671161704	286.762	2.515223503112793	61.875	2.361936523411457	2.0	130.0	33.52683639526367	4.725599765777588	6.311411380767822	45.8791389465332	0.3095305860042572	20.140405654907227
1990-06-09	-5.9785	14.04	0.0	0.29625	-4.101697460604028	1.948657391666638	344.071	2.715547561645508	53.875	1.044528340029604	2.0	131.0	27.612306594848633	5.731593132019043	6.475625514984131	45.668853759765625	0.2787867784500122	17.076467514038086
1990-06-10	-1.877	15.0025	0.0	0.155	-1.7072630566894218	0.3677513289927141	345.712	3.452430725097656	49.375	2.586505319079201	2.0	132.0	38.39328384399414	5.81214714050293	6.444217681884766	40.59278106689453	0.28302717208862305	17.822406768798828
1990-06-11	-2.8422	15.515	1.87	0.5025	-2.1580276397899487	0.5756588367303748	321.976	3.61313533782959	57.5	1.3206729167833342	2.0	133.0	49.38861846923828	5.9184794425964355	6.07381534576416	40.862762451171875	0.25260263681411743	21.023881912231445
1990-06-12	-1.897	15.0025	0.33	0.66125	-1.5603801600730458	0.5204146891540824	273.267	4.120903968811035	64.125	1.8333887894074727	2.0	134.0	36.29890823364258	6.164655685424805	5.434391021728516	42.84761047363281	0.21986442804336548	20.442546844482422
1990-06-13	-1.9512	14.24	0.04	0.495	-1.5350924953790996	0.7048141499497389	321.609	4.322221755981445	56.25	0.9718571139833264	2.0	135.0	140.87252807617188	5.3359270095825195	5.086292266845703	40.76996994018555	0.27333083748817444	23.754087448120117
1990-06-14	-2.0355	13.265	0.29	0.50375	-2.564164035430029	0.6470081993238711	316.644	4.144905090332031	53.0	3.647443132695834	2.0	136.0	127.50022888183594	4.434247016906738	4.742949485778809	40.385013580322266	0.33197256922721863	24.111955642700195
1990-06-15	-3.8104	13.7275	0.18	0.49	-3.3502131526138257	0.7813117450607641	290.302	3.5753326416015625	53.0	1.6349015643151117	2.0	137.0	108.1833267211914	3.6258513927459717	4.447968482971191	41.02819061279297	0.3922775983810425	24.469722747802734
1990-06-16	-3.9932	14.6775	1.98	0.62625	-3.046562591109263	3.939437187838591	294.998	3.5669422149658203	64.75	0.5287736401334696	2.0	138.0	118.17925262451172	2.959425210952759	4.7299323081970215	39.24860763549805	0.44899410009384155	26.998367309570312
1990-06-17	-1.9545	10.665	14.63	0.81625	-2.099424220131846	0.9417720603977656	181.589	3.86025619506836	84.125	2.5159717928665257	2.0	139.0	105.73690795898438	4.650765895843506	5.4995269775390625	38.75042724609375	0.5361960530281067	30.586421966552734
1990-06-18	-5.9512	11.94	1.23	0.61125	-3.060635853370981	1.2014101739398468	289.499	3.308784484863281	72.0	1.2512834036500284	2.0	140.0	82.12894439697266	4.251671314239502	6.411982536315918	39.9814453125	0.5759593844413757	29.8194580078125
1990-06-19	-5.9552	14.2025	0.52	0.65875	-2.688070911488429	1.780498357861351	280.799	3.3158531188964844	69.625	1.4468467869819526	2.0	141.0	49.86198043823242	3.875295639038086	6.681085109710693	43.04243850708008	0.5384951233863831	26.557992935180664
1990-06-20	-9.974	13.9775	5.29	0.92875	-3.668769085071352	0.8546359902556642	109.351	3.176599502563477	83.625	3.702381940217676	2.0	142.0	64.53508758544922	5.43870735168457	6.40941858291626	39.16954040527344	0.5372672080993652	21.20996856689453
