Date,thermD,U,AirT,Prec,RelHum,swr,CC,MLD,W,delT,Ice_d,day_from_iceoff,NOX-N,PO4-P,Tot-N,Tot-P,NH4-N,Si,Chl
1999-03-11,-17.8,6.571416145417212,-4.5475,2.12,88.625,107.276,0.93,-18.0,0.0,-0.0011467337608337,121.0,-7.0,441.08632146008597,16.343532395084907,930.4285714285714,56.023632742229815,39.7456963126906,2.0926661821870813,18.505932364411084
1999-03-12,-17.8,3.8574866331589535,-4.11,0.6,85.875,86.785,0.7775,-18.0,0.0007298098318299,2.209097146987915e-05,121.0,-6.0,441.27935057627707,16.308456027446187,912.4285714285714,56.08625260690559,40.79820370672941,2.197348503151184,18.46755445561834
1999-03-13,-17.8,1.543833626277456,-2.835,0.01,83.125,69.715,0.81875,-18.0,0.0020765941993907,0.000953309237957,121.0,-5.0,433.3904206488004,16.276690836360306,876.5714285714286,55.35868857688753,41.05124941359219,2.281400675628102,18.228976370584128
1999-03-14,-17.8,3.004684363622908,-0.56,0.01,87.25,37.195,0.9825,-18.0,0.0055390644039057,0.0008251741528511,121.0,-4.0,422.8878628308044,16.1652690547811,894.4285714285714,55.00981818348753,41.52477662060064,2.3867755437491742,17.787946096440344
1999-03-15,-17.8,2.4253409876242142,0.3775,0.3,84.375,46.419,0.9275,-18.0,0.0,0.0004304619506001,121.0,-3.0,418.7948998254193,16.166789322152507,894.4285714285714,54.86932011483568,41.14514245468782,2.462569164296286,17.805667802393348
1999-03-16,-17.8,5.236969319773603,0.3275,0.0,74.875,46.99,0.87875,-18.0,0.0019591811025298,-0.0002495169828762,121.0,-2.0,417.0189623956515,16.306939691535657,894.4285714285714,55.131386169024275,41.13140497665243,2.4512280389494214,17.616974014098965
1999-03-17,-17.8,6.417848768278978,0.265,4.25,88.0,42.367,0.9825,-18.0,0.0002884779885759,4.744250327348709e-05,121.0,-1.0,419.0104008070881,16.340105239009,876.5714285714286,55.535619239641015,40.56402934850852,2.4372591369529815,17.60627158116022
1999-03-18,-17.8,3.107569953456398,1.4275,0.23,96.125,45.424,0.9825,-18.0,0.0022475899525461,0.0015687234699726,121.0,0.0,412.6044357507296,16.11682878184423,912.4285714285714,55.91892810120829,42.20293456257555,2.522177023799437,17.586795098052125
1999-03-19,-17.8,5.756144984112631,2.4775,0.41,87.375,115.436,0.53375,-18.0,0.0,0.0028431564569473,121.0,1.0,412.130476058656,16.038904071458138,892.2857142857143,55.71111038465872,39.72299732467593,2.4276212012244733,17.669370974604885
1999-03-20,-17.8,2.2779775329500067,0.9525,0.15,91.125,114.802,0.75875,-18.0,0.0019151957063951,0.0033396184444427,121.0,2.0,414.21083183150057,16.276138863770093,881.1428571428571,56.3435851001908,37.83860144328403,2.442207808988217,17.83388581595305
1999-03-21,-17.8,2.5036302548749085,1.04,0.6,87.625,73.96,0.90125,-18.0,0.0077693312994306,0.0028039515018463,121.0,3.0,417.36868094462756,16.129578598704875,845.2857142857143,56.98527245002206,37.9329310654994,2.4646958009498476,18.121334444119093
1999-03-22,-17.8,4.565792005843565,1.9775,8.76,94.5,64.523,0.94875,-18.0,0.0007756444213202,0.0025428533554077,121.0,4.0,421.76398220973635,16.089707767458176,802.8571428571429,57.235500142896115,37.53970799038581,2.3858253395452955,18.13222449092203
1999-03-23,-17.8,3.2169048716312707,0.2775,1.81,84.625,146.961,0.595,-18.0,0.0006640742819136,0.0023176670074462,121.0,5.0,424.5600511803653,16.130195769154824,746.8571428571429,57.38992851957959,34.594616753285145,2.4608220164023082,18.539666364830943
1999-03-24,-17.8,3.8431012155712216,0.1775,0.73,82.375,143.903,0.65875,-18.0,0.0015736274442205,0.0014392137527465,121.0,6.0,422.3677357011162,16.02939665980191,717.7142857142857,57.59601876130755,32.06836637056989,2.579537390664697,18.543531500176638
1999-03-25,-17.8,3.49341713530606,3.565,3.73,88.625,115.228,0.85875,-18.0,0.0029672059556988,0.0037969946861267,121.0,7.0,426.50153735764076,16.128742070767487,675.2857142857143,57.45178748658321,29.917213933514006,2.581242472602002,18.56648878010882
1999-03-26,-17.8,3.6973861649988633,2.815,0.98,93.625,71.257,0.86625,-18.0,0.0046261295643644,0.0047261714935302,121.0,8.0,429.73223922768346,16.236951748517612,695.4285714285714,57.721822556244625,32.23052028878218,2.666274553061058,18.550210384572956
1999-03-27,-17.8,1.2286695675607824,5.7025,1.42,91.5,80.869,0.85125,-18.0,0.0,0.0039242506027221,121.0,9.0,434.84731473285984,15.887451821373384,706.5714285714286,57.68525702642624,34.074589185188735,2.6473157881655203,18.717373194243077
1999-03-28,-17.8,4.976771041548928,4.765,3.01,80.125,171.814,0.5125,-18.0,0.0029848686124181,0.0052579641342163,121.0,10.0,444.15474624802636,15.896268126490298,686.4285714285714,57.686342667518545,31.302579327208303,2.549446684628524,19.01944984299168
1999-03-29,-17.8,5.383158053132009,4.7775,0.0,74.625,161.768,0.345,-18.0,0.0003732134825133,0.0057697296142578,121.0,11.0,456.92170380440865,15.821360422653882,672.8571428571429,57.79975255797279,29.316916875968754,2.5676161298906166,19.172288211773708
1999-03-30,-17.8,5.7021161093930735,6.0775,0.14,64.375,158.827,0.33375,-18.0,0.0006540104876769,0.0050004720687866,121.0,12.0,474.8567007083487,15.26121466625204,672.8571428571429,58.35726872368016,28.63271091761214,2.5035178487350294,19.37648977787876
1999-03-31,-17.8,3.410706717456076,6.3775,0.94,84.0,156.524,0.6575,-18.0,0.0009938411322473,0.0073685646057128,121.0,13.0,475.9186527812548,15.064751549786687,672.8571428571429,58.11420379417675,27.9304946066681,2.4891096711950498,19.469827514182015
1999-04-01,-17.8,3.164568555210173,6.79,0.01,79.25,-0.412,0.4375,-18.0,0.004225548687129,0.0034160614013671,121.0,14.0,474.59077686682025,14.986455805363706,715.2857142857143,57.75514087156274,29.515410163156705,2.5050924389649283,19.305194820747193
1999-04-02,-17.8,1.8623668157079047,6.965,0.02,81.25,179.308,0.4375,-18.0,0.0049151608086973,-0.0039715766906738,121.0,15.0,465.64788655337946,14.67709102080074,695.1428571428571,56.40084504615521,26.354881720823236,2.5293762954438326,19.26154006158589
1999-04-03,-17.8,1.0534229919647662,6.2525,0.0,75.0,191.288,0.3825,-18.0,0.0146149240973025,0.0071558952331542,121.0,16.0,474.67504558359315,14.411902225313499,675.0,56.134538106366996,22.99094834174476,2.595451598466103,19.053788766140162
1999-04-04,-17.8,0.8988643007985132,2.965,0.06,65.875,193.711,0.36375,-18.0,0.015903199813418,0.0067279338836669,121.0,17.0,477.68572766289054,14.42960648430136,675.0,55.158147801828775,22.6081157978408,2.7247883730399636,18.918900935288026
1999-04-05,-17.8,4.838543572837801,6.3025,0.03,67.875,187.512,0.42625,-18.0,0.0,0.0066010951995849,121.0,18.0,478.30530102119434,14.305356202491405,675.0,53.953741994048855,22.05470641184964,2.7285470461638375,18.958727648103768
1999-04-06,-17.8,3.911389319186982,7.965,1.23,85.75,148.225,0.835,-18.0,0.0010687649477565,0.009965181350708,121.0,19.0,464.53716415993364,14.486608986430586,695.1428571428571,52.226617851966196,22.453279275059113,2.77890143421453,18.566893891223085
1999-04-07,-17.8,0.7293760711217498,6.9775,9.9,94.0,88.572,0.935,-18.0,0.0119907716477003,0.0122454166412353,121.0,20.0,456.65738429989693,14.406217415505486,699.7142857142857,51.454431638675366,24.46024305517788,2.777498067563561,18.223831777107982
1999-04-08,-17.8,3.1728230725963904,7.1025,0.98,75.0,197.428,0.6075,-18.0,0.0113801485388376,0.0165052413940429,121.0,21.0,457.0850726745875,14.206954190704096,643.7142857142857,50.956651139851765,21.67479580418585,2.799558537947264,18.206140605922517
1999-04-09,-17.8,9.67191256050865,10.19,0.09,72.875,-0.412,0.76375,-18.0,0.0007112589116734,0.0076546669006347,121.0,22.0,475.0579903207569,14.079915410180016,699.7142857142857,51.15037254102782,23.5878643244092,2.70870747807416,18.1791781808914
1999-04-10,-17.8,5.410954203338354,10.3775,0.08,79.75,-0.412,0.845,-18.0,0.0,0.0045928955078125,121.0,23.0,480.9974438454189,14.181291720278093,755.7142857142857,50.67138872208888,26.22429154593872,2.573264146299984,18.24659668711223
1999-04-11,-17.8,3.28369171055993,6.8275,2.44,84.75,106.49,0.92875,-18.0,0.001100935585492,0.0071058273315429,121.0,24.0,473.1615869094638,14.071240388032438,775.8571428571429,49.94485421829899,26.333193675179462,2.5233143928735964,18.04839912930184
1999-04-12,-17.8,3.206774079975077,2.4025,2.27,82.25,81.106,0.94875,-18.0,0.0014313050963651,0.0035915374755859,121.0,25.0,462.8831814935774,14.459927110535217,796.0,49.89052422059974,29.427246461911068,2.5994986084861758,17.740067380015745
1999-04-13,-17.8,5.558660542905098,4.115,7.53,93.75,85.164,0.97625,-18.0,0.0015266017624907,-0.0010509490966796,121.0,26.0,459.0070266715628,14.53421358312744,789.4285714285714,50.764457170184414,31.946181292646173,2.526707265350155,17.658517414713277
1999-04-14,-17.8,3.666871164988621,5.74,2.98,82.125,161.865,0.74625,-18.0,0.0009617224128765,0.0032129287719726,121.0,27.0,468.3600425628577,14.719837863579354,784.8571428571429,51.343610954081576,30.119069519724416,2.515513291577444,17.83924035172568
1999-04-15,-17.8,5.8904521526365015,3.7025,5.27,81.375,130.893,0.645,-18.0,0.0017258684001075,0.0022487640380859,121.0,28.0,471.3856736319631,14.959133777266146,793.8571428571429,51.97999398175534,30.759984424013993,2.3927671019160734,17.97475166985005
1999-04-16,-17.8,4.835998676915143,5.09,0.52,69.0,203.217,0.63375,-18.0,0.0010550213700006,0.0008211135864257,121.0,29.0,463.9996762561691,15.079662476320848,746.8571428571429,52.95876563375485,29.184789903922677,2.3998049163611563,17.98142907759573
1999-04-17,-17.8,6.515476287271714,1.815,5.76,93.375,102.268,0.88875,-18.0,0.0,-0.0001111030578613,121.0,30.0,451.1568489892942,15.576759460911601,704.4285714285714,53.78348497881909,28.607599655484737,2.3868664140446607,18.027112920667527
1999-04-18,-17.8,6.941104609723513,3.965,24.16,94.375,67.455,0.98,-18.0,0.0004398455213428,-0.0017313957214355,121.0,31.0,448.5703122850386,15.610945445439526,697.8571428571429,54.72776513525594,31.004770539775826,2.2898175682297617,18.171378643760058
1999-04-19,-17.8,4.384497414541945,3.99,-7.96,86.75,142.51,0.84625,-18.0,0.0,0.0004286766052246,121.0,32.0,443.82892784313697,15.450924434655734,697.8571428571429,55.138170014861714,28.74356688662195,2.2065613657375716,18.080535872969538
1999-04-20,-17.8,4.032569067139458,5.8025,0.14,78.375,187.306,0.49375,-18.0,0.0022786655566956,0.0043087005615234,121.0,33.0,445.6876788416795,15.39425559114017,684.2857142857143,55.87067099628572,25.884998432874134,2.319895510217872,18.174425678248653
1999-04-21,-17.8,3.728850778054815,5.34,0.06,80.875,227.42,0.50625,-18.0,0.0040281629284566,0.0095362663269042,121.0,34.0,446.6660932307715,15.437865583951787,675.2857142857143,56.67717972297548,26.1586487643242,2.351067286594845,18.154684358450467
1999-04-22,-17.8,1.7868317151105753,5.9525,0.15,83.75,135.284,0.8525,-18.0,0.038913897123343,0.0413770675659179,121.0,35.0,435.514557579189,15.125568036747039,686.4285714285714,58.00791546751488,25.222272857853685,2.4604443866624925,18.144203513337754
1999-04-23,-17.8,1.882089617453165,6.7275,0.47,87.5,154.185,0.83,-18.0,0.179868684691325,0.0811061859130859,121.0,36.0,425.33668489564803,14.940562520496304,697.5714285714286,58.86553179229249,24.791349886480106,2.568405114480587,18.152301566791543
1999-04-24,-1.9948,1.7394028474235057,7.415,1.87,89.75,186.558,0.78375,-18.0,0.3583479768076468,0.1532888412475586,121.0,37.0,423.74496849127723,14.643518940625327,704.1428571428571,58.90872700146076,23.542078427342233,2.685627712648173,18.52151262533851
1999-04-25,-2.9913,2.829123649648421,7.49,0.04,87.375,177.904,0.7575,-18.0,0.400638098839055,0.2475442886352539,121.0,38.0,424.45914961402826,14.624437273494332,699.5714285714286,59.42050030911019,20.660431914111395,2.807113617789898,18.86086485910283
1999-04-26,-5.9864,4.343020442330429,9.59,0.0,72.75,244.554,0.43375,-18.0,0.1877092320040265,0.3848671913146972,121.0,39.0,449.87665464604936,14.237856083067769,683.4285714285714,60.405254172762405,19.76633807748546,2.8662262183129603,19.690420485727213
1999-04-27,-7.9161,1.950721921654904,10.115,0.0,63.75,263.196,0.28875,-7.690694544682794,0.2323375520663054,1.1320314407348633,121.0,40.0,443.7168420613228,13.733134596871635,687.4285714285714,59.92159932152516,19.579290816437428,2.8670617172522483,20.22323116379755
1999-04-28,-1.9671,2.8881204014246014,10.0025,0.41,68.25,155.641,0.69625,-2.691390380833376,0.0759934424038101,1.636831760406494,121.0,41.0,433.6999862132333,13.170223895691645,696.4285714285714,58.53261642971257,19.14204716519625,2.8489282067256574,20.67341423040136
1999-04-29,-4.9697,3.309521302242969,6.49,0.57,56.875,258.235,0.435,-5.669215351015526,0.199467041975087,1.518822193145752,121.0,42.0,447.78435464916964,12.985404438451733,676.2857142857143,56.68326118997091,19.39755109667554,2.8469741386240774,20.692702596271108
1999-04-30,-6.835,2.2172217448024907,5.99,4.02,80.25,182.465,0.84,-6.527426089446669,0.3349596062472141,1.4432716369628906,121.0,43.0,450.37341819004735,13.15963664710152,669.7142857142857,54.810252188095625,19.24827664936812,2.772556533234617,20.597302322321962
1999-05-01,-7.01,3.874870209519927,5.5025,0.6,70.5,236.82,0.5825,-8.011314600323201,0.3844879988852806,1.3366093635559082,121.0,44.0,453.1623034578841,12.827706810478537,649.5714285714286,54.152474667353694,18.893650159016698,2.765934070329838,20.09955487780494
1999-05-02,-9.9352,1.31892475145476,4.3275,0.18,71.75,239.597,0.515,-9.110489158474724,0.6880979122913101,1.220417022705078,121.0,45.0,437.81603879156665,12.545275147471115,640.5714285714286,53.405302126982455,19.200512160277494,2.7402962382923755,19.665765890066904
1999-05-03,-9.992,2.030216467830462,4.915,2.98,81.125,188.512,0.75,-9.301334392513985,1.5218331582316396,1.1007161140441897,121.0,46.0,407.92630135527145,12.633334505474902,644.0,52.05122335506907,19.91072283007912,2.723000821802777,18.894210938159727
1999-05-04,-10.0004,1.1407183181004854,5.8025,0.99,75.75,267.988,0.505,-9.698402910761413,1.8466087205502928,1.0087776184082031,121.0,47.0,402.97308069920956,12.859495826377591,640.0,51.50965635005878,20.128993407655148,2.7112744366891284,18.16809267817349
1999-05-05,-1.0329,0.7195593269494879,6.3025,0.01,71.375,278.556,0.29,-2.736212578601489,0.6400294000418834,1.385066032409668,121.0,48.0,401.9247967638713,12.907730784619035,631.0,51.61629015364612,19.818800696921393,2.7013219852608557,17.79535983230516
1999-05-06,-2.0419,3.098557186921842,7.99,0.0,60.75,287.942,0.21,-3.069631372171802,0.2115562977342907,1.5518426895141602,121.0,49.0,405.6003410236143,12.857475320318533,635.0,51.76569721820862,19.889750237866387,2.6751346351937815,17.9295085051306
1999-05-07,-4.0268,1.8128853038733588,8.8775,0.0,52.375,289.763,0.33125,-4.1061888196925,0.257322762939586,1.562883377075195,121.0,50.0,402.57721862558117,12.263263353041497,625.4285714285714,51.9288464427667,19.6553524590904,2.7116181224960507,18.098314868760713
1999-05-08,-4.9461,3.377898350398514,3.79,0.04,57.625,237.952,0.53,-5.176186953607046,0.3540161523234447,1.5522613525390625,121.0,51.0,400.1004307956328,12.419553267540849,625.4285714285714,51.8854887586597,19.805207152029627,2.6950779546639234,18.013327017825272
1999-05-09,-7.9341,3.025121510989269,2.8025,3.69,71.25,88.968,0.86125,-8.70015039214338,0.4438127180247563,1.0453109741210938,121.0,52.0,414.8953107741211,12.74544538734182,639.0,51.70192282069983,22.366236760977845,2.687226860453601,17.92842354842369
1999-05-10,-17.8,5.606459479085264,2.14,9.19,91.375,97.518,0.915,-18.0,0.1998007099307647,0.3191757202148437,121.0,53.0,421.429626906,12.932523520156703,645.1428571428571,52.26595240186095,23.270980223357288,2.638889587852144,17.875999891071924
1999-05-11,-17.8,2.347530367881319,3.4775,0.3,76.625,125.304,0.76625,-18.0,0.0058751937379337,-0.0063066482543945,121.0,54.0,415.0118822269754,13.251268380045312,654.1428571428571,51.909733173257294,24.080991651485068,2.645411084768768,17.8006999828574
1999-05-12,-17.8,2.4767500126173414,3.0025,2.16,65.625,209.94,0.53,-18.0,0.0025688403923083,-0.0015726089477539,121.0,55.0,422.481554961068,13.921119794748579,654.1428571428571,51.25937979324601,25.122766295087,2.66925846060013,17.808723110219642
1999-05-13,-17.8,4.7832726930680005,5.415,0.35,64.5,150.542,0.78,-18.0,0.0014818705286494,-0.002324104309082,121.0,56.0,416.21656847752746,14.076541511553645,670.2857142857143,50.460208753852406,25.954388520528067,2.5998792131411474,17.53658203474338
1999-05-14,-17.8,4.734369018148036,6.8275,0.79,56.125,142.827,0.82875,-18.0,0.002229343423966,-0.0023412704467773,121.0,57.0,423.3065220031972,14.551449245292895,686.4285714285714,50.63626418216315,26.41234534301177,2.5256860301838637,17.313069393278308
1999-05-15,-17.8,1.817291189002192,7.54,0.15,50.625,299.221,0.2725,-18.0,0.0367497751491854,0.0262279510498046,121.0,58.0,420.40686952985953,14.108324063445403,686.4285714285714,50.653660954323136,25.744399080891508,2.531454129319631,17.55798853745086
1999-05-16,-17.8,1.0406567187358182,8.9025,0.09,53.75,239.523,0.565,-18.0,0.8253345031581839,0.0972862243652343,121.0,59.0,417.33045436428876,13.774288452114146,676.8571428571429,51.09130926279361,22.435907712987525,2.565990789225483,17.549198289090366
1999-05-17,-0.99154,0.779747805784024,9.2275,0.03,57.125,287.806,0.5025,-1.0833659999758605,0.1006825850606599,1.220529556274414,121.0,60.0,406.97370526224165,13.058703219752404,667.2857142857143,50.823603743587,20.917994211093134,2.639168784051137,17.690363781535527
1999-05-18,-1.1365,2.976026214812296,13.49,0.0,49.5,314.182,0.28125,-1.2445020268753806,0.0519535352630276,1.9882783889770508,121.0,61.0,401.29415511870627,12.283901299012587,662.2857142857143,50.19796149951525,21.51536155425913,2.5426233568355023,18.044527472219226
1999-05-19,-0.96886,1.4792503644160444,14.94,0.0,46.375,315.713,0.1475,-1.1042353421926752,0.0521241896358164,2.9761829376220703,121.0,62.0,368.1071280463768,11.130501727334133,690.5714285714286,49.87968585153759,22.145790264105873,2.435031855288531,18.154917501046405
1999-05-20,-1.0847,3.35603758638815,13.615,0.0,56.875,315.658,0.0325,-1.500015963879567,0.1005567174289992,3.667037963867188,121.0,63.0,341.8705607990147,10.624074815273074,674.4285714285714,50.10021829429907,21.75161482906243,2.4189831729033338,18.501382255891226
1999-05-21,-2.9685,5.263129490260523,14.015,0.0,62.0,310.212,0.29875,-3.566256640761713,0.1042930107057505,3.210054397583008,121.0,64.0,315.3957185634968,10.173425906190573,658.2857142857143,48.769631866165575,21.681050269937717,2.3239474065541406,18.89725305056133
1999-05-22,-4.8963,4.11389722655112,12.1275,2.15,73.125,156.561,0.84125,-4.970195534720571,0.1749169816783291,3.1700868606567383,121.0,65.0,295.03353662466685,10.221591437859306,680.1428571428571,47.75274769109678,22.350351099357503,2.2332376312859523,18.803939339821618
1999-05-23,-5.9617,7.044247015517343,10.69,1.28,74.375,239.622,0.6825,-7.130535993547949,0.2229724369125206,2.8796424865722656,121.0,66.0,280.93454505520515,9.85933192335697,685.1428571428571,46.72386339284783,23.09002760421012,2.078579100606896,18.969270862611612
1999-05-24,-8.9999,6.856766303486286,13.6025,0.98,76.625,202.654,0.77625,-9.736212514936025,0.2655972232348706,2.758279800415039,121.0,67.0,271.14774041899767,9.924872323380873,703.0,45.732420848783306,23.367230153981154,1.9602601632493553,19.332676255532572
1999-05-25,-10.8463,5.77834021367728,13.6275,4.24,65.5,292.726,0.6275,-10.705832191477864,0.4491629046249555,3.043719291687012,121.0,68.0,277.6326970295609,10.208478960591723,706.4285714285714,45.938750083046955,22.25153005918648,1.9010034312418307,19.55325501978073
1999-05-26,-11.0023,5.251642377033113,12.4025,0.04,58.5,293.83,0.4775,-11.150316585566038,0.6976590616426269,3.219134330749512,121.0,69.0,302.39252006545524,10.880613494520528,682.1428571428571,47.82919471780853,20.661419710830803,1.8321032494949852,19.488273531938216
1999-05-27,-11.1392,5.035748959005503,14.0025,0.13,65.875,243.657,0.6925,-11.157492654851623,0.8250682376153463,3.2011756896972656,121.0,70.0,305.0610591117585,11.25011317312116,685.5714285714286,48.235865616875984,20.08204469202456,1.78052187959878,19.480210841786583
1999-05-28,-11.8967,2.230699249254592,15.015,0.0,65.875,286.439,0.5225,-10.91745150168549,1.6822533427246689,3.156646728515625,121.0,71.0,309.9207133978775,11.769179422272341,731.2857142857143,50.028317268849264,19.56995027122148,1.8476115957645507,19.737556260727267
1999-05-29,-11.9544,4.658400048903593,15.0025,0.7,75.75,205.698,0.80875,-4.244774202636844,0.3137041836612037,3.4933900833129883,121.0,72.0,311.25114616560677,11.686360787047686,759.1428571428571,50.63819213796669,19.438001507598184,1.8005403419919686,20.214714210945694
1999-05-30,-5.8761,2.7418804137170167,11.39,0.34,57.0,275.712,0.5625,-5.665790036243811,0.5138325904631402,3.4221506118774414,121.0,73.0,300.06624026155686,11.664764923776218,754.1428571428571,51.0640052002254,19.13592491645714,1.8641129423596488,20.082539816972673
1999-05-31,-10.0096,1.7960622074764003,11.7275,0.01,56.375,302.294,0.53,-5.656966263566081,1.962784496626959,3.229524612426758,121.0,74.0,292.8090160260069,11.812024596683855,736.2857142857143,52.079408648063136,18.534124263759423,1.8980185114662471,19.826583154924666
1999-06-01,-9.9949,6.511364404351058,15.04,0.03,53.25,318.571,0.43875,-6.609639403957831,0.4964622433241554,3.098605155944824,121.0,75.0,279.9863751031692,11.580857933467133,757.1428571428571,53.009676930280214,18.1275077356404,1.8574652692001012,19.926579412645566
1999-06-02,-8.9532,5.277393192310955,15.415,0.07,62.375,335.665,0.18625,-9.14196533596028,0.4883670044227716,2.9483203887939453,121.0,76.0,257.67343790503884,11.171796822935733,781.4285714285714,51.7673047930761,18.97772708263547,1.8157589503829805,20.42100678621234
1999-06-03,-9.8985,3.3913475036665,15.1525,0.81,68.375,228.827,0.71375,-9.459733032955873,1.024399178127262,3.0072269439697266,121.0,77.0,258.44897831070915,11.07548422083255,823.7142857142857,51.67249771317445,19.16743886640695,1.8408396445756328,20.699663149781546
1999-06-04,-9.9774,4.3840386096897,15.39,0.58,74.25,163.606,0.805,-8.32840691513371,0.9941246565539236,3.0411081314086914,121.0,78.0,260.14181775826347,10.765884113198576,823.7142857142857,50.75246974951712,19.64115080572522,1.786157872016864,20.655697654906415
1999-06-05,-9.9673,5.60321911521627,14.64,3.8,77.375,147.499,0.88625,-10.143774408808088,0.8597919420050968,2.883338928222656,121.0,79.0,260.1073076876795,10.791368473911096,823.7142857142857,50.75769800458395,19.570903599524474,1.7406146911225988,20.658563833311906
1999-06-06,-11.0196,6.894064986004266,13.415,5.77,76.375,194.623,0.85125,-11.661405603223365,0.6599907279321762,2.6014175415039062,121.0,80.0,271.5590869685248,10.896365947243632,833.2857142857143,50.83105370846503,19.794392591691498,1.635481806810954,21.255053886612224
1999-06-07,-12.0172,2.083384041049561,13.59,0.86,81.5,218.918,0.81375,-12.110837467714374,1.338448709371698,2.371528625488281,121.0,81.0,294.80318041273523,11.183690537017622,851.1428571428571,50.63383049442048,20.09361811600653,1.647579988512917,21.488488248546012
1999-06-08,-12.9135,3.49839857336539,14.7525,0.11,74.5,297.81,0.60375,-9.928541686283095,3.247748213053199,2.303280830383301,121.0,82.0,298.4169323036525,11.830533530056256,872.5714285714286,50.65608118199167,19.81789564756806,1.7286648680719847,21.64585336173374
1999-06-09,-12.9405,3.2631217080044683,13.6275,12.41,88.75,160.364,0.79,-5.640979102536305,0.5327393745169254,2.4377918243408203,121.0,83.0,301.04939942697274,12.045775943343463,857.8571428571429,50.75126721981693,19.290565806351044,1.7956561284739785,21.48750425245092
1999-06-10,-12.9446,3.576470905882641,14.4775,1.52,69.25,332.877,0.215,-6.237619679169578,0.6036889989439321,2.2846479415893555,121.0,84.0,286.9300640726728,11.981893177140437,836.4285714285714,51.4092078685698,19.693131642096827,1.823502927621853,21.641233808789156
1999-06-11,-6.9758,2.31984753337908,15.515,0.81,66.125,314.287,0.39875,-6.63167373456848,1.417927248035156,2.245931625366211,121.0,85.0,283.2834287778917,11.959364182075275,815.0,51.75801987155886,19.441034463259218,1.8863709925814212,21.7860906871443
1999-06-12,-9.9874,4.231852108193881,16.4275,0.53,63.875,198.702,0.705,-4.765794873039805,0.6270356093181779,2.4065475463867188,121.0,86.0,277.5069314446123,11.937930942590382,815.0,51.485151811638126,19.42226085253579,1.953323794349856,21.802245482683645
1999-06-13,-5.99,3.653180656120088,18.6275,6.22,69.625,229.656,0.6475,-6.016022182934849,0.4665744404152754,2.324289321899414,121.0,87.0,268.7187747155657,11.967722981263387,851.1428571428571,51.51667484878554,19.594380486856444,2.0308169888748084,21.821576145015463
1999-06-14,-6.0332,2.388112568666938,18.8525,0.82,75.125,313.966,0.6225,-5.645933996016621,1.185363974962352,2.5242366790771484,121.0,88.0,236.1070646341102,11.547028435955715,879.0,50.83293349484864,19.790701868739344,1.9401832012619313,22.06597804486891
