Date	AirT	delT	U	CC	Humidity	Prec(mm/d)	swr(w/m2)	inflow(m3/s)	outflow(m3/s)	Ice_d	days from iceoff	MLD	thermD	W	O2	NOX	NH4	PO4	TotP	Si	Chl
1999-04-17	2.1645833333333333	0.0443950000000006	4.79525	0.9791666666666666	93.5	23.0	159.5	0.985	-1.822	110	8.0	-21.0	-15.0	0.0030041378709149	416.4407958984375	0.8555952906608582	0.48152127861976624	0.2873321771621704	1.0919528007507324	60.94159698486328	9.238926887512207
1999-04-18	4.867916666666667	0.0916699999999997	4.632791666666667	0.9874999999999998	93.625	9.900000000000004	148.8	0.967	-1.786	110	9.0	-21.0	-15.0	0.0011274332862978	423.37786865234375	0.923314094543457	0.362415075302124	0.3358374536037445	0.935867965221405	58.01776123046875	7.308518409729004
1999-04-19	4.346666666666666	0.0514149999999995	5.466791666666666	0.6708333333333334	84.29166666666667	0.2	551.7	0.947	-1.751	110	10.0	-21.0	-15.0	0.0011640020601453	411.8722839355469	0.5279893279075623	0.40405330061912537	0.2508408725261688	0.9437986612319946	54.83369827270508	9.03786563873291
1999-04-20	5.0008333333333335	0.1456450000000009	3.674375	0.2916666666666666	79.83333333333333	0.0	638.4	0.929	-1.716	110	11.0	-21.0	-15.0	0.002101926403108	385.76519775390625	0.5385235548019409	0.40173906087875366	0.2317105233669281	0.9489186406135559	52.155460357666016	7.570357322692871
1999-04-21	5.30375	0.1430049999999996	4.692916666666666	0.4208333333333333	79.66666666666667	0.0	681.0	0.914	-1.683	110	12.0	-21.0	-15.0	0.0037238999161016	419.2729797363281	0.21350529789924622	0.4539088308811188	0.16125375032424927	0.9198113083839417	53.36286163330078	9.332598686218262
1999-04-22	5.553333333333334	0.0934349999999994	2.583458333333333	0.9083333333333335	86.875	0.0	358.8	0.905	-1.65	110	13.0	-21.0	-15.0	0.0012484113925534	411.306640625	0.4780876338481903	0.5794233679771423	0.1741759479045868	1.0504648685455322	58.339534759521484	9.912615776062012
1999-04-23	6.345833333333334	0.1933250000000006	1.4078750000000004	1.0	88.33333333333333	1.1999999999999995	549.4	0.905	-1.621	110	14.0	-21.0	-15.0	0.0316699188352124	404.10333251953125	0.6447020173072815	0.628140926361084	0.16762365400791168	1.0059483051300049	54.043540954589844	10.900521278381348
1999-04-24	6.859583333333332	0.5201250000000002	1.119125	1.0	92.66666666666669	0.5999999999999998	465.2	0.909	-1.591	110	15.0	-21.0	-2.0	0.3960826413438424	379.4920654296875	0.8058788180351257	0.7278781533241272	0.17888237535953522	0.9332613945007324	56.57624053955078	10.729300498962402
1999-04-25	5.775000000000001	0.4277100000000002	2.2064166666666662	0.5625000000000001	90.27083333333331	0.0	483.3	0.917	-1.562	110	16.0	-1.674598282918058	-2.0	0.0678964817469815	391.2045593261719	0.4950489103794098	0.8067623376846313	0.1160953938961029	0.8998889923095703	60.365718841552734	12.23568058013916
1999-04-26	7.390416666666667	0.5254649999999996	3.633958333333334	0.1833333333333333	75.95833333333333	0.0	678.1	0.927	-1.534	110	17.0	-21.0	-9.0	0.45373996923178	419.7379150390625	0.3405283987522125	0.6793267130851746	0.07564987987279892	0.8436279892921448	56.11872863769531	11.067889213562012
1999-04-27	8.2875	0.5754599999999996	2.5099166666666672	0.2749999999999999	70.02499999999999	0.0	689.5	0.935	-1.507	110	18.0	-21.0	-2.0	0.1832340058790822	421.3894348144531	0.3136502802371979	0.5908784866333008	0.07890912145376205	0.818289041519165	54.09838104248047	11.552376747131348
1999-04-28	9.007083333333334	0.509855	3.166125	0.7125000000000002	73.65416666666667	0.0	370.8	0.944	-1.48	110	19.0	-11.12615345232327	-2.0	0.4687007806562497	416.175048828125	0.36222895979881287	0.6740050911903381	0.08505447953939438	0.8963916897773743	60.97408676147461	11.858280181884766
1999-04-29	5.307916666666666	0.6066649999999996	5.447958333333333	0.3083333333333334	60.44166666666666	0.8999999999999998	607.1	0.951	-1.452	110	20.0	-11.160686053598	-9.0	0.3169257073279396	413.46337890625	0.3439592123031616	0.6397800445556641	0.0853986144065857	0.8745260238647461	57.67877197265625	12.206743240356445
1999-04-30	4.355833333333334	0.2573800000000004	4.658541666666666	0.8041666666666667	82.27499999999999	2.399999999999999	611.6	0.958	-1.425	110	21.0	-21.0	-15.0	0.0930825128534238	415.8624572753906	0.3102567493915558	0.6057341694831848	0.08086395263671875	0.8383616805076599	55.21515655517578	10.995382308959961
1999-05-01	4.8625	0.4135850000000003	3.661916666666666	0.6916666666666668	76.33333333333333	1.1999999999999995	587.0	0.961	-1.399	110	22.0	-21.0	-15.0	0.0	416.422607421875	0.2960547208786011	0.5930111408233643	0.080276258289814	0.8452709317207336	54.13887405395508	11.670677185058594
1999-05-02	3.4166666666666665	0.3927100000000001	3.800708333333336	0.3875	72.0	0.2	599.4	0.961	-1.372	110	23.0	-21.0	-15.0	0.0810269733848152	418.0486755371094	0.3206576406955719	0.5818080902099609	0.08073081076145172	0.8479185104370117	51.54489517211914	12.218530654907227
1999-05-03	3.8775	0.38863	3.456583333333333	0.8083333333333336	85.02916666666667	3.599999999999999	692.1	0.955	-1.346	110	24.0	-21.0	-15.0	0.0158973901405107	419.7785949707031	0.34170103073120117	0.5537569522857666	0.08098777383565903	0.8202561736106873	49.615867614746094	10.801911354064941
1999-05-04	5.0425	1.1950000000000012	2.1651666666666665	0.5875	83.16666666666667	2.299999999999999	711.0	0.944	-1.32	110	25.0	-21.0	-2.3568	0.0188634251179623	419.72393798828125	0.33696311712265015	0.5200845003128052	0.08127167075872421	0.7760144472122192	49.32725143432617	10.040858268737793
1999-05-05	5.07125	1.025666666666666	2.984125	0.3291666666666666	77.16666666666667	0.0	709.0	0.929	-1.295	110	26.0	-21.0	-13.3497	0.4551497504822492	418.33270263671875	0.3272477388381958	0.5010533928871155	0.08144570887088776	0.7640659213066101	48.545082092285156	9.93737506866455
1999-05-06	7.316249999999999	1.1131666666666673	2.2062500000000003	0.25	62.2875	0.0	679.8	0.91	-1.271	110	27.0	-21.0	-13.4009	0.471136923222466	419.0403747558594	0.3070688843727112	0.4925183355808258	0.07860118895769119	0.7389381527900696	44.948997497558594	10.06875991821289
1999-05-07	6.840833333333333	1.1656666666666666	5.1859166666666665	0.3291666666666665	60.458333333333336	0.0	746.0	0.889	-1.246	110	28.0	-17.00352535311935	-13.2946	0.994660782751576	417.1651306152344	0.27183404564857483	0.4645861089229584	0.07854092866182327	0.690698504447937	43.16343307495117	8.593215942382812
1999-05-08	2.7495833333333333	1.0461666666666662	4.988166666666666	0.2749999999999999	58.91666666666666	0.0	605.5	0.867	-1.222	110	29.0	-21.0	-13.3384	0.1355232536600209	414.2323303222656	0.24903003871440887	0.5067952275276184	0.07786291092634201	0.7299761176109314	42.66901397705078	10.44397258758545
1999-05-09	3.223750000000001	1.1563333333333343	2.610958333333333	0.7708333333333334	64.25	4.200000000000002	606.8	0.844	-1.197	110	30.0	-21.0	-11.414	0.001125900703588	411.2534484863281	0.2334858626127243	0.5415281057357788	0.07832984626293182	0.7416276931762695	41.052696228027344	10.232185363769531
1999-05-10	2.6933333333333334	0.4013333333333344	4.307958333333333	0.8791666666666668	87.53333333333335	2.700000000000001	191.5	0.821	-1.173	110	31.0	-21.0	-15.0	0.2594427277671413	409.0336608886719	0.4161286950111389	0.4915142059326172	0.11475064605474472	0.6518627405166626	37.11490249633789	8.223468780517578
1999-05-11	4.116666666666668	0.1763333333333321	2.8223333333333334	0.5916666666666667	75.58333333333333	0.0	443.5	0.797	-1.149	110	32.0	-21.0	-15.0	0.021711096863643	400.1423034667969	0.25718337297439575	0.6048066020011902	0.11139318346977234	0.6855250000953674	39.57658767700195	10.092820167541504
1999-05-12	3.2079166666666663	0.2845000000000004	2.3099583333333333	0.3625	67.29166666666667	0.0	723.0	0.771	-1.125	110	33.0	-21.0	-15.0	0.0769089813394674	395.32666015625	0.18947990238666534	0.5910901427268982	0.1094701737165451	0.6487835645675659	39.05366516113281	7.161338806152344
1999-05-13	5.318333333333334	0.2313333333333336	3.760916666666666	0.7333333333333333	62.13333333333333	0.0	701.0	0.747	-1.102	110	34.0	-21.0	-15.0	0.2700517901448058	391.643798828125	0.18647362291812897	0.5641120672225952	0.10884250700473785	0.6490904092788696	38.953433990478516	7.165871620178223
1999-05-14	6.8429166666666665	0.1611666666666664	4.339875	0.7208333333333335	53.59166666666667	0.0	472.3	0.722	-1.079	110	35.0	-21.0	-15.0	0.0562190236387587	387.0831604003906	0.20534679293632507	0.6730164885520935	0.10696680843830109	0.7559467554092407	38.38988494873047	8.476621627807617
1999-05-15	7.0441666666666665	0.4393333333333356	2.9998750000000007	0.2291666666666666	56.583333333333336	0.0	721.0	0.696	-1.058	110	36.0	-21.0	-15.0	0.0100863985299412	384.1902770996094	0.24092735350131989	0.6191526651382446	0.10657050460577011	0.7150526642799377	42.98632049560547	6.070676803588867
1999-05-16	7.186666666666667	0.7560000000000002	1.7014166666666668	0.2833333333333332	62.04166666666666	0.0	564.7	0.667	-1.038	110	37.0	-21.0	-1.5	0.3797965618790567	380.50201416015625	0.3000233471393585	0.6166152954101562	0.10952217131853104	0.7345641851425171	41.29324722290039	6.9140424728393555
1999-05-17	7.374999999999999	0.882666666666668	2.430375	0.5666666666666665	69.4875	0.0	609.7	0.636	-1.018	110	38.0	-8.54233573767213	-2.5508	0.7173382330164465	374.1446533203125	0.39465853571891785	0.6140515804290771	0.11778716742992401	0.6855904459953308	40.41394805908203	4.840047359466553
1999-05-18	11.949166666666668	1.4559999999999995	1.8833333333333333	0.3666666666666667	57.6	0.0	737.0	0.607	-0.999	110	39.0	-8.156891183118844	-1.5	0.5319910623230182	385.0350646972656	0.14337456226348877	0.5183378458023071	0.07550623267889023	0.6145959496498108	39.86052703857422	4.434079647064209
1999-05-19	12.930833333333332	2.1361666666666688	3.300958333333333	0.1625	48.2375	0.0	747.0	0.574	-0.979	110	40.0	-4.609147426806913	-5.2229	0.5622800539868549	381.0355224609375	0.1450309008359909	0.48334231972694397	0.0732794925570488	0.5770903825759888	36.727298736572266	3.5974292755126953
1999-05-20	12.16375	2.3185	1.8885416666666668	0.0	62.41666666666666	0.0	746.0	0.545	-0.961	110	41.0	-3.009289049304074	-5.4276	0.2198430394836154	378.3687744140625	0.14160330593585968	0.46277374029159546	0.07164561003446579	0.5694155097007751	37.280662536621094	3.1708264350891113
1999-05-21	12.94833333333333	2.2503333333333337	3.381333333333333	0.2333333333333333	62.708333333333336	0.0	748.0	0.542	-0.945	110	42.0	-2.584441154376516	-3.1269	0.6753492425558429	375.73052978515625	0.14897777140140533	0.46015802025794983	0.07203564792871475	0.5672950744628906	38.01580047607422	2.7350552082061768
1999-05-22	12.764166666666668	2.236833333333334	4.820958333333333	0.854166666666667	68.16250000000001	0.1	664.5	0.522	-0.93	110	43.0	-3.012001560284595	-5.67	0.3572077064393281	371.61102294921875	0.14652396738529205	0.5092868208885193	0.07431613653898239	0.566154420375824	36.15325164794922	2.7175493240356445
1999-05-23	10.941666666666668	0.8374999999999986	6.124416666666669	0.6375000000000001	68.15416666666667	0.2	829.0	0.499	-0.915	110	44.0	-5.623818838101503	-13.2906	0.360464568371641	370.32293701171875	0.14516399800777435	0.48958462476730347	0.07415375858545303	0.5540202260017395	37.68402862548828	2.407280683517456
1999-05-24	13.759583333333332	0.1436666666666664	6.675291666666667	0.7749999999999999	70.16666666666667	1.8999999999999992	678.7	0.479	-0.901	110	45.0	-9.049124681366775	-15.0	0.4253438650014798	370.8017272949219	0.14473864436149597	0.5189759731292725	0.07470861077308655	0.5549594759941101	36.17478561401367	2.3129360675811768
1999-05-25	13.718333333333332	0.200666666666665	5.623041666666666	0.6625000000000001	64.35416666666667	0.0	764.0	0.503	-0.898	110	46.0	-11.38472123320562	-15.0	0.5522487953599919	372.5421447753906	0.14342038333415985	0.5128931403160095	0.07390045374631882	0.547120988368988	35.88268280029297	2.1443705558776855
1999-05-26	12.704583333333334	0.4819999999999975	4.956124999999999	0.2916666666666666	56.89166666666667	0.5999999999999998	831.0	0.538	-0.899	110	47.0	-12.63634180685209	-13.5387	1.1113546168754862	374.15252685546875	0.1434224396944046	0.4853537380695343	0.07190367579460144	0.5420395731925964	36.11845016479492	2.0712473392486572
1999-05-27	12.809583333333334	0.4648333333333347	4.915416666666666	0.7166666666666667	70.16666666666667	0.0	598.4	0.5680000000000001	-0.901	110	48.0	-12.20253341961918	-15.0	1.4397693905263995	373.9060974121094	0.1484629213809967	0.5704065561294556	0.07350991666316986	0.5657386183738708	35.96385192871094	2.314248561859131
1999-05-28	12.619166666666668	1.3193333333333328	2.398916666666666	0.5958333333333333	69.19166666666668	0.0	661.8	0.584	-0.904	110	49.0	-13.11470411980039	-13.4697	2.024371949065876	373.6070251464844	0.14922255277633667	0.6051738858222961	0.07653658837080002	0.5646560788154602	35.38218307495117	2.4180305004119873
1999-05-29	13.975416666666666	1.807500000000001	6.412708333333334	0.6875	73.45416666666667	0.2	496.2	0.576	-0.906	110	50.0	-12.73102425044359	-12.2478	11.531653021957512	358.639892578125	0.1545962542295456	0.7011675834655762	0.07626671344041824	0.5648671984672546	35.859066009521484	2.713667869567871
1999-05-30	11.397916666666667	0.9823333333333332	3.961208333333333	0.6041666666666669	56.625	0.0	660.5	0.5609999999999999	-0.906	110	51.0	-13.59658836872471	-13.4893	1.3476237492003753	355.8304748535156	0.15399959683418274	0.6835936903953552	0.07816033065319061	0.5461901426315308	35.694454193115234	2.64254093170166
1999-05-31	11.0775	1.2784999999999975	3.152625000000001	0.4291666666666666	64.2625	0.0	862.0	0.552	-0.904	110	52.0	-14.15631797452288	-13.4792	4.1738583466042245	356.6020812988281	0.15297353267669678	0.5962230563163757	0.07567097991704941	0.5320184826850891	35.978206634521484	2.346257209777832
1999-06-01	14.995416666666667	1.152000000000001	6.689125000000001	0.5708333333333336	48.34166666666666	0.0	770.0	0.536	-0.899	110	53.0	-9.029919234364424	-13.1968	4.2432875525326885	349.5279846191406	0.15183499455451965	0.5387818813323975	0.07311002165079117	0.5285220742225647	37.03927993774414	2.137827157974243
1999-06-02	15.68291666666667	0.5148333333333355	6.096708333333333	0.2041666666666665	58.69583333333333	0.0	797.0	0.515	-0.892	110	54.0	-14.02376180448345	-11.5412	1.5541971254687803	351.8094177246094	0.15048451721668243	0.4992682635784149	0.07117889821529388	0.5302922129631042	37.76262664794922	2.022629976272583
1999-06-03	14.065	1.7289999999999974	3.1880416666666664	0.5916666666666667	73.0	0.0	784.0	0.489	-0.882	110	55.0	-14.57996756748732	-13.4123	2.4504106604594824	354.4214172363281	0.14922921359539032	0.49236682057380676	0.07020798325538635	0.5342082977294922	39.0776252746582	1.9473106861114502
1999-06-04	15.39875	2.8184999999999985	4.098999999999999	0.7458333333333332	70.47500000000001	0.2	568.3	0.46	-0.877	110	56.0	-9.141632386039964	-10.1165	5.346609963388625	344.9028625488281	0.14825524389743805	0.6051554679870605	0.0733712911605835	0.5510441660881042	38.56086730957031	2.0875751972198486
1999-06-05	14.880000000000004	1.7776666666666667	5.452791666666666	0.8166666666666668	74.425	2.799999999999999	664.5	0.433	-0.875	110	57.0	-5.270629221329011	-13.1924	0.8889433799843632	337.14202880859375	0.147940993309021	0.6961990594863892	0.07651270925998688	0.5427778959274292	39.544822692871094	1.9904577732086182
1999-06-06	14.017916666666666	2.704833333333333	5.4060000000000015	0.8041666666666666	74.77083333333333	1.3999999999999997	757.0	0.406	-0.87	110	58.0	-9.0148628318544	-13.2999	1.439436863960816	342.458740234375	0.14476357400417328	0.680115282535553	0.07484357804059982	0.5343204736709595	38.33169174194336	2.068236827850342
1999-06-07	13.5625	3.405999999999999	1.7550833333333336	0.8375	82.46666666666667	0.0	542.5	0.382	-0.863	110	59.0	-10.98296359823726	-10.8714	2.378262136385046	331.4928894042969	0.1471065729856491	0.7508304715156555	0.07622458785772324	0.5422852039337158	39.12910079956055	2.244873285293579
1999-06-08	14.826666666666668	3.636333333333331	2.683583333333333	0.6124999999999999	74.45833333333333	0.6999999999999997	775.0	0.359	-0.859	110	60.0	-9.632118847228233	-9.3026	22.74476700597065	319.89581298828125	0.14864346385002136	0.7017145156860352	0.0744214728474617	0.5357831120491028	39.57306671142578	2.177647829055786
1999-06-09	13.575416666666673	3.019000000000002	4.604666666666666	0.7875000000000001	91.0	1.6000000000000003	277.4	0.421	-0.857	110	61.0	-2.767609544039671	-7.3933	1.0721258003140612	314.21063232421875	0.27618977427482605	0.8166627883911133	0.0778261125087738	0.5344648361206055	42.94363021850586	2.5140368938446045
1999-06-10	15.588333333333331	2.733833333333333	3.092083333333333	0.1958333333333333	70.625	0.0	736.0	0.446	-0.864	110	62.0	-7.05678500237686	-13.3391	1.5336111492647988	310.04803466796875	0.2154168337583542	0.7813131809234619	0.07911843061447144	0.5063236951828003	43.81867980957031	2.3459177017211914
1999-06-11	15.75125	4.125	2.168375	0.5250000000000001	69.08333333333333	0.0	680.3	0.448	-0.877	110	63.0	-6.674180939943956	-1.5	4.714490638742809	306.29144287109375	0.17842623591423035	0.7789074778556824	0.07749512046575546	0.5100811719894409	44.55808639526367	2.258207082748413
1999-06-12	16.72291666666667	3.1895000000000007	3.747125000000001	0.6458333333333334	66.625	0.0	675.5	0.438	-0.888	110	64.0	-3.515536910693383	-10.1875	3.108849685804312	305.454833984375	0.16382724046707153	0.788140594959259	0.07625297456979752	0.5341229438781738	44.45791244506836	2.1716599464416504
1999-06-13	18.91375	3.226000000000001	3.530375	0.4083333333333332	65.12916666666666	0.5999999999999998	696.1	0.426	-0.896	110	65.0	-3.685895504310454	-11.3684	0.8247839346978686	304.7192077636719	0.16414634883403778	0.7704620957374573	0.07497929036617279	0.5551384687423706	44.66796875	2.1308562755584717
1999-06-14	19.552916666666665	4.599166666666665	2.6595833333333334	0.6875000000000001	79.54166666666667	0.0	671.4	0.42	-0.9	110	66.0	-3.794414111314544	-2.0069	1.690476255617419	303.01806640625	0.17040324211120605	0.7821688652038574	0.07491971552371979	0.5777755379676819	45.43562698364258	2.113339900970459
1999-06-15	19.091666666666665	6.490166666666667	3.98325	0.6833333333333336	68.10416666666667	0.0	687.0	0.41	-0.901	110	67.0	-2.690455686954567	-6.6672	1.6966209039963638	302.2842712402344	0.17508020997047424	0.7758455276489258	0.07518456131219864	0.5981069207191467	44.99048614501953	2.105963706970215
1999-06-16	18.55666666666666	6.501333333333333	2.189416666666667	0.3416666666666666	74.6875	0.0	722.0	0.396	-0.903	110	68.0	-3.600762129511955	-5.612	1.0301848718598694	300.5792541503906	0.1668849140405655	0.7363964319229126	0.07534106075763702	0.6083186268806458	45.763084411621094	2.1335761547088623
1999-06-17	19.315	6.675499999999998	3.206166666666668	0.25	66.29166666666667	0.0	750.0	0.387	-0.908	110	69.0	-3.442122352316376	-5.4856	4.851873491084326	303.0087890625	0.1522534340620041	0.6448590755462646	0.06931744515895844	0.5989585518836975	43.07828140258789	2.0795841217041016
1999-06-18	13.627499999999996	6.772666666666671	4.340833333333333	0.225	71.5125	0.0	694.5	0.385	-0.911	110	70.0	-3.216678914211738	-5.4926	2.160063289442818	302.5635681152344	0.15318039059638977	0.6669495701789856	0.06915249675512314	0.5975235104560852	43.32585906982422	2.068592071533203
1999-06-19	17.66916666666667	6.2455	4.301416666666667	0.3791666666666666	68.29166666666667	0.0	641.9	0.377	-0.914	110	71.0	-5.299574213957659	-7.3667	1.6980845203392758	302.2733154296875	0.15226824581623077	0.7314459085464478	0.07161717116832733	0.6030284762382507	43.754547119140625	2.0595412254333496
1999-06-20	18.8025	6.244666666666667	5.082125	0.5083333333333334	68.41666666666667	0.0	723.0	0.363	-0.921	110	72.0	-5.786334951861658	-5.7298	2.025485118634597	302.1681213378906	0.15217405557632446	0.7202941179275513	0.07123337686061859	0.6028982400894165	44.08997344970703	2.0793709754943848
1999-06-21	16.187916666666666	6.1931666666666665	3.96575	0.6083333333333334	73.28333333333333	0.2	446.6	0.361	-0.932	110	73.0	-6.508466337912994	-5.5553	1.939509110830036	299.72454833984375	0.1504502296447754	0.8159226179122925	0.07372479885816574	0.5998055338859558	45.358795166015625	2.259906053543091
1999-06-28	18.949583333333333	5.219333333333333	3.7642916666666673	0.425	70.24583333333334	0.0	751.0	0.403	-0.969	110	80.0	-9.186809189404135	-5.7131	5.119446581736242	298.8380432128906	0.15220214426517487	0.8023016452789307	0.07363652437925339	0.5821601152420044	45.80940628051758	2.2615597248077393
1999-06-29	17.545416666666668	5.1935	4.06275	0.4083333333333334	76.54166666666667	2.2000000000000006	749.0	0.393	-0.966	110	81.0	-7.165328646572902	-9.8152	3.4373966411487964	299.0301208496094	0.15552520751953125	0.7919402718544006	0.07236339151859283	0.5869634747505188	46.431976318359375	2.267967939376831
1999-06-30	18.79625	5.713500000000002	3.112416666666667	0.4249999999999999	66.90416666666667	0.0	714.0	0.376	-0.965	110	82.0	-5.665958394923732	-7.7555	1.9368804893314289	299.5272216796875	0.15834733843803406	0.7965439558029175	0.07143007963895798	0.5971581339836121	46.84345245361328	2.232584238052368
1999-07-01	19.46	5.844166666666666	3.851416666666668	0.5458333333333335	74.66666666666667	0.0	586.5	0.361	-0.963	110	83.0	-5.497331222130099	-7.6541	4.940482436504414	298.7501220703125	0.15723049640655518	0.8087926506996155	0.07415491342544556	0.6159371137619019	47.215965270996094	2.39113712310791
1999-07-02	16.90125	6.214166666666669	3.9342916666666654	0.9083333333333335	73.86666666666666	0.5999999999999998	737.0	0.349	-0.959	110	84.0	-5.004097320819531	-8.4701	1.962981875544728	299.7413635253906	0.15716376900672913	0.7923651337623596	0.07338561862707138	0.626059889793396	47.5575065612793	2.4017012119293213
1999-07-03	16.72041666666667	5.450666666666667	7.317416666666666	0.3041666666666665	67.83333333333333	0.0	780.0	0.3389999999999999	-0.954	110	85.0	-5.950710305161606	-13.3263	2.638043957403159	301.3492736816406	0.1574745923280716	0.7524781227111816	0.07205728441476822	0.6304202675819397	47.947269439697266	2.4401752948760986
1999-07-04	17.642500000000002	5.535666666666664	4.184708333333334	0.5083333333333334	57.11666666666667	0.0	789.0	0.353	-0.95	110	86.0	-9.728961439754292	-9.849	1.734363932090946	303.25177001953125	0.15805289149284363	0.7026110887527466	0.07083795964717865	0.6305439472198486	48.526309967041016	2.441054344177246
1999-07-05	18.95625	5.520333333333337	3.997791666666668	0.8874999999999998	76.29166666666667	1.1000000000000003	675.0	0.469	-0.938	110	87.0	-10.4794676968979	-8.6391	6.514148703689842	302.9789123535156	0.15814827382564545	0.759692907333374	0.07209285348653793	0.6404257416725159	47.83100128173828	2.613023519515991
1999-07-06	18.935	5.758166666666668	4.268375000000001	0.5541666666666666	76.625	0.0	572.2	0.544	-0.923	110	88.0	-5.440957828183965	-9.228	1.99661869967328	301.79144287109375	0.15547718107700348	0.7969607710838318	0.07516912370920181	0.6611841320991516	47.588279724121094	2.8222577571868896
